672.3610922498827,1076.4126814243177,4615.168071559169,15788.36878591969,29044.5395539752,38691.61522626987,49261.902450325244,56947.45558503055,64675.80654891527,73203.60802181422,83094.17092527707,90894.03831017988,94914.3380842168,104004.06994718047,118884.1547895621,127917.99773699608,138639.7337435078,148291.5123785477,158492.72119107057,170070.27242261657,180662.14301568226,188791.52871540916,198041.47043442758,208353.87202412914,214412.88671239268,217362.36621572913,221161.90363057563,222820.92364944957,225298.4756208822,226380.38531943425,228063.56368155408,229851.80302171028,230560.69706999682,231066.99504593582,231229.32233152486,231387.70037443287,237616.49859060018,241899.3458159983,250217.02006016098,256345.07600152068,266877.0474061237,278326.2566560021,286429.0232909117,291266.73874871165,292306.96551474795,293846.8115948451,295767.96238018695,296727.4064410451,298599.690110338,298712.6731448209,298768.8240984376,298941.81975657307,299127.01258242293,299337.95366388676,299613.61775745783,299975.4663182652,300452.2954649595,300899.68768632325,301639.1271070122
Infinity,1346.1398121814386,5082.475462908188,16776.16424258668,30092.57637665028,39522.937965041514,50189.050085298055,57669.95901131057,65402.52998412322,73999.20566827178,83998.94047977182,91681.12881374152,95409.6934100636,104877.13115935058,120052.31248533561,128721.37636346376,139605.7690132189,149156.46105180116,159366.68345672748,171040.55466127253,181602.2428567455,189544.27821152494,198928.05047564823,209303.53459408355,215120.50306213083,217844.3782831703,221767.68652629683,223154.50543961526,225828.73842073078,226611.03638882766,228476.73620412237,230291.9618897448,230770.77860059106,231290.10904031282,231367.89649188236,231424.01173354982,238382.3807432005,242404.00576443397,251066.50660623316,257005.7236875016,267878.1629186831,279352.5925646637,287305.5953859808,291972.69414694124,292488.9051946551,294206.5190027453,296187.7506893854,297003.32623982354,299010.1776916029,298816.64338268683,298796.6329737594,299021.2627163816,299185.3357159272,299378.0662470578,299631.85159864184,299974.6631815259,300438.015331775,300863.91833457426,301590.1824778401
Infinity,1345.3344487322574,5031.989461065226,16684.402918822354,29994.019913274195,39440.7196393116,50095.035852710804,57608.71352644168,65344.65054960811,73932.1094999101,83915.20118757432,91603.77038233001,95370.11437745219,104791.8284583191,119951.44655338173,128657.43171320487,139520.72847508301,149073.23407917283,159290.33607606532,170961.29086618693,181523.67489450556,189480.0941251871,198833.35318239246,209212.46284210915,215052.097006081,217783.16765443,221715.87709256608,223132.56990355224,225790.02188689134,226591.96261957404,228440.49048959767,230256.27632294645,230750.72590889648,231276.07018558754,231359.28733982367,231427.9336765864,238315.40245302432,242353.60061484613,250989.9454646376,256948.78968718846,267794.8872963827,279262.5610757025,287232.46377791755,291908.34480183537,292465.44805535907,294183.58343058656,296146.33144497866,296981.1544011519,298971.6879651988,298821.16850459314,298795.4946465836,299025.07940425497,299195.9549829735,299389.44454177923,299641.9630263337,299984.2349416873,300447.6559088995,300874.71043337585,301616.2384991905
Infinity,Infinity,5522.722678682123,17506.822065346416,31326.56638980844,40764.38011073848,51242.661360277736,58769.52425039239,66326.2635059984,74946.91143769397,85032.35866347476,92770.33310661842,96312.63733372295,105608.22496341937,121205.64503585892,130084.92658073077,140650.49372342462,150331.8866686236,160463.91161798363,172168.6653409247,182803.45141275995,190684.41171918646,199896.17460472978,210399.1889649209,216219.03868060507,218634.54468420966,222362.78726090133,223800.52287008186,226224.21061012338,227133.88878330897,228772.00756195502,230758.5357315101,231201.71458785533,231491.28008079744,231572.48382681233,231564.77936134147,238643.77315798012,243286.67015467136,251785.9860199565,258009.72947948883,268784.01354503114,280594.9174644525,288520.535819641,292986.41075148876,293221.7161711819,294505.6178827161,296668.402654377,297477.0786346358,299411.1883038328,299209.71620927704,298899.48698703496,299016.2863164507,299226.2399712203,299400.43277694215,299619.8729223899,299923.4908560189,300309.74140844477,300677.6315959256,301327.34627448104
Infinity,Infinity,2265.5688055082687,7873.064373864005,14988.162376436088,19568.79022774177,24763.239268493948,28061.107280451175,31406.433940651943,35227.11755982804,39933.71290466751,43243.32946399601,44444.51369374044,48634.3052073332,56952.08824657839,61152.230157429236,66478.22363395595,71052.69692354591,76003.89874237285,81908.8841640079,87133.3831244052,90736.62227825596,95039.79437186496,100041.35103283593,102261.28762118005,102904.74902293038,103918.47217755337,104231.24631069822,104926.19508449652,105406.66139963441,105720.10980306634,106062.16792046746,106480.77524462422,106993.13644637143,107832.60437544601,108684.47586022614,111039.31569645833,112372.1824652862,116037.39723669348,118360.66481433903,123543.4709483696,129350.96222003592,132865.96664796624,134392.98537394963,134694.94700158085,134792.29386352343,134965.39054092302,135021.46711015244,135173.77163520496,135870.10615666496,136882.052703366,138288.88598643104,139950.9096944292,141766.90055609285,143766.70815713328,146079.91948406698,148665.65010682365,151263.390901386,154434.45731023073
Infinity,Infinity,Infinity,6228.956199532353,11485.143692198784,14650.41674316324,18290.16079190708,20440.088583546105,22643.675323123367,25180.244396879156,28397.15770446369,30496.199513185988,31168.34030786535,33991.111959029324,40268.240913396745,43151.381323331225,46917.75079147939,50069.02299158804,53530.293025097875,57763.47753006482,61441.942773470444,63852.578000986796,66768.51836277627,70224.61132437587,71485.09762002814,71781.25525975553,72245.91261527839,72587.03555425716,73114.17993992494,73908.50422532395,74226.37927048758,74539.52735212837,75397.33376446346,76456.28579459073,78097.36118465927,79776.5820671184,81153.02173292228,81907.09847030479,84293.32137420189,85691.83137761954,89309.75790415981,93438.81397922787,95687.32606344935,96445.75488899155,97030.55695351292,97092.6568221012,97111.26743279945,97355.98722803325,97359.4417069486,98819.5697151601,100748.92516188233,103170.92393434593,105932.70783142041,108900.31256399993,112102.74676993303,115701.04029133383,119627.21036430386,123575.88635807646,128194.16377782122
Infinity,Infinity,Infinity,8418.622593237944,13951.913020398559,16530.738326438383,20360.59900512,21970.893129198565,24176.34122734088,26895.659019589173,30381.35009526426,32116.58702688607,31907.87428371475,35828.775740645084,42979.12315641162,44906.50123007358,49008.37804150259,51964.02607793347,55498.92917484646,59983.81373229121,63506.253741111286,65448.1131350841,68632.23754952679,72287.35618452249,72783.3298545005,72297.78023048381,73039.34622777483,72628.0920828532,73462.0861588646,73605.21644200635,74034.22022692204,74504.89792338174,74899.55951505629,75363.78158423657,76071.4300364144,76755.15920937654,79478.66195129765,81038.33864281303,85149.61983383131,86944.15870601313,91414.0092370087,95680.6295158175,97399.7384617583,97519.41404158245,96713.61363694674,96870.26765476128,97147.10423773786,97177.88781218372,97428.39748314205,97912.06335542702,98735.96011480202,99956.67414696509,101404.74395422137,102996.63358308058,104763.54274139096,106817.55980667743,109126.20173178747,111438.26139735685,114306.48183841094
Infinity,Infinity,Infinity,Infinity,15051.631670779247,17385.153667118022,21292.427613314503,22683.239655553334,24888.620992681725,27686.732804960135,31284.16094245171,32876.31165809611,32304.781029954822,36680.04340952678,44183.87312341694,45707.355582753895,49963.84454278693,52840.10323246151,56404.62158516447,60983.87675013806,64451.59444764397,66195.369400075,69486.75082915269,73231.72139479751,73421.42149572374,72627.09636818003,73494.98395313251,72784.99067587445,73765.22544595186,73625.85353474326,74223.78011378461,74714.5907038868,74855.68879703539,75245.18387425519,75741.26178037804,76167.36356910614,79560.86358309486,81460.90940033093,85955.57392468414,87550.59486365718,92373.98689849093,96697.43963195621,98207.83917313309,98079.62712512395,96695.64391963735,97021.50867108427,97379.76340960177,97233.93604750338,97663.60167060413,97686.8544838093,98219.16997908721,99119.35982942166,100210.60351592331,101417.54478857237,102776.26671482508,104381.81011218218,106226.85394108677,108055.84518333219,110412.877289294
Infinity,Infinity,Infinity,Infinity,14920.453677315456,18053.13790818218,21203.808376932382,23262.438194368326,24927.511461502316,27561.466869268275,31100.03356734157,33276.19921468301,33120.11068989182,35643.01043023681,43295.15075848835,46734.26089196202,49722.47415874973,53107.06626422498,56413.51003372737,60849.39877542318,64698.89434155522,66706.48389562461,69287.048209829,73117.92526815976,74173.24355781234,73289.8213779288,73123.41653105215,73341.9287427458,73278.73553603694,73850.05316336807,73920.12132802924,74254.8957002743,74806.69300621317,75492.24264765838,76332.51381892941,76834.83186615097,78197.1338272894,79316.73228986924,82555.28490525519,84557.35098288485,89228.01856676824,94482.55203013353,97575.57738936732,98663.89567340964,97875.80221058613,96746.31025104558,96837.77572628348,96926.23096695908,96996.9530298718,97915.39979473228,98970.22082346641,99945.21842094995,101128.2446513867,102389.04244959199,103800.21845248093,105496.20645558703,107393.98319773618,109247.09490002246,111689.78224235348
Infinity,Infinity,Infinity,Infinity,Infinity,22371.778092754546,25658.250464296714,26948.98082771033,28476.142319245708,31362.856332935196,35227.21561850851,36936.803470075836,35563.248246432275,39281.71126067135,47787.545592008515,50220.087863735964,54131.342769486546,57177.92684682204,60771.15996958806,65569.25134777778,69146.63249654556,70590.55137121424,73321.53610800294,77336.3737630332,77469.73384939467,75256.19286153355,75141.2166091317,74034.84638759399,74389.01988564216,73918.17169610072,74583.50043799201,74955.87463450652,74641.93483357137,74946.4279555524,75167.77303610824,75365.51591062285,79892.31850256144,81093.3903806329,85622.61895175143,86975.39344702924,92826.90293191533,98292.44681975253,100606.25202217416,100932.13772325734,98571.67614376973,97445.71357235782,97766.1562530291,97219.39496620148,97905.40236063846,97124.37182296709,97318.44765146576,97772.92412384842,98340.15666332845,98978.35233211055,99728.05889288081,100655.77890300352,101757.7850133221,102848.79257422154,104358.29781143663
