353.1745980912644,2190.2735996058227,3751.3164950212877,5832.828100103197,6762.12368419226,7660.861694441012,9890.759589140916,12465.619129714794,18718.7311410026,25152.885999681497,33141.17764472313,40741.0751777116,45756.24164058705,51151.86262432916,55989.05880871851,60801.393939965,68339.74889366007,73825.54978287681,77135.8811487465,81790.3958564993,84911.18011028372,86654.44670941212,88466.54042585906,88777.23424520451,89248.7069105695,90128.03673474368,90652.24193757174,91765.33261093953,92856.48067010516
Infinity,464.04947041031755,921.1862491103425,1014.7870065578885,1580.5746361979136,2129.2929598798455,2267.132795320624,2368.3062702021043,3553.8885131832735,4889.400116394469,6864.617415292686,8653.214029698014,9589.651948882307,10798.218069412938,11771.762944948237,12654.408909564025,14483.623052982206,15426.798782321423,15794.69811329061,16335.76960630434,16493.635106608872,16731.052182745916,16855.327861361722,18238.41855634279,22053.92628003643,27182.371049053138,31438.289176014714,37359.294299638714,43149.93108499922
Infinity,2051.824963891486,3032.812527603855,2250.468642130748,4045.5105954744577,4504.749338272715,3441.924281699272,3321.9043916863475,2589.2956660550058,2898.9662352881323,3235.216716332336,3510.7026087690624,4158.416665262646,4893.839248120796,5604.57651367603,6240.974422596675,6564.749247802833,6878.414565939101,7790.728501814356,8081.617441554896,8875.85907035127,10799.02860229556,12384.871043610367,17147.660634488024,25936.600888532696,32782.455968302726,36654.011494671635,43335.78083901873,49060.26863381271
Infinity,Infinity,8009.837260728481,5738.329494931697,8921.71530117034,9252.110261993572,6888.821279697505,6650.100164725964,3851.544611512535,4113.919800495573,3696.3395365651704,4141.978258485824,6345.356419996533,6651.619253784226,7674.911956085175,8323.840334839446,7107.362767624752,8431.91639117755,10718.020923578166,10007.554323127544,11905.854941293866,14931.283033938962,16141.460405630018,22928.76197464179,33516.14506323084,41025.239490950684,44409.23521045133,51821.32717603257,57555.37864692364
Infinity,Infinity,10809.56640657643,8875.438336461102,11451.548556631718,13016.306469154968,10291.502185411628,8806.04106300163,5406.874429112189,4697.079310397553,4144.894451522317,4607.774051651736,7095.319026930536,7444.657600248776,8479.126680880305,9118.112817925748,7591.0333576742405,9117.701240006016,11651.233372099252,10723.50197999087,12828.429312990853,16069.979644631632,17218.28178671363,24435.09047211674,35372.59602628782,46908.47193444528,51912.4103670559,59110.735632249605,65582.22694063374
Infinity,Infinity,Infinity,14635.925693521898,15936.497233908518,18861.677508212808,15830.55846495408,13020.979066435873,9223.303894137545,6448.237941762431,5746.481899268527,5469.4488510439105,8326.728633818992,10184.61125498765,10829.412889677234,11783.048916224641,10044.811418315248,10174.165152377103,13924.460178776852,14229.687804806557,15478.066682678407,19997.24545641993,22179.760440229977,29300.434756502535,42504.52499376562,55935.2899981289,61528.98901155831,68350.81901211265,75556.87577125085
Infinity,Infinity,Infinity,14509.651611826906,15124.584077766438,17530.762644591145,16682.991345759274,13519.474148140898,9928.424527058045,6354.683684246973,5446.306416413646,4775.740876782704,6191.22941958131,8394.257301323461,9515.02757290878,10471.087701661623,9993.376541531075,9153.8361071246,11779.91821337651,13302.77423835747,13544.4774130679,17433.270311405802,20170.492493012993,25792.51481083422,38171.936036817184,51553.40484303227,61488.96428179946,69473.59271671841,76442.82602031951
Infinity,Infinity,Infinity,Infinity,24985.306527952278,25339.33241343253,24356.2563568803,22200.464216335797,15744.971730207799,11907.282918138122,8114.537933844875,7310.768636308767,9034.880692796887,10243.387670231768,12746.303781010305,13802.889681307464,12344.14779175795,13269.681577294494,14806.336797559612,15472.708064431074,19011.504564314295,21881.83555574724,24914.460214416285,33619.90723508624,45713.90932950806,60973.39990769423,72404.76170502545,85816.79100613543,92466.00874971505
Infinity,Infinity,Infinity,Infinity,24361.2966397104,24690.58402258905,23819.928073633182,22580.12352475717,15932.986533381238,12323.906526368944,7842.000627237851,7058.741146887975,8729.018926020088,9792.363913968611,12344.90186054649,13377.02887364469,12026.97573678097,12875.574366242825,14358.52544215534,15089.618566578374,18566.495355363484,21332.943067405555,24376.366150497306,32881.81063524176,44839.56766058576,60017.803088921166,71491.08853962261,84801.30259024554,92598.04207842656
Infinity,Infinity,Infinity,Infinity,Infinity,29859.103576863778,27882.306412674367,26650.529251265314,23069.48790218716,16481.12106027821,12436.563923920934,8271.292930621672,8468.868718935726,10299.006567190343,11538.107144416303,13215.936882605007,13805.572463784063,13247.492582465955,15193.038743142506,15663.109104430587,17549.052917170302,21711.134478929347,24935.869517096464,32268.34084789848,45198.07773074709,60144.20249871967,73736.32111610187,88087.87977060495,101201.2344895858
Infinity,Infinity,Infinity,Infinity,Infinity,32117.201976108223,29543.6377664789,28301.507524016637,24220.336579681167,17551.5834569832,13265.615206814131,8835.627682753582,9928.446494585605,11241.98778715394,12762.641722745044,14425.396059519095,14212.428578886453,14067.813179296325,16805.722729599347,16666.316208960314,19041.569874474022,23709.614370126044,26737.02491006033,34966.88085606176,48692.04419361074,63894.036059037615,77278.01658305056,91914.57659301462,105046.84430403128
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,31943.09786433528,29651.642787529054,27679.37102157028,23788.527652821052,17611.006297721284,13249.852209461396,8928.871772004655,10370.636938900887,11740.109985135421,12862.080778559099,14083.983739130259,15142.90486621815,14576.716861781595,15640.099248471812,17258.754635087033,19847.775822713225,22129.998980353346,27507.955487094092,36899.07202921511,48333.43215563406,58420.42447881158,70988.5500105018,83341.37039433206
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,36308.684236981,33363.10654243705,29579.59671511182,25416.727234413058,18260.015354178428,13964.167997757726,11079.319028507467,11320.444663621012,12834.723823018556,14117.560003148039,13655.460979010802,15344.65737275293,17326.811653698303,16440.713008683895,18977.781163782216,22600.941727839,24523.883761418332,31687.550766516106,42592.626397580476,54524.8184602001,64249.43306420711,77417.89380758075,89761.6583689538
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,36064.94712373885,31140.250111263485,29057.026737525055,24642.563376076487,18447.878638650327,15702.711755419767,11613.63377502749,13110.39780392374,14362.927707277382,13795.321245447738,15570.40492985738,18689.861638229115,16665.42278212365,19279.70295802958,22967.838774911994,24859.333527767558,32151.15962692138,43184.57901832856,55169.78017502031,64852.750460371884,78065.65364240138,90418.39481088633
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,41194.21750628857,35251.363994892505,31379.326024803595,26524.939864959302,19400.741436824068,17013.258608822376,14180.18703489034,14568.859537696802,15951.886047720729,15274.380003133734,15958.207976924863,19580.63972026902,19928.833572573632,20773.82609154841,25605.788567940206,28456.905256184044,35736.057525686105,48860.9275979757,62472.71527133547,72580.28851737537,85551.66279591084,98507.47430840303
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,37349.33871991359,32340.767664657596,29762.002734410595,25339.936124315544,20675.153759300953,18019.678070604157,14020.160834848804,15412.289706154199,15089.623082880653,15444.61348111106,18727.210673338646,20598.44268180242,20055.508371325795,24721.40542774317,27719.73287343322,34507.3213947155,47333.99435837489,60910.76655988119,71199.35155036334,83977.04202504891,96966.18623971206
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,41998.41506423543,35921.94601958205,31817.94134212539,26885.81899792401,20737.530998345213,18726.343810892115,15809.889114149368,15523.214850645174,15863.558097416724,16182.889795648307,17697.859933717184,18952.768870226537,21359.822184750396,24194.672989347575,27779.1049138535,35608.28829896812,47424.269190471634,62625.2157424322,74664.47840449496,87829.68104618722,100381.92189241409
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,37999.18656377665,32798.25256419591,30139.1113189663,26586.77900165106,22202.117588709123,19436.219933650347,15297.584782086315,15659.267966247962,15956.451918845843,17391.229767362405,18391.58740812106,20430.378863436323,23690.35292338114,26728.316245233083,33744.44069457613,45505.67485424559,59537.167844817304,72084.88200278574,86484.6591122647,99041.84296273328
