4751.930918507614,6543.042953524519,9725.668754571867,13670.460919054587,17600.6192910208,19812.417193892383,23730.490612393765,28555.81744911662,31230.180467469672,35990.37459522677,38803.784282206456,42672.99799863479,44142.624071652805,45515.707649039105,47253.87907781006,49620.947241385125,52893.30897003265,56250.922617745484,57371.67282739171,58961.47475092115,60076.11297329857,60608.72672410748,61520.28999845875,62059.54765754843,64287.25549573806,64785.12359152802,65320.12099164537,67653.45753119052,67979.54589200865,68520.05629552108,70494.11422984044,72458.84276475431,73061.88430036166,73303.09437642661,75976.63131942636,79140.23963469946,80959.42265670921,85846.28836895991,91042.31388317446,97120.78191036177,105489.12893472087,113264.96989737274,119696.7213902755,122626.75469955138,126280.97861331068,130697.8590598747,135826.0557720247,139652.14779278197,144731.1570811339,149428.85678186608,151271.97384699422,152471.12694580422,153846.2312902907,156240.8871643468,159816.65988969663,163598.0410287063,171384.797729783,179972.77966268882,190211.11662498006,201487.59291734797,214204.94730853138,228415.2699005788,242660.4887444934,257464.7323301669,272009.33662277786
Infinity,6848.37923479983,10195.733070985185,14191.46649404374,18114.30962848419,20202.751306450886,24256.825465092286,29150.372126048587,31650.623624148513,36584.81964694349,39238.30199053224,43176.32250898823,44437.22944112524,45776.02209874088,47578.74112811166,50022.51978113772,53366.36051507121,56727.33909527377,57484.967068791426,59061.46068661621,60066.88120865848,60505.272570698085,61396.79241308272,61819.59771998927,64164.8322032631,64524.90167253983,64918.741854793625,67459.0539020226,67786.1161326939,68402.68503502005,70579.66424422158,72683.25811474118,73149.79533951198,73279.42188667411,76246.77829775182,79499.12534261218,81256.41971627905,86385.33521348449,91596.56051265798,97740.05553070443,106207.54646590231,113927.89311161885,120314.61109890456,123059.87011431898,126751.6012025156,131209.9584565498,136390.2791993563,140141.27514471667,145259.1297044621,149922.86223858703,151605.9150836514,152726.05604754412,154109.51046537576,156566.62339485946,160276.15907751693,164052.51669120215,172076.99482884468,180680.52379762297,191027.02992671443,202374.57350517594,215152.14071932965,229421.0469093847,243659.4729282033,258483.41437259872,273004.5306801091
Infinity,6434.013419294191,9355.770684850911,12941.29538615057,16495.428853399048,18519.927210372764,22165.7663523734,26753.927409696396,29259.94688642753,33674.43090542164,36295.01332204359,39840.40605617039,41248.73508738353,42553.67916500479,44119.65400318129,46203.52298269047,49154.480659328656,52188.14167386766,53367.03874367578,54959.73945859677,56183.80873868859,56936.903758282475,58010.689076271876,58786.75971220358,60959.900998415826,61741.65892651126,62561.736891834604,64915.548547748425,65467.30663173868,66173.74679802502,68180.22633896094,70167.49334321482,70924.6223117532,71354.98020436759,74002.19576417362,77144.55583203709,79035.82994071706,83905.2325856185,89070.60706147851,95129.76939945645,103392.04183948261,111087.58728462279,117436.39428343491,120391.65990169114,124059.87227399898,128394.50945537612,133535.56522853463,137286.88029977793,142281.6604143678,146925.41827761015,148831.83343207452,150137.09725505701,151613.5081657899,154127.4620040452,157760.54150178123,161600.20781348116,169307.5895461036,177780.86870880987,187818.24487865414,198885.05053706904,211345.5215649779,225295.60173564195,239304.36419433844,253800.17668355838,268064.74945941416
Infinity,Infinity,12145.959944175076,16041.161070981285,19603.97640135216,20829.79905171981,25179.262007683574,30141.6338726937,31681.014032923766,36897.13100237771,38846.08085468607,42814.99554635825,43141.07619135339,44310.01759842429,46223.461820908946,48705.94495555454,52025.70136338332,54828.73833305725,53788.90398962053,55388.156919142515,55990.07395582596,56201.58973250951,56971.81282088095,57105.69197242675,59953.8322193711,60031.16440885705,60090.55676620548,63197.246545311784,63483.24747709336,64203.685996808104,66859.53348063251,69598.47228054894,70496.18490156364,70715.54649172706,74474.03960312728,78311.73739678929,79920.82393578562,85628.17080089793,90929.5188636754,97198.59113613749,105862.57983528452,113439.75055098489,119636.79077134868,121889.86859901974,125639.22260010199,130325.23882757557,135460.401929879,139070.41752758727,144261.60612035633,148752.86227996,149980.03203544274,151057.50499664323,152564.28658417126,155273.44322427362,159385.44109936815,163290.39005605498,171918.77180102756,180513.3529332814,191127.2259032362,202361.97041780164,215095.10940768043,229238.289331712,243157.81586687051,257771.9237587891,272004.847654358
Infinity,Infinity,24440.50009019119,28853.102832079207,32092.974298645266,31280.96595934083,37363.80975709029,43367.98310324903,42540.06182994071,49487.53625383288,49873.114875772444,54794.121100743214,52347.77895263802,53195.643812126495,56188.57957455235,59704.74289755085,64509.88607826215,68068.56585862294,62574.02877326174,64096.552339872884,62749.30991196124,60981.452149922254,63319.62432490946,61572.16531053713,69001.84003239304,63938.267439334835,63849.777029401484,73252.86059403722,69400.55815326162,71335.93131422199,76666.83615660323,79569.76705449082,78138.39836904238,76554.92167817235,85873.99846574351,90484.29983405201,90652.7645489214,99953.00420873715,105521.04251363942,112543.69785898019,122925.44586119277,130034.70055951507,135303.10921859875,134464.58681991693,138859.85481360625,144089.62569541784,149655.3251928765,152148.68131969817,158260.01112857385,162439.07287784253,160813.6366202355,160940.68787370613,162812.43041820906,166962.21740643732,172662.94503684746,176899.78782082713,189025.31156202563,198170.81163337006,210134.37322911006,221967.66655014004,235579.59304219112,250594.20454623125,264469.36754903116,279344.6013143765,293464.0325268246
Infinity,Infinity,Infinity,28857.012037073262,32473.40925072051,32025.349983708453,37025.67299552288,43546.54365137621,43482.0795221638,49186.892286564675,50647.13721528174,54707.40969536391,53171.8163701273,52995.56566743875,55661.555346128574,59355.03816345244,64288.287117393775,67997.345456071,62968.51923678427,62323.56354452807,61336.66930437548,59514.56937194373,61544.04469855614,60151.588943991876,66729.23809353216,62618.892767852645,62562.26685060193,70776.85250318355,67696.58441396987,69412.61558093682,74233.11159705318,77117.22426073109,76102.65636491471,74851.09932260122,83120.15054420872,88045.79926101465,89146.79062385578,97455.72740525342,103818.49840303374,110851.85901848946,121104.99537617835,128712.29289907965,134063.3155067952,133658.0481825238,137245.82501447634,142526.80150530717,148346.3610869256,151086.1010721495,156880.07307235448,161310.62721824978,160050.86341814065,159657.81356006945,161222.11844880847,165102.29483893307,170695.0402434637,175323.63779084143,186854.92005834467,196811.539986146,208672.44443648306,220973.80286050442,234611.43883923718,249700.4262506011,263764.446489459,278520.3519947236,292773.32503793645
Infinity,Infinity,Infinity,32916.890808856944,37383.60911321347,38013.63130811161,39805.47193619109,46843.94098744253,49923.66105188904,52256.26144478861,56026.213359462,58212.48369155482,59363.22493177273,56789.09362953301,58131.84258819097,61872.828128468536,66850.92748130925,71166.23756964254,69862.91285695853,64835.58243362649,63568.80422477245,61779.5706949671,60453.30786737339,60813.53607304669,63178.32933267297,63549.57290908936,63007.2784578952,65935.80607494447,66585.3663444547,67666.23116668047,70649.57013514798,73758.18773148676,75006.3920748068,75580.65835992359,78994.80666480983,83698.33128742526,86900.43193648681,94003.57614073734,101556.20278041915,110267.34416709957,121596.88262960265,131709.9716911767,137858.22003663125,139170.21601671798,139505.6518984322,144194.36405036727,150279.98501584126,154662.37431933207,158782.34805129364,164069.7627550021,165075.20631135278,162933.1593158952,162737.8450217622,165483.06328181014,171048.0789432787,176984.6701153915,186559.62941445922,198707.4510606579,211394.2389232386,224442.56319031853,238515.9783599085,253933.12783673196,268906.78973966313,283562.43028965936,298075.8641535498
Infinity,Infinity,Infinity,Infinity,38178.09105776112,39087.9899149654,41326.06121770091,47628.24330304294,50823.27307870162,54097.674633779476,56751.690253483546,59788.42862567303,59982.61935685977,58236.31799291146,58750.25463411578,62563.01231058151,67561.65844477745,71713.5661114619,70029.47640970055,65331.14215454424,63653.67943436282,61911.69277378739,60554.423895424115,60966.14029389488,63309.108030474774,63759.286439850504,63224.462737252674,66113.96264933377,66838.81517041675,67891.62114992275,70865.49916936441,73980.89039998126,75245.24003138348,75840.1692746146,79241.07352717344,83942.0486253923,87185.7307360444,94382.04908601915,101932.69627831307,110692.94525234586,122018.11768189199,132122.96714481013,138265.2408971525,139597.43157985012,139853.09104424878,144534.14644874528,150686.84952166778,155031.8401337716,159125.2030137206,164409.44350779874,165428.08045092152,163296.6430484938,163090.73833448146,165835.20460524363,171461.0906300019,177441.00128236623,187077.1613358086,199259.46543017286,212034.44911453468,225077.77119055772,239183.15060287502,254675.91382000668,269626.16775181296,284257.36326415226,298798.96179599885
Infinity,Infinity,Infinity,Infinity,46233.84364184141,47148.629515584056,51151.72702949724,54773.24511966972,57488.02813560696,64433.03588908457,63225.89050749188,68994.49773533284,66162.9936949582,66969.002743933,65564.3191313276,68389.89054689274,74148.8097601625,78953.3207089393,76297.43733984852,75157.90786877881,68167.11177207962,65277.13272817838,64682.71070756875,61952.77959069256,67011.53509725454,64462.97207642997,64785.40859892962,70064.94182503245,68420.80397234693,70039.07956934164,74229.46066042341,77412.71526585512,77676.41402162613,77480.17444643792,84108.04174234942,88524.58157919845,91153.94942803524,99989.73884759579,107682.04427428245,116786.45457145374,128871.760672277,139254.99625706955,147427.03926771594,148096.49489009965,150284.63842576888,151842.6472844926,157545.2392852481,161577.76526130945,167737.19130296158,171240.38329132032,171850.8849518161,171613.8671637114,169844.40948098362,171584.35560918532,176820.50146965307,182928.7501468389,195400.4329771328,206177.41357267796,221315.18319624462,235480.35094286228,250700.2213226639,266975.1194559009,282265.74636943924,297956.0144075471,312365.926761698
Infinity,Infinity,Infinity,Infinity,Infinity,50011.23175729309,54552.80485159726,58751.2028605528,60495.35372954925,67857.10619201422,67276.52573072804,72212.35516460797,69610.90451608087,69447.05164962001,68914.09415728765,71008.69988766791,76931.27137195437,81706.26242593504,78149.69188103812,76218.03749528193,69353.24144224434,66091.70354880214,65527.62152764707,62818.02656210647,67923.823322713,65423.23189850143,65897.69089324973,71302.87180614278,69569.22124497281,71288.90129438347,75491.5351259051,78681.46885644707,79011.63806803498,78894.6850803429,85754.50483128408,90352.2906476625,93126.19900120673,102410.17885693786,110209.31500974164,119463.02669748243,131677.92096949025,141887.2600080415,149932.8157914746,150492.52193925978,152439.13228740875,153639.51602502842,159286.5838439094,163278.49674965336,169325.31517664655,172803.46987243614,173432.6908294908,173240.31721249712,171524.3339659183,173462.01314249728,178991.23001708824,185329.70684550537,198055.81444413197,209058.48156166766,224428.40647862697,238785.73899823104,254097.38284147196,270551.637939212,285849.0574558178,301599.36456585635,316037.19082507264
