1255.0338299294801,1306.9264369379976,5075.570468876501,11115.489549711634,12509.317830488375,21077.741752728303,31794.704026916137,38613.06177850034,49654.683131917554,60226.16024640192,69408.4360509199,79679.14534665585,92760.66451293224,103254.00393425954,116174.73356033447,126208.52703346389,137543.75939183446,145283.78887975964,152319.41716238437,157191.63794604808,161930.99393530993,168536.36187179963,176808.28942735022,181557.8065932097,186882.9449630787,190379.38168613322,191345.56142282396,192260.68719866357,192683.79555946685,193082.89490866556,193357.12790597536,193513.21832821876,193662.79196405702,193939.9385141869,197720.00402385567,202927.16893494534,207375.97141659426,209904.54647036808,210976.90424722957,211395.77427486572,212421.69118794435,214977.32307515244,222822.62793833594,232553.0106023247,241306.03194878827,249479.87617030495,256664.81046505983,259938.15029190952,261728.87499326005,262397.65230598353,263054.8228294141,263731.6480096499,264239.0431478007,264531.16648300685,264951.63426389254,265277.22132092086,265451.51915656106,265675.64777687204,265834.4211261379,265982.7348445489,266345.128663933,266651.81788346625,267100.791913702,267703.41513287916
Infinity,2557.283668870047,2217.568593168596,4368.168672148351,4787.69159901964,8553.391692482619,13791.803500857219,16423.874547441996,21935.69386347256,27127.48903483751,31407.53179043745,36452.52335171319,43466.21049847869,48749.703223125274,55784.06821824086,60762.52510700397,66674.07757144407,70374.01176487937,73671.08089600752,75932.54864523138,78150.21749192469,80933.23175548448,84682.70345989474,86280.87289457713,88187.73692226445,89111.38440564828,89758.27658732221,90300.9456028219,91338.27601621204,92185.31750635363,93608.52886763049,94848.72502778482,96167.12510420963,98173.57244959188,99776.16067522923,102264.16637019688,104260.6070486191,105602.28766313869,106726.30351168851,107339.2043246024,107463.58011370744,107958.88901433306,111379.05287767421,116058.91729531558,120098.91275582407,123786.57596678399,126849.66541751845,127818.41717160538,128475.58286350773,128839.74926693372,129260.65592005412,129704.75079121182,130313.1889237833,130870.87295105158,131039.42566544727,131307.39245875186,132016.48780813618,132504.29921990095,133618.74435115315,135016.8359457562,137200.87967369801,139430.78253368428,142031.03558450416,145057.2406703421
Infinity,3224.8448408734785,1844.008715321893,3341.116430096059,3711.1091955624884,6622.198551913717,10838.3367828618,12719.696397999462,17159.555999324126,21319.106293837227,24655.067110556112,28672.106913700914,34512.117988573234,38787.43214945616,44716.08284189063,48752.763637239696,53655.01615839641,56623.26685458726,59279.96220360666,61120.31607191445,62937.33208946346,65081.09325127565,68059.64000428896,69141.97109573227,70524.85793607641,71155.70833288146,71991.53457768672,72761.61180097633,74233.1088009724,75516.49965496696,77546.45400740528,79402.61030196684,81359.7304529498,84142.52669719847,85739.76502235692,88105.82952150294,90034.19210606917,91613.07310998825,93241.18909389107,94317.22376186543,94553.8240122067,94828.3700975251,97489.41806302074,101266.40910908331,104496.58161678506,107433.03286331959,109833.84959798837,110531.6784736864,111191.34310325858,111831.53980372666,112538.51105583477,113319.80007127517,114299.6060107333,115246.70746335998,115706.06983076308,116321.03091469362,117521.43232229503,118430.19631291875,120135.36908360932,122209.63826820152,125246.3685140307,128341.39021184178,131886.09522477977,135919.44134908478
Infinity,Infinity,2791.469809310524,1854.8321666649422,4556.861998248336,3972.847067481453,4713.732994208921,4797.778999393577,5738.498591911967,6584.870979605348,7248.517097978376,8179.247656420708,9793.136322312825,11001.303835760042,12763.29487993011,13765.750251266834,15108.655085819988,16317.575820965569,17492.60712098222,19368.511608578192,21346.407153432454,21901.92315985858,22393.79577138916,22884.848776468065,23174.09556144555,23714.112356094513,27329.647896523198,30645.90530909648,35956.494863422464,40773.38825195418,47172.233312767654,53306.910672046695,59639.506406313885,67472.83127598012,69018.92456833426,70664.90438186,72224.45351371633,74979.48891369825,79387.99219084748,83626.33428812573,85891.95668242637,86843.3675743723,87189.28153520479,87868.20969223026,88384.54698903376,88863.94061867372,89254.06990996531,90328.81908188092,92852.2591929592,96164.08565541313,99666.71029733372,103125.067779279,107297.78907245619,111701.70658967363,114922.67545155647,118527.45677441143,121267.72903134498,121789.89208736399,124305.08734625774,126698.40853993628,130328.19608102902,133593.78649107247,137377.3225240932,141724.60581224225
Infinity,Infinity,3980.405489191579,3643.780082306335,2084.812032002508,5421.76351680427,8693.055520870874,6916.061472086859,9753.123737126774,10399.142513661216,10338.723802116869,11730.234005980692,14625.526178458258,14518.949685193034,17583.098397181784,17310.330176989104,19255.012779753124,18463.85767897843,19366.715269353786,19544.124586240512,21377.145053848653,23888.032867197828,25370.491752422553,23717.103195461583,24611.761460174213,24066.870228502565,24504.669065256534,25308.86042869423,26671.509793398494,27901.36957665327,29803.281746469882,31546.03563718455,33383.86459576405,35990.519164764475,37993.65401689614,40819.658176324876,43171.52923297087,45036.39700655253,46768.557671692724,47827.53525329928,48100.709605147495,48518.73120492293,51631.688825145204,55936.17407672943,59666.175480486825,63092.69338495632,65946.34572621538,66827.0437725684,67509.72756163767,68159.00814713565,68850.64485900289,69675.02812104605,70615.34943824672,71467.259695542,71904.3711962702,72484.01119395667,73571.25896591188,74426.31447209342,76022.41448331234,77967.76493302896,80859.30602777775,83770.71994174641,87115.54795968159,90935.14435085235
Infinity,Infinity,Infinity,2810.3540267530625,4977.744354445069,2226.3458858333765,2752.0500493083705,2802.4530497683095,3513.154501288033,4151.06039881106,4670.512691021811,5407.5489607244745,6712.6681320872785,7734.300974870687,9194.495021858354,10017.019005900524,11123.382840252965,12285.292861534112,13447.459252010249,15471.550172288653,17612.04706219083,18150.974989902814,18537.138900800754,19122.50618278894,19460.519362906016,20169.90171978193,24265.542304384682,28045.01828511186,31223.17481243558,32065.752030543917,34974.010946849856,36607.41239195605,38560.02698796543,41975.15335088138,37749.935099807495,39535.09605113958,41271.53064629739,44375.80385164234,49312.069988914234,51566.33432247685,50505.98204410689,49299.87449707901,48779.023282416114,49284.78718497187,49674.20863837478,50055.33855831672,50397.66373676618,51686.61929982032,54592.57169775118,58393.03389120317,62397.224795936454,66352.98253378458,71071.04354446912,75592.41261724457,75190.33698714018,76038.45270822254,78048.87669071068,78408.6696038877,80960.95801987048,83286.116533856,86861.32939042656,89998.55894756968,93630.54949735504,97812.74236657775
Infinity,Infinity,Infinity,4902.112197778309,3419.849349800431,4169.999278277339,5435.069024760794,3986.4176113471767,6232.105908828866,6706.027922214789,6655.359551676486,7764.65221587678,10086.522357053893,10076.551631906732,12542.045807439325,12347.504900308235,13930.749466375673,13490.628018638803,14417.669837814301,15082.59276489475,16721.719992544768,18311.74973840212,20385.904263014065,19266.53527207491,20063.051480743885,19871.001177950857,21113.038308293577,22265.400487445935,24393.50151517562,26278.992466978052,29098.48926405342,31720.842775218614,34293.29717105871,37108.350453093626,37439.751836726275,39501.4366998654,41193.1332326021,42881.05150587444,44964.01402675812,46543.003053203145,47010.44294280107,47213.640433379886,49159.957152585666,51668.807150428256,51717.75310036485,51874.50911638476,51817.631284765266,50961.70007373665,51813.25694216036,52851.00520335019,53971.376830444526,55155.43085986243,56637.93506550222,58132.61636169962,58993.310887426785,60059.15045610226,61877.5777609688,63326.2319542338,65758.44117638917,68642.57242144202,72635.95402094311,76713.51649004918,81297.34432574132,86443.13499367877
Infinity,Infinity,Infinity,Infinity,3168.076313318218,5969.19817725334,6184.03683927889,4407.468978493231,6684.731614502694,7115.779886503409,6832.7306445131035,7957.865023409658,10611.581012908138,10204.870375466922,13033.462189826481,12582.87295361932,14263.466361937952,13285.922417080405,14230.370614278885,14543.382967433681,15619.498127793331,17316.70134709814,19930.189743055736,19199.953299410492,20277.673688476236,20140.51324948341,20765.398312565467,21727.183642744825,23487.49013089674,25167.316275130976,27774.46592456087,30339.140887683432,33020.717450449425,36637.09090391435,38938.22657613889,40409.132176265965,42191.56601680273,43641.21236943976,45441.128072367974,47011.09017935738,47219.87637607297,47285.76045120921,49550.80739180662,52174.1840898051,52209.32801407175,52310.45585198761,52219.5969789816,50964.97898648105,51587.27618689805,52656.29908720452,53826.25915214454,55255.322546909454,56662.30276876322,58180.495823447825,59278.19274938615,60355.45940015848,62083.36066408203,63500.65772768921,65804.91231282319,68696.19736273191,72760.00665579068,76838.16126225563,81533.12864342699,86623.60358425413
Infinity,Infinity,Infinity,Infinity,5842.93199399747,5543.624974122236,7530.631973067674,6808.476285297556,7134.505993015288,9134.507497735638,8758.98720065098,9209.873557917788,12067.41823622854,12886.576051200404,14278.865715532247,15113.17373006859,15598.238456783834,15406.441758038556,14542.912345335439,14934.316059969939,15259.86014911902,16328.311689188622,18235.379421385307,18604.616197285803,19332.652630572873,19812.479634825344,20950.748102846224,21860.4397816884,23898.205054059275,25496.417013426006,28260.54545297312,30878.47152844211,33596.717981137714,37306.64699859668,38727.05951149285,40149.918222605644,42013.69611133492,43716.90359636954,45841.75162989163,47627.19359868801,47592.75086898482,47323.7210300755,48953.1430075734,51606.2092911325,53858.91358648786,53691.0072524095,53473.88399762049,52365.86952170563,51890.21772213935,53026.98528150796,54279.7438509959,55657.17353042506,57134.06340784178,58782.11551654803,59771.567546909035,60895.31688544528,62823.086846884275,64050.66206293496,66465.74257394022,69412.64209906166,73547.97834670094,77670.83001723418,82416.95297249612,87529.98876042743
Infinity,Infinity,Infinity,Infinity,Infinity,3925.058369726831,5063.815724574724,5423.1745527912335,5341.8618333096065,6154.419225307813,6515.772274678716,7107.25215683655,8628.492605224103,9363.475421142806,10909.106227072767,11597.094510343253,12603.600094127532,13083.974316856988,13646.073387149267,14694.038619771374,15660.492475996241,15569.373203965444,16076.734543849127,16333.777105034462,16688.664920878564,17509.867522177356,21001.026659759184,24163.350759177723,27131.589155454865,28555.032723243017,31946.321766610014,34489.60318550062,37310.179313835935,41528.20080902545,39257.30547068619,41482.763604699416,43005.97991050877,45978.61523786778,49155.98475914134,50915.11490398955,49961.34628525771,48453.90090399558,47758.692411169606,48580.14693302718,49298.1299695866,49935.26743580729,50539.72795001184,51755.165922775894,53597.49565496722,55407.33797710054,56698.35357300416,58058.634542393585,59983.48023654676,61760.09246389398,62268.9281178635,63786.537673136336,66227.56659746694,67169.73869824337,70153.23875918867,73247.3620655108,77850.38521202723,82143.8779422976,87043.32397735679,92553.53189480203
Infinity,Infinity,Infinity,Infinity,Infinity,6270.296295777445,4331.9528821247295,4810.0847180893725,5062.972576761706,5293.987936738101,5430.892006692457,5598.404263636644,6099.480786794352,6431.7244604845355,6996.601635697806,7281.3515155760615,7626.968165123497,8410.183357643988,9406.883581241167,11662.773072573751,14047.742391761116,14665.920071781846,14998.236030354727,16044.93392294132,16907.883806685393,18492.971521014664,23458.157594142893,26680.042175985884,30229.40486565529,31763.641874523782,35466.26011161544,38106.13390030491,41033.93364550731,45615.40463703043,40913.589560098655,42149.88194687432,43803.03602660058,47568.56278143626,51626.36082975998,53841.865225207875,52587.79712892313,50198.204765549526,47693.657964036815,48016.21178259206,48427.58579050922,48898.81059591571,49564.34157101334,52045.376663069896,56405.19172224216,58068.282733838976,59485.22406544546,60866.542948063696,63019.82020387296,64958.946956855776,65216.64618649767,66742.14595549117,69603.91678239316,70580.51505235063,73790.8304027918,77133.60597265739,82078.66824906574,86510.44173427782,91560.18498742367,97273.66524959623
