8255.672392039824,25523.62196749809,41153.41155072081,58368.29912384879,74477.12989350055,86498.03036146381,103536.60645443531,116063.33875928081,135241.49880105033,152890.55316870124,170925.45987360802,183387.28483133417,190666.9811116605,196452.80788028272,202387.7547605475,205431.96597845675,208719.92022680113,210778.09440001595,213322.6150014414,214805.6701078221,215957.17821813552,217097.7868331293,217980.60884745276,218893.28493072672,219490.93174536515,220161.4601134517,222035.3928244199,231519.7496601846,237827.4157449658,244585.1190398893,253586.68585386683,261112.81814333456,271280.2793081351,280532.0792586328,295261.80545479595,306147.4290930266,318181.74755451264,330004.5827893854,338448.9299099438,340435.621692516,342463.6966287137,344380.31756816874,346008.74646143697,347352.1348884623,348934.9257877486,349329.64005557104,350712.82113522413,351852.57814963907,352443.19558214786,353115.76322248834,353640.923338049,354137.6959487296
Infinity,22252.137442390173,34951.37083595777,48965.08311074694,62080.76213776451,71987.37195045002,85872.3880226026,96162.52578158853,111801.9391729876,126138.2702709758,140755.99554057186,150619.85352486387,156116.12708829483,160504.8170647399,165015.61012750986,167756.60781348395,170334.06799228094,172589.77224234643,174743.31513639618,176769.6595707789,178457.28525588842,180325.11020704865,181882.62669236978,183347.75848251284,184370.80825115924,185618.46983444726,187419.66705374577,194612.64041652266,199163.85631840228,204226.86593363574,210968.30156506394,216584.08918901623,224306.63330193696,231290.2225433512,242824.93858890634,251133.22320994965,260592.0576764491,269814.2570303609,276229.60787972005,277837.5490663567,279547.01912294014,281222.17284883873,282646.4068171756,283659.0552384709,284839.22255938035,285229.79649254936,286239.4939324913,287076.7695811008,287686.018165178,288577.860811657,289602.335456053,290669.1620415498
Infinity,18921.729706822865,28295.976436119992,38823.82791791177,48488.50660114946,55256.164836667405,65652.413226365,72773.74236316173,84731.74875229385,95553.92852029752,106649.71146977952,113697.0907644133,117243.27537950758,119992.09633568327,122887.85796520251,124881.98923468075,126555.35044173484,128572.5497458669,130121.11957398664,132408.1675854404,134476.49455398647,137000.72552265105,139277.17955228023,141330.23279244735,142856.43930720404,144774.1218604898,146620.14631002856,151778.76021075406,155012.8127115833,158400.86343006912,163113.84444294902,166887.98169361977,172355.03721550325,177222.61562347994,185904.96669737424,191740.60579159795,198600.2937005063,205351.1112232513,209781.5785848207,211187.91826477493,212580.28322381942,213903.06172765515,215214.5847741471,216033.73313789253,216865.84102202914,217509.20626286053,218522.2975192974,219554.96932130918,220652.67660306944,222144.3230060012,223982.2767169906,225894.40866856527
Infinity,Infinity,27470.95297318611,36766.51094124609,45473.1781605313,52456.344162496374,61644.5393164514,68831.79133689347,79204.27027357116,88671.22027426591,98444.85602316498,104900.20538197852,108334.42249089264,111358.24213520101,114368.53563246343,117583.84697066208,119824.83963127453,123159.8477117303,125592.59832632983,129422.37945274061,132983.63131152705,137113.40249265678,140831.39786444363,142777.3585982889,144140.39059741326,146273.3450540094,148042.49365651817,151414.04892073415,154817.570790087,158493.73644167997,162766.63176343648,166573.98503755458,171524.02650898686,176134.833148715,183605.50927152828,188946.97522676052,195228.8686432786,201336.46035021855,205604.26709590523,208191.46519550527,210761.13461073913,213220.00116938548,215625.7618328976,216869.02619247837,217732.13601338182,218452.39507285008,219026.08018230606,220091.6264977739,221541.5823349477,223245.58896981963,225246.48585772162,227231.76784276697
Infinity,Infinity,25608.99152066155,33187.12196609571,40082.42093666029,44902.14463876469,52396.91980659822,57479.083448604586,66255.17643090704,74086.11166764531,82123.67567882214,86905.50190856833,89140.69061254682,90961.27733563959,92916.34742122264,95094.99981965948,96601.47130820026,99310.48516430853,101037.84678899561,104449.1258941232,107711.07790305413,111659.13387179567,115360.2066162182,118681.11206650334,121406.25599213048,124670.24809004739,127104.4833901021,130514.30893081607,132622.99554776805,134821.56008595708,137817.40729868927,140168.22723609782,143667.5805964958,146737.17486705535,152725.50250436144,156468.08017592196,161131.61241155968,165719.98767712226,168558.75867983035,170235.95221514656,171948.37961524105,173651.66375125494,175390.137821805,176555.73893042316,177604.663213268,179132.35751143686,180526.01863212447,182084.9026832299,184058.16202871504,186566.81702139642,189766.78735590653,193070.45619917288
Infinity,Infinity,Infinity,30738.710757414043,35530.4389601787,39752.18945491461,44868.38309793305,49085.53644665012,55013.64933268958,60260.210023808264,65683.49204311281,68877.06442089965,70444.2780757887,72112.76827357423,73731.84158653975,77031.07038832868,78979.68989185683,83229.30503018026,85835.61348354042,91195.62840462335,96446.54318236174,102544.2614785531,108403.5708709167,113723.66203963532,118337.78277205456,123698.9429389072,127573.41004629633,129234.64006104108,130928.32499010328,132791.76767724738,134631.6858227243,136386.53464591503,138522.30764520375,140596.76627507602,144276.6874012878,146688.48565973938,149733.8946612253,152654.39368704526,154548.12960564435,157492.72002807865,160351.1539891213,163161.46096453213,166109.9055521324,168359.31928238366,170487.83450048513,173569.31480948228,175789.916312878,178251.5394868537,181658.89338360797,185760.8564982899,190815.86197161805,195051.75083161175
Infinity,Infinity,Infinity,33345.55771012315,37838.749961764945,40670.70792477245,47439.27273311532,50287.14383154055,58020.0557508889,63018.7275712671,68452.07712422733,70666.99890479124,71326.20840421243,72476.83491515045,74309.50479966309,76249.33140820463,77972.7326177305,80970.27243825389,82946.1326035586,86635.96875195917,90145.29980158979,94347.42085869632,98300.00639299625,101860.18933554906,104774.32252600532,108254.84015542043,110936.42093374721,114542.441198504,116885.45244132966,119364.22703581155,122564.6562398476,125162.73935215618,128853.0034683364,132148.09880665597,138273.13753900863,142230.7461040292,147129.87966830423,151924.66836101297,154983.53270260865,156516.07392520882,158521.81391711827,160518.19247819704,162463.01107212278,163774.50170792057,164990.49114679793,166685.93030768968,168226.35906043372,169919.48282938747,172019.32246099217,174689.66918325907,178071.02872891902,181544.93863319798
Infinity,Infinity,Infinity,Infinity,37888.22194658844,40748.64505535386,47474.266729681,50339.44222990818,58027.66906883875,63035.63217002743,68487.71242415313,70699.70422605626,71289.83045263257,72451.40890331195,74230.60402740717,76146.39407041878,77758.40410360463,80614.92539519108,82459.57519997333,85993.19854006323,89341.1567229912,93362.29077918809,97135.47862142196,100520.06990539533,103284.77722388372,106611.95905965615,109228.55462254418,112830.85616902902,115173.58279514416,117658.15880147596,120862.80230344532,123496.86720465039,127224.82395676957,130576.3375385197,136736.13103923976,140738.2194842894,145645.91542829602,150434.28274493068,153503.0758916124,155417.1196143758,157337.88190224738,159224.9791604412,161094.59561847322,162346.9161313462,163521.2016715919,165097.9339196217,166543.6006394039,168111.01607860264,170099.10402744974,172657.98267987842,175876.62777811039,179202.62203220796
Infinity,Infinity,Infinity,Infinity,43171.487392688476,46265.07553897504,50941.34510499567,56108.063321836504,61596.99122255169,68519.4967473562,73654.80440249991,75789.57388218895,74931.61100301145,74994.84106520984,76276.95718655932,78360.1441024649,79043.40816339261,81847.2352895236,83723.5026280269,86892.68336686236,90109.3660581056,93938.37616529988,97662.12452827685,101135.69102163492,103758.61233674035,107162.07480850877,110359.50422688255,114709.12060007548,116980.67966671854,119968.21153862891,122890.88082093815,125745.87468187966,129358.53775580379,132841.4562830653,138787.2950324011,143073.9365928343,148038.20635553164,152576.09817154869,155605.8532297129,156924.0193929762,158762.92781900117,160688.24585268236,162170.62677456372,163247.21196940582,164698.6647876576,165752.6506844503,167067.03650931313,168475.64116542047,170407.17614197344,173048.87689633432,176164.71035366599,179481.7934783335
Infinity,Infinity,Infinity,Infinity,Infinity,45050.85126465434,49337.67899808005,54718.21743818953,59845.55759366456,66752.80700568864,71840.28556247118,74244.07434610068,73765.73412232133,73938.72435631683,75140.84011333714,77551.17456130854,78196.54964153301,81330.29945853457,82970.92275038689,86531.82484107575,89813.76955136131,93656.13787109041,97429.38406153757,100842.28204822452,103555.43502981566,106918.32465254719,109549.97422056904,113052.97744876344,115574.81757608156,118571.5559336167,121330.60298031839,124385.17059207443,127795.90034732931,131407.69573528165,137029.4227329743,141580.57349329532,146318.1065594203,150853.14804788196,154090.81474852844,156166.0626947596,157901.05667237527,159815.75267391806,161458.7177248156,162696.41045416618,164118.83582371028,165521.64836846912,166570.79290348757,167986.32416447005,169958.52031241232,172522.33227179953,175720.8181657797,179081.831704469
Infinity,Infinity,Infinity,Infinity,Infinity,54203.78980827478,60623.88657016138,60876.724421062,72184.26408985336,75931.7440600072,83079.65776795034,83029.31998825425,80667.89658612144,78772.25935665796,79197.82363159939,78083.40191769507,80438.95356159708,80342.15143087548,82658.22105575194,84378.13386068476,85766.13927944326,87221.79674554801,88448.55766134251,89648.2523212975,90429.03400495728,91376.07756584203,93159.67296736229,101554.9288269987,107168.9170640103,113325.53917941604,121352.88911272236,128159.73316574415,133511.47507486976,136150.61643446467,144645.5000625489,146816.91869683738,152502.14963234932,156940.3359929287,158432.5800305944,156101.754829994,158075.1320509776,159837.36240065546,161329.31511086386,162482.0891541571,163906.82527374846,164435.39401621956,165736.18302247478,166777.54100851234,167396.40872622933,168219.99325100527,169013.63116836542,169781.35805283583
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,63559.72230574722,63301.91760145497,75390.71108511114,78942.12688614627,86125.79935485985,85462.66604566596,82425.72879480077,80220.52962667348,80673.91675229823,78710.2008993312,81327.19292716419,80593.6833574671,83310.32400857742,84275.58665593452,85535.31839512954,86667.46407126213,87593.90864915955,88613.71698320576,89297.72414174289,89999.15407390278,91984.19244327856,102334.34861263256,108656.29887036582,114932.9719139957,123331.15505975216,129920.96501541961,135664.09245663712,138183.54070301252,147357.70445666506,149132.2091227808,154829.8340936175,159250.12300080265,160300.30234855184,156605.52151690988,158558.7084464576,160284.95811960913,161725.91453910177,162997.1017081704,164530.42067556886,164660.40809729838,166186.34808197586,167127.32123349456,167523.50042440312,168167.84074918713,168699.84511178313,169174.1487226694
