206.09870461046782,2371.3640090875274,5286.390794239921,9856.740930545733,18289.554637327707,21560.557499171067,27522.508682131178,36893.11348104004,39995.24959599103,46427.55086426213,52186.14531892502,57987.35647972086,63142.87291710584,68592.00864540823,73851.47416468979,79369.92630324805,86937.66220641302,92752.48726355974,100614.37371271315,105315.6614514889,106192.34684432817,108217.55242624843,111648.54559031728,113508.97997742341,114674.03915177398,115033.37286428503,115176.04933204937,115657.17315738485,116203.29420543705,116281.84235912755,116524.912082311,116727.23472134225,116815.6722075734,116898.46604450366,118558.19677281711,119931.87415474746,120483.0911255063,122113.30027049329,122902.98852209114,123172.65379821458,123583.03039861131,123915.66961318653,124301.6389105602,124733.42320773588,125218.26544689901,125754.0057097934,126347.3504259352,127058.27313433021,127714.7393115209,128670.78167955966,129479.96400915422,130918.14898586716
Infinity,2816.8662903556888,5747.208266179548,10456.713797418612,19127.086154604207,22020.76324892063,28155.953338115207,37737.71141383155,40295.36792295148,47092.04878693625,52819.113660193376,58662.628812455034,63766.94115752995,69267.15864588604,74490.38293283182,79981.1843826266,87717.11883114083,93394.51958323736,101383.90783189247,105912.08812371576,106461.97193986464,108655.0741180623,112192.69028106928,113852.75097973603,114993.87156857327,115223.27227283109,115137.0089476805,115866.39207371708,116456.441722828,116359.11387778044,116675.2786266439,116869.66249319854,116779.78991681912,116854.41359699736,118949.49475960883,120337.58604288104,120649.37818529876,122551.29371617419,123200.49248169728,123233.4639361447,123587.39252773188,124043.62145250103,124424.20718909033,124850.9069200331,125374.69982389522,125953.7439143952,126472.46516941673,127097.06573357157,127689.24256599102,128626.11392648701,129465.21356776071,130867.69610205786
Infinity,2776.992924898457,5700.471754929413,10394.854027068619,19044.61527916624,21968.50782258986,28076.31325037414,37645.192945648036,40258.10578017487,47019.11117636991,52758.29926290285,58596.94328790434,63703.32496524587,69206.3009582534,74423.47502444003,79926.89712869203,87645.94875069932,93333.68516524784,101317.60115377555,105854.61812089162,106443.69616597386,108626.60405850035,112143.74906681708,113817.32975168788,114965.40844658321,115204.85708860127,115134.28430213007,115845.37429857133,116436.86076578738,116351.0507008834,116658.12015302382,116861.87854464627,116794.1673114209,116859.70466134144,118917.44998736162,120314.73307448548,120653.28294446609,122525.33057797802,123186.09051080946,123242.64200599129,123595.37379012692,124061.10203079229,124436.0117541141,124857.80555805235,125378.48646006382,125971.31653039673,126488.74188979257,127121.84027500037,127711.67510095089,128660.94912416936,129495.84880643216,130901.10682411076
Infinity,Infinity,6341.513969589203,11097.66414962519,19963.38961085117,22970.96549372427,28809.709033999115,38587.0300562125,41212.18914814839,47593.16246048483,53638.49623640017,59460.84778558815,64587.158279739975,70030.30763132565,75307.72311444403,80775.86911126884,88531.05494865532,94326.27960259451,102233.4571709271,106821.10645762351,107078.8803954675,109022.38215271752,112777.2877646701,114475.12578106057,115403.88897031614,115560.68251797016,115289.53854614055,115918.76489548091,116725.67870784299,116627.12571902575,116803.11972888825,117064.39013290172,116918.53589978773,116851.25408212804,119057.06215148885,120789.12043609352,121086.69615349069,122828.0506922183,123676.37487792388,123519.3631999665,123600.38952903006,124058.90614096734,124551.60215587345,124965.08269301809,125483.67300398348,126118.42701248702,126654.0659885017,127181.39291879043,127669.84826878968,128536.54499303874,129297.30817302942,130595.37737623621
Infinity,Infinity,3321.16291302019,4666.66592241682,8370.996807517427,9080.053560266027,11234.523355705473,15575.463656098465,16453.770972194423,18918.66307422159,20989.225514496084,23081.991639081825,24836.798830504715,26783.454406365967,28617.127791751762,30598.980276627433,33780.84229431344,35912.4514548733,39286.23410390402,40736.099346858624,40887.94985658173,41397.640611014765,42211.004912358556,42458.728623043564,42520.01693984594,42818.73543735938,44179.11300079538,44370.941451870305,44441.381125200336,45012.965765904504,45274.565754713454,45585.47307377268,47111.12334052083,48286.182464556274,48464.4452532712,48666.377501710005,49052.60280107079,49256.66532438559,49485.03735616176,50632.414415264764,52787.26947273888,54134.83405882226,55798.103177537836,57536.13886482989,59357.20087191624,61020.71756710755,63177.6108719617,65975.721874904,68825.72991354359,72365.84456397551,75486.54167240491,79912.12859365983
Infinity,Infinity,Infinity,3929.139350679497,6301.329970942084,6545.328184049476,7753.615717068619,10670.297007351706,11273.286452059176,12742.16241094497,13926.849516213013,15120.960478112143,16106.694299741488,17241.718385438977,18297.527242025353,19465.733898847262,21481.09011970164,22739.583598868234,24911.389296197634,25639.12760942618,26058.191535608992,26534.878486099075,26873.0037680418,27053.977198331675,27225.998473408697,28047.644660660597,30440.479059471123,31056.095396264238,31471.075932433407,32773.055787909296,33573.4139357022,34459.438937523926,37063.59972583153,39213.612810126295,39345.435716890315,39628.25790378241,40511.73764387642,40692.443345060856,41245.63849269734,43294.62757726603,46672.79361266468,48954.26328825896,51643.60027150079,54426.23264518852,57281.11214414431,59901.554267903965,63185.13408322042,67303.0102210537,70213.18567475681,73879.50050063593,76899.20039774364,81574.97133845396
Infinity,Infinity,Infinity,4921.4447129216815,8064.143685381656,7175.917356063123,9008.736262331478,12555.77225435723,11644.362480987968,14072.791886269793,15120.28862836391,16346.044814231023,17165.096554135704,18366.42075847753,19372.856547263495,20574.708463134193,23050.26028871499,23928.427387979787,26514.467357028745,26630.77160021817,25789.984694571413,26403.20554457463,27428.36916291227,27204.238481394572,27148.603109973337,27377.899239588645,28515.6045950146,28671.074918981674,28712.693326395805,29131.40310556489,29294.998212543218,29501.369700658677,30773.24121593688,31734.907574425444,32017.633593536713,32295.952195945945,32620.54286271278,32924.598889157336,33153.36063014902,34127.214801881724,36039.00249246094,37226.34099089596,38701.25648347305,40254.8788173096,41885.79708861084,43392.452574261726,45343.54891487759,47879.04732542364,50446.73365376928,53680.67345789651,56532.42795251585,60617.665619758074
Infinity,Infinity,Infinity,Infinity,8885.379800854802,7543.524687194618,9616.523675772818,13420.035119866508,11914.901730914387,14721.786765167299,15713.595608386911,16953.98448167108,17700.91162864076,18951.087993344816,19921.53094813824,21124.092665414973,23800.971650035783,24517.996294772653,27276.031204824096,27149.72231923033,25827.856074571864,26637.6854079759,27840.514455078945,27393.73797577538,27262.36431097953,27288.415891767418,28067.322366556236,28187.511573327847,28222.676952853875,28435.91862907311,28485.24757961132,28556.53979650647,29448.372756015007,30089.022400232436,30576.916385028373,31012.586446530953,31251.77318941578,31762.75171305003,32025.238892956826,32740.424205323918,34256.40840429634,35198.6466927585,36390.74879295825,37647.00331532898,39003.12912223454,40276.70281712376,41914.90082960066,44024.01002140655,46115.54377782109,48817.19294501307,51192.56781149222,54684.75869059437
Infinity,Infinity,Infinity,Infinity,8161.222621178646,8576.855789741025,8982.164228821774,12833.608509420459,13303.607951326663,13757.484588425028,15514.436025613542,16901.98031779479,17831.05824231262,18840.51241990172,19931.75268125151,21068.234739503052,23361.959365846917,24879.67323086179,26886.730382929432,27705.40021191253,26851.24530332026,26291.08372215929,26933.904826354083,27134.397361825064,27206.98104091774,27596.74315504047,28954.095259385922,28379.2437862013,28342.66900582866,28996.126111930724,28835.829432398074,28947.711792022958,30391.6356435033,30912.99137489639,30240.104924259515,30464.55057035994,30995.22621137723,31185.15038559498,31512.111072603067,32941.44774814891,35289.18559808351,35904.73665575549,37193.62456374564,38469.09488199675,39802.018973920916,40984.09769530342,42805.02465287282,45146.26441059311,47322.880067998056,50148.695575687205,52404.596188827476,56163.38189215349
Infinity,Infinity,Infinity,Infinity,Infinity,10192.138539306503,11786.176280556567,16174.950522432136,14796.807899074713,16571.31294313791,17852.214161837703,19658.598971426814,20518.36658181681,21579.873059659498,22555.206765778046,23836.481183819018,26717.04041178662,27518.755864309813,30409.71571988731,30098.85389143118,27522.132640952565,27045.723061247558,28485.456817555307,27928.012985454865,27644.044535320325,27318.731509003035,27668.27108376035,27824.763743324413,27966.473460710065,28000.535832181053,28016.82899203363,28033.20009929164,28447.607397552983,28718.998644717252,29601.262607363537,30318.58042790416,30582.239795900474,31457.712393291175,31546.643046960093,31897.86462637923,32775.50060994159,33295.09579923148,33973.4265792469,34713.782780267575,35522.450345590856,36309.0773271614,37322.79126356443,38657.48187260264,39972.994843080574,41752.221778229534,43287.769741304954,45721.82733413441
