1907.9937722712348,3169.650618613344,6616.9766202698465,11381.851046288763,16011.705841710831,19752.045796208513,21869.55823553973,24064.268691245798,30473.90724214606,38168.66081190904,43033.59423311263,46660.132250811075,50822.99122795701,54479.68835620764,59043.41598484364,63212.68702887444,67536.46901461366,74744.11119089238,82767.63861697665,88710.28793913743,92759.75426394507,97409.53988345276,101073.43343702947,104308.73779128399,106763.46806509531,110057.32098460848,111068.2274088399,111806.07210146607,112444.10746815693,113050.01430487099,113808.92932514465,114816.38069677837,116251.14971338438,117603.12461713496,119607.82673633084,121378.35018596577,123626.5316566712,125905.74154532267,127214.35889489406,128666.01273096139,130672.3737004172,133203.81354482708,134878.133142454,136171.05795283834,137640.69100042005,138558.43744637608,139203.46657245426,139533.66846444152,140000.76374385055,141016.61828762392,141538.65489057376,142640.49265158476,144071.79514519175,146697.77679419695
Infinity,2889.7880725956193,5855.501712102596,10057.67978931989,14130.685640177293,17379.27551148965,19148.515255798044,20986.99957088367,26762.22399808147,33802.92908873776,38138.281712974,41313.36587153776,44984.195737459304,48234.54914196783,52317.80303564042,56063.34471169618,60017.13234516692,66613.32933470851,73989.9021249912,79385.04217935525,83103.39841265294,87312.3951136584,90661.52196659676,93612.5183622914,95805.06979508112,98696.49209029418,99640.84391831588,100379.92996788725,101098.22736156429,101814.11761011844,102721.36536934084,103915.25450743636,105532.63117995743,107069.18389002558,109243.79463054564,111217.7838813863,113720.69806251168,116314.5325544849,117717.95519796362,119121.28556358058,120903.6819771813,123123.10762586098,124658.91190284604,125931.5707856712,127485.37535673605,128512.9124473814,129312.79833381156,129656.55351277637,130093.21374071907,131273.83573468192,131857.09329015992,133145.1036644491,134777.6469010698,137710.47571104456
Infinity,4049.2142093286525,8001.175012345142,12611.337023367763,16651.98153318205,19629.6785478194,20814.880467908675,22705.023353530283,29779.82037121123,37157.41627648032,40937.98897878928,43787.65794718299,47580.40821335169,50727.427189131646,54985.749696205574,58492.89517433081,62367.91192632477,69645.35925896573,77116.77968799413,82105.25207214059,85261.08034827706,89572.3643262186,92589.7594250576,95322.65056873194,97344.33661444184,100645.85790816235,100380.4483746564,100918.83923950256,101246.93236987044,101596.20771689226,101919.59091091978,102314.41751403584,102845.08936330062,103302.51865390592,104112.66461370971,104807.9327949389,105791.40358628785,106836.72816215338,107379.82477010545,108296.49475984617,110303.71784024815,112672.08097365398,114071.09307592247,114729.29615334788,115318.04636537818,115699.8668007251,116052.48856176701,116367.05069883907,116669.51780292335,117089.398493816,117316.70774178818,117692.77773750733,118134.10242937562,119307.31003744257
Infinity,Infinity,3136.7512538649103,3421.1142593130726,3688.700108515124,3953.5760407399,4661.323163049299,5295.479861582089,5829.914255854545,6727.958937283765,6996.30502750207,7268.317854062082,7466.229674203792,7905.470862792265,8191.843680121782,8609.186458515338,9175.187119098482,9905.01869528312,10896.116315066782,11489.776827379534,12372.416745930588,12827.994040481768,13623.854141826618,14331.29535232348,15073.753663689264,15197.835619756803,17330.263296525125,20090.02917375656,23866.68001343556,28591.594030207267,34506.17880650431,41313.515001787,49241.348080532465,57151.34349824896,66338.48845698476,75212.71557643327,85387.5896612278,95761.16561523396,102329.33852664265,107729.55636592957,111085.78254297569,114041.62138545407,116907.61443022816,119919.85997011358,121945.61642512877,121603.42629671807,121283.52612226579,119934.21591858425,120544.72432194477,123448.91330706183,122144.20661563508,124896.71621206126,126067.54614668079,129234.3571829679
Infinity,Infinity,4641.800629032589,3407.7749380876476,3693.9946637449307,4200.5005068504925,5416.187146826205,6011.235580449358,5414.248196626627,5605.7143519836045,5706.992652383905,6113.827070367675,6329.964601085099,6884.07542719119,7085.965086113558,7586.6301879978155,8242.83502601758,8500.647174864609,8913.274191312114,9312.756565569027,10482.665634656352,11116.254197860417,12380.020618126062,13702.454274338419,15237.400835259503,15678.703896249164,18835.92662319004,21788.65880155917,25899.56002271366,30953.813189380868,37216.59384893878,44219.87351760617,52413.93236026088,60322.8026987861,69765.65313823454,78554.14512826751,88958.23921292419,99347.49320784741,105298.83679441808,110417.18407771405,113164.01580110194,116207.10029563215,119312.42255823611,122789.0183764883,125050.20608354859,124394.52545196915,123863.90413338182,122168.69516256743,122884.99383182864,126293.22176058221,124666.32490720571,127928.05823553135,129344.89837816708,132990.1674505112
Infinity,Infinity,Infinity,3646.4749590300744,3945.257950807939,4563.631083673666,6028.0033553135745,6601.384831559093,5458.128203738092,5493.7187885044905,5718.907188709936,6377.822887974915,6522.1893433982805,7146.788392710574,7247.561155014786,7834.903491623402,8490.05663368787,8444.141413847103,8754.082221000212,9231.408037944175,10723.118615318555,11343.544647095105,12764.265073406208,14149.138098456671,15786.001714081296,16057.264901666222,19725.8237407152,22767.46985261432,27039.930492487973,32231.814897115662,38624.03913105577,45711.865256159246,54009.728720474566,61914.06248100907,71474.48665791498,80231.64670369486,90728.39220247892,101121.24647678662,106775.60638010284,111745.90225125446,114179.36033350408,118019.81834381963,121847.22835958374,127010.72123368121,131780.41701345087,132477.5294900127,131139.63915640741,128595.06241140346,127693.79689338508,131661.3580306426,132355.43374882644,134302.25576191884,138164.14652535407,142740.93004218017
Infinity,Infinity,Infinity,6550.722574039388,5386.389493986699,6412.728481699338,9037.189930575627,10045.16433859403,6950.517567619853,5830.282651299359,7001.344711511894,8185.8962927011125,8046.684824271122,9020.042872895323,8654.688231423988,9503.946474801824,10177.037435250637,8894.608824012226,8996.428194400072,10212.039895270977,12645.227959317366,12791.647594664777,14817.776241796928,16374.562919788004,18401.73310631051,18150.32424829159,24054.11319013371,28505.372065062053,33461.64054863723,39379.43641562204,46521.477677569914,54250.08774818029,63018.048338772656,71218.10452107195,81027.26770626113,90005.98217494876,100745.33263876816,111450.27479683093,115851.93102917113,119621.20594602996,120562.65927902197,123719.32628912487,128244.31075383339,134474.7380141491,140303.37813867832,141185.05210688693,139361.93531240887,135992.96841095662,134783.95382816874,139796.40909718443,140428.34774743952,142855.97091859797,147426.5386954171,152894.60937393416
Infinity,Infinity,Infinity,Infinity,6327.759304808136,7479.385961553209,10470.039741635643,11704.427665418207,8044.801312782079,6240.742462115639,7593.689600291493,8925.502388755567,8967.47352296858,9944.309987823917,9553.548393638506,10372.01684440127,11140.884976281159,9532.070255707198,9328.886521031605,10710.727655776702,13401.988170101007,13682.648461001589,15850.913664989417,17632.019445013244,19818.77608984695,19496.51656461674,25747.02583465573,30808.063097807903,36015.06725085525,42222.76639791363,49612.32349117247,57542.94098618248,66478.35010730085,74782.43828729095,84687.21720376072,93773.16296050079,104572.5655914431,115388.20177550573,119476.94236032262,122792.1191192252,123271.49127214582,126096.66329913428,131576.4294093408,138743.327988194,146437.17949616673,149780.93028304842,149257.84155270172,144895.10615124647,142869.26120621967,146529.28121484903,147556.4499048973,152519.3091103906,155809.51293396603,163920.58549824543
Infinity,Infinity,Infinity,Infinity,7245.5153115461235,6356.0736286866995,8334.732816360774,10187.451818738375,10454.123114383594,7278.195116507569,5976.1819002303,6384.084921584667,6620.503833866629,7113.891651018976,7356.273346349808,7963.872996578086,8762.757810499874,9213.357254033435,9572.882819343287,9520.390835765824,10812.79371916195,11693.018614699358,13222.2682537568,14958.134761392334,16922.1994745588,17989.409548876356,22141.845004517745,27073.67066452741,33536.57795534175,41295.873622209736,48792.91386448644,57089.95210915621,66241.66404829196,74958.11796059423,84814.7854075149,94184.37679951242,104705.5257571715,115685.676248292,122024.02994102448,125028.79956922213,126111.04204012844,127582.63706270441,131456.78696402046,137950.79983014733,145846.08958825073,150268.0876788062,150149.53824911438,146142.16664657608,143232.22276710212,145256.23373632997,148123.85542925465,151757.48131491317,155293.7019570099,163213.6351346248
Infinity,Infinity,Infinity,Infinity,Infinity,8335.900877826218,10161.427843781217,11953.786361340422,10776.491745866568,8234.425299648097,7134.705561972085,7629.004849408759,7586.409217594602,8457.316495008672,8217.148349144398,9030.664930445073,9822.774229756284,9117.044064934033,9469.914547943503,10276.65327668828,12092.161818195653,12443.718145740935,14517.901865086635,16308.083344618091,18619.78450762859,19033.74232645821,24885.79531029021,30181.49603392083,36978.47625008966,45092.79698541021,54760.208171322825,63623.09951571745,73560.13188544317,82698.33898449986,93051.52509812491,102510.08364242983,113413.07905609076,124501.14407961762,129795.30282124711,131914.40624739014,131466.03883841453,132359.85462156084,136474.17939085697,144612.4278118813,153289.04979023166,159864.59728275228,162707.2438033406,159525.86726509378,155624.68713932755,157600.6587819947,157388.33908043194,163409.19322670257,168827.72711165942,176182.39277795862
Infinity,Infinity,Infinity,Infinity,Infinity,8786.512163609132,9456.331732144195,11267.584856341866,10584.453767046522,10561.16402613183,7827.060431326509,7139.653428351929,7170.951874704859,7955.449513372671,7840.295795163385,8595.066217888814,9389.864436438225,9001.583223825159,9305.369152791935,9997.212271034281,11595.289299878712,12069.667396219382,13994.393451828002,15750.49610997393,17960.842151055345,18549.443940949186,23906.215646629607,29097.27440473547,35774.40696997967,43782.37058537986,53333.493499093325,62128.227760501795,71980.30828984857,81107.63291782695,91566.0859107122,100991.006006562,112087.43709261034,122885.41902358158,128670.08750584195,133192.59748187798,132743.29579286257,134250.77992252618,136862.20675634663,143283.3224704615,151814.64121999775,158413.5967715408,161794.42387157952,159165.69013390807,155601.57580788338,156463.01469787775,156026.93642358063,162394.40541477382,167192.1927089787,174384.14775935432
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,9136.88222480249,9877.975251774687,10969.160274118718,12020.406100127446,8571.215152147224,7204.279060458976,7321.568647330495,7262.680824832842,7519.936098579635,7853.49905323751,8361.466667629265,9739.98195196985,10858.18788157169,10215.338079440573,10840.871077105943,11706.095667040103,12657.693173291129,13698.043393690854,14631.477983115052,15325.751311369793,17296.60278720591,19652.337471345418,23116.17448906588,27541.946776101555,33161.13369677435,39729.907941211255,47365.7751560022,54952.37083890414,63885.15163691162,72459.44556047994,82266.36533902228,92311.66700760435,99123.50855797096,105141.75135570379,109562.0964372355,114543.24331057613,119719.43040037829,126052.19373085485,133467.95958576322,139582.98602290347,144868.41742373837,148536.71572231196,152582.53850999684,159019.85997645726,161279.3184272132,163035.59848216313,170353.88214949306,177916.4136316951
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,9793.050734268943,10062.195153452874,10623.40326862529,11569.655362773681,10731.978676358956,7853.274728535492,7233.451448284073,7201.062577550847,7303.9084565149515,7484.506101077243,7831.1164161154,8762.91503950382,10114.373388248805,9875.947167887263,10590.382354445836,11255.32757910936,12115.649292610695,13145.88786866114,14197.975732012266,14873.133712342009,17313.21098197585,20227.614872508508,23832.92283649981,28380.117240086438,34129.96338812994,40788.475950462744,48502.5169078013,56141.87572820721,65123.21777643462,73689.84184512764,83598.69912811655,93686.31940129446,100153.64691478742,106074.03754349053,110187.29594624056,115173.5124603068,120458.57556596918,126991.41210366445,134572.17431438118,140656.2020779474,145861.9602926106,149379.72147296538,153448.79235190965,160120.12560932376,162238.92292350522,164228.83300492849,171621.09795462547,179370.48934272342
