3128.4946495405748,5317.890909189514,14821.785540572313,35127.30355630678,58247.51832563164,76730.96957941854,96354.17649331805,112159.78480440131,128001.46900695481,144912.5928470951,163607.71281114104,179439.86836033728,189814.29271813956,207339.908127887,232459.45120499458,250156.89341327752,269885.2029229733,288272.1119227993,307484.09378208406,328471.5799580796,348087.704504572,364486.0313749588,382240.3434265197,401391.75949456927,414709.60208830365,423126.790551673,432840.4383822058,438873.9491761442,445842.54353916476,450279.309803192,456101.24212224584,462111.66939887323,465845.2003124986,468885.80410585576,470839.8323831515,473044.7621013476,486422.04042111716,497165.0681391437,513616.76543800905,527121.5869301702,546510.7362462848,567165.1759935668,583265.8878265977,594577.3577426422,599535.6851744223,605548.2008149284,612232.2059460719,617037.9153582175,623598.1024072373,625792.3094198793,627459.3953271959,628790.571409713,629825.1655709486,630734.5953717076,631547.3031632545,632144.6685694626,632589.7429717585,633015.6813892865,633277.4765984677
Infinity,3990.9642535256244,9537.924718830489,24098.312931903623,41027.464990078166,53892.61070828674,67802.58595030343,78423.64940813552,89101.94845548189,100685.44915840065,113809.15883947276,124512.50807089421,130764.65867885276,142944.62754970428,161707.058742742,173941.3380672694,188041.49596645747,200899.01771113477,214416.58001079474,229510.87474137076,243474.35001373195,254637.04319993014,267019.1823534646,280595.34458168887,289253.8112911918,294067.782397099,299974.6461027182,303060.84426374594,307127.9659709538,309212.3042924735,312277.0741031136,315507.4158688359,317100.5686733178,318314.3585874295,318902.8511329998,319534.3339603719,328376.0425717465,334883.4959901155,346186.9378706205,354951.8664736242,368823.3639606604,383723.1969042932,394791.90418011387,401976.0836524229,404180.99206239,407185.3057956903,410679.8523266283,412854.1206594049,416257.40862005507,416920.925931842,417268.4463790115,417647.6129281888,417940.27981570817,418182.12720129045,418422.00594938145,418626.24865656125,418823.4667355356,419012.8865674499,419367.28210444126
Infinity,3879.7897451832555,8605.90874838454,21931.429782570107,37507.52876688564,49128.48032584351,61787.75925799983,71246.28946995869,80760.98524216161,91166.8557499627,103091.72496096275,112695.20754709473,118039.9083075343,129064.99231863831,146448.73249004857,157451.27318388436,170317.80921376852,181963.51111117375,194224.85213550492,208022.22245828548,220743.21572053808,230742.09010370693,241966.25850891758,254355.38430797326,262036.9069796272,266115.8728694233,271249.8879264026,273751.694169781,277274.083440159,278937.2988830754,281502.47018847306,284224.00398005784,285449.78534389334,286377.21609241393,286799.83117669664,287180.90886535967,295071.3299208266,300649.2471354723,310840.3562285586,318557.6740477214,331233.8575307225,344900.82299561665,354912.0532425038,361260.31311552855,362905.05402765237,365326.7237402325,368209.8380622002,369875.87527519756,372691.4670515496,373108.418699352,373289.777118316,373585.814822202,373869.3248227993,374126.0071529635,374395.636156412,374682.2768555304,375008.24640941917,375331.1859609953,375898.1684471687
Infinity,Infinity,4944.726978674556,11080.078823810258,18770.886970664957,23770.317393547415,29444.16788799431,33082.86900674903,36771.972314065104,40985.71859061336,46158.31668274298,49847.924603787775,51216.0355593036,55839.12643595351,64813.11509043121,69416.57443295475,75251.56344046211,80270.22273060057,85681.34720563937,92114.50590363127,97838.113889897,101813.46558953592,106557.88577928554,112057.86848827371,114596.09076530833,115379.68358473021,116625.70257134039,116983.62780116485,117855.11837936271,118317.51336375182,118727.21525985985,119184.0903619625,119549.18108742169,119993.48836802693,120698.58157146677,121364.14567083743,124072.64605864731,125571.86668749123,129655.37704978937,132263.0787963487,137970.8740590498,144328.14050918794,148279.9385818149,150108.1254848799,150337.21753190437,150500.87928066964,150771.59045313473,150829.40915616625,151082.54404199802,151638.0739917319,152452.2022467241,153671.3489380362,155141.1555132,156744.37551712882,158518.75470499418,160588.08235893218,162919.39157323493,165261.26813365394,168182.3213726311
Infinity,Infinity,4158.6646286901905,6768.968833243818,10440.113706202876,12434.801240109806,14783.159131817227,16032.282794813593,17345.896651564064,18857.802770955368,20853.612508009734,22009.344919963496,22407.907472187748,24142.27787040712,28676.72367311568,30491.542599735534,32988.998246672745,34980.48139527225,37208.53394528245,40044.07658202458,42460.53666816149,43931.719518988895,45735.517148318024,47934.16154436197,48517.52186085547,48755.867864514694,49001.6233557666,49688.41592638244,50447.88395365531,51891.79673048803,52570.56168543518,53221.90387419694,54857.95952733028,56835.49092434527,59652.20603414517,62480.37843751332,63200.43582140577,63626.42376755088,65027.04876880681,65764.61960044061,68131.74989541814,70880.0246570263,72167.73102462728,72481.796459202,73608.52121825617,73942.42309152937,74110.6846703752,74856.18319656959,75017.22433481201,77589.4660254323,80776.0206036665,84605.42199364706,88873.9376640642,93390.33854330823,98199.88290060966,103493.55844373241,109185.12723989869,114899.41473450637,121423.19541227826
Infinity,Infinity,Infinity,4644.962150561553,5627.755285150842,5996.814051169178,6409.070699100139,6705.729480638113,7057.739678630597,7290.9669010386515,7539.829741720375,7629.149486956023,8586.433961285602,8829.189985905443,10252.413118496615,10679.484752015875,11203.344572366734,11557.077670852617,11997.660127503073,12610.811332896916,13095.023120527028,13468.261938501173,13737.790471799797,14060.071875357822,14210.33414095919,15493.226761844118,16293.101171065735,18927.416896326304,21146.709458640722,25228.05928319661,27796.612035290666,30258.88592549875,34840.44934539354,40045.7858708638,46762.86075514486,53541.80743715156,53761.9115169911,54617.482959080124,54775.499771419345,55113.90604248426,55547.02550321546,56086.989771131506,56191.230911077386,56562.62221075646,60310.415360768464,62573.718813004285,64355.09940561394,67533.9659179995,69341.93426504235,75770.19838388516,83167.33475011191,89037.92723889455,93547.15099854468,98181.08096952975,103104.96794735963,108627.07097592257,114467.64536291767,120238.4939243858,127022.0396747855
Infinity,Infinity,Infinity,4766.738907262121,5768.233842613058,6050.143238515733,6498.473749354792,6718.6839918144005,7076.928653550428,7327.432417307482,7608.604357605084,7661.890300597858,8514.840233073977,8829.04568312761,10433.81326478335,10731.562295720481,11325.259811927071,11634.280143102396,12076.366127533704,12722.548134944715,13207.901952967391,13507.235730593127,13818.377328229742,14164.755324618984,14221.868173612711,15436.337735243033,16234.353947962732,18764.64620698901,20988.684070143594,24933.974076650356,27438.578363969107,29848.004900740503,34283.22229353187,39360.48706186527,45915.35385754892,52475.46955426055,52752.64389029453,53538.89608354509,53768.26475971835,54099.60361037141,54664.4779837203,55333.08673528173,55509.85634489572,55904.822157388204,59463.7861414407,61613.219233388074,63298.05427658489,66348.29006302613,68055.89993272226,74306.29392624406,81478.52747002908,88857.77868538853,93364.85260394483,97974.41638435128,102906.16414156249,108422.29384914413,114262.43430742875,120019.7572073136,126830.01834941396
Infinity,Infinity,Infinity,Infinity,9766.57752678086,8432.151932954379,9533.222037341104,8193.101854242967,8498.844626842985,9382.434927642917,10521.96039687611,9660.805881145508,8081.394235223489,10885.64133377112,15140.48886392025,12591.21168368324,14309.989654292476,14074.886730796221,14615.755893524705,16030.671695395955,16075.676464863187,15019.510410964653,16394.237113424813,17332.31808171711,15471.592960753287,14814.278103907125,15679.209493666654,16352.645720872237,17702.459588296126,19207.276204066024,20280.278758676843,21376.029647277577,22923.80459612322,24840.276937548722,27473.028667660186,29777.75763747471,31457.016154967205,32021.58431946439,34506.928453258755,35732.850641530116,39535.322312395365,43782.538565372444,46281.788816415385,47536.991758591306,48198.97443215801,48838.48709599428,49475.558902105935,50288.304935438864,50984.07380147702,53298.622718513914,56112.472022838134,59642.74375874776,63640.814391381275,67856.05687035916,72311.86101387376,77295.64487059314,82724.06149435938,88226.15872306084,94623.07981566401
Infinity,Infinity,Infinity,Infinity,6144.064145905646,6190.865309915665,6694.854659132028,6734.770856536161,6969.657917051085,7265.595181795668,7794.187097722534,7781.201175686269,8213.458078799751,8438.438094006657,10478.894484466957,10865.15827542848,11473.301807177999,11756.873633963089,12209.82475188962,13004.251313783545,13407.722020134064,13472.90850857476,13873.54392528793,14452.694160384324,14299.98146269626,15065.962366792013,15380.612119921492,17381.442640512123,18169.68401972971,21010.956167667457,21247.067772533235,22268.017880973068,25130.630691637256,27281.858407925523,30652.221047974483,33239.487744694845,29991.692864980647,30438.61278779187,30736.605403330643,30924.5778081105,31735.455396518115,32707.406813498234,33050.01145737806,33406.51550226457,36405.02173530311,38315.70753681308,39771.19239182521,42367.263468710866,43872.9950612401,49457.446909456,55886.0909629748,63175.20944181112,67637.92949310405,71978.66664289183,76527.14448666458,81706.6195752483,87223.59319066105,92801.49476277265,99395.40383087758
Infinity,Infinity,Infinity,Infinity,Infinity,6228.030701448466,6394.898421384467,6535.831886370036,6691.012036204937,6802.769765782354,6986.327281214804,7080.329216511474,8107.747301153136,8220.580420699353,9384.718002372214,9506.9083022382,9800.99584256593,9932.023247852241,10103.157402944276,10463.5541518167,10705.187709167723,10801.089907559153,10923.584268164532,11178.31174660738,11457.803714045614,13047.730913969779,14161.293929374984,17257.426341114373,19124.751601827193,22454.947848516014,22384.70183139212,23348.715082706916,26664.371288028713,28974.52014396078,32565.120074058636,35131.22756840064,30139.620905350926,30909.206378280818,30591.711328956237,30918.89549958729,31284.71666774013,31729.070335749995,31943.295884799925,32657.379801864896,36989.92358394662,39403.81717252257,40770.47028265346,43667.90097541373,44916.06117431407,51288.00756810382,57937.71537018717,65266.99487570021,69810.73060065725,74221.06981890206,78830.1634736716,84089.10856753968,89722.36140501351,95262.76065786161,101969.13152111192
