862.4323729811751,1604.7489947121571,4113.233943184518,13049.073709622975,25878.782639451812,42160.01771504739,61417.82464009752,78051.94527982446,89815.18003212805,106056.22198306685,118880.10146838952,133352.97263755894,146299.68975930993,159435.6957115071,171405.26085392918,178155.54370531565,185503.40398540086,193008.08280559216,199241.15101310884,206400.75518590436,213410.37004232898,220024.13731895594,226454.3117719892,236109.09895448855,240642.71991293572,247581.41313870388,250683.1130496639,253659.6063835356,254772.9351204585,255647.30931982797,256136.21739398662,256786.98965280334,257156.7718347979,257457.03894927126,257791.94021591806,258060.65704411658,258534.80306934853,258885.50076311428,259328.59795862928,259837.39283681003
Infinity,3381.211075060888,1875.056524851883,4076.6054652335015,8311.654606565091,14572.032823232936,22700.120026780387,29170.36871042078,33096.40363935115,39419.57664382008,43812.23307061251,49071.720551993756,53473.34274338792,58035.99520201535,61899.74883916017,63729.81987878937,65661.93516628469,67447.72442607163,68880.11963391518,70359.08967242482,71775.8660030264,73296.52453656882,74739.70862419196,77324.17268581914,78030.98627992714,79346.07634427886,79605.01839815934,79833.96134438216,80682.2802279295,82063.10621321453,83774.32284876968,85506.5022215588,88576.38438914371,91321.91824970685,94920.89377609386,98487.43108817699,102853.62005269989,106829.35400855276,111115.01190867946,115621.43264722981
Infinity,2804.477680309984,2108.934498812629,6112.274444610413,11151.59889957247,17918.6620095393,26401.121824889728,32470.099014665313,35103.965291087596,42734.070830826924,46170.78494588927,52000.37229727114,56018.998216876105,60704.76613309977,64250.89659040244,64625.775206009086,66881.42891937771,68775.87169217328,69734.59552135905,71952.30078653398,73288.89681845675,74320.89274430268,75872.23498608837,79537.47365053554,78765.06398853761,81097.75210530646,80285.9840712495,80485.77186422265,80198.52228676857,81050.28374154904,81976.62300049968,83238.71762009691,85208.30219434673,86956.6356577624,89331.81631431058,91632.03608140915,94619.47259484128,97254.21541980558,100156.83435094277,103262.57281947517
Infinity,Infinity,4797.047387933282,2213.3808436463014,3048.82512240269,4783.936166499288,7537.2351497162945,9400.907304387938,10698.776473635604,12535.649532294488,13761.42277188272,15133.364912433413,16228.0142415479,17401.832583995256,18307.026367895316,19737.70442393652,20853.193194979525,21611.88846420404,22802.348904291874,23203.914867922987,23645.415317614094,24669.07792110455,25596.18721927201,25969.648167494084,27105.887668410098,27342.959983661196,28722.02022017442,30147.337001443044,34193.821106615964,39238.98243165516,45199.7226847438,50974.900813173925,59358.56095158357,67234.94014632654,76596.41203592745,85981.08854337924,96616.09911538751,104658.75625947697,107743.97542164987,110971.12487301443
Infinity,Infinity,6524.853476780125,2586.366762475808,2502.4436615088316,3193.0040709566147,4522.675911381407,5303.133628191261,6385.221769866257,7189.05108904841,7962.67182729392,8569.67405973111,9156.39326907875,9789.528261808797,10345.06200491797,12553.926002411843,14261.044269701126,15523.66146563159,17564.083916054333,18454.440140925763,19433.289575321014,21198.209225221868,22854.120479640944,23212.781940730198,25505.50225511126,26231.330787211657,29075.17121629998,31648.476870806375,36581.318873212935,41832.04183167573,48047.67849536943,53733.324851961326,62684.992809145275,70478.80297562978,80125.08216815325,89536.82437168589,100372.8557677042,108322.52754637427,111467.82698749854,114741.90893441872
Infinity,Infinity,Infinity,5593.19398585843,2461.106616977883,2843.8886978905625,3663.1398844087535,4114.818851197997,5324.822618835337,5832.25572143026,6609.940940163398,7061.6868843263055,7625.471720629035,8219.56397605758,8832.833875240965,11693.001608391496,13956.570516404023,15726.781747288162,18252.12949421734,18958.38037669376,19960.097638261293,21828.724564445372,23483.180603926263,23450.0737680187,26357.44089131184,26738.05683970476,30101.965563194743,32693.544607122665,38090.1276779044,43454.89522758702,49811.000611631665,55456.08112884294,64706.987231423926,72458.07935627399,82256.08831094278,91680.09005961596,102629.41102110542,112521.80189379644,121108.2583914311,124589.72511507006
Infinity,Infinity,Infinity,7302.639601495755,2872.1447036399854,2915.2234098801596,3758.095805633132,4186.981104675237,5359.686510846912,5912.517750253386,6656.71243215444,7124.739407632379,7670.161276604574,8270.80597259252,8859.160007704115,11655.407948795455,13894.297777251839,15634.384920913722,18202.877238350316,18927.352266365615,19918.413397773547,21791.520821931823,23460.97088268604,23453.694025485165,26292.75255742848,26704.251911584608,30011.816037317087,32950.81970120677,39439.74852351778,45685.91875741207,52229.21805872394,58132.28406525461,67259.90790724925,75580.10669022943,85272.47823211901,94973.51881952694,105939.77865320453,116036.04262721661,124525.62963509848,128066.3907847249
Infinity,Infinity,Infinity,Infinity,5820.743520629137,2968.704785299066,3871.8173277322653,4235.35449614363,5194.575048264816,5799.203296870092,6530.609012500946,7014.954458339005,7543.109468444277,8104.936223664901,8652.682871446046,11143.763065000927,13068.656110502656,14544.177487349934,16895.157956929437,18002.11301179079,19200.606552181973,21238.80754739204,23181.140954990024,23641.140173510026,26166.99738067406,27146.521536859094,30062.35288126776,33472.315810735396,39888.04074307467,46560.98571175988,53162.10254967025,59194.373622701256,68184.08038207242,76818.62034126301,86406.98878832243,96273.06292837599,107185.36874016556,117427.71404379234,127854.67727056728,136834.57225686114
Infinity,Infinity,Infinity,Infinity,7702.080742104736,3888.435545677082,4677.1405431079,4834.282290605683,5164.128088630197,6229.910302537928,6604.045091180745,7297.3862103172205,7657.586353741176,8239.216077167495,8679.635971774804,10414.211641240425,11724.80589991624,12663.92865005591,14271.92206820053,14880.429864972684,15540.921750824493,16893.61965820212,18165.90093906657,18474.8577801068,20289.528397498398,20821.203942286786,23091.972490403117,25458.050658314998,30967.6080575899,37646.62017193705,45380.702189259,52827.760611439444,63275.756197179006,73152.28892725182,84680.19452729572,96272.31463934392,107897.6103029412,118234.18285903492,128833.59306362891,137703.58015449133
Infinity,Infinity,Infinity,Infinity,Infinity,7071.251190379088,5047.152069685561,5167.037183562217,5142.331608996078,6416.645174801787,6609.934413985873,7424.995390610451,7706.590505929204,8305.678196310431,8695.060046529092,10088.737715937828,11141.384974269326,11858.103785657364,13152.556874102745,13596.186252168813,14077.690995235447,15145.527705481849,16140.095585820613,16425.047666401046,17888.44071930764,18293.447894037305,20188.439354934508,22178.678798151937,27047.021003469083,33056.689160844064,40051.507583607374,46805.90574563064,56427.3490056854,65498.69199282384,76164.41338981761,86892.1202417618,98912.7752950756,110320.48105872405,122215.08603386358,134491.54420235116
Infinity,Infinity,Infinity,Infinity,Infinity,9197.717783611379,6261.380078407479,6200.539122713379,5792.67415595921,6644.567627296713,7142.776201998454,7664.962149952806,8104.702110699933,8548.488383003138,8921.272331517255,10015.125144111013,11002.612143016817,11669.528242210381,12863.191161316372,13294.564702199954,13741.36297768515,14730.324410624571,15681.502327156042,16063.307061609608,17438.2726629688,17873.6248551155,19647.40481174391,21512.78615137213,26099.983811961887,31827.794912751633,38488.95820346577,44920.9983857354,54146.48771984401,62834.3153045377,73071.0852338439,83364.32924413594,94915.26136888552,105872.35759267435,117306.10693575563,129131.72146021893
