1085.4224873645499,1924.7007188914542,5742.3533641263375,17715.817241669018,31785.81023132954,41999.57406984633,53278.13013005887,61430.40546040048,69627.01954432057,78716.84177628912,89318.97624134985,97718.86965070835,102021.73441283219,111787.84790424022,127641.6494098852,137229.00241523227,148722.4626406825,159028.84520626575,169877.03039853103,182204.14207318256,193533.0387764807,202180.76275930626,212129.44649345128,223223.35052783697,229829.91934131976,233144.45773513027,237431.5001487541,239289.52765940886,242227.93345105363,243438.20210163866,245466.5941979565,247624.28266164404,248451.02712428133,249145.9962830098,249464.19056945288,249601.2908035134,256456.01517019488,260999.69277118417,269979.5140776565,276535.9201266176,287895.05251155625,300203.87611947383,309058.24715191993,314520.9274705804,315596.99906956835,317444.0213017185,319731.9835625009,320905.686527901,323160.06386069785,323373.4976897963,323455.86265733326,323728.3479485078,324023.9437555648,324348.71266158624,324705.27802288276,325156.38853209326,325719.1128096924,326268.98969943606,327157.18085252296
Infinity,3228.678779836237,2264.3014798401914,6001.566103320952,10935.273350731884,13749.986752878867,17104.153096718823,18938.831155219425,20840.772877028066,23091.763271823263,26050.340295899754,27927.939369906966,28422.926665302995,31041.758419394682,37063.162407192634,39616.61744934396,43178.35955574219,46057.3697778029,49194.734112914855,53129.003584246384,56567.25940540977,58688.30788859407,61400.14531366235,64649.52084956396,65772.31613582681,66076.59811690208,66609.49230155931,67049.15876266139,67916.64331070967,68938.8957867061,69521.35328391341,70117.32689752488,71243.99766628364,72694.61374401391,74792.12324785689,76737.88236852194,78088.32177205398,78636.33368419568,80859.22250278508,82036.67316255438,85516.33870631152,89453.794120308,91610.39602885472,92420.3221533636,92989.00282677809,93134.9183479046,93236.28863889634,93615.78451326104,93710.72985597035,95512.03248600719,97794.60951648359,100746.9029591571,104091.51426863745,107652.6706654184,111462.12527691523,115711.1645925798,120331.48112584354,124963.1643920017,130393.51981297293
Infinity,2877.5470198107205,3088.982126190679,8751.22294930806,13950.925891872525,15930.834726195762,19621.018742902994,20640.749174715645,22537.43558649232,25102.31632634979,28501.87227219878,29943.866385353565,29213.837204570536,33334.10444509095,40418.07269951199,41520.42708170499,45710.048133480785,48310.02619214505,51458.11033208593,55772.12282336922,59032.6777813253,60459.4768867517,63735.82863348557,67280.47956391239,67438.66946846587,66887.20850381983,67760.0070149435,67262.53426756244,68703.81181112524,68915.956726774,69990.25250226389,70646.06308303811,70994.91371891604,72132.10136172312,73527.16378710618,74515.67151127825,77665.02814503932,79120.21531316344,83020.1758262084,83479.23288710698,88151.46226223696,92262.17928547309,93814.68782891241,93943.79583150479,92576.03071936201,93026.5563026656,93694.82533540914,93608.74014265223,94308.58808363626,94710.11960130949,96010.25035423267,97927.80884473084,100139.58851998723,102516.04224356357,105078.72911949086,107994.8549479966,111253.12881222191,114486.95621846164,118453.41459174856
Infinity,Infinity,3919.9990154805873,2868.564711825655,3987.7124718476944,4429.26427240767,4937.037193264356,5271.523285488304,5683.223648194914,5983.379862501332,6318.17859286453,6465.8712578006025,7430.241200502088,7786.065743111287,9384.098900065566,9879.600807667066,10546.392882747588,10992.767088616461,11509.804639368476,12235.771367548994,12845.13575070399,13290.054706813866,13666.72397678762,14096.993788554504,14293.505471249973,15594.270872566574,16475.294376314105,19139.881653247783,21517.189292828472,25639.668294675663,28301.639372414644,30868.898540155296,35487.50437557958,40755.008931539254,47488.176069981346,54211.137459449805,54537.632623058504,55402.695878344675,55659.146017464525,56037.928170512845,56615.40004524505,57293.08713757073,57506.13663641248,57953.72611554119,61605.23103257746,63807.37259317451,65557.30475015692,68686.76502105944,70455.71122012915,76826.0922311946,84165.82821919,92438.71125742038,101379.19905420383,109451.19731606601,112238.09431548635,115499.83271913198,118963.79106228413,122274.39939032812,126601.45441915581
Infinity,Infinity,5199.962421144208,3271.954014400546,3260.4408372259863,3615.5646898005307,3833.3039869828226,4468.646632926412,5181.780470810618,5583.87083414828,5726.540163970078,6079.878854815196,8219.34033068168,7754.370038045966,8358.260078199437,8901.481235387228,9251.713793149667,9589.035654249388,9909.600965357182,10175.655936880165,10493.786271151646,11156.383683077764,11470.634063082227,11619.78975242115,12375.720015712199,15096.638722403022,17098.934504880086,21092.05703372392,23149.858854127633,27984.954939296487,30191.047772753827,32709.258447735705,38006.84487973383,43418.13911534046,50519.09001679902,57303.77278751354,55049.646805839395,56511.23549680723,55756.1832450108,56651.45396226976,56296.293502710156,56497.73394828924,56819.711906083874,58081.05613556925,63950.565490935594,65696.59503293363,67269.4130641979,70881.88901242452,72178.00442219431,79827.43572780222,87386.90353845799,95772.77723705575,104832.43867663704,112976.81327410415,115832.25866958115,119212.21991563305,122757.18049452914,126087.93953538655,130541.38744270001
Infinity,Infinity,Infinity,4124.713970680902,3116.5973901012862,3662.206979482454,3920.223429145599,4864.3451624493,5578.332712488877,5876.6708112688475,5867.3638333735535,6430.685099300531,9080.446348607533,7979.642557061956,8077.758091440506,8884.79119652573,9311.654380218115,9771.572538459704,10045.048529318921,10174.365369009207,10581.785446589942,11510.77297258454,11680.63694398372,11716.716019367797,12916.849029857862,16094.301598477226,17942.84711327571,22373.220949123475,24273.1315010998,29477.179676708904,31446.675167943893,33939.73730336121,39591.90593393065,45083.85598337828,52382.69653753835,59191.37020586459,55569.79798203966,57334.333772835256,56051.81493759127,57214.79647194881,56375.05666044841,56492.61861858224,57121.86152143078,58764.42049480836,65433.80712850043,66947.96725095119,68426.5408504624,72294.68596690458,73342.23921032874,81672.6374637261,89346.41493267097,97798.09171082354,106924.8652911436,116347.33065055664,124934.45012183588,128603.0909767999,132537.17208065945,136085.7744219677,140688.47399748393
Infinity,Infinity,Infinity,5423.224785746198,3559.134440014756,3657.2370796551027,3929.0193371168625,4834.738700575179,5553.607418748908,5856.23227892555,5860.433161921493,6399.717654095181,8995.214028199869,8758.842773912944,8134.846449750616,8884.585431979502,9334.254728418931,9771.911691580968,10051.60113704381,10198.864843764655,10602.602885199563,11498.116933627254,11678.78022557378,11724.782811846939,12867.451470798533,15994.05083761386,17869.33036999165,22863.39250469412,26131.88955174713,30943.04918100349,33665.115381121264,35708.0206001156,41258.120603336196,47426.54432104437,54846.587282961016,62008.40967315364,58630.119411883665,57759.6835284358,57147.18621190601,57261.53446347384,57009.65809115102,56514.73623837286,57104.897785091605,58706.48838146776,65387.774763171066,69150.64375702843,70182.25676778454,73853.73928734977,75398.79944230446,83200.06184909218,92118.35790551393,100805.56112278184,110040.38666439694,119567.45795673877,128229.6869392436,131958.34480769857,136001.8321912927,139627.8813403838,144254.60412605986
Infinity,Infinity,Infinity,Infinity,4429.168121576597,3564.380725156504,3817.6209022257535,4653.48486903106,5555.493641466314,6095.252838747061,6058.045485470185,6383.165023008025,8955.717802580257,9366.301082991054,8416.487651899528,8730.752331068397,9080.642410032156,9474.086817385614,9838.35503503717,10087.182118200579,10416.35920657064,11229.292299855813,11631.592078880518,11814.390549415908,12746.46529254068,15964.673302697063,18384.971116322293,23133.951394075775,26928.94887169589,31498.896731083718,34641.87223785634,36462.26149205332,41877.41667060034,48336.951347361595,55767.890912501054,63156.46290287074,60278.9386949107,57968.430788538724,57827.39585343339,57332.1402988391,57502.35480098532,56549.326886438816,56940.623613635755,58528.755968227706,65276.543573605006,70009.63614499687,70992.42296134232,74467.74272483405,76365.36586536499,83653.78472998254,93214.22306970341,101970.85047508313,111247.44862378955,120815.53912863316,130738.61940312228,140183.10273435054,144500.28671883297,148524.19282533022,153329.4165405212
Infinity,Infinity,Infinity,Infinity,6058.837079458954,3931.328564145963,3867.0945045520207,4326.895897519373,4886.476699451589,5222.799550082682,5408.645606861526,5665.662581057423,7341.152898696135,7614.437898697192,8528.678764796849,8579.84015999055,8944.764659210898,9227.13366709645,9544.515652070964,9933.284522194017,10268.944372769349,10758.61671969102,11052.128634001894,11278.565439963322,11825.487484530146,13999.883740021685,15563.075961802193,19453.95140641478,22812.459870028328,28428.84970538095,32237.227523072972,35930.520643927244,41910.303030876385,48149.1296495107,56015.98049535284,63514.17364492253,62627.508287935474,60207.35255368301,58055.52426810821,57909.05186600211,57609.50959461087,57329.04191233387,56722.46328600593,57634.25690159974,62745.370716406826,66147.6179226279,68968.06953271381,73478.77276207603,76315.09937452068,83662.79094087535,92541.41325351718,102468.11226818174,111902.27678801597,121505.41502719244,131499.96024322725,140952.33110742611,145281.20987776498,149405.52789368792,154205.76357453506
Infinity,Infinity,Infinity,Infinity,Infinity,4792.420566965519,3930.5970490767018,4217.138330049213,4655.149860917976,4942.944895563302,5176.128986983246,5380.666142357622,6724.6555873446805,6993.556444948913,8145.601018415237,8510.249025264313,8914.767843003918,9183.28896225354,9498.363237209207,9970.313867697134,10297.568858907653,10633.557866688901,10933.54533214426,11235.393990502253,11644.214558921898,13471.072702027634,14751.384967958582,18149.97407070906,21106.35851985107,26163.17292491942,29511.537886999504,32754.374636980127,38342.30882084905,44586.28708252983,52441.73353287792,60348.13007701779,60837.525706888475,61561.449419920194,58237.930772335174,58415.100195048166,57756.200891503664,57933.986443063324,56724.54473371308,57441.59909458561,61959.252600327614,64918.231455168745,67346.94611968331,71331.53969439176,73778.95309622641,81320.20727578127,89887.53470345413,99432.39678191303,109693.48721273849,120304.63480434562,131366.51497010465,142572.66295442887,152609.3999717143,157006.14764643257,162176.49379279933
Infinity,Infinity,Infinity,Infinity,Infinity,6529.706343203874,4437.097983988318,4314.083419838323,4705.320526970833,5021.042382581911,5293.463300318328,5438.5029314913,6641.349866900597,7003.879142718969,8385.670487791933,8581.133849576803,9043.413698366521,9267.755565030096,9592.522581824489,10129.578720005953,10422.575077648864,10673.715862414278,11038.196307900413,11373.645181965136,11652.75571288854,13351.86863273696,14566.706442682575,17781.031178059788,20615.364728431152,25443.806798113572,28617.449992572765,31696.538277559597,37019.66711383009,42970.058126450895,50466.77501650224,58006.750765766206,58525.593037444836,59747.533518894816,60105.07500028358,58651.04815847491,58487.37203963406,58199.3307360511,57568.90650188649,57408.11172200223,61641.55067504534,64397.99621239617,66651.63677002996,70402.12043423743,72666.18337760314,79865.94954857948,88035.38685351209,97192.54052304103,107043.68973067524,117218.34406070467,127845.91317052656,139225.58758419094,151183.53003688576,157312.58464941752,162576.29609222038
