1845.4058973997046,3126.656298913552,3921.7336680514204,5319.126352256145,9452.422640278292,11604.665488805835,13792.22376293239,14541.55916514914,15989.895459322115,16860.92815173561,17418.069750670395,18051.627847325737,18615.229641872982,18867.79964030778,19545.732327218782,20458.687674061795,21544.96311292683,23123.38481996584,24755.339077225464,26484.343509896647,28018.407910703554,29597.921384284575,30550.870188537778,32401.742541052532,34076.005242073246,36284.31199221827,38706.208432892956,42489.476591159226,42672.003226576824,43102.40065660232,44573.31550085065,45564.56282247338,46232.98384852827,46593.19135067489,47979.92196659384,48365.64160824205,49362.90689782034,50073.68140083272,51115.364835533706,52048.53879162789,52720.21842968626,53035.02989856555,53816.16556385516,54383.07136070446,57192.66108437707,60774.077802117936,64723.60545860732,68270.21227810337,70143.64059657593,76441.49851091379,81074.47866863103,88501.1312395867,96780.70835782244,105775.68822149941,115060.03077327277,125284.45499893435,136730.1583094057,148555.6235169299,160446.5094807399,174788.25105280912,190558.05911274182,206660.51842805525,222524.44302975255,238096.2169324809,254140.40668089886,270836.594420438,289435.10922083113,309136.2672319553,329039.14901347243,349726.5484945587
Infinity,3440.947831281439,4155.565533065519,5647.6466078626945,10017.030515013372,11940.514567177954,14035.563508385603,14396.928376451391,15576.28140004963,16284.742950686148,16758.625328981856,17282.803709565786,17738.58750483493,18021.270000140314,18850.479774384352,19968.2654373895,21290.477914642695,23192.68437543756,25070.64870236642,26824.096320741628,28309.94321993078,29883.653351807607,30797.933473419223,32748.894773146643,34405.37130830957,36682.785664858035,39129.76270039216,43024.25083871373,42728.622771769216,43007.63009874285,44545.53743149681,45565.21531369042,46250.79674459236,46497.80882108191,47950.079012750815,48273.27881139625,49353.51945096245,49886.35713990926,50675.01620169897,51689.11352600556,52180.7926397132,52451.13385313124,53331.00187608969,53960.29085713483,57036.942223477425,60938.836317994304,65074.885892077415,68592.22045574458,70380.66412523706,76961.07562890257,81579.32516388282,89128.86403234284,97475.40977394264,106510.01749996183,115807.15669182107,126086.37781862899,137573.48502701605,149429.9830706786,161350.0946443366,175777.9570288235,191579.61589214034,207710.66609056105,223568.04503429856,239171.1879120495,255234.7080375382,271937.5348905351,290588.77489093994,310367.22061290906,330255.6137699539,350958.2054357269
Infinity,3196.3865235449143,3918.940916946011,5237.332045333547,9061.767115998908,11080.785503169758,13085.258975382567,14042.742219115591,15770.992851146168,16663.416795996414,17029.46890972953,17633.875134919534,18171.582403614473,18199.87267410903,18861.350351630157,19875.360672661103,21103.429046703404,22715.299047068165,24289.269430897715,26034.52782087961,27521.070905702654,29030.822636807494,30035.62064652891,31689.757436891025,33185.99159845848,35148.356460942916,37288.00086118465,40820.19782992294,41243.141714203455,41926.832558282884,43493.59776376489,44668.362378020654,45514.143287592786,46095.90359738997,47587.2282338754,48180.129652586045,49262.30318368823,50265.81286162707,51291.69171282856,51693.5646657274,52706.53651329347,52769.7325442635,53411.91412308263,54126.16794941048,56842.12984690006,60465.40378745738,64408.909817467946,67989.56179294654,70046.13878930203,76320.87753004653,80997.79156058705,88366.19323427028,96616.79586584531,105470.71798396054,114644.36679080657,124681.23501974448,135967.77256988693,147660.4052167001,159368.47604148282,173517.30705583666,189027.56564322344,204858.64226250874,220444.0703993447,235756.77678549683,251503.16885488064,267889.4652829721,286129.10220592155,305428.0534176588,324972.3567678966,345272.09661265457
Infinity,Infinity,5407.221961581183,7179.120812212462,12205.624769921593,12774.699516812565,14134.455275077124,13243.319270132895,13705.87609265534,13909.746883389043,14071.16015637402,14175.405434324188,14243.409906903593,14727.979131949376,16384.819971085082,18520.191506609593,21032.41994656907,24389.115692463056,26107.696021561795,27691.559177557192,29270.487930421557,30821.262590464932,31446.49642760009,33778.114616904655,35178.51941418946,37502.24961920986,39764.29180411806,43680.80389150278,41224.851235186594,41392.94264903889,43114.700312602705,44209.61521009058,44925.91792745831,45085.07462369723,46696.86541962517,46935.36110340693,48225.82752512243,48365.55390195709,48629.36890277947,49938.79602812005,50029.428836675346,50217.12836163698,51358.061813273795,52181.440616939384,55889.64462417185,60532.44994003069,65798.4779130097,69221.09142371087,70873.34499027662,78295.49348900818,82817.3864618572,90736.59906640454,99243.69913188255,108385.67489447759,117517.17018880464,127867.04510209232,139330.67707664493,151039.4481471586,162858.0386894641,177364.7810938567,192969.9850899853,209054.1835631819,224657.73658481165,239982.42938732725,255852.28278221033,272309.89229214966,290810.662889906,310310.26489234425,329775.94658494415,350226.10733892326
Infinity,Infinity,14154.7789654681,16885.861732349316,25698.946819997393,24237.29832343619,24191.35260023577,16721.03075581149,15462.070239131517,17302.67741647669,18649.28000523216,18367.005539866757,18602.23588382818,21087.40120810047,23973.921567779937,26454.118172087445,29588.91980436499,33863.251830231915,35501.43771776888,37117.17178122272,38112.59004469277,39535.01304331847,39467.72269456235,43355.96680326336,44647.90505273467,48173.6616740305,51283.6254803667,57369.6560738495,47729.69790949035,46520.43934955726,51442.69637737461,51778.88981265366,51949.21540711399,50333.55464932962,54933.985529407524,52530.792119395424,56231.4862581019,51573.771340244326,51018.499916768385,57863.40655947037,53404.636483663344,55779.042743508064,59392.34612052009,59628.170623807564,67139.12466664864,72638.14979292786,78534.37523830068,81550.08039883696,81497.24287328904,93484.36741371878,97156.46201860928,107269.42177903902,116571.25899786518,126307.39973604924,135616.07147673774,146652.13755568553,158948.6513889074,170827.0935603694,182822.89566384867,198661.70219234336,214904.78078364144,231237.52209342975,246729.61360799824,261955.3283174323,278160.6843369014,294860.89117714635,314276.468641549,334313.8295302523,353804.7533969956,374685.3064025677
Infinity,Infinity,Infinity,16132.871011315714,24727.611714429622,24685.090426083003,23450.80902328893,16513.63264938244,14536.427583153058,16072.594576598378,17191.94424120233,16962.221406264514,17145.8178510172,19291.054358314126,22020.754298792242,24452.899426730983,27476.62232093705,31634.56172340944,34955.31916864033,36670.91364740809,37640.12766380815,39178.16393435556,39269.33163419058,42525.78075867111,44516.70924718855,47758.59043020058,51038.213649567726,56815.30404528775,48751.89729088157,44961.321211938026,49283.714151261556,49737.43781863111,50017.57203227362,48730.241372037126,52749.56895199641,50856.67345345984,54092.74282091439,50380.48244071382,49957.192541902485,55703.26653348098,52152.09620197524,54089.14912189673,57221.69084619559,57569.51567767706,64338.019841017245,69645.9253321798,75505.43993106124,79935.37562722547,80057.31240505117,90740.92179023864,95745.73164194185,105307.9090139228,115030.55279857514,124904.98623891639,134438.55921758083,145339.48151797047,157783.87641306233,169816.956285431,181793.77407393453,197502.8461676562,213964.14761673234,230364.94399264993,246153.3494057375,261423.3319803035,277586.5978283438,294353.0307476636,313673.6812697906,333877.5225158676,353587.01472035126,374294.7353729059
Infinity,Infinity,Infinity,18766.893478140883,24666.076451299108,29106.76093225885,27744.958905143973,23851.395640970877,17096.950456810097,14930.967755499662,15344.749173207634,15645.044892912827,15861.005232912235,16667.53004729522,18859.176536907293,21673.533352796734,25018.183153796184,29454.580227902687,34014.611545138825,38556.30490518998,41071.23334592253,42136.86317873,42735.14838540406,44429.027088751645,47419.44820854661,50279.18055166647,53749.86022948911,58744.5572256852,57688.88793835055,48121.75244966986,46864.97247319587,48131.02869462612,49078.64233102628,49516.35949553364,50536.51657905068,51018.39841921989,52404.7795477011,52808.50683023553,50845.75392419248,51529.49073266688,51812.259684864424,52250.74856545888,53690.9935628572,54821.28035824567,58803.545934343914,63729.0701018356,69506.07732347578,74733.11367990958,78109.40540856462,86873.08059797285,94114.08423650541,104592.9436496343,116428.75738102577,127802.99164682522,137904.52602646154,148716.38386171593,161175.91475535557,174001.65642528396,186270.17136266996,201102.10926332127,218191.11948411312,235335.4319490674,251555.53063167588,267155.15243647934,283126.9795800265,299887.2596803924,318854.7990402438,339513.0711395559,359863.3270071564,380567.42185455444
Infinity,Infinity,Infinity,Infinity,25352.342356495225,29521.662219768026,28380.793388864666,24047.953898877917,17236.93349120413,15080.884274112093,15523.009096010313,15822.4643700496,16037.499738122471,16952.82247087757,19204.06354301123,22086.347756761686,25482.138378816133,29987.235368114336,34586.338135286955,39135.45417580947,41675.83706021886,42731.59584987133,43309.49192172773,45096.127516125045,48077.79208466186,50879.09405707844,54359.671103891356,59345.321376003136,58029.85905689967,49307.76187209072,46987.12833210333,48283.531892697785,49277.12352981803,49776.07841089859,50758.590555173665,51281.10585337654,52700.06415000672,53035.487992670234,51069.16752324823,51914.72074418372,52035.903253874596,52534.418287812005,54034.32008240174,55159.778545271605,59147.862010549194,64126.38763196893,70021.98441322849,75178.54684264616,78553.47471290341,87394.81582105646,94663.35637294457,105131.06084650075,117050.21110724664,128447.84585820726,138550.07979503312,149388.5122338509,161862.17822555505,174678.04467872274,186976.46572554053,201813.77165152755,218883.52383288997,236072.32555059838,252303.56635142665,267941.2789066044,283944.10105539294,300696.0457583389,319671.3037753897,340365.08358683693,360656.95590494317,381416.7030267693
Infinity,Infinity,Infinity,Infinity,32466.26615239851,33535.59379825509,36143.08879087119,28802.695860961278,24313.626027635353,18081.776452112335,16497.714395605348,16655.715696573527,17028.512945240225,18855.031848695922,21606.702485227037,24612.61436311858,28215.12777622993,33006.47669269729,37514.0875424915,42079.1430507959,46251.58875119297,48754.70769310741,48520.3892085411,51411.68749837557,52758.456814763456,57046.581555460456,60590.15002773568,66829.57212830815,61874.78569853857,59597.94958493678,52956.12099563165,50801.99627166065,51530.63396541917,51202.10914765308,54327.828110310766,52897.7390189939,55552.507457917425,53506.7230408322,53621.14667763913,55514.34855245118,52641.404302601084,54141.71949115096,56792.29092696166,57646.35286350031,63430.59372196269,68765.38926732013,74883.63819394773,79849.0273236405,82459.72966543317,93452.07614118006,100184.25310774328,111716.81804962012,123880.30026834129,136965.07566763583,148647.45138260876,160273.9014058892,173002.23231789106,185956.90523751336,199029.25977064323,214815.31486481288,231396.72246401716,249271.62228065063,266146.1463599997,282096.0149609487,298486.24716686225,315246.9618486974,334621.38533946243,355139.98852166533,375934.7617878276,397489.541375499
Infinity,Infinity,Infinity,Infinity,Infinity,35724.79519970507,37449.590435844235,30165.584672028654,25085.500261548426,18851.000702440717,17411.38060427911,17627.48407334854,18089.029394001376,20307.062792452776,23406.997652085603,26554.29929283261,30389.76314739124,35347.498789665246,39989.79270023242,44655.697819055844,48819.66419140151,51341.128396856286,50924.15507852938,54029.343253593564,55350.93728040886,59531.18499646249,63084.017740325,69444.44705534271,63896.12480137545,60876.27165753879,55075.19547376074,51963.81611713128,52838.095251242514,52564.99950596059,55753.45063724402,54365.6815813926,57132.33276842861,54868.28075451029,54809.97412408027,57283.11367153836,54093.76420330434,55648.379068862545,58615.16791770728,59518.76802567552,65585.09060227295,70988.86867799907,77221.44196924477,82147.06360895849,84759.35480303291,96216.18056884488,103015.41709093962,114765.1894125192,127060.03377751229,140303.90880598265,152029.116534095,163617.06099080757,176481.4664054655,189535.09719161259,202567.83563318723,218569.16898063954,235303.75882908684,253149.93618748826,270069.8027202554,286029.63837231783,302511.2229244231,319280.7966354019,338765.9736212761,359360.00432878186,380162.89620988304,401741.0649961707
