569.9544130436439,5913.116272072826,12191.485706866515,18023.460669058935,28608.513438764363,39546.14075497301,45156.09168302421,54076.466592607474,65011.184173842325,72705.21538711626,81980.34814668988,87869.7827017181,93611.84929053287,109139.7024406908,128715.13799766138,152285.49994941367,177335.3696936612,202029.44591834315,220310.89645161293,242313.01722263207,260897.34139416378,275488.0089854187,296810.53501487605,318747.69231006835,338782.04718630813,353028.4239046969,365574.8683247596,375195.5200546494,386123.2576232533,400873.774658368,421804.023840348,443127.64993957244,457416.3944945984,476364.8919090456,496655.72696093796,514694.70118487766,523780.69218306564,535868.2913725688,547838.3319311088,555998.237653305,559545.4197104553,562335.4037422864,564563.699323317,566662.216223835,569133.9798834372,572582.5413536879,579607.2179730533,591189.1271557172,603917.3961373062,614884.0479394246,623348.7730802572,630929.8156291211,637497.1456424488,641033.4222314302,643693.142257823,646067.538809126,648281.7865370107,650250.4786101582,651844.8846902968,653556.3911235032,654950.953775981,655978.6785949711
Infinity,4106.977654629574,8440.098406091623,12253.680300723674,19347.89234468394,26794.66188485673,30646.97127156883,36607.69715688776,44214.605163145425,49390.18000946445,55883.21737477472,59835.48488031383,62729.61576518193,73144.65324767941,86980.05091487418,104256.82319766178,122838.90628710517,141103.03580437286,153753.6055462604,169644.9543215422,182649.6933275278,192248.2052596253,207588.46202752274,223445.57679723192,237581.22620801112,246867.4070052376,254833.150066836,260425.52032978932,267002.65387709736,276710.5878412023,291733.40356409247,307033.0291562566,316289.51903597673,329540.4997249932,343959.3625535699,356428.9831436001,361541.9069778819,369152.7371861106,376740.3147177509,381318.4166846453,382630.3512242134,383561.7382628759,384196.13868301635,384803.17693686415,385653.207602689,387117.3524435974,391526.55804392626,399834.25835583085,409037.2532212203,416777.5021735846,422339.193850124,427117.71121284657,430929.38585529145,432641.5630576719,433779.67896196974,434725.07197534735,435577.65360236965,436357.1711727312,437047.21734023903,437799.3538110517,438297.12325728196,438780.44126384455
Infinity,3909.9749430109364,8019.228950495299,11588.783247863834,18010.036506981694,24823.524042852532,28536.030214749753,34024.22874879671,41081.00956690872,45907.16448379988,52012.42560216095,55752.65302028654,58095.67574265171,67437.51579420545,80034.74936659631,95936.54921210038,113109.55096455407,129983.22362794966,141371.11580753778,155942.9624567247,167752.8662065664,176264.2308526176,190341.15903751884,204920.97816827393,217818.91985877012,226102.69194797077,233145.19406479973,237921.33825511238,243626.00322923512,252346.7658410763,266156.3946681397,280199.3506169476,288421.0586333601,300486.2079007908,313677.2323592943,324984.9333161397,329261.5086789791,335964.89904141147,342681.9480001296,346583.9149119355,347517.6804875982,348183.4377679267,348617.78047294123,349046.9614188759,349697.28656850505,350874.65051173535,354892.805614265,362688.49112632236,371289.7472749447,378500.0211347621,383607.1486161799,387934.759478152,391288.8734828448,392778.2544287428,393756.1066129553,394568.73146427405,395287.0170125505,395964.09805977414,396615.75344076124,397293.5337710389,397749.76774999953,398274.96834684606
Infinity,Infinity,5846.92151541819,7478.9177837378475,9875.423628474202,12517.571772419626,14824.997596109428,17067.15422397379,20091.795451057915,22430.412571676352,25186.55829145844,27155.032777539753,27619.354381163215,31144.331875641194,36769.49711358422,44660.37964759957,53459.12182803084,62076.41961788306,67128.94680139037,74114.24498587644,79297.13708271354,82726.01356264803,89391.65275617114,96429.43036259006,102305.2101164968,105258.34944663166,107488.35149768856,108745.30490282516,110434.41777803641,113674.15510533284,120155.94568841215,126776.02429515209,129761.46123348933,135028.40946838734,141061.50173154,145830.07463798637,146815.5567470774,148811.30531855102,150826.29354271916,151496.71035816072,151658.7112928699,151936.44723322502,152392.7237666541,152925.3417083289,153411.06454439368,153724.969279271,155208.67905178186,158987.97512365098,163100.4281390196,166456.35822312036,168578.4417424974,170176.7746144511,171131.399090592,171812.91295969195,172484.03893843477,173222.64509415952,173977.1567827688,174916.89681959126,176206.2161759567,177498.89853093162,178760.0150674168,180576.03561547093
Infinity,Infinity,5987.3429793221385,7794.791375878017,8672.65641090304,9965.888313558044,12857.82609977524,14367.792627618262,16057.648800708703,18226.731186284054,20125.181731623055,22467.907630300288,23429.82937294237,24462.185551378698,26731.465607969465,30498.64453215511,34902.07782124513,39191.630897632094,41533.06752260837,44731.87623020067,46860.3678625963,48515.26571448932,51497.81044758322,54726.67984185003,57195.222979514205,58018.69452532181,58506.524769257514,59061.04857810237,59649.35581351989,60600.58533305241,63390.56560314235,66272.76232815004,67280.82757851614,69321.84701979192,71819.70109416502,73541.36558301705,74080.82020356439,74419.21883858617,74768.19644992631,74888.06894730186,76400.3151634603,78279.0721048877,80637.95394681324,83133.70719227819,85329.55787768646,86821.57981160385,88013.50461357986,90244.98476955632,92502.56920927508,94497.70103571618,95925.12068550223,97071.35494757841,97940.03287470198,99765.46660109801,102019.04197323555,104560.09839497301,107199.64910888701,110218.14451771617,113869.48304727505,117555.79987084515,121311.91178006542,126011.97088107654
Infinity,Infinity,Infinity,9897.915190757103,9118.850583991054,10272.013224302638,15248.403244921814,15329.125086221016,16397.410611344807,19783.918488274106,20990.130248196416,24620.19665209575,25617.08425514261,23470.730524087816,23806.97143281818,24813.020140792236,26150.336630089154,27433.394611748357,28424.97856383042,29206.31563544896,29672.17100487511,31002.97972228735,31696.14527584874,32504.41434008705,32992.178010166375,33211.21880260406,33527.889529178974,34975.24225363371,36052.72445437611,36240.736430361714,36776.27011880677,37350.72411209448,37898.786996679846,38190.22746907272,38598.84847697555,38757.97289257914,40462.078089605886,40697.805790394916,40936.065188234454,42127.569267044295,46752.978215197225,52000.91516178561,58078.047108804916,64342.67852936528,70069.4028859865,74504.21640950245,77154.0444700401,79537.61336865026,81572.97335538322,83850.85594575421,86297.608045085,88716.82039411439,91183.36401230762,95920.33484743391,101542.0804996676,107647.24394063481,110878.58709367212,114082.08392534102,118041.63366986907,121713.2118721798,125636.24041894283,130740.66447478945
Infinity,Infinity,Infinity,10113.210909672784,9559.413958353482,10413.94908103291,15317.664709537108,15447.326026818568,16558.32064939439,19882.121656951313,21148.872865730904,24719.367540799438,25520.685145069456,23480.496797386382,23881.21143954749,24944.564950950466,26301.933766096052,27581.00349301183,28466.58157033842,29317.76824126295,29751.276458149012,30976.787413041056,31776.158321734398,32608.385541637188,33049.46487933304,33184.7221628709,33479.051611748604,34843.79671380622,35835.28055775748,35995.924124259414,36615.04291776499,37261.553020257845,37753.287410467805,38074.25192933708,38537.0419213733,38709.08275115725,40248.86648618248,40437.46655157149,40646.420355977825,41737.32675039161,46151.7946109606,51216.194886999714,57107.006749498396,63198.08188421087,68776.99358708719,73099.84566788297,75756.78442731439,78256.5914391245,80445.11139888456,82844.9190957273,85335.09181139091,87790.05870051445,90228.18921772469,94885.84431502594,100407.95083738895,106397.47820422267,110770.97420890567,113972.76080346889,117941.82888985294,121592.55603431967,125491.85696433048,130591.39856584408
Infinity,Infinity,Infinity,Infinity,12108.390274407153,11667.126617936803,14379.881366057514,17185.945542565074,18607.99504741264,19612.00196946274,23269.13205936164,24461.234456866398,25160.131373534146,27182.3426973273,26999.791893756512,29059.502126630367,30814.771840039073,31990.208098426392,29765.45050756135,32760.77975611318,32124.105024033397,30896.178068249872,35069.83850896285,36204.286778279704,36026.93824563597,34483.43233924751,34315.64126574158,33859.36149031359,34424.29866779564,36270.1553247664,40388.935130765356,40961.25670896857,38422.77285738078,40920.74713952775,41994.516876831156,41451.20899998943,38799.82598281626,39936.245130181276,41207.14770340699,41307.33303600522,42545.139825395534,44336.34650756213,46535.864698243924,48933.61541231375,51148.92187891099,52872.529373216705,55812.393500468934,60790.2232327834,65726.91319011008,70045.98273578029,73486.70243776774,76289.15088607624,78266.30437424108,80707.02763603463,83321.69811110469,85969.45991962285,88634.01728160949,91616.142036165,95179.12612276207,98603.59995256495,102160.93108893307,106560.70184860966
Infinity,Infinity,Infinity,Infinity,11918.53719722948,11398.810800851128,15640.913083049501,16991.59413675093,17810.453084931698,20305.593779723327,22695.348547603455,25578.720190549153,26982.138644306167,25304.250266364073,24100.880782310312,25356.651489588156,26805.560920467447,28069.876802031922,28469.714087995333,29575.038678672907,29892.511871196948,30715.520071021903,31756.42434886154,32955.282702221906,33379.380506907204,33246.379925928064,33457.72082210565,34495.98983461512,34638.78101832456,34662.21904256427,35686.11506967895,36697.65442192284,37045.456772855556,37596.62236880124,38379.220449893735,38795.423531050474,39801.83876351132,38964.347160806836,39194.52619242442,40094.17522484707,43943.48483353244,47017.43280166992,49620.91702747368,52001.51274756454,53987.041861969024,55008.785294523215,55623.08509760841,58550.71475879758,61144.11998597717,63830.62846165214,66463.40385826562,68993.81057677999,71345.12801007384,75639.65904021231,80696.62977513306,86070.25503012376,91525.01978435299,94713.19234743888,98594.72463674474,102106.1141614992,105833.47050243347,110651.80846298987
Infinity,Infinity,Infinity,Infinity,Infinity,14269.487103625152,18178.042956060846,17880.91338890395,19990.29357972432,22701.3631219245,23571.047478741246,28488.396449784865,28214.504137214866,25302.079604496732,25536.37356990592,24820.960719656156,25816.387968343613,26808.447234758172,27386.665297619198,27908.511591901097,28227.467721517747,29349.656101896002,29895.450227809102,30594.423152880452,31003.370689432864,31385.557772219097,31978.558512718704,33676.32189889705,34999.189816937156,34849.37218062904,35238.92154759108,35768.072372330425,36294.488977718625,36549.66914280909,36940.48865675921,37129.46465530236,38956.37043121269,39314.327286147854,39550.969615188136,40927.01847932208,45523.76458040371,48754.287523779596,51466.446926929595,53866.88298546358,55775.620849640254,56586.04666937837,56744.73248445772,59280.302840192344,61685.81658724787,64578.33137521966,67510.52030262741,70077.46518610138,72470.40306186065,77279.31736746934,82449.50451521394,87895.02076127933,93387.2607122322,96622.65246198146,100617.00306228895,104097.5733335169,107905.97999901646,112845.79999215298
