4014.6408516203796,7924.493524157209,11023.758400341536,13564.314842570744,14909.414831030806,16350.460698101411,18141.138276004775,19632.0312917137,20979.23201005457,22274.928350819737,23890.20067196423,26511.758974689834,29809.84842161783,31335.250738842093,33159.552413799734,37242.203739113735,39497.02672620667,41917.05575206559,45539.241639265885,49687.87278915305,53891.73629339598,60188.716910981966,66182.08385869999,71132.04077018212,76134.36055676546,80530.36189327837,84588.60139013619,87055.31740191353,88674.72480324331,89720.97839380946,90744.97284002155,92658.84904620539,94454.20219447122,96628.01935751621,98063.91669301713,98912.07234102998,99534.45617756573,100202.96463336606,100709.18713662436,101288.26453979379,101645.6322558299,102326.33010337166,103317.85565234894,105861.7488461259,107571.20034230068,109952.88104336079,111425.32918379272,113901.08753858898,116664.79189499354,120222.18314466,125282.81066124879,128168.33397008786,130187.02105679209,131017.33833315286,132258.32895851118,133405.62424648547,135057.23735598012,136189.2557478524,138268.87129522683,141152.56031713024,143645.82673006158,146421.5683718596,149745.2581496278,153544.24690675116,157779.29172141064,161790.37449288872
Infinity,9819.290316085033,12545.902262689053,14667.04640702901,15513.011558397882,16111.533541614863,18096.24890569776,19179.093535138098,20486.02293877103,21790.772003084287,23928.68005589067,27930.337865317044,31743.042629978198,33172.16133728669,35339.937191813944,36684.468035423895,39724.02295572257,41942.35334124933,45203.1923869509,49200.016755746095,53473.56237724391,58765.56310547648,63940.19894229765,68385.72304232836,72870.02634286512,77322.28009064791,81002.42548640142,83752.41515541723,86019.02141393852,87711.17164963174,89510.439258692,92965.50392358423,96044.66809184854,98417.38544893323,99469.21523967208,99812.72845537613,99651.42363739827,99916.09526136966,100137.28121407566,100445.78412804549,101330.24646225503,103223.8817309785,104942.50015338541,106177.2350331154,107936.99247569294,111510.29877739481,112050.97233998482,114345.02343424136,116708.45779834417,120029.38815862528,124508.28514512263,127223.16154312692,129945.94219978737,132066.23984558118,133988.16320920188,135200.91072807278,137003.9100375331,137871.6451149961,140360.66675694057,143563.40871698144,145747.34378393524,148667.3900278615,152193.76289170102,156026.42738638652,160394.37067452527,164298.0016477018
Infinity,10043.062363620294,12756.898169652626,14828.891433560175,15715.256297340906,16388.16967711782,18290.63290108976,19333.571479469538,20617.438374953213,21778.143416238636,23921.637586822293,28062.30404197749,31938.59709178918,33564.67314140499,35817.13164600762,37168.1935931894,40300.457227541316,42372.394812505154,45701.426624638305,49746.20441288776,53932.88971889821,59230.84856923924,64425.40355470517,68791.57442381073,73270.694117792,77760.36448729667,81445.76874503189,84191.70028269704,86473.1230236443,87926.97208061983,89801.42715228123,93321.00990486739,96421.63115977202,98768.97431770046,99604.74036395291,99790.57821910521,99498.78463066647,99722.2565566185,99947.63721573816,100305.03020463388,101307.33144377006,103426.97447370557,105407.8140137835,106733.47351171068,108467.15729184166,112090.48826274223,112586.99240918447,114930.77959502624,117250.11216948401,120585.52425310577,125055.38363793447,127732.3805650453,130523.90025979941,132531.6828469634,134433.90776746755,135681.65932311275,137490.2944674336,138341.1259155626,140777.14347107324,143914.1075844911,146124.85979529913,148995.42297375036,152574.1224110428,156343.00577035474,160717.52597003372,164606.51131069922
Infinity,Infinity,16639.143259802488,18021.092440264038,17927.613979377074,17081.306207440084,18864.8957832405,19566.219891779532,21088.360691287646,22525.902507586394,25149.219548568515,29935.2168091986,35554.470041184955,37224.76721393443,39434.34417049826,38561.82867680208,40656.29643464549,42434.495002934134,45114.212667677086,49233.31316041325,53854.22626810167,58224.69512121159,63064.10918963222,67553.96732450215,71933.31685881678,76798.67649895187,80521.42343357301,83812.57244424347,86898.81153826539,88626.57630208845,90814.92987513873,94928.35584729986,98483.6517300435,102351.49313006495,103118.52307410448,102556.2004935835,101209.64574502663,100128.63080492638,100163.434454435,100564.68179848666,102151.82295489492,104675.38995914534,107488.61244448162,108190.14541472062,108803.10440749011,113332.93910119272,114339.6409587957,115477.56293878188,117314.3611026772,120039.10033744959,124099.78797563672,126884.29498282258,130258.26010392206,133436.73248419797,136900.56239723793,138838.35732856055,141030.21218295157,141774.85844391282,144407.04132091065,148195.25694472104,150598.1550299815,153288.64277404893,157157.22297376438,161249.17261462554,165754.14776479438,169737.1618320914
Infinity,Infinity,17971.75886185799,19234.33402549135,18757.03222672451,17407.595327072915,19605.410769371618,19982.99103242007,21609.641060807826,23243.07295794,25956.705702625222,30962.826993368217,36805.219589289285,38246.047907496715,40552.01038318229,38574.98251471754,41219.42564330378,42817.063493563786,45156.99482846408,48933.003146442636,53586.35869272342,57773.003685738484,62162.98908356753,66454.90153892059,70583.4118031622,75445.545646283,78900.16463555222,82205.31401176119,85530.70698790255,88540.65941902735,91486.93572722311,95963.48675240861,99639.66187761453,103671.83096502442,104279.5280844164,103413.16162806956,101686.63879979702,100478.39475358314,100360.10195134074,100799.16384848805,102708.63545754622,105393.27296766432,108179.1788174444,108458.82946122975,109300.75881305324,114194.18501753407,114947.11442146878,115872.12603969744,117633.10256984849,120219.1119653663,123563.91036511559,126058.52606686694,129385.17567241032,133257.55595929132,138056.78886541657,139932.63245983727,142351.73387966608,142986.4987238909,145805.5362136239,149641.27102515512,151959.47352249638,154711.34646643826,158593.006950641,162802.61618509,167285.03126486397,171255.99438219014
Infinity,Infinity,Infinity,23227.938286180568,21930.770299436783,19459.774962453885,20079.68318567382,20525.474994925677,21803.21918696205,23787.070354767307,26862.495353764127,32391.223843745895,38891.48166642864,41907.35209739199,44160.79294082884,41858.52415301419,42241.22143819638,42875.05036339363,44891.44378599944,48287.78665002489,52431.69481237203,56161.70931481312,60063.674260124,63876.973556291035,67514.32297766393,71856.15266857353,74902.36629207247,77851.91711233839,80881.72702097199,83634.78159219613,87099.15217290584,93148.59808348608,99448.73838514074,105780.3138126606,107960.27914384403,107031.8555221054,104564.31034409816,102279.75080492665,100820.41781781212,101057.02861450297,102998.85715126467,106246.60909677162,109323.81077349663,110261.35935803823,110537.3188875795,114228.51757312186,115966.38388534976,117326.61237522309,117893.23361844377,119962.58191142406,123122.74275848508,125357.70981401623,128419.88410236133,132146.16561502792,137606.05271387132,142310.76560910526,145525.83151477893,146517.74201744332,149325.2684866059,153412.97270876585,156374.51357226813,159319.6082519892,163070.84523624222,167588.1422977228,172416.89536910312,176522.49842165437
Infinity,Infinity,Infinity,24475.615423009644,23199.615581320468,20600.849687971895,20600.472565486118,21412.908442672957,22299.794874152307,24150.09904337973,27363.99827787221,33000.787451053555,39750.39080870735,43188.232959198605,45315.003319207695,43555.82937690045,42783.864695977594,43946.07347855526,45818.0843854065,48831.82998834754,52898.95352123789,56772.85407874534,60684.691519380416,64392.833923376216,68073.66042538073,72356.6256745303,75432.11048829826,78281.78387893343,81256.32431887652,83856.3501599083,87286.48025674128,93310.13283326474,99528.13221145545,106755.66637042431,109214.95359244412,108076.00169669745,105294.48419361033,102659.21794109061,101158.20821974782,101286.53282932879,103214.63711116652,106770.46135370516,110166.7497645138,111378.70823992437,111167.76345352491,114952.26846453063,117191.59240635153,118356.56350509054,118753.68233142945,120787.53167939521,123702.04241622897,125776.67203178645,128824.9978844787,132361.13175658896,137642.97482201437,143121.025060042,146650.26703584119,147927.32025155856,150490.72581209725,154714.42254947562,157720.81496678357,160560.85636807815,164361.42231185897,168866.13866525498,173806.0967919254,177874.49275998186
Infinity,Infinity,Infinity,Infinity,27291.543561604038,23468.833928860757,22421.172913877184,21787.324340440067,22771.57750373715,24537.62905588355,28294.87665803367,34395.57074592995,41710.85764889303,45524.31008831994,49060.10405245555,46451.718016375205,45494.0614256895,44369.84288166343,45213.48795362429,48140.3541819247,52037.466398286786,55497.187382240154,59126.45314831758,62646.99069840114,66005.57299257102,70103.09326168257,72946.83648949278,75769.5917662164,78774.86546475941,81526.82765429029,85079.82718112136,91321.63767542473,97862.62306852259,105441.15828860467,111319.91857974006,112071.12527981185,109192.28629372224,105731.65725821475,103049.79409944678,101781.81821315207,103617.93637254839,107280.86099362391,111055.0363017258,112064.44901380557,112627.0028004476,116002.13946724994,116902.21558897736,118937.20499271469,119700.87311713169,120458.80239687355,122975.14979439531,125159.41837022084,128264.64668703757,132157.9348952754,137853.01063076337,143265.96431895831,149310.38184464336,151294.02985019647,154444.3631916739,158757.596655502,161978.4024018059,165496.84860853205,169569.33289950725,173957.19355448443,179235.8955391594,183653.45591532407
Infinity,Infinity,Infinity,Infinity,29210.48380929644,25029.26543282257,24150.390011928444,22609.396655417153,24127.401882229922,25620.943697129118,29382.303172521337,35794.249924383315,43333.13384297238,47272.10289700168,51328.504886414186,47582.93906262197,47650.59923871503,45183.72325614236,46312.48280978337,48653.05189405238,52497.18515817104,55492.9124659127,59213.84151007719,63007.770445905226,66282.17530606603,70611.92061393784,73197.83733912441,76228.51225999829,79300.024898053,82186.05115867092,85772.12039142726,92235.85430882861,98776.21940794666,106453.92486962814,112238.68110154598,114128.51597415814,110828.63375013534,106894.144539546,103765.0461877793,102474.13782965508,104456.73502157269,108254.23582746027,112343.36262024322,113146.3705895148,114026.82148732257,117362.79100017394,117961.78089218398,120128.01354724377,120850.50365258462,121368.78246968353,123393.23229593714,125275.21236331793,128557.98969874388,132763.2921519323,138656.0332046645,144085.2654215627,150989.49469085594,153205.02683547282,156796.87299377396,160930.49647478497,164245.30387387626,167876.53709988418,171836.8114270242,176378.26893504817,181651.2683093076,186170.0650572626
Infinity,Infinity,Infinity,Infinity,Infinity,29074.52832440127,26965.571236277385,24343.130829367765,24455.709717293903,26100.0712983159,29784.3638097373,36786.89624340083,44860.60203460051,49359.54095128074,53881.0915128733,51383.83784379635,50684.10024677694,47980.51430814873,46812.92984377261,48688.65297592958,52546.282167822064,55481.25905884437,59192.28031534813,63007.0063952481,66279.73133411628,70633.58708427683,73215.326793428,76293.32354380425,79376.56796627452,82260.20624275824,85816.17268060092,92311.30251006768,98882.84573448802,106574.65746946249,112342.84286916605,116337.23830615121,114895.54687622943,110812.35033332856,106890.04433605756,104396.27061988256,105010.79067259948,108774.39779278343,113018.69517326176,114125.1298466483,114785.18551134855,118955.28463784572,119108.8459077009,120219.84424205065,121505.24888248142,122374.8908315253,123437.44072331296,125310.7560321823,128656.57598962201,132879.11826415657,138798.71997253122,144454.001597737,151269.91116616322,155973.87404658666,160294.59914932278,165045.33435288203,168413.79907734442,172277.33224390878,176941.2837307753,181735.28371649975,186913.51801327325,191765.5077844942
Infinity,Infinity,Infinity,Infinity,Infinity,30865.19019808458,27916.61986761433,25649.20298511616,24552.327635556212,26296.069929015666,29300.959281884996,35839.157186210374,44005.81960328628,49445.87488029135,54138.91275816113,54556.91216526023,51748.56215966762,50422.48062785283,48353.67548817733,50390.8141501144,53235.17527014043,56990.726964197944,60073.570661203106,63440.96607269939,67147.13385983245,71021.54370254425,74171.19884017893,76538.04256399014,79552.12907121552,82102.66735494568,85411.22809464701,91190.55833701688,97140.39095633225,104002.43801142873,109133.10922916885,112537.86634780746,114129.92063600045,111599.5581246619,107499.12641221937,104507.68438909062,104691.49891473663,108328.78476613604,113098.33316774458,115916.92370672725,116141.62638751358,119991.8382467984,120591.77507443582,121747.52914721388,123318.3364200611,124407.79879964341,125589.7880609041,126462.07016610778,129121.3684891287,132613.00962849692,138266.2696318872,143786.2985661441,150437.9800452302,155961.04021263903,160593.03722253707,165451.1069139608,168762.06512907977,172590.05135342517,177236.87057709563,181792.88752864624,186973.3998777551,191850.18291380256
