7292.984288316155,14460.227167687528,20293.552209783513,25276.0088430478,27910.608347801466,28859.91248737795,30732.169889427973,32406.071999166757,34079.02681618466,36563.72230106521,40286.58089834271,45608.71584747865,51917.38471909701,55080.80176641042,57848.52191885476,59269.41916417245,60006.75567086313,60507.58576425842,61637.065229224085,63218.47297554554,65167.69182041777,68125.9561149894,70939.12578255023,73261.98089905361,75563.95162556147,77770.75761741816,79348.10397709503,80132.42555315241,80757.31032560143,81650.46392568492,83026.71033042922,86082.73249655122,89379.40886497636,93504.52435734027,96856.08765999967,99492.56565362519,101500.22452652741,103172.67315395566,104101.14506433945,105120.20366714035,106541.98533429936,108609.61656733937,109898.0693628208,110502.35265273761,110830.44291417519,112430.82910062197,112729.7187856695,113376.36907453439,114096.82258931162,115227.53471034166,117260.96962797057,118092.17118622162,118669.3132586264,119591.06268081603,121895.02513824172,123984.61697039637,127241.03057527436,129637.87795304885,133848.42543764095,139351.3804377317,144319.4114490657,149704.32412326508,155943.87807000446,162845.06725841298,170363.33799066464,177623.34829888595
Infinity,19228.36129534143,24529.6519955118,29089.004557038526,30535.584296333152,29636.743623945313,32152.837800143192,33739.83502812813,35674.316739067326,38885.63598591985,43531.69949594917,49739.1926479243,56499.69100006668,58458.01172919143,60820.96784769109,58064.71605195477,59089.68476311004,59296.6262240592,59423.91738593802,59978.09625170913,61296.637551800304,62358.415041893444,63475.22197648664,64774.53313243794,65894.32967895658,67517.8242617207,68188.20488396997,68940.3865102853,70196.1743684225,72393.65276861476,75756.34600296721,81641.95221818479,88176.42468091709,96020.95651829461,100376.89947510345,102654.67335885979,104014.52772870086,105132.02250413137,105567.0152646032,106624.49820008583,108867.3658380225,111398.1915362702,111976.9108613078,110205.03321844441,110729.83184938361,113377.45475365361,113165.83644601848,113180.44590676705,113375.77228889355,113583.15846490872,114051.92413494001,114318.13803242275,115056.72969587184,117656.13878657951,122639.46368846676,126581.73655912679,130583.44277165773,132573.71180815264,137658.302411376,143642.6515607829,148463.02424127833,153976.47413100328,160552.46799312136,167656.93649113033,175391.16096730082,182587.50174549667
Infinity,24334.92763171681,29140.871331247516,33117.32329100609,33595.49239195073,31009.57800686359,34205.009652185174,35409.98719329909,37758.18942892339,41506.790545899355,46994.87908542876,54220.19350861039,61584.09769094586,62660.667734820185,65107.13321467093,58040.48283755443,60798.85487506927,60301.028398626346,59730.374913474596,60416.68584839871,62156.62970722024,61787.99800800604,62594.89621349839,64268.45541549112,65592.79871965852,68135.34530050238,68613.38019220947,70259.2473473512,72081.10337421775,74740.00260107768,78646.19748718041,85446.79777807981,92244.53857551828,100566.06853929521,104580.77125992274,106327.00995026012,106827.00480228184,107321.68701230847,107437.71190415722,108551.66633653913,111696.63628118687,114849.72149809019,115245.60169231294,111185.27992994817,112018.87970187164,115990.69819279524,114784.63270292651,114277.16326188103,114013.24089438944,113866.39499696787,113739.3269417639,114523.10893197483,116476.78355101949,120479.97188044045,126276.13829284365,130220.39794722045,134748.71072092964,136332.4676515336,142206.87445522408,148724.69978830876,153193.90535137278,158982.7579582352,165825.04772456439,173152.59676883006,181082.5933723614,188203.59706162076
Infinity,Infinity,36542.74082628164,39962.60371584101,39503.65707109888,35020.22409262691,36626.351865611876,38497.37392055165,40776.67722545778,45059.296062191555,51655.20211471764,60066.99349657802,68356.18829920463,69373.91159971776,70180.72797229579,61383.77930375753,61593.68756839532,60892.872062579954,60118.82892740505,60833.6249126912,62694.81973272636,61909.96378331343,62785.47632872846,64654.9224374698,65952.78681230977,68712.87208252132,69057.25072703786,71006.69593014452,73123.63891534273,76053.01022100475,80233.46254338534,87370.39730854792,94308.959846974,102765.01269120761,109207.16393591148,111869.46798752813,111811.72495025325,111564.93376483193,110901.83349970238,111573.24510420872,115059.59401629433,119171.31020880629,119565.61294522494,113971.24831168172,112989.14949084687,117158.82206981994,116750.8344630429,115487.255535727,114696.03030050649,114400.49037160048,114020.87221211406,115241.62707271744,117416.68271448903,121971.38919025421,128203.78774996258,132800.4281217093,139524.77509332358,141715.97018575473,147513.49344555204,155017.35791391673,160020.00345002764,165624.6815984933,172725.656345161,180451.6912203048,188630.09392639808,195951.2719355804
Infinity,Infinity,39192.006332343866,42366.20982902469,41785.048654886145,37111.3990867315,36709.717394393294,39452.53610178851,41167.66047345896,45638.03661004631,52385.40203091275,61160.93520152974,70197.85694524893,72182.7946681552,72097.14910116572,65358.62342031429,60462.908789814,61507.82565677625,60680.698280212644,60604.65838478198,62391.700893481284,62697.82701004605,62592.6710314597,64142.97266818105,65409.11934550845,67769.98148763759,68778.81486654475,70496.10253044732,73240.90733363747,76555.99699971623,80930.66575961583,88173.71589440695,95886.73547255431,104407.45167920472,111515.78563130353,114104.96074774444,113917.36549703569,113108.40118982384,111954.94801568854,112283.22853721632,115383.64124294199,120088.68774052426,121166.56620253451,116434.64572323984,113010.6846314085,116888.89769323767,118276.60222732137,116240.73233032032,115142.36000256539,114558.28629266078,114113.04489998674,114643.77446982841,116619.83018532446,121771.69612075834,129006.64236254657,134411.30041045055,140876.47427852856,143787.64971700922,148819.00138233736,156910.06202880753,162551.86026931438,167721.71641536328,174959.21213243285,182873.9020621999,191185.90974768548,198738.87722470175
Infinity,Infinity,Infinity,50775.68878187766,49408.4006174387,43401.535252755595,41270.51908957664,42299.83480371668,44797.23142786671,49311.9410240493,56785.35411061383,66937.41524300561,77309.06703751965,80087.77759566218,79985.36344741622,70547.31559343764,64362.363479187334,61843.94605986718,61464.3558247029,61255.97453361376,62941.49188126118,62925.5730253493,62766.23181628161,64352.78351752338,65564.8503366679,68121.78042737207,69005.75371956013,71111.24277040575,74063.00920159485,78234.9073880763,83009.69772462871,90765.40353852717,98894.830635513,107654.82851122404,114780.64454924066,119633.93300830814,120128.62775255342,118599.69367678999,116670.46393619472,116219.70398816661,119133.92670727891,124378.7560934587,126462.27985053786,121186.33185000806,116291.82106659483,118730.8908386505,119733.58744521644,118674.9956408423,116684.75358491554,115484.28816850326,114733.63065921667,115228.56052306612,117274.75759706566,122738.48350646393,131342.69816252458,137383.31380192764,144621.487880197,149618.2016760702,155444.83453377426,163552.92880185464,170125.00840488257,175867.0492034211,182998.7856694682,191195.6379809879,199949.0635318427,207731.16783631375
Infinity,Infinity,Infinity,69262.2641034708,65091.14652290707,54845.21811956912,54156.547319187506,52459.041280709374,56655.88730582354,61974.88267705537,71739.2309028745,84328.80660664108,96287.1485734418,97389.06198140551,97796.38410320629,77587.0532370634,77395.44150459084,69199.39584133754,67847.89038271294,67812.4477640398,69943.00338234505,66625.90096289039,67859.2707549187,70201.21050087489,71100.86766950622,75286.35352881129,75039.0092490784,79259.2090394576,83695.3102521399,89259.14827387218,95760.47206059532,105909.81053167085,114816.17657335935,125420.1722533174,131854.8444994537,136296.79921150222,134830.15194880252,131869.8701187541,128441.39960344775,127695.46825083792,132380.12673774885,138601.51068804922,140187.35109667445,130156.33580612649,127078.44244217596,129747.52777277138,128774.60455498645,127882.9192492761,124184.17520157232,121781.4830642316,119272.24979393737,121814.17456135352,125815.43612192282,134675.74244970127,145364.38665805143,152137.61773375777,161631.50517014187,165432.55739435987,173893.43958440027,182432.4266637347,188998.4171744428,195831.3912640738,203226.75778807962,212040.0931214406,221460.61138370054,229185.3408143853
Infinity,Infinity,Infinity,Infinity,73487.8706007071,62609.85871028326,60085.47557360025,57198.18986103172,59497.82261703398,65856.79647949654,75750.47057742134,89025.70628528317,102409.7234745679,104690.19104901199,105750.78152799098,85855.1988807441,82401.42418311661,73295.49415542337,68405.10193272262,68246.53798382943,69806.00354697065,66956.84239123091,67682.00570633836,69710.59254713089,70723.97855213955,74542.92109758484,75027.92120090198,79161.3013194092,84059.57943982526,89963.3123838915,97376.69775151156,107671.03265023447,117322.79649570685,128491.75770294736,135472.3679974709,140152.58111007517,141292.8563539636,138994.3358222556,134830.75376699728,133125.74376126958,136833.6556870587,142679.22886845568,144577.31949431545,135720.28829060338,132136.07281529656,132599.34566725293,130866.54247706386,129498.17322335814,126918.87157843937,123663.13342783798,120619.00931813345,122828.91533441644,126667.19957417832,135489.42014796825,146582.53583202968,154571.6736725828,164862.69546606948,169477.9529877168,180078.70167202372,189387.45099527127,195971.01176273418,203719.50432528765,211810.87817460985,220506.76572947224,230205.42963723722,238381.99379547438
Infinity,Infinity,Infinity,Infinity,96549.20133847842,81715.43980922006,75517.39239400273,73702.38733013082,73542.54454160723,81873.13578284928,93132.27905298007,109383.15250192326,125544.89321977284,128893.32213339888,128305.18815980358,106041.20477066812,93048.13468566848,89413.7930577292,78349.24566360503,77420.78987775833,79509.15873558431,75938.84388584284,73702.00064497127,77451.95008999706,78782.67006964142,82927.96896007431,84247.12447227348,88565.86163595751,95853.4210143479,103624.35024772673,112800.83664094598,125463.8221702087,137624.5946349586,149869.03317838657,158394.8772172308,161978.88209418266,162073.16532030335,157452.8397601938,151631.19628972086,148508.39089778744,152578.340646886,160608.20091261793,163401.43502403784,152534.8696812268,144403.8173324381,147679.1161376423,145392.52434569673,141725.12301960468,138966.3929816998,133784.89202316935,129139.72138434235,130164.59163267986,136647.55547805206,148358.40838207648,163399.4987495325,173445.00770796792,184839.01700627682,191441.21527053442,201346.63726630306,213609.2955196628,220415.58359537536,228327.73840090272,237642.85275558181,246792.1690887859,257206.90286973023,266002.421120243
Infinity,Infinity,Infinity,Infinity,Infinity,88117.94866454578,81042.97028440931,77525.7538460653,76043.89503547986,82213.9808632411,94222.03472911593,110320.06049455708,127055.40933729429,132165.61813041315,132910.92071526335,112594.7045745191,99432.30800376425,92770.46268691517,80993.80670362346,76531.23815577754,78315.55278694628,74792.84980929962,72802.7724628108,76018.02439124888,77391.47262307175,81311.38644091786,82805.13373368219,86786.46939699045,93860.4287720213,101796.5988385624,111178.53321006412,124469.48938679305,136659.71830178326,149465.36960850994,158694.33686566984,162915.90290847758,163491.05002199585,161606.61524738104,156577.73890606815,152700.9294158992,155471.58916259668,162351.7443799826,165012.66740706522,155178.6229127987,148061.6648468249,150509.45862874514,146257.51130649567,142026.578789902,138925.60948742114,134962.17079385047,129659.89059482534,129844.44231112112,135730.18745012896,146847.9014212732,161483.45415468788,172026.57864513044,184367.58542957867,191890.45285203925,202363.45466173568,216673.9958758493,224256.03121395933,232165.68471155455,242299.2154224403,252064.50192365577,262335.07106202084,271426.0400441801
