3337.510115743149,12306.897357792095,23127.24908709839,37661.16103548366,54678.855117898296,66291.39039673499,87316.08967118873,107782.89558747422,122083.58017860679,140790.94833027996,154191.41972681723,162661.45044927037,171172.81068492297,175938.50628453091,179043.53177010186,180934.1599248428,182530.9434900125,186154.32860375562,189309.82553348588,190548.77823397922,190953.7908272593,191276.22511672069,192810.1766290235,195200.62617607135,207707.98662350772,217606.9211547518,234484.27265469282,254957.72439721337,274334.28665362124,290059.25847109145,309450.548071609,322034.3498622422,334209.91693546565,344703.298012187,356229.44698545104,367569.1840499904,373036.76227539097,378476.74853281863,381230.61717796203,383948.91829682485,386019.1828870946,387639.21564796206,389416.812781814,390655.7667886158,391390.9758286116,392013.0794367954,392596.2026982387,392904.1506577965
Infinity,8395.396881229794,14889.573287563093,24409.107744077257,36105.24907073143,43240.78891458025,58324.70483598506,72975.48980696086,82301.73618746325,95362.45125684167,103965.49925202581,108715.57970083327,113703.53650886663,115841.29254375129,116983.4463223601,117556.10458998093,118094.81092089144,119616.02159053409,120869.22662845878,121226.29415384619,121563.40357698814,121898.46669931633,122420.23425114168,123291.02826672794,131263.53244703115,137097.5957337473,148748.90758131642,163463.31700953486,177221.7673232746,187800.05714347115,201738.32505049862,209850.44580382106,217723.09392601563,224224.82422570075,231546.14729704094,238721.97890631898,241370.9416729507,244015.9476413496,244959.83882892155,245890.66252414277,246561.9264416645,247133.16433216224,247764.14154686057,248078.03443193468,248369.75895625734,248654.82974643947,249059.8868820033,249449.74031988927
Infinity,7607.28738681919,13174.69964633283,21631.632986072033,32195.375128529155,38356.29662007605,52152.16692101501,65550.96752243079,73771.64528552274,85612.1413365802,93189.14500990485,97169.0118300878,101458.3760634934,103112.86701302332,103918.4914965079,104337.64826151691,104780.16307368386,105947.18800525159,106893.54108163582,107186.40005156603,107698.14152407646,108236.3027641208,108708.2803324019,109370.8021299077,116410.62016554891,121400.17839388891,131931.51922129572,145397.85514143165,157935.22849488756,167359.28966409387,180127.79730845644,187223.1770358408,194170.27240634532,199829.2721561257,206272.58999704706,212604.00754317504,214679.13334736088,216772.1382359859,217384.8563265471,218014.00627169092,218464.62903152895,218916.4676385723,219427.0913849825,219672.66097113022,220011.45067308698,220374.86560899555,220899.7063838985,221480.26599065925
Infinity,Infinity,9153.801863896846,12154.877684904024,16429.060494053825,18249.947074445867,24662.0431054076,30829.07217890016,33758.82789700007,38865.0632918728,41366.53616923146,42107.62243952961,42970.91660070313,43125.04145199381,43528.96492627636,44530.29260408754,45806.28121663344,46035.03380447611,46386.24500900706,47871.7386521249,51002.17729601765,54230.96486368809,55435.815854724526,56036.525547390134,58226.03291574771,59480.11009457878,63799.761806175484,70025.38003827647,75620.90035171513,79271.00802569273,85085.57874147187,87409.99691138446,89631.92239840615,91171.2805127186,93068.14827569608,94891.52133172021,95185.52946144025,95411.76639742049,95937.92444701026,96480.68127456073,97450.08377620493,98802.6140313346,99886.17845229963,101223.25426721932,103295.70358403327,105565.34641554153,108201.97324763499,111357.42985016396
Infinity,Infinity,8185.404886060933,9023.301192922941,10496.041130630183,11104.829667874747,13883.131734486542,16529.88900261115,17523.42486472123,19497.349671322816,20150.101063276696,20436.056092693016,20634.829556722434,21634.374302610642,23722.072949808255,27126.48295398142,30997.88260669148,32455.44975240479,34301.98944795134,38638.809891675686,45629.78805980182,52762.066179007095,56432.54923588488,57870.55362931281,56495.66815072904,56922.70567160193,58509.77942963418,61212.19051682755,63518.967594041664,64854.948764973,67359.75985457431,68132.45418221311,68776.6407292902,69164.69367401428,69581.82552582481,69918.44666526976,70855.12729174591,71631.24879214144,74047.08419630164,76485.02940744905,79815.44930321691,83795.55574181628,87262.95554916793,91338.84122639628,96619.67650464496,102228.79540316171,108367.88216715369,115167.3035526468
Infinity,Infinity,Infinity,8349.700761373557,8482.975153786376,9409.108910337638,9954.826153291167,10458.473542168913,10963.558218932736,11230.818334999649,11522.571141308776,12940.041947627813,14059.107859483423,17570.461649627367,23057.866792123543,30609.869403709567,35342.38779623314,35384.625639520695,37498.18731721706,43293.494171417115,51396.94233710175,58603.75526792742,60731.348431632956,61475.03818040681,56276.363559543715,57366.48068347396,57166.53226669275,57713.583113500914,58117.10359447251,58566.39336285502,59119.44607903957,59816.40550948079,60348.14470095436,61095.39954313636,61543.5303369777,61933.14220269372,65114.85869984869,68064.88852877765,74110.20975790685,80133.22543756066,83932.3914976938,88167.66537145119,91389.56064481393,95894.75190541553,101703.23102687481,107450.87238132067,113724.99692075021,120889.64892013697
Infinity,Infinity,Infinity,8318.493130472727,8490.62473293612,9326.053352744755,9965.753720326256,10560.569864547035,10938.401782331432,11257.253615393425,11487.368134039134,12804.201036212688,13903.481368415407,17259.72862570431,22557.14384202393,29890.843360767816,35149.21371189461,35258.7954801696,37359.11417471156,43079.44493240488,51109.258993008494,58321.864203852056,60562.663923185166,62354.13474719278,58083.98672188384,57267.10939341046,57232.46777353313,57834.499529003406,58219.59361807086,58596.88308253642,59265.16880356358,59832.211205359185,60376.60371984988,61083.898829482925,61541.17314323062,61942.46374410628,64984.35391428959,67818.38896435474,73668.13029778982,79561.64199144022,83725.22785975388,87978.9458632602,91215.29582627838,95684.71116647133,101496.1599505536,107245.20680482294,113520.47437087112,120827.47984086408
Infinity,Infinity,Infinity,Infinity,10805.714429332122,8907.638788302935,12963.160348179752,13878.630065981593,11507.672437515746,13915.291244020791,12284.798010928174,11697.785787171664,12451.087011645563,13215.032498770037,14786.733403852768,17660.05446918407,21030.526079553336,22435.05847709061,24131.573884530975,27897.752902394164,34250.303358386176,40836.01371093701,44133.62481656833,46439.77548276566,47618.92250835252,48158.21113764487,50778.73063929752,54809.50658712107,58309.089075800046,59754.609101936665,62455.45306074007,60057.91925584084,61013.66424592622,61210.400437927026,62191.834187932014,62704.475553653734,62598.89614880388,63322.70616240416,65210.05708368543,67142.69831645815,69878.12028266831,73321.6906956844,76439.80734966684,80103.9412121614,84965.28316918449,90123.58897106748,95772.50948569474,102319.04812059674
Infinity,Infinity,Infinity,Infinity,8605.346819150258,8947.406418544933,9784.334027589268,10572.414719059596,10749.855297069282,11178.382812791266,11244.55545695779,12095.708272462256,12512.953939283238,15188.549242617772,17727.633646236143,21223.506180957284,24777.828499291623,24678.008472669855,26649.04505980865,31981.616458064593,39322.76756136588,45960.94406984203,47888.94754045311,49371.706912279915,46572.82153027704,47088.7052833684,47403.09048550492,48258.02229549482,48914.60907002424,49267.45339064216,50120.02847706681,50591.65534107944,50969.7606401573,51464.82325191042,51793.081949188825,52111.13611301545,54483.85432090746,56735.45419275607,61774.02889085361,66883.3176241904,73228.36848808457,77111.7151693009,79895.43846214058,84019.3558506266,89364.02050449644,94682.52072622419,100411.66899166621,107246.3855769464
Infinity,Infinity,Infinity,Infinity,Infinity,9407.247781582795,9231.453296950738,9529.320130361222,9791.810016200276,9884.161583386935,10145.246627151024,11789.616652265344,13238.995761400953,16504.9743061721,19389.707923228932,23234.352818087114,26839.854605701723,26183.1608354186,28273.768227558692,34167.33315343734,42041.06661977921,48670.60636234347,49948.07845476212,51167.525956510515,46853.21140410665,47740.86571026689,47222.154088895564,47566.57860018428,47797.015213608305,48017.10124490378,48451.03701634164,49079.46267221181,49718.05036148074,50718.63190843897,51379.99603702776,52064.891846307764,55677.1146830567,57945.57820581712,63548.54056480061,68649.89407375388,75175.2441895588,79219.00157272491,81894.82913259021,86199.3018647539,91750.83948713593,97101.07237093536,102923.05458805141,109927.9789906897
Infinity,Infinity,Infinity,Infinity,Infinity,9322.911391346066,9434.220095710529,9701.821838167396,9800.157834096342,10032.361773961948,10219.83733272497,11742.062640691562,13325.12495234141,16515.456620697103,21272.198351714156,26071.25443830724,30286.920613026592,29890.29083579494,30468.84346884001,36568.08865747304,45953.292126198576,53584.689761967784,54814.4827198669,54791.9463711226,49924.65908524738,47776.72580923358,47398.039957260575,47758.319751810035,47994.77439215781,48072.93065412968,48630.52284864696,49125.91914114785,49823.63710746658,50831.60316936948,51500.665176383955,52176.63116238577,55704.98433597166,57987.74615675979,63531.050226098574,68657.56505081673,75172.48303667753,82526.62103784426,85596.724096208,89605.58975137335,95579.41078949725,101401.4325277894,107365.93737882073,114457.01586671008
