20446.872179708844,40397.62510603183,57699.88709865518,72809.4247902597,82928.89570087101,87129.02826839147,93729.18700769957,99480.92617271937,106072.74449649348,114844.25898408488,127084.96933958452,143487.09363489322,162359.3183642878,175717.18872095493,188462.73553978276,189307.10903079453,193657.4625213893,195948.4861361758,197168.77740493597,198983.82092031703,202039.59996587934,202775.81499467263,203968.0853812197,206227.916528906,208093.92693677018,211538.3663991389,213352.6568776801,216593.69353046213,221230.64840321976,227257.82741097614,235333.0220757453,247383.32920793025,260504.77905527517,275603.5907965571,289047.0813260009,300482.5234417706,309256.261805649,316166.1399977475,321520.9131212979,327135.4063479203,335366.40495889756,345759.78624544153,354566.78150951833,357005.14022829663,360107.8091428431,367197.77845027606,371014.5526413868,373784.35484306636,375632.0312061371,376941.90443459037,377608.71877731086,379255.9058152637,382828.2244287761,390222.67513475684,401158.0749615076,411885.3689800288,425307.6528582852,436858.36349542916,452234.75474933936,470133.8254128492,486849.962220297,504448.92031977745,523731.70613404905,544116.9549950446,565675.034786032,586754.9392457306
Infinity,41646.50773728428,58850.57172309887,73905.17504199948,83820.81330819547,87732.63405616075,94433.34730875534,100157.27764407762,106777.66904462452,115617.36280460804,128029.57457165656,144602.65462894744,163570.82346366637,176693.72820908503,189380.670524522,189538.6967894341,194153.16063115472,196374.60484358584,197412.0671123494,199228.8551643331,202340.21253309413,202896.30194813525,204131.32313323353,206511.69497763916,208363.6464647039,211901.04717762084,213655.42693225545,217028.23030446633,221771.94868944722,227943.97099097932,236151.6538950972,248356.3476899614,261499.2404247004,276665.8023307237,290119.1751971674,301488.5329670163,310152.7118616539,316939.8969014536,322170.12412935786,327810.3082467045,336163.0241637835,346613.46053780743,355281.0078965908,357335.0406430062,360515.06098092854,367713.91946975037,371472.29221193126,374118.47885588446,375930.1802887615,377166.6891978547,377737.900335211,379542.04305447894,383237.99082973757,390909.4390125028,401961.18325664283,412695.0051431102,426235.00559802516,437734.58865567815,453264.84955574304,471265.40909660916,487929.9610563656,505574.793549456,524896.6075617662,545350.2530803159,566937.1521805127,588003.0394991286
Infinity,39884.96057568851,56613.06155053298,71180.63040570487,80916.79207671796,84951.87675607714,91227.42721565736,96634.42906770202,102734.584978924,110818.22907419066,122331.73725006098,138092.67020520114,156400.99862111761,169478.13338954657,182062.52154547782,183102.24599280336,187585.26646643793,189965.990458235,191301.007717133,193214.6726120975,196212.66047976838,197081.410341191,198363.21527650117,200571.92017970418,202409.85941020327,205767.75304698315,207622.0101245372,210805.38332878443,215373.67349711002,221277.02534912075,229141.82230559437,240986.30312562265,253896.3818743931,268690.06722014974,281891.9654033781,292986.0386747962,301506.6340480102,308036.2463224937,313067.4195441574,318268.4654785406,326078.727917742,336090.6535061937,344795.95430642,347409.6668403681,350614.9943959097,357674.52187253017,361558.059368156,364508.0096179187,366533.99337610544,368051.1779624034,368973.8775697366,370786.7553837595,374515.12881900015,381854.57471658324,392678.9043721134,403321.11764765065,416582.42133340036,427985.5134885903,443157.91535520996,460746.053058505,477171.6684508919,494452.05605225515,513455.5377370859,533456.0230736921,554625.0355217811,575295.498729477
Infinity,Infinity,61543.418301591795,75966.72981816645,84820.03621835732,87414.39844278632,94374.01633982424,99843.42223660654,106198.90043585621,115112.86834186877,127165.58628121718,143148.70253372134,161454.29830840326,173291.205383619,185259.61295493372,183635.22048774667,188870.17799585374,191121.2386259152,192010.70892039835,193936.4368835392,197432.93899516645,197394.6986028688,198804.39185972392,201632.4322697101,203325.78299568265,207058.16245253282,208577.59532760023,212316.25916973632,217274.77240660257,223916.33861045432,232224.85329695966,244467.4421775726,257632.675015373,272789.9964784946,286016.6808539011,297188.0479575956,305432.43314786,311823.8458559024,316322.5701325703,321592.03298391734,329795.6078378322,339886.79744367703,347555.0836994571,348446.00410955,352086.6464516641,359727.81096323463,363160.7181932714,365602.88335850276,367461.2317177953,368727.1602894953,369234.0011617452,371821.7803158003,375815.28130281914,384386.81350687006,395967.00505257084,406419.09268586664,420236.48042160494,431378.83269851777,447186.63995604473,465157.899348814,481550.07802031364,498939.77783764695,518026.04720948765,538303.7097867227,559553.720177673,580253.6972147208
Infinity,Infinity,84482.19976605913,97807.95629131152,103721.1551090074,101642.46121403873,110565.77275615439,115242.23784822796,122422.04719787701,132739.76656765034,147193.10787726878,165677.19114204473,185137.38554295624,194100.51552892796,205175.49356562705,192775.35587607507,202331.55464765624,202715.52889288115,201834.5242471995,204142.32265818777,208805.78730584992,205108.6869156638,207237.41527428018,211795.64781104226,213177.12501172192,218734.6049429471,218878.95204774913,224908.69278478486,231561.56367588317,239725.05924604152,249623.66289731694,264349.94438326673,278138.1835579965,294433.1518097763,306803.8477754968,316783.6223067541,322919.79834969185,328016.6774171257,331311.68720356433,336922.74524834385,347485.89892280893,358979.55399683886,365117.8881885816,360005.63065302285,364816.43076819583,375370.87529640767,376682.52554613544,377557.06466122175,378395.75297730195,378680.02803843556,377548.05940970423,382565.4197679552,388768.04847486963,401212.807042151,415110.04326022445,425410.89034570253,440958.8690575054,451096.7138126362,469030.99861990457,488305.38670093555,504131.6018319806,521979.3810330524,541770.2396895908,562664.7221042723,584384.396071082,604880.8453279635
Infinity,Infinity,Infinity,98197.85142863635,104492.1072467978,102389.32845287136,109532.81025592583,115062.42194629135,122143.13736084448,132502.19088851113,147328.89682535827,165770.97270186644,185191.66239228623,194619.21573028492,204534.42355834582,193625.97609899714,199651.04225821042,201186.73074211532,200488.19617905904,202323.37101607907,206834.46929245436,204324.2566790869,205418.80646003803,209817.55080889087,211864.43105165366,216934.2486218186,217680.2198573734,222916.91190174283,229793.84180430253,238092.32756976836,248436.26091613507,263133.51371476747,277194.64758578205,293517.4560738514,306423.80248140136,316715.79543601326,323369.0522671414,328469.940443026,331819.5245028003,336861.8425930467,346997.1743903333,358576.1143971304,364939.62746356835,359900.83763740805,362805.3026274227,373178.9792648491,375509.42818769073,376209.94585284,376779.93804932863,377065.94246673444,375984.7994121939,380157.6325916106,386649.7750478185,398675.1419789012,413366.0991552291,424469.51044774253,439499.37186832825,450398.69545978133,467677.26850820106,487328.8730609387,503689.01079695503,521394.9238542836,541149.08997027,562026.8497781307,583926.3065051249,604558.0848411561
Infinity,Infinity,Infinity,105954.78963331897,113265.71359931647,111673.33949889815,112609.83404804519,119984.88395520003,126364.85234070843,136434.70896873734,150968.2130372715,170049.03972316784,190918.33024975582,203357.271820586,210662.79052057996,206621.33262783158,198949.45171780305,203056.00694891368,203727.08705604807,203580.51115588917,206977.52941954415,208481.50724322596,206512.70022361414,209216.19036216463,212538.31932995538,217059.4703625274,220307.82405454922,222981.16955512052,230143.83080674132,239381.83261826032,250314.20896852086,265082.5734533364,281114.3540611718,297476.2657765911,312374.45923700585,323377.5554860078,330891.5255788895,335089.12785382575,337879.40494816884,341496.325926106,349987.3258202903,362246.2514092077,370828.60444947093,369039.6975022672,365247.38765818404,372381.9827403241,378536.5812681328,380013.8340522648,379710.31584696844,379445.69595829933,378631.661614809,379459.7663356376,385053.7270345399,395866.2492159094,411051.2106541686,425797.5827291948,442601.1762543339,455513.87542899774,470995.7811227049,491199.2386971117,509685.90135407,526999.855951928,546520.4151692974,567652.7773725315,589783.5807038293,611232.3155391495
Infinity,Infinity,Infinity,Infinity,114393.59486938872,113031.30137367272,113963.46417241331,120716.65559631767,127066.3324921979,137266.94559113335,151878.38564981252,171121.19633148515,191902.21949700546,204092.70988988032,211714.11012505458,206956.0499495326,200082.0759767361,203416.37626527913,204073.61592250265,203874.8232355385,207188.1671886537,208731.80447942452,206729.5303859136,209427.61929684668,212771.2474151763,217299.82364671756,220578.68071194564,223299.03533588408,230530.10330985277,239889.1639650563,250899.4597713104,265678.33827281906,281734.1657477731,298110.4839103515,313116.1280268429,324152.7518796211,331687.0488205472,336356.44816704385,339076.5872586205,342739.5087653058,350707.0871219989,362949.26007637556,371386.97727976815,369459.1961526939,365712.51288893825,372886.9455306611,379022.82260155457,380446.8280759204,380117.2727007521,379836.68073401053,378995.2214109838,379927.9938333963,385548.897551303,396493.3177635215,411782.5192788317,426435.0670539604,443294.5425431641,456165.45230201026,471768.88467220875,492044.3962040999,510479.5594425179,527830.0611968072,547341.5275629763,568514.3499089519,590638.9560591398,612090.2268906838
Infinity,Infinity,Infinity,Infinity,128967.02309072576,126625.36450452206,128838.20761125677,128925.16210302696,137552.7175230333,147689.63729926525,163063.45646826774,183245.9346489897,205332.87010730334,218029.62839075917,228590.6897103156,216196.52861746706,218194.6928694374,207616.61610194691,209353.63491820378,210630.8873218975,212432.19273700027,211179.03780665476,213477.30801817423,213857.02781217496,215927.30190275447,221966.27700879643,224162.88320061046,230500.9992318142,235900.83329013098,246058.21998077867,258627.14924944972,275106.5451927101,291612.95760735,310539.45824734453,325110.8509367123,337513.63309406774,344762.0738207636,349607.4540129093,351066.49853309256,354202.73263551784,361917.3239330712,373278.5892278193,382133.4145000537,379754.5299090182,379681.1792176799,381583.6686853409,384187.08701878216,388031.0572532809,387933.69623893965,386366.26740603574,384242.64917919034,386484.7954339269,390532.40189229965,403037.54069677077,419428.7916586165,434002.5410059003,452929.64270009194,467095.7772923166,485628.932004094,504612.60684178764,523322.9813643997,543003.3837305523,562504.6045161991,583660.8068681628,606250.0782278496,627835.3163718751
Infinity,Infinity,Infinity,Infinity,Infinity,129565.69359900888,131918.33265692,132189.6976817028,140253.67806000862,150774.2760963523,166623.08195995216,187164.79953385695,209583.5219958506,221873.44919358223,232085.80511459053,218819.7167512502,220188.79774957133,210470.3141076422,211254.90970258132,212175.1176964591,213715.29462133782,212275.6383456139,214525.01477216333,214877.16227572187,217005.9169508501,223120.492697664,225504.70124665854,232274.0374440903,237967.77345897022,248365.5234703724,261190.90177345523,277898.4853147539,294628.50593697524,313809.4128300323,328537.9960494131,341088.0064686159,348271.9092325603,353058.4218677949,354924.3027816636,357870.40094551427,365826.7618748861,376807.96675032336,385480.4786785064,382307.8763468294,382197.1676164994,384195.8072998387,386845.64599356335,390475.0061737141,390250.56671080645,388549.73734822735,386254.5482710471,388760.91061400477,393208.8540129879,406036.0242394475,422953.567228079,437459.6279279822,456512.2290822431,470616.8923939308,489436.20981904754,508730.01492516743,527335.7396548976,547020.6957551886,566723.9926391811,587936.2871923879,610615.7143876982,632166.2311556644
