8452.752241871696,18666.032599529633,30841.7275591558,42383.70568813686,48944.676528659555,56721.21061410327,67492.65102245602,89788.39009405463,116081.81569920857,138603.49407411067,158443.82380413168,179075.14944719945,199144.80007319734,214885.4921165494,228846.04231560737,242376.03819137768,255017.78819705,266485.6789893984,278263.79893110617,290024.21379584045,302796.01113379246,316084.12118166115,330187.697837325,342184.442320727,354149.05034790334,364350.479997014,372901.02508872974,378368.1048934238,393852.4964461376,412151.82549944706,425071.8300973544,438914.68322015303,453578.2823143751,471558.7957284387,484551.72099103144,501765.8414109683,514798.9859301405,537269.4365692183,561697.1179392156,574687.7676726002,596699.7446975613,613958.1018973433,626628.4008555717,640287.7046663186,648478.1528360115,655740.3941736111,662038.886653848,668790.4967921593,677353.0584300889,681109.3180857562,685229.6132206144,687610.2827036529,689427.4941965053,690728.552941209,692024.8778503416,692936.0709995334,693551.0872922542,694110.5986510168,694618.6555653578,694818.2462141251,695026.1620952599,695168.3281717553,695315.8054108691,695479.0294370772,695686.7833806726,695813.970243672,696074.3076842289,696471.2202844683,696942.9480924908,697421.5523105166
Infinity,15278.810470141056,23663.17315849138,31522.09666813762,35544.70245627106,40362.5956793766,47653.22799080221,64727.52616785531,85316.06088958697,102587.92167507557,117537.25202350944,133176.27867110213,148366.20852001244,159797.91724523227,169742.68935581826,179411.27338383245,188309.9625484833,196265.8854654283,204475.02815113743,212693.71640121052,221755.82949209417,231205.88852028866,241271.13205397088,249680.20085273028,258066.5308221088,264926.6719295186,270442.5622142673,273492.06705336843,284741.2505561652,298371.1348901787,307481.1325014613,317372.23571445246,327913.4365910077,341275.2136869748,350421.82925042155,363123.97068703565,372324.29066872306,389557.6572718094,408554.4314516723,417744.83300802385,434622.53698635823,447414.3125265589,456345.94884108397,466097.45402143063,471439.2693358513,476098.46046038764,480056.28084743815,484329.87023463525,489943.6841754131,492060.0248853169,494291.8746368115,495393.8606937496,496137.2516993254,496609.50204818445,497089.98941536277,497359.1378367758,497594.7961975114,497803.30960385804,497988.2614654063,498274.4339809554,498786.2438710922,499329.4458639425,499804.9613864753,500223.3384046728,500763.4493636733,501362.7270911236,502335.0553001891,503563.9732028916,504870.8306565519,506304.5455609014
Infinity,16241.567351396607,24739.49806524765,32515.555724416638,36252.894634758944,41250.869026760796,48703.59640908872,66239.68916416314,86953.71104049106,104102.53455352395,118944.67554479149,134613.2269362762,149771.5664686307,161027.38490484428,170801.12384005773,180469.65529002217,189291.59672887716,197169.3017363689,205419.7128125942,213637.4294106512,222734.19762673884,232223.42035758877,242341.68541313327,250615.08551693626,258994.7895466241,265798.3663866426,271211.9660504062,274107.974458688,285908.60184392665,299694.72437176504,308578.46987028257,318503.25795070064,329091.7899473376,342578.4390340525,351546.5345225492,364404.9902511122,373419.94319986936,391026.2340808989,410064.329009679,418851.3668186616,436060.6099547363,448659.06849568494,457391.20143373916,467175.97959323577,472226.90540448815,476827.7888253552,480720.04842660995,485018.90143944824,490739.2012673566,492508.25796998054,494779.066562257,495733.39571339893,496387.3127169582,496792.67626404244,497285.74073909974,497521.1862744714,497621.80713798315,497846.336041958,498036.29654853966,498190.49395751825,498574.9697469614,498950.0924532639,499264.8881388045,499566.95551352156,499915.49606441526,500311.88682705024,501034.9745971716,501992.10637857293,503013.0417413511,504126.2179228983
Infinity,Infinity,24904.409078393954,32607.782346033157,36432.57117278918,41347.79631737013,48700.33670891977,66170.48819979193,86886.94402070245,104011.62606883164,118861.77833607263,134511.51427060945,149686.51124292915,161087.95991532653,171007.2664697045,180765.6521341173,189512.5122494508,197403.09523739893,205661.45882447655,213854.72642310115,223024.80335087783,232511.9300624953,242529.8920051787,250839.0732168703,259186.66824949192,265995.01187110425,271413.81743379537,274302.0424301091,285893.6578503031,299632.34604714654,308472.01472482487,318405.04927525256,329005.9602346428,342520.68614941713,351431.6471555692,364366.25711767946,373366.27879235114,390989.30407149374,410001.71877702326,418878.3565498482,436023.1508416717,448632.02687520924,457361.94165286934,467139.97082654387,472175.68365286384,476761.2061263418,480687.6872527253,484968.39222687215,490694.8994743133,492539.1490831081,494751.9378930772,495738.7829550971,496340.4872241807,496823.4499709898,497300.6900555497,497546.05316796864,497610.8850688002,497858.9678481035,498037.92546385166,498240.02653319144,498642.3732034699,499078.4551381471,499367.83068745304,499660.4419573131,499955.79269275704,500417.252764772,501149.19546541973,502124.203470636,503111.423815738,504210.48288890225
Infinity,Infinity,21120.356153699093,25849.19794577238,28806.318211698104,30817.939134301934,34152.20937516585,44395.30025504175,57389.22680341646,67725.40066976614,76289.43114190936,85293.10475576491,93926.99523055802,100040.82513079236,105597.99276183604,111439.41500653332,116690.78650957279,121651.1917581914,126922.11920407704,132129.41067253595,138126.29239879944,144405.36015846385,150739.3457187806,156443.75696385867,162010.20211500447,166534.8346541026,169990.0053880858,171743.12176967342,177752.44906660204,185307.4973693962,189443.90092132826,194136.361712094,199369.80285670568,206782.8992563996,210933.4305615025,217876.09853574916,222244.2883835069,232746.79051024356,244531.37284376065,249084.0412985422,259215.7395382196,266213.59408647474,270439.14266051416,275208.11132650526,276988.04830154474,278386.24365200027,279691.8805596681,281044.35536230315,283119.2773548023,283705.1872330593,284077.92091182875,284329.6915950534,284615.9255780416,285129.86549692426,285560.70282825,286204.15287663834,287107.445973876,288107.610036527,289172.73459348816,291066.06104937603,293476.9058661186,296215.995694823,298837.76413741824,301443.3879933946,304215.0542276266,307272.5243680966,311161.29229211516,315630.56955572893,320128.27416770346,324958.0137189969
Infinity,Infinity,Infinity,25037.537703559083,29022.10038398669,30024.220572559163,31802.098951704473,37065.8989838378,44111.83331010924,49372.16386146715,53499.10303382865,57846.267960797115,61898.30888701826,64574.099979238366,67653.74811799561,71199.06747630645,74682.37692443818,78511.34736487443,82670.24822861528,86847.8626439999,91360.45950034831,96199.0029352197,100662.65561593062,105368.47247461417,109896.46033765568,114159.37488061412,117609.10468382342,120327.05853306236,122890.88878210836,126205.24679534616,127569.49478207612,129052.53555506963,130785.63940292173,133793.33900990465,134904.4086878394,137569.31561248255,138650.9172478284,143911.07282892131,149951.8122683387,151044.2194240422,155918.00324626075,158665.78651327002,159673.7854520461,161032.35591756421,161118.30281515516,161228.4921976565,161461.5953624135,161628.7726323055,161910.21431433794,162732.93161333332,163430.0755509506,165021.56234028423,167232.39780972403,169908.13324309303,172669.9507692599,176148.74246962552,180480.05140646352,184972.26978051726,189796.8528395196,196069.6476182762,203054.674336962,210599.98846260997,218072.63532596148,225505.26725045743,233476.78569317903,241643.74052306116,251235.6968263236,261740.53914863584,272348.98891033116,283495.748697803
Infinity,Infinity,Infinity,24019.51876491289,28752.252438329448,30366.40735324761,31721.476740473823,33723.78649426266,36792.23369454647,38826.72628376106,40241.997713976605,41725.17383666872,42992.477204674804,43734.820784896125,45285.80551339329,47318.05776818919,49499.89164608074,52307.61166730028,55337.174647481224,58367.43077357019,61474.35287124269,64823.85080197737,67522.11357834324,71037.76436537011,74312.40293227769,77930.29147855852,81202.23759573701,84906.35707600608,85507.15367806438,86454.15625052612,87157.49962882303,87578.22273873091,87955.22538578982,88679.6070582979,89147.83164917739,89740.03910687387,89991.98687597796,91930.43494330622,94272.35145792124,94481.95855773738,96140.57513288691,96697.00418218953,96777.16990405596,96879.98491828277,97697.68363127217,98949.17481720573,100546.32173645114,101880.51796220028,102344.85746501826,105644.03712040017,108064.19835413701,112547.67543678553,117883.96534094475,123883.15617947059,130059.87312903967,137214.83094641898,145459.23775084186,154015.03883207994,162832.48465337386,173730.1156889657,185720.27251302928,198251.90304189682,210658.7833429901,222950.83100252255,235780.58487703084,246723.06050210237,256684.81802908832,267383.6970101962,278046.1775098309,289347.69464921823
Infinity,Infinity,Infinity,Infinity,28936.464076776065,30443.670385988662,31664.298644999944,33465.00478429293,36276.32285005587,38090.777998132406,39333.413157123556,40625.42970360153,41727.316068308275,42418.4473303378,43994.831410710074,46136.17459245726,48397.262310411905,51331.05286322225,54477.22114023177,57630.15404709849,60868.72014022641,64306.55004584811,67046.11390751999,70680.47507180358,74076.91297134897,77802.7957719395,81222.4709393356,85093.61561822647,85470.22767788911,86268.11263098319,86856.75828416558,87177.2484375488,87451.05763428374,88044.02693270588,88394.95751054536,88874.78312063385,89077.69658434272,90834.58105514209,92971.65808798507,93180.83389389003,94676.35283309633,95155.31895795811,95234.94170181899,95317.20198862799,96184.78011906495,97507.50244355602,99252.37045463122,100704.32449663848,101255.39893601365,104789.8464439842,107426.7113410818,112178.23668358476,117800.61109528053,124163.0947788894,130400.537327906,137578.92106124683,145848.0400549364,154409.0687953156,163232.50475693482,174196.22154425827,186211.04058935196,198794.91167762992,211176.19634786676,223464.78175893985,236288.88926829773,247278.33535511757,257256.94719115066,267985.60195429466,278623.29330947465,289934.7702907466
Infinity,Infinity,Infinity,Infinity,31903.893311290718,33101.67424310381,34151.04637914751,32057.59327972671,32640.608329772003,33076.27566642547,33522.02281193843,33842.062359464464,34072.416885276085,34828.686303119255,36895.47843655169,39576.04463116631,42556.52243973016,46495.79763439844,50513.232294953224,54509.087051549126,58316.78057388636,62208.63897245374,65098.76546492599,69513.92410822169,73638.25164859009,78729.77197001796,83144.35245932725,88321.38748899807,85484.63747372193,85815.05187492879,87869.4311158399,88197.3652759663,88120.6952999903,87679.03784537982,89492.49023796596,88737.05667422252,90222.86506437651,89277.47183719922,89469.17101670735,90910.09798134479,91004.0091143058,91255.55393047506,92515.38054902248,93404.71898178034,97300.5486562621,101010.09520406743,103022.92128240522,104248.15114295227,103668.49733901456,109791.86178232619,111583.83200989275,117617.80417449336,123463.23848782135,130096.55330343168,136441.3266904337,143907.8534480042,152444.23066463132,161145.73975776584,169916.9670497343,181570.96795602335,194020.0406813315,206614.02312562492,218897.20092446057,231076.85978086284,243905.4389280224,257480.1664614884,270633.6639647255,281943.028727343,292803.76602470287,304340.71681188914
Infinity,Infinity,Infinity,Infinity,Infinity,34613.04250892171,35387.67746779316,32064.702844336658,32392.57391631514,32852.297315745636,33511.63412715063,33992.9695096213,34280.79426174224,35343.25922942802,37518.30335491551,40219.45091429717,43221.57293381959,47232.30281036636,51186.78973713791,55182.24207741612,58900.31167160974,62730.168470207704,65527.04852399941,70121.14146057713,74232.24198379397,79520.48455902578,84134.77384703193,89782.5992964926,86160.75493135003,86162.22334826399,88854.94374185028,89047.50888104552,88852.69353890607,88059.32195116299,90486.68256750418,89205.115105296,91170.87411528666,89259.99044419566,89308.04419627924,91696.45745166512,91051.06650022985,91695.66314906166,93435.65483838534,94193.64264545144,98835.29924076278,102699.37543060821,104802.86079576134,105949.6363002418,104981.55771776443,111981.95227696578,113443.25871057023,119914.42847649197,125808.3265431074,132534.9254803027,139187.93703398952,146796.73934352485,155419.44471823628,164209.18015726938,172940.98255098358,184842.719755906,197514.51954192424,210128.54879720544,222420.2699812386,234537.30561980885,247325.34794417076,261020.85954166017,274338.489152029,285732.38644619996,296631.6984408282,308188.06163575314
Infinity,Infinity,Infinity,Infinity,Infinity,35218.50471318738,36076.66220732455,34698.78194048079,33056.88292259528,33003.290880267865,33292.675629615864,33656.67395009986,33903.101001982235,34356.22111026998,35910.00658898252,38042.57631764733,40368.97750141049,43524.196416437764,46764.83976855637,49968.395451607765,53082.078391588206,56292.281774887626,58619.526558385594,62236.58169560371,65590.6041010778,69740.44782124611,74013.73440344425,79749.64517949366,80017.74909431914,80279.95281488776,81784.51900568503,82683.23267589578,83257.94565888976,83381.99173203693,84649.30359634047,84825.98039292872,85797.67503549735,86183.91654763985,86693.20799552934,87621.71450513581,87880.8750201417,87969.7206633055,88700.22849156731,89143.37860905337,92016.27486725606,95684.21676599776,99970.22231145641,103807.52376395385,105860.15180796152,110596.30955819828,115097.8724464409,119954.05050811036,126967.89618723837,133737.95953383247,140592.0249801625,148127.41084033228,156853.68961182312,165814.24297563994,174703.21240289655,186120.83661906255,199212.66162147102,212239.3625695232,224595.79300052449,236670.81550799633,249330.45804375614,262874.3512410728,278519.5529713594,292937.2271885502,304407.2714833163,316081.9439376839
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,36096.41674291588,37739.01335961973,35619.68213772001,34766.314450196136,34513.87138373804,35034.17443482856,35186.481501055925,34795.476348954675,35936.898711749025,38082.08132230637,40198.67049274611,42916.499041523246,45860.5556625915,48762.86294719168,51877.530739176524,55186.63656927091,57876.56685530769,61299.38676351178,64496.49857539512,67862.50074195632,70843.08571817288,74075.58743585335,74813.0304149818,75960.91473722795,76567.93705421916,76990.09294324953,77426.56233912555,78396.26602016007,78803.1657765157,79616.26532598199,79930.01098924407,82239.24156503058,85040.50829633068,85403.95106676553,87451.72673605038,88255.68314785193,88130.09077661016,88332.72352163181,88906.5772272215,89844.57133810162,91206.66418795772,92296.3970698365,92619.76564291827,95460.89304858651,97414.34057403091,101255.66128966122,105841.7608215136,111138.18861533067,116547.13988834576,122881.72876078117,130184.57380645498,137782.02826586523,145622.14302252274,155461.9016541484,166357.73984489343,177835.96771967408,189145.1214869056,200351.29575766966,212003.4205565109,224149.21009207534,237995.8410689272,252910.14623253758,267927.37106850144,283611.09888473444
