1646.6013303559569,2693.7458326969563,8900.92992481107,24563.45660625641,42676.96033328826,56530.78027713872,71483.4176260729,82956.30411865638,94464.70621066261,106962.7918407113,121099.83134183454,132725.6298615676,139548.9613712713,152707.91678154425,172672.3553528299,185752.86787100832,200840.95933027958,214675.51338470913,229172.33409255676,245307.074686904,260257.7343314811,272237.7680213104,285593.0516217822,300234.26210436155,309712.9899497165,315134.4722976305,321681.6584031386,325187.52895796957,329729.0432088456,332179.69275725196,335693.70825400116,339355.6967246654,341241.72926369007,342731.5924816575,343459.35290986416,344211.24690587004,353871.97950352775,361057.052925493,373299.464867689,382848.1282247388,397721.5663655805,413681.5223870868,425629.34291713446,433524.998322236,436060.4878409027,439520.371635184,443546.5995547467,446102.9527359106,450055.5796995713,450835.1809544267,451302.24352340115,451700.8640491938,451949.1031756154,452120.34585711616,452299.43824942625,452421.37389481324,452554.35153822927,452631.7630664819,452820.3043951767
Infinity,1985.4477562800541,3989.2885504002397,12155.4653038176,22120.192353423532,29014.982510553797,36671.7691897415,41940.13353627823,47248.402579589776,53195.29919141113,60265.409893945245,65595.329174256,67974.735044136,74375.858469501,85734.44368591419,92117.53522144904,99894.59470413634,106771.7735034906,114117.46510390259,122630.98032911783,130300.9123586655,135934.3648476476,142479.1841377749,149913.54336279148,153829.8312255233,155397.6483209415,157563.2926180514,158312.19978458187,159631.05903279196,160179.3414131348,160927.26881198492,161736.16312395362,162055.9973598063,162305.37764207178,162547.28474167772,162815.9598228684,166872.6362061713,169458.46815986556,175218.20718934294,179216.23099725443,186832.61241025178,195220.38460799077,200782.34882126274,203720.07066449313,204156.8518294983,204750.2788063894,205567.9589145494,205850.6210575686,206638.34224287208,206808.64134792486,207096.5096257894,207622.19762920565,208286.98209897854,209026.94052012547,209899.2001599009,210972.4335091841,212237.83574352638,213498.50484792783,215188.09731014317
Infinity,3047.6878503124435,2470.7662353037513,6663.337366143566,12173.707715314365,15518.816295180008,19372.729964456168,21666.572641610586,24006.260434918127,26708.722930975335,30131.40544470863,32390.378493021242,33102.14760691928,36103.326850754594,42675.20131744664,45727.21131320862,49706.03722912277,53047.330587165394,56710.491987471236,61173.12487260375,65059.443915840486,67613.2487466825,70713.06188118836,74381.84183389349,75760.53243237849,76075.31813866572,76585.39772813093,76865.19745416718,77364.09601390737,78046.4548654579,78309.45797831065,78575.35972824685,79304.51452894394,80220.83897581768,81691.71128110886,83194.5300600259,84687.58713150081,85483.93352124374,88039.65207839517,89545.28767666376,93384.09716879964,97751.89406543416,100175.1945494947,101031.21921366114,101543.64548413927,101597.86293715647,101622.88498423195,101813.15625019612,101822.28100455087,103134.793886389,104882.8975513162,107103.80171517112,109653.85109080336,112401.07526010576,115370.50319664285,118729.38466222418,122409.06952470401,126119.05522796581,130486.27603585897
Infinity,Infinity,2460.216773489861,6482.308164825229,11802.853844849576,14999.61681400832,18687.704161402802,20849.692180556005,23070.819130374515,25636.743783519327,28899.484293329464,31032.520406261792,31699.58254822466,34576.75926327722,40933.57327415655,43832.9520809009,47658.11666170624,50851.03658643361,54341.69968988571,58622.44274265889,62350.35155324415,64781.37560905913,67750.29687206831,71263.12561391403,72548.60728132077,72860.61235858689,73356.66240533328,73701.34968710039,74283.89504043384,75099.76786313819,75457.80682573734,75812.14707663581,76684.83763250365,77766.0077805398,79411.56457964057,81064.40957289272,82486.77068948097,83242.2549953812,85674.30488769012,87086.72476961232,90766.68411896557,94959.81616573894,97258.74151696786,98054.71499592857,98597.92565265796,98642.13067534965,98661.2697495978,98891.67951435375,98896.429249993,100330.88027931648,102241.06898974284,104659.44214047471,107411.69729506431,110374.94116527023,113574.1304679704,117165.65673548759,121089.12843725237,125025.5113214809,129636.56861424245
Infinity,Infinity,5068.04221777452,11012.882639327796,16790.233631994575,18789.062842793228,22914.71275941119,23953.073466503258,26165.95858110626,29135.429757677175,32987.46750153612,34439.367386697515,33330.25502719478,38404.75010387667,46444.004012528865,47349.75160105213,51961.21730852622,54752.09639660766,58349.14223072049,63118.30720690703,66583.8181221241,68035.70748819012,71637.60286026383,75570.7040486586,75390.15275228997,74280.74581248345,75323.46884638394,74174.98980997945,75495.16017436066,74979.07833279794,76072.39925681842,76632.06708585573,76281.22048900578,76827.14176929605,77345.3714221254,77592.9440542536,82007.84516364704,84514.38149109566,89298.68524541226,89710.49289886207,95140.16229180439,99599.65323073056,100928.19942543354,100588.14941689499,98305.1128734483,99008.69215761173,99653.9738668268,99022.61114399396,99902.80676631774,99157.80341212053,99543.25829645655,100320.30092326159,101259.80951556741,102300.94928933738,103463.33017854275,104859.83981184251,106490.84631438565,108097.9811763441,110240.69917261168
Infinity,Infinity,Infinity,4306.973582414495,7055.884181053044,8412.449003689275,10047.79616199376,10840.4860854555,11697.971565618755,12670.50646372344,14006.14527423436,14686.57606977054,15051.636150470558,16201.512192710423,19708.367990235754,20948.018255202736,22727.599308583263,24082.942628088356,25625.91821966268,27664.502815618427,29367.622226705058,30345.214099411165,31554.37648228691,33059.787523102714,33343.810577074946,33697.89807196058,33928.50282034404,34979.616894438186,35995.84529033276,38004.91500620932,39050.90321432865,40049.8713315938,42337.78103119139,45053.364239636176,48792.76685577003,52537.064156936474,52949.21194729355,53304.56312576202,54186.455974968194,54626.669307507465,56292.39853112373,58261.69031304197,59055.85689545643,59221.6974610892,60878.57716321205,61561.241528949904,61999.13868456477,63235.38846064925,63673.64676793666,67138.44347797218,71319.0324012071,76220.4213021196,81623.6008620075,87315.89222910025,93329.3692145425,99892.35098829093,106893.14810393161,113531.08146826665,116022.50895690761
Infinity,Infinity,Infinity,5863.013274757391,5729.485775327557,6339.880646766769,7041.905066054207,7436.6278265996025,7898.865429685195,8294.419763556225,8787.476681344402,8984.393356126693,9744.825817338002,10197.481090573514,12134.598857469851,12750.621232019676,13574.391234313438,14162.61213346391,14859.220167379037,15812.720075867795,16583.86507523579,17092.814507366653,17575.992126547593,18157.811055454138,18278.908675920953,19246.876373502662,19822.63436757125,21974.33591564865,23800.79349171323,27267.35916278709,29359.02353334867,31357.679524420408,35260.79375878336,39720.346572843526,45534.59842881988,51408.51182572536,51613.76768345897,52304.250504025214,52602.84083200266,52927.689795883736,53631.61637282415,54500.39710962176,54724.39277555136,54955.45628127801,58065.99178766275,59784.072444893354,61099.06236506992,63648.6826968252,64561.61025801351,69179.72895719734,73564.86487247162,78565.91181286158,84078.03088310357,89839.11252669542,95914.01434279776,102581.83805517513,109655.09422097102,116309.81469496695,118912.51365141328
Infinity,Infinity,Infinity,Infinity,5680.86071743626,6245.892154482143,6905.119400996397,7268.412467502415,7697.1082538289265,8060.481557015174,8520.22658802135,8691.933804211914,9440.630275844176,9857.975631006553,11747.618968538769,12322.474237180646,13105.59382194201,13651.715798832432,14305.85924571249,15218.273238573393,15950.545132572544,16419.733089245372,16864.888528313888,17417.3150214231,17528.200034507958,18500.472761192996,19087.857017510538,21264.342063920503,23126.1942265613,26630.897359084956,28756.561223446814,30790.406346671072,34736.15805039334,39252.4950778792,45137.729074754934,51072.06743875986,51273.41501461736,51950.49725308269,52228.18268135912,52533.95111443513,53212.70403080869,54048.12648922303,54256.24592997417,54494.79262952382,57634.987551686696,59397.114082628905,60745.1975754926,63340.636038279496,64599.41968816935,69254.8378092519,73637.76335961097,78650.77361382451,84175.71385181978,89932.08300003679,96011.05603790238,102686.26711631984,109767.71498471749,116825.67986497212,124479.17660814639
Infinity,Infinity,Infinity,Infinity,6533.871460227319,5853.826699343905,6061.875549902842,6257.381592915171,6505.344229728466,6632.666200109652,6770.788329855081,6817.719332211664,7917.46362537292,8041.242800926469,9134.86245252919,9384.64335458065,9678.143932928062,9836.742561399768,10049.303266950785,10414.050071003086,10667.520984588851,10894.944297035217,11026.067919942754,11196.171722247114,11397.911245418647,12909.630665556502,13885.01889673727,16903.832247864582,19448.639224235427,24049.384583071133,27046.589657400425,29920.68778606372,35060.8385474443,40552.38280674685,46693.51438943283,52611.582312798855,51307.57629460752,52245.46340189901,52018.371323463194,52352.56166705976,52603.72224869328,52959.78408367164,53057.114397966725,53583.88371587191,57816.42573193111,60342.84408243516,61593.54993531348,64397.0921708088,65597.32322305156,71670.39863274846,77367.5476274196,82615.89042479952,88343.03687314583,94306.61902959205,100448.1164108099,107278.28823178212,114512.54587326205,121705.73598792845,129446.90311975693
Infinity,Infinity,Infinity,Infinity,Infinity,5829.434251289654,6096.641032144768,6155.0364192590205,6264.286515925704,6369.588875789666,6620.247036508129,6705.6337364876035,7546.791023618174,7690.159094018379,8985.07543841251,9084.148795671263,9359.470154241699,9483.504158935733,9664.877425259412,10091.88078494527,10333.364477176063,10388.02936594757,10535.200435950459,10855.870425413857,11058.769748495251,12401.149648369083,13253.080603019382,16010.974834791023,18347.732762364358,22709.754856190146,25515.26637526231,28185.418417642875,33017.569971461395,38523.202543812586,45616.39471379721,52223.31562012472,51283.98847128667,52048.440949889264,52048.97670971172,52231.33939979294,52562.46094218889,53054.9242158646,53113.59724704726,53556.76234826253,57462.8717309245,60075.55033948416,61531.058723757626,64198.13227030505,65591.62193550367,71370.01717831224,77120.51255151142,82273.4267445517,88031.36569650257,94004.95574118386,100124.98652319888,106975.95254560323,114248.70975321037,121464.53281405743,129603.0279860643
