427.0455928986385,3218.348136080885,9381.68559217254,17350.57666881855,25154.209629769284,31739.479274273002,36037.69527220575,40479.980044389624,50730.287762010805,62817.72029587238,71547.16276347113,78673.82073189064,86488.55943008034,93698.03074813655,101942.68652922612,109367.89407276602,116837.50468571785,127926.74611699268,139864.33897591918,149286.06783658394,156132.6612693216,163651.59909589068,169739.9934142984,175111.14311804264,179535.03600699553,185318.13555101622,187371.4816279395,188995.5004680828,189959.85238905612,190435.7371276563,190627.38650424517,190807.43865022488,191000.04600541174,191207.85422222837,191569.78526541064,191886.3012861579,192441.8882722441,193050.3247064674,193235.19239203754,194053.40948727002,196263.41792248643,198827.5624726357,200245.180831909,200734.6901667125,201015.14149805857,201289.28614046812,201605.38538397732,202156.18830496678,202643.3656077215,202905.40005432005,203231.18645806488,203536.25042183086,203814.36876124906,204555.78645012318
Infinity,564.694658129544,1668.9858578951487,3576.188662208283,5408.230170300563,6660.713895171512,7054.588413822338,7482.173071795213,10559.894519398798,14683.61282696323,16880.456016169235,18342.110977241286,20148.51112525082,21700.367264154676,23726.177997939372,25493.407003994686,27396.946329534705,31227.224733205207,35628.85683441769,38602.09863156105,40536.13785060839,42718.334194646966,44372.34588587276,45694.53247036548,46499.12447023484,47643.98817890398,48086.067081918365,48610.92968592474,49415.11012895303,50589.65300853778,52389.37419910719,54702.33068816281,57715.519580837914,60700.87047134527,64535.51701116446,68127.7031889859,72571.49735246308,77126.92882529317,79604.79637402695,81764.86103010135,83588.69568185607,85893.35225307054,87836.79046240971,90221.89807302887,93092.11207475497,95119.11237257611,96696.68349995604,97477.25344530666,98461.72999733899,100711.52390526317,102053.04661179839,104803.02542986452,108128.25744512911,113269.18892139003
Infinity,1398.7412925467986,787.6296496382407,1103.094485750793,1407.665011509876,1614.268129399453,2057.3585330272513,2447.471143845452,3123.456501073133,4260.305068365696,4594.098295916813,4833.368671736645,5117.41452360202,5451.832343977412,5773.641955612366,6140.612698927758,6628.822161484882,7717.143696032706,9111.733812432181,9903.739089841523,10725.637084265138,11395.779736367784,12190.520508303525,12906.236948935983,13533.74720872778,13801.580620813123,15576.542459637585,17878.809355098583,21123.685361630396,25359.350257851263,30836.915467203173,37196.19067822441,44710.792893631435,52206.27554573205,61013.08508659142,69473.22149626522,77887.92299938251,82490.5571697023,83546.49048813342,85088.91498280547,85550.90219147518,87901.64382475673,90457.69826497551,93848.90631563621,97327.52575691951,98972.36484419099,100216.85722224088,100259.68488417768,101412.72097009042,104744.96327397485,105417.4580970466,109192.04431136252,112841.9482598459,118883.2408089793
Infinity,Infinity,1990.8394203222063,1544.1139335927105,1904.5247165058117,2686.2004317722894,4428.866068325214,4713.9675030520575,2670.0953064626724,2716.7866980313665,3340.770555643113,4620.751212866036,5530.025627614142,6570.708217918862,6227.534353287438,6955.850631236233,7460.262091038927,6790.495989044879,6929.249490943506,7551.47496946876,9505.642002295519,10631.29443292372,12736.58806868647,14439.879683977877,15631.133372517343,14939.576513722264,19416.63794200777,22287.087781849037,26227.16009573882,31016.476961650034,37088.7259346028,43829.71829421431,51773.62219292273,59309.63605115739,68486.63732295406,76870.34226236162,85748.71639325134,90453.62232932028,89725.39122595113,90430.48310254689,89174.64778741592,91435.12036534178,94851.80300288479,99417.9864296426,103742.87860025193,105330.78979283795,106327.06840404405,105500.71769901048,106709.57550296187,111363.76532050215,111243.94461960816,116161.71372823059,120094.8111604008,127014.84647674869
Infinity,Infinity,3394.539761106882,1959.3390566846156,2333.1263996589046,3217.85255404279,5197.136050068923,5461.367289247618,2903.319773026898,2805.989022066523,3655.001438117146,5057.2731974207945,5915.224268569657,6997.668273937232,6579.495235611863,7382.143116850035,7891.841049869412,6951.775374162105,7063.8326808830425,7849.809793441905,10049.352840987398,11096.092205463237,13342.643772764788,15115.991092114473,16401.838163995388,15536.281561549178,20509.694123388465,23446.515047281493,27545.37041423403,32448.34343063883,38642.806921761294,45469.47800597593,53508.462461492956,61055.79743038379,70330.81770803209,78681.3396152449,88985.5875312721,97674.26206238318,96758.49786309757,95877.33665299352,93714.16286711945,94636.85702903873,98206.29794509376,103602.41400640481,109082.50493156676,111191.05575905563,111712.48521957638,110393.60045974275,110911.7214549787,115964.29650268026,116767.25682518224,121222.42837889388,126260.86582944627,133702.2596798394
Infinity,Infinity,Infinity,3552.3352515574225,3172.4440854724035,4192.8141324551925,6926.2369427613285,8474.515932135313,5421.133035474754,2940.507796504479,3946.777017159092,5451.646644607512,6246.359959257628,7813.809228242899,8018.892837519852,8221.112535656113,9081.16557983445,7916.740043895334,7161.274063299843,8077.8160857471685,10453.810270039654,11408.631981516937,13777.637010660117,16131.899790852718,18486.639824163736,18060.934562388287,22444.819141553082,28152.78452086813,32929.64114515734,38624.5151621134,45447.38999363528,52924.53553928996,61406.6134652084,69373.11894815956,78774.50045316182,87481.67510284446,97770.15003981715,106919.1847894339,105874.07152887009,103106.5727914705,99872.47874948237,99072.10848620764,102659.87478384814,109076.96087362876,115858.59423643668,118785.50344859553,119202.13193025485,117505.41146663565,117185.22614540014,122475.08433976478,124483.11034604139,128292.69102401288,134487.844848779,142345.12824965653
Infinity,Infinity,Infinity,4198.648375645647,2793.039114503793,3403.604474928139,5258.894362997697,7111.170274801394,6026.355978715291,3425.4324694924635,3181.411327756932,3736.6558686399258,4228.516443087176,4696.054846037415,4997.2207195899,5366.214903194664,5800.155634480211,6303.698763644604,7006.0701447796255,7341.773176839144,8208.181535714137,8919.055121042835,10024.59724942841,11404.577668160779,13073.498524252984,14169.135271639261,17972.513763450956,22527.15566654758,28654.979138026738,35126.039041037104,41728.72964041304,49111.1758477704,57402.04652091531,65499.156016050925,74719.12950714279,83531.89715526524,93490.39789978629,104054.8563325032,108459.96065495988,106492.43194783844,103086.96467433515,101610.1646869359,103023.68512340957,108458.24264305425,115326.45633566163,119204.39040736867,120146.2491820805,118612.91647883749,117854.6906692238,121424.90125080445,124466.39389433945,128246.61681853097,133908.46123827036,142308.63013192362
Infinity,Infinity,Infinity,Infinity,5333.681012489566,5254.565513401658,7862.572922282422,9513.70451701101,7934.545972169424,5765.883170029789,4277.46825563954,5387.732544428173,5465.7677011088535,6557.478365123054,6198.373739409013,6992.601276759869,7477.298201210442,6285.309908972829,6685.759915747094,7820.871741230718,10231.715006669478,10123.906276327094,12059.128695944852,13455.204097505635,15536.3288443686,15617.146452455721,21807.42186703073,26837.41836927685,33363.53249067658,41261.43982196369,49796.923223634745,57827.14891640976,66959.11201048948,75303.2954949179,85277.54524470514,94016.43886259405,104753.06739092656,115002.57459802774,119801.94913331364,119629.17158751722,112881.6366221899,110126.0514216956,110645.94069196249,117220.69626555216,125246.4026672045,130704.5190966746,132945.12527661046,130645.10858246035,129474.7798184378,133266.9276974283,134844.4473733605,141811.10794556787,146900.24925367857,156506.98096365627
Infinity,Infinity,Infinity,Infinity,5702.975177416423,4946.461093283933,7482.9259272823765,9145.253678112294,7758.929763372225,6301.009324257115,4645.876053368918,5245.365381086029,5317.619778948702,6470.252753281124,6089.279916406308,6864.232057622603,7371.933680404974,6160.776257030149,6415.8682066254505,7403.280996775944,10036.984386329304,9883.811680590326,11809.57357410613,13155.841027570808,15198.029958101784,15292.790290289173,21363.309456226056,26416.10301668175,32844.43673804467,40665.08675483346,49122.71152579041,57107.208418488895,66161.79896392101,74501.8656138315,84372.52590195858,93165.86412555265,103868.06350829883,114145.13764419848,118909.10384337205,121330.061107165,115438.06784922622,112422.45770075312,112314.43079611444,116653.02849108881,124304.94453332911,129920.07498677965,132700.0144191127,130967.75433760135,129873.8290778948,133186.40726297334,134151.27679720614,141061.96090412795,146078.5065347777,155587.1405840894
Infinity,Infinity,Infinity,Infinity,Infinity,6137.738938481472,6692.284173447266,8315.06544905,8698.299142737855,8149.194202313096,6015.153260195882,4709.043764833016,5036.7467207746795,5439.918774690996,5612.2685248311045,5853.443334959344,6153.378496602651,6430.516875342401,6618.320738465315,6574.095758289745,7285.366066125203,7697.36616060407,8548.005588664915,9587.975929665034,10930.155385923988,11645.629009049346,15070.666250386445,19265.47157425521,24947.44667311186,31982.1790827027,40624.46030895203,50406.4344788897,61584.32281067243,72822.96762290342,85640.47414222917,96762.18903861773,107113.58214401321,118080.24384345966,124037.75622024215,127689.74298072138,125853.87124001427,119702.97622803003,117511.40822037235,119920.34602152125,127435.09849638319,133709.46996346297,138253.64961581345,139012.1725712431,137441.37641579722,139300.85331342768,141028.5151669502,144922.33179834482,152945.37804613766,161194.3856990785
