325.656701750796,1719.0533099916013,11790.637308485653,25443.634647038165,31384.24480840562,48603.183947347,68795.10803134917,83682.67007729306,104399.90114791921,124480.22990620708,142776.81887298674,162554.63090030465,185950.6796108539,206044.4091312063,229036.1142406186,248314.8480736306,269252.459549149,285250.9469822736,300131.2781891635,311675.137919324,322992.9202649358,337334.9610431855,354047.9477619953,365869.1069720821,378353.7189609493,387911.11586596264,392568.98409954854,397094.127193902,399990.24986815476,402961.3496523796,404949.7742202869,406779.36562393187,408486.54637884506,409634.3671599536,418562.5452464663,429536.3739567193,439323.17071898386,445738.584973039,449388.30776516447,452294.67810399836,457353.98376945517,465494.1621114784,481680.21666822775,500467.9946962715,517873.61874785216,534427.0818021863,549549.1176167801,558782.4141682088,565240.329921469,569298.6185606952,573264.3831455711,577070.1770808883,580456.9793150128,583434.2946181843,587036.9919364194,590280.6286512814,592716.6639602783,595517.5878394053,597441.4129185568,598980.7657569535,599943.685833803,600734.9016785772,601321.8406768796,601716.1711881727
Infinity,555.6517176773518,6608.675664975937,15457.52279100073,18228.308569967296,30090.298097045037,44459.58453855782,54284.78967932642,69086.32319215404,83357.47444280899,96106.31608706906,110099.0096923727,127276.58931638929,141597.23487743578,158602.19478863353,172319.50544070904,187549.53044629225,198586.2629955276,208754.3492511456,216197.41430838947,223471.0624262112,233119.99040708557,244752.9416743806,252203.61859078755,260290.52609158764,266083.53159844084,268356.43377270363,270604.2750459015,271800.3628331361,273063.7397678967,273830.0569517748,274443.1755075523,274989.6414986103,275380.28051745484,281288.83980396355,288803.82752968825,295299.5964103861,299273.47858551354,301237.03981930384,302354.12752433016,304707.127419574,309252.90980935306,320378.1298048854,333695.2668240097,345881.00541838596,357388.6701741179,367704.58993395657,373177.0919705344,376610.8203819539,378440.78357130144,380184.8608818922,381931.0575560232,383385.93245747755,384451.8821046486,385877.6900182971,387100.72775389353,387898.5893003584,388901.1332043619,389496.0125358122,389935.36886197067,390299.90796598047,390528.5717163619,390795.1436205158,391043.30696688883
Infinity,454.93501715313187,5714.052617674328,13574.948984733863,15676.248564132873,26423.795142745745,39567.16101813641,48322.04924184488,61834.13474872376,74838.96863838714,86348.31842390471,99060.23192664087,114883.9410406869,127913.85448215072,143614.32059667076,156122.83792060966,170096.0843418878,180013.08375462837,189143.92139243495,195649.4951566997,201988.7218974073,210631.97244979057,221186.85579746315,227681.60766980058,234846.28194672737,239876.5592014919,241638.99520793222,243435.29560756366,244319.3473653697,245280.95130758474,245877.764313105,246334.1490694821,246744.66365443188,247092.90214090503,252502.19318355594,259404.9839003095,265362.03792006767,268981.42106897355,270741.99225512217,271656.9960180533,273526.4682920417,277346.70268072456,287397.3196980092,299555.5673374221,310642.99172779673,321085.6878082547,330402.4486379033,335111.15941008035,337925.5888691626,339353.6979488211,340709.56602323963,342122.00002238736,343230.2155053599,343988.4637903664,345060.2039008959,345964.6260034304,346526.89039796096,347256.8655114944,347701.9288122916,348056.28936211666,348476.87503746065,348756.7657496387,349131.32756838104,349527.50103750516
Infinity,Infinity,1705.3180182378708,4352.146429588005,4747.765221075747,9168.103996378406,15167.237469781096,18331.657777904715,24583.51010710853,30489.948743789155,35409.76231211282,41140.170505585425,48989.12676759831,54967.41099292444,62810.321447976596,68449.69551027064,75090.77165101562,79263.94992737763,82983.11450673471,85460.79863128463,87884.78326771547,91123.9146264932,95458.54529427792,97400.35829327386,99703.19227694537,100894.79140788542,101428.57168788074,101875.36766698808,102645.56932551546,103266.01109703929,104355.41325198112,105278.88183020125,106263.57963212955,107849.18617493955,109711.22754753988,112520.56047148013,114793.01567084203,116202.83697637939,117188.61021242013,117648.00382968769,117767.05497083404,118424.55560230764,122412.07830368902,127764.80347051819,132424.83715311665,136690.7209972493,140269.4284388428,141434.4875636334,142092.6055698455,142353.17579832027,142660.2798098167,143005.26924393923,143452.29530563083,143819.0812170208,143899.71968263751,144049.97264489465,144544.25743946037,144852.54213815377,145667.7901138563,146723.01358895446,148483.75445348388,150274.0091215379,152424.18722429528,154938.09782549966
Infinity,Infinity,509.65131053295187,1063.844256614356,2156.734816032567,3627.3329199646823,6064.40846470983,6896.590926048498,9573.63986031328,12046.804796546756,13983.815867060315,16430.237297637348,20181.05788762243,22886.521674393192,26712.74398925818,29153.26507181316,32219.091399582103,34137.567602126255,35836.40979631686,37392.53506251123,38980.45211891523,40112.830495798175,41684.480708201794,42217.54973480227,42785.07823625356,42995.34946596926,44645.481103858416,46082.32358322901,48784.74877608686,51137.114123895284,54576.22290727638,57789.03165074093,61140.33758549591,65595.03705781161,66620.14231507605,68122.63538254432,69343.79078889976,70852.98309592473,73106.27483575542,75039.57269763594,75742.53182238803,75962.1570245964,77300.94514014192,79426.13607752968,81152.75576253228,82686.15949635529,83867.71684268165,84383.00501331563,85487.10707520442,86836.09705156866,88311.17130235964,89766.27042671083,91673.39652003814,93679.8404127281,94887.48249236948,96338.32371237628,98691.16140127592,100586.85301038537,103606.00114335846,107114.9839665858,111794.96956978302,116617.41908512868,121969.64019163401,127938.30276750022
Infinity,Infinity,Infinity,579.7559223615058,4103.732223765329,2243.3267523385884,2626.2127322926153,2681.588020530249,3198.3374151340863,3652.605651982852,4064.1586659716527,4643.333025198514,5683.857966294102,6554.4244858833745,7724.221838008382,8358.101198371733,9226.858791849209,10303.552988538282,11381.56108422203,13461.903535894544,15678.419766820865,16153.287019756293,16394.065825569167,17022.54158997682,17349.495976130394,18155.160899791706,22613.805778447713,26707.63695848404,33058.26304676416,38856.794189434615,46419.3656348388,53723.23778060835,61244.00271854173,70297.70211305769,67448.70283400106,68437.05957964211,69927.61277931007,72661.13188497942,76151.77262699697,78353.03973365568,78039.34367590732,77106.89620359689,76102.7680046971,76416.07585255707,76645.33819026024,76878.23594099739,77112.42961895876,78514.40948909064,81676.4940822633,85820.04742884311,90199.27223809485,92635.90927034608,94907.42538987298,97106.76172975195,97819.56806318797,99463.3417021039,102409.20344468973,103981.81591208876,107633.82892570211,111391.76822021801,116585.43032882511,121541.94834759747,127145.35328969546,133331.4733777687
Infinity,Infinity,Infinity,552.3993326614346,3842.127658001237,2279.966447040154,2697.3544414322323,2667.137624854798,3280.8574249971443,3746.6314617400603,4132.961440749121,4727.834739689422,5837.878033626289,6641.794304471876,7916.204276133359,8471.612472768451,9394.853121343353,10396.434333258174,11475.296461724778,13468.321854026197,15677.324901160186,16221.9217211427,16500.623757585938,17002.155786287716,17362.264435855614,18153.03009381241,22486.619646507992,26503.12732495638,32694.95338787848,38365.86347128493,45756.01802530642,52896.94193516767,60256.01108721138,69223.85300588491,67566.74380685703,68587.39582039256,70026.84109228877,72719.84146319648,76126.79900113028,78208.00172199315,77914.269142985,77028.46593153969,76182.0302779004,76521.94018214759,76743.42830918514,76982.78764880268,77201.12277151787,78466.15755638551,81517.57259861796,85553.30018379554,89805.58379738002,92558.85937088325,94794.47703770763,96929.50013790984,97671.44878352109,99316.758926529,102229.77073991655,103839.56974779625,107472.64854489658,111213.51301055646,116410.61267955782,121339.36279153293,126947.28020991138,133122.5081357142
Infinity,Infinity,Infinity,Infinity,957.7021407010207,3861.8286065526772,6289.366614552166,4397.614412328831,6672.110985880408,6900.580675441957,6313.473518663188,7287.292682091365,9805.982270261025,8965.713277371793,11906.493933195976,11032.507606868767,12640.870125564828,11260.471435248854,12146.431387071516,12318.712471687311,13251.862932707589,15035.662013441284,17795.71098958513,17139.203669885883,18378.192385972266,18217.73473195455,19214.959044998926,20429.002097496545,22504.804857882977,24486.13078904778,27421.201443998238,30291.892312013122,33312.21695632423,37308.3469246464,39522.65387681473,42214.51672757281,44739.94591391202,47042.763258066305,49459.416520102175,51472.97872164164,52167.314071970824,52546.599536500806,55016.13632381303,58498.59110091668,61464.47931691429,64147.559591682606,66318.80648183393,66706.30337368711,67092.72932055885,68210.60061701613,69320.46312747228,70735.52140111147,72215.23184983511,73768.13636023218,75062.16854225346,76539.86768173666,78610.44380570498,80356.65932716569,82950.98938399849,86064.68827406937,90374.75114116879,94813.29314811759,99919.09408305585,105561.4112225842
Infinity,Infinity,Infinity,Infinity,3278.6577323024444,1420.8607601037897,2302.6447520446272,2435.118069642577,3250.039052555038,3947.933296325757,4287.706181985702,4877.255754951548,6253.868241953849,6961.26866511368,8358.572488991584,8771.719352294938,9736.824914230532,10390.603405493033,11320.2113619478,12869.975802350655,14022.368819757692,13712.351630021827,14170.570122512127,14520.586931085987,14789.51369366437,15416.65212622057,19112.433387119414,22536.84254477665,25806.5747297257,27452.488701640377,31098.491977263882,33834.248153348984,36887.94064560966,41418.40399062276,39250.96911286663,41241.71123084584,43128.31550069467,46262.65480179102,51032.82270793742,54088.41256287025,53842.61449608065,53028.16080567709,52838.67935678698,53458.22466615453,53926.00503609847,54323.17853029928,54606.64929679303,55446.0184838211,57756.16047619541,61155.45639239196,64786.67923418194,68465.91739645306,72779.11006248053,76745.10661423806,77311.38332021583,79005.46405896732,81814.88451359946,83130.55704952721,86474.69041503256,89749.100235646,94531.47044310326,99097.17409417799,104439.98293064669,110225.30619919508
Infinity,Infinity,Infinity,Infinity,Infinity,1260.1500375326289,1722.6200154058852,1905.4966951732204,2230.3425301265133,2474.8840630108925,2668.00589966836,2977.8444352016713,3767.453013333497,4334.7024943982315,5354.055975200019,5810.381678209094,6505.820752887319,7355.012753415635,8282.243796766877,10234.50896786325,12343.841611671865,12869.730023800095,13127.646702965478,13764.74958856462,14265.751838212083,15471.200647271664,20404.471973062187,23810.732004957063,27481.01446786904,29087.75506740395,33010.310030307155,35762.27909372645,38837.37240524709,43592.781392870435,39957.238250270275,41822.16465792186,43947.70309763844,47483.25460693913,52650.190432913056,55876.60586598821,55158.62709249931,53857.487137883225,52702.355805023464,52981.290132209484,53228.58008081388,53477.64208477956,53766.32922014027,55307.742113121305,58694.65165806824,62570.43787944309,66257.51710923525,69942.56676107232,74362.42698438634,78481.80957856355,78840.57336507879,80615.78659793454,83602.22120514228,84831.50991042978,88408.49578094103,91787.19134049934,96771.60155235764,101423.09012317161,106814.07894149589,112752.47802325063
