395.7141438120599,768.4160438986536,1124.4697325819893,1644.2034570572473,2144.1174705310345,7197.616824859864,15542.625306328066,24197.519501759205,31357.981036760095,48471.836245700455,67629.14198900008,82975.01670594297,96337.21331573246,108439.02432136642,120980.13757806442,133736.07751155942,141563.10261890464,152412.1493930482,157800.56301641144,163041.1535200723,166121.52456856496,169088.31589132207,171321.0716299773,172230.87980676247,172908.98505384088,173253.42374414086,173419.0079294064,173558.51178258023,173661.00178376396,173737.95942390716,173901.72290010192,174218.4000012725,174660.49354996905,175360.9807346266,176021.6352769792,176762.88568694078
Infinity,2385.7727151774848,2355.8729307937724,1969.5619579821446,2371.3189245671488,3854.7563431726876,7576.937610411433,11498.612127635466,14514.80910602182,24568.176603933385,36199.47616957419,44976.08942284575,52239.142310242736,58678.19322505683,65407.67210802078,72287.99113432021,76048.04177764808,81591.26090544894,83844.42180728843,85796.04700928727,86629.33399927504,87376.34225651372,87836.86108498923,88515.62818503012,88902.71947261436,89370.235532622,89988.66592141645,90818.55345551348,92085.67420069447,93196.57449582496,94938.26876096902,97293.69628636741,99864.99923508673,103084.3439233583,106276.68104836736,109635.77039607416
Infinity,3176.0605372475466,3042.427133520884,2322.3021311445955,2643.585003776474,3279.0861769094818,6103.7594056458975,9113.678511625285,11328.997070145242,19974.609216089666,30078.44919744171,37539.125834507104,43600.15262971274,48960.79249651691,54603.2293499167,60413.627326872076,63458.12130697821,68075.96921892738,69854.20429749781,71333.60713674196,71945.81521415517,72499.24269585674,72873.67834051063,73784.02542175817,74412.92257666941,75220.09586729562,76265.97033626391,77590.54717713664,79494.77551014892,81206.42581529172,83686.75555257332,86926.28671317847,90399.26534189476,94647.68146220758,98865.91216819861,103271.44063683331
Infinity,Infinity,8937.825164939155,7012.770924537261,6531.186589530898,2684.218080782644,3158.1474955010276,3659.0087188089497,4150.652347795339,7286.292583003516,11314.99540336981,13884.540024461181,15698.824482445016,17275.966299044052,18928.716899586623,20621.333269435087,21991.50469134452,23123.946094918236,24260.685467518873,24808.148423189166,25757.272987571505,26671.41012974093,27944.528693007316,31760.98494498617,35164.59357204051,39280.84969580472,44026.47358799404,49296.50185054503,55659.57774395199,61656.38194966795,69064.25743645479,77690.40476988869,86643.0961745837,96783.83736094093,104832.14216127369,109306.20316901406
Infinity,Infinity,5393.83404055569,4176.188921282212,3162.193720490499,4032.468794091211,5893.447861487462,6578.0470555974025,6199.576925154353,13537.67527284084,18182.802843474834,19458.74523844031,20543.655518146217,21635.756537767993,23524.128539266123,25374.146877383067,23996.325649499187,27208.517575095655,25181.214646357534,26071.240601508227,25636.95223699708,26399.2454156344,26940.783186204855,27795.295489342032,28390.16989228573,29107.75119510255,30028.10384712791,31221.0974591594,32972.03003359847,34549.195613087024,36842.44722091517,39872.902420515646,43145.923893500505,47179.24650523328,51151.90057250661,55319.2537117152
Infinity,Infinity,Infinity,10608.245035342981,9301.968604150756,3541.3067137149355,3048.0789125384545,3423.255862682338,3868.921678842622,6552.26198342154,10062.501867602507,12242.409199549496,13742.751560615923,15060.662601252565,16437.872959275584,17848.81685337688,19197.79070263487,20120.281335358533,21355.662411092475,21976.284874499845,23141.199862577047,24281.392287566086,25840.414324013924,30158.621753561045,31692.576847091746,33059.109609289655,34454.96916537639,35929.254296012296,38278.69378720877,39641.377418510936,42702.974019089714,46274.95422805271,49639.43106710948,54155.47673705299,58240.0517843725,62475.097456334675
Infinity,Infinity,Infinity,7165.188903123164,5734.146659890695,3885.825204494069,5612.0105236625495,5271.831020944728,5014.409550067316,11085.674319034199,15101.048895695769,16234.624957648422,17144.27687681259,18062.631054822305,19615.809568498287,21137.401318282486,20292.971052160377,22856.06301415448,21542.00773549933,22431.60958533378,22463.027876136683,22898.44940071707,23273.527778953467,24619.60180307256,25658.536479046827,26985.205594526684,28635.03069340649,30628.583417032627,33321.39505828161,35437.91897392717,37931.338491751,41097.098693204054,44391.150096236655,48538.04254649524,52546.93558234918,56727.654589727535
Infinity,Infinity,Infinity,Infinity,8346.668543545546,6501.414124255229,5734.259751080865,5448.814594947261,4976.647820731895,11727.098842613193,15756.429364872165,16608.390781534024,17503.122925452826,18311.435036337058,20026.371108032912,21735.749879987292,20203.15124718374,23399.14510000163,21476.853991917615,22583.374220196638,22556.367026135358,23097.812878324447,23448.4066579998,24320.024853411014,25268.240693004755,26520.031060654837,28170.84249019554,30116.229366307536,32851.62692169917,35337.48470587249,38681.5776093584,42258.97665642239,45559.84434758994,49859.09903509595,54006.40368281646,58185.76330613502
Infinity,Infinity,Infinity,Infinity,8898.26586402554,6200.295983390505,5500.999210932831,7281.483155820068,6363.650025581245,11625.266159617217,18969.16276152274,20491.01964058644,20570.63993301881,20801.012337782176,22165.45762489223,24079.451265039148,23216.97015274236,23609.78553151628,24037.991806903916,22403.8577699726,22877.092869197295,23066.711014925033,23480.20635760086,24709.533145406054,25654.416315839262,27047.599553064996,28843.91932169462,30772.602920449175,33603.17127269709,36020.928358589095,39451.20583643971,43112.91266147255,46353.02082565239,50726.230347318255,54951.59136618946,59093.43722703484
Infinity,Infinity,Infinity,Infinity,Infinity,8626.90822330854,6482.956927037057,5835.474524948633,5672.850465438462,7975.211389263156,11799.624173426364,13975.67060676817,15471.660467930345,16623.722619727825,18083.531220593686,19825.870263978468,20808.541016354247,21425.928851542125,22354.907399108557,22033.201447719763,23082.1396255976,23719.61541236834,24636.914678665118,27261.689385940983,27991.845759197946,29818.58798109761,31914.43104533422,34039.42437143476,37270.45578078693,39631.931344132754,43520.85067339805,48304.90979235858,52055.48201276968,56741.45060347856,61162.40685988676,65527.71845370648
Infinity,Infinity,Infinity,Infinity,Infinity,9826.760891295387,6388.230305293963,5660.088155300514,6139.747225448662,6998.56109465044,8879.46821906681,9720.234545353765,10187.151206408082,10562.998261891249,11134.977239276128,11893.663466660846,13187.645576731005,13748.297225104567,15480.381488721543,16645.50862025582,18917.269674076797,21297.951033221525,24343.619591789204,29794.4870400187,30782.033307289155,32871.62248361252,35268.26478249171,37668.19799427078,41128.47377140747,43510.367911550384,47640.23741214354,52708.71322602432,56615.24760144437,61422.53265353973,65943.93062866917,70436.2839103759
