8436.982388142407,18738.821546852756,30861.004829755555,41753.10050320013,47731.03289638939,55942.57324307409,66846.01272455456,89624.63508902772,116495.2180188975,139485.40071574363,159783.90453540834,180973.19871174428,201712.5499254387,218186.10473251922,232577.87585170494,246484.04296670467,259335.67755749097,270744.6470777773,282404.0700562845,294051.6731146563,306869.16768165556,320074.75891202106,334126.2929101814,345913.5754907719,357604.9020364657,367200.80391393666,375404.84855714516,380725.1615248605,397005.8955277943,415962.87757055095,429583.5435059926,444291.7560335455,459895.61537930055,478925.8108243712,493044.9819090607,511403.1575964885,525779.6580297586,549078.47150708,574454.4076404404,589134.6012726413,612136.3855183227,630558.1605840543,644682.8512911882,659715.6488863741,669570.3549438323,678585.5242572505,686721.2208661195,695111.6137693969,705126.8292208222,710783.6880007896,716209.1638480535,720002.4801634613,723045.8012604563,725628.0739053845,728194.1673476542,730111.3230605338,731573.92111805,733050.2920070244,734226.3088592308,735174.67806595,736334.0896860028,737300.7926764743,738154.0246845178,738946.3315935133,739559.947733734,740337.5501808337,741112.5887592554,741940.1461404649,742724.7929891322,743562.3465739655
Infinity,16032.585027356676,25062.66848026777,32980.88829652731,36849.987856291955,42774.73736087554,50984.33420121219,69580.85521827968,91856.78874975548,110640.15612881113,127026.62334708055,144260.31871145862,161150.5919230879,174249.23327784857,185408.26559021257,196109.4316364664,205902.88816623096,214403.080514714,223080.4402300931,231811.75701632295,241520.88341513212,251544.33583483912,262327.9105285586,271068.5195799851,279700.9071595641,286463.69094087457,292092.8174791291,295495.9522050318,308466.3835255377,323715.4016897557,334437.5159568351,346095.0190377324,358517.1898635057,373928.6721557505,385225.5544110004,400066.3398542163,411551.8285153247,430691.26738508174,451746.6290499105,463556.1431973579,482499.9544172566,497431.0388997011,508724.75792472373,520788.44368491834,528691.7214049171,535988.8331288019,542504.9679202632,549157.8528927536,557030.3829430988,561724.4491539855,565911.973490028,569015.6312391101,571572.8445192545,573726.1732588173,575951.3754446991,577628.3977965752,579037.9062610677,580559.1050963501,581758.0332589614,583080.2151655403,584763.7459100012,586269.6175363561,587616.6264815109,588875.0813791042,589996.4349936399,591354.5986175172,592909.3042642745,594638.9875230896,596337.7455192294,598188.7459703726
Infinity,13889.946440198333,20588.846232878102,26238.149216537728,28806.71814402902,32653.17134699844,38188.98579529029,52843.68375459095,70812.48294284429,85606.52466232078,98307.42240261656,111741.41225957315,124957.66636268835,134959.35646396337,143524.5566379387,151915.79161442665,159511.47176394472,166105.95909268348,172900.4300342353,179785.06773929222,187503.9851461095,195445.5399074035,203795.7609822561,210645.94968050276,217370.36970849216,222446.64003223513,226526.19365825524,228668.32284556457,238573.50748021767,250386.13962101424,258080.50197800592,266679.1209227176,275934.5387353564,287823.5755097619,295903.87917202606,307311.8481704906,315641.61721749185,330942.505656514,347917.27946194675,356633.39515139366,371744.79198320385,383283.9053490497,391614.34394753264,400632.202453006,406071.40942652174,410998.2755602512,415398.64205696323,419864.4364195903,425409.1209875556,428606.68281069474,431352.8647992706,433472.4688538378,435225.07222079067,436901.50684422103,438593.45595612697,439945.16570655763,441311.9696124535,442808.5181457604,444057.28550808766,445808.52074132505,448120.270438153,450411.7987151925,452508.4104102614,454446.63188281545,456327.969819538,458541.9703183467,461235.1926413402,464204.21809134446,467200.17072331393,470413.86221348355
Infinity,Infinity,19173.539070654573,23313.654385585054,25077.349440290338,28582.130892376077,33856.83086156432,46621.25911478231,62400.65749592506,75370.92074069599,86461.58865298465,98251.17197610096,109847.9153842548,118524.92536843875,125854.83892194917,132816.38746590825,139021.83275143855,144179.45351967402,149398.5511678107,154673.68415546216,160666.6214367998,166883.84679330038,173448.88063764453,178568.50326543083,183478.25357119658,187061.56355922754,189935.5948192458,191584.80864667284,200067.00205853378,210412.03610390832,217682.45421774912,225591.44993322282,233982.87929658304,244462.6451444049,252176.15664353062,262312.28213249246,270106.18064883375,283440.5393628228,298290.6427877008,306380.2127321644,319623.2204819327,329798.97197786416,337437.37229686533,345569.9002393493,351320.7458653003,356766.57320316875,361565.7908554891,366348.1559773892,371579.086651348,375758.00164647575,378838.74565575353,381955.2300630764,384660.46639938897,387289.2068043122,390049.2649838266,392485.1633042483,394945.6581780724,397670.619219626,400015.645023332,403149.06835409935,407113.881807096,410910.0212761438,414453.32012210897,417758.09222116927,420928.06261498743,424577.9451676688,428824.50004534336,433410.0911553013,438067.7370889677,442955.2371047415
Infinity,Infinity,18206.172951811917,21719.90659653858,23061.01911394969,25188.908286020676,28608.06842593729,39554.42687589083,53368.29068022198,64420.305345367364,73697.14298613006,83636.22273642785,93425.0607356696,100532.72953244062,106522.09139831131,112372.79529544902,117649.22931373902,122161.68819740914,126861.81322856968,131722.0153111392,137194.0421146507,142858.21400798732,148746.16861308774,153528.83030614976,158151.41188614393,161414.24088273087,163891.78899180636,164970.5773340384,172046.11197041237,180607.51499490452,185819.82438041279,191771.61474963924,198260.46628617682,206924.15171669354,212512.87072914912,220799.1542432948,226566.28408806797,238167.8410875384,251212.3008399481,257345.30833834052,268790.33406255796,277216.48097020655,283052.0293008905,289452.987886538,293253.85921876883,296756.16493117326,299812.7139736411,302833.05908911803,306578.38922907657,309123.04730447783,311087.02436943783,312979.50392898964,314743.62521944894,316548.766788747,318442.45149666775,320150.32067941607,322132.8676494649,324310.57669252047,326283.8709473501,329105.8754389974,332672.017953708,336245.6057882066,339617.74310385616,342796.2831238261,346046.5551489301,349635.31980617094,353960.228799046,358705.8553266842,363510.8995969149,368636.7123285286
Infinity,Infinity,Infinity,19907.788113357215,20637.823604494577,21950.965007448216,24420.70183504615,31972.06815467373,41892.78845476114,49609.59528478669,55890.25096799797,62700.76158328283,69366.70175904718,73873.6213023886,77592.99439328544,81116.44628138223,84205.16842643726,86685.57040538716,89229.42496496942,91826.20482483935,94925.77694779361,98218.50220100363,101586.77676828697,104173.99678304963,106541.72442332156,108062.40385455199,109134.35313387151,109702.92932247641,114119.30750796445,119867.98942308122,123630.79275285227,127756.06972341098,132162.51403251293,138053.04550328568,142161.5790844538,147794.30796888095,151890.3955576059,159919.10404209196,169160.17854824007,173493.4513850881,181454.31942159377,187118.35807373436,191092.96484144806,195377.41613019328,198546.05520387494,201708.07514250814,204542.85335474895,207239.2496169811,209846.8885493416,212922.83207195447,214769.79587561346,217391.57459452664,220004.22473645376,222765.6086272596,225690.3937229429,228609.39891448923,231950.36980372955,235564.71523805868,238916.20410652284,243545.2030642497,249153.00031757995,254755.0999612365,260106.6247077839,265196.1091165307,270357.1869646311,276022.0125693796,282647.6443409787,289808.57785068057,297071.28155272093,304754.61297910026
Infinity,Infinity,Infinity,21587.230330864568,21031.63298398732,22765.92595236352,25490.648566238076,35440.738048197716,45859.08848988938,53044.491246212885,58994.797842176966,65954.8141035879,72629.98258191951,76528.69390256757,79830.56936824332,83317.07486892566,86301.34846132337,88582.1388292149,91218.36630401299,93950.6203100856,97097.30809842427,100398.57748647724,103965.67205881758,106158.41355705426,108591.78442738586,109625.6371007967,110387.78112546419,110131.50250068065,116882.93983583525,122824.92218369106,125311.82410294429,129798.2275361897,134429.44871527507,140947.89116266416,143856.9138021713,150567.37489811957,153713.38744216706,163580.21448854578,173061.66149554218,175377.16978074517,185047.19576025335,190005.425059592,193104.09780815788,197648.57598418684,199431.42638861926,202294.30820375064,204903.88724362844,207740.66172660238,211159.63580822648,212598.17128262404,214764.32349952686,216880.80639895075,218872.41640319608,220854.27580351516,222947.7271275305,224809.52125516604,226999.96157767362,229389.6556992271,231551.65070183724,234586.47408326465,238377.6569626764,242117.53011499185,245650.3841499525,248961.99038011115,252373.0173259623,256085.15715656482,260538.5941167026,265395.4538327975,270359.3539095651,275632.78970160044
Infinity,Infinity,Infinity,Infinity,21176.65589708073,22906.809152110673,25652.073441940087,35537.333879656595,45969.9942919462,53156.824552472084,59093.28019143176,66038.60641997245,72693.69624012418,76608.36538139847,79950.32906530451,83458.90659286137,86385.38040568873,88655.08734014162,91264.93432157447,93956.52201951995,97147.53490409501,100430.60461341933,104002.34515740004,106191.65294127636,108617.6653261239,109666.50209056745,110420.97261882477,110173.23109772833,116892.87324370144,122895.05305653003,125425.73562785111,129890.85527344441,134518.7817102477,141016.14069283233,143963.07444685118,150647.90351477137,153839.16721664282,163637.89913117763,173113.34718901842,175500.73625929863,185103.2155439622,190059.1519927762,193177.19197354763,197693.6171080177,199485.69148019102,202349.34179239106,205007.0776699867,207828.82701729334,211170.05463889719,212648.15707121228,214709.18868705153,216811.19628024934,218744.028087404,220676.96768870583,222702.06405674916,224513.91537677555,226575.92489480917,228852.8252000674,230883.15318530294,233771.95747254873,237434.89280622845,241053.13255194854,244459.7227547448,247664.33473390565,250906.36828765558,254507.87161172263,258824.94029449607,263544.5352746022,268358.1647861346,273464.6186835897
Infinity,Infinity,Infinity,Infinity,23074.09045340987,24882.023436684667,28834.52357043851,39000.53770657358,51959.50645927996,59631.309931836615,64920.69889161007,71624.71672214332,78426.68448113532,81874.02689730302,84018.04597440822,86676.59653734758,89477.3573502843,91251.39185267154,93506.23728498098,96310.09739441829,99538.4668704591,102945.62558696186,106858.64510715641,108624.15240381066,110709.8842620235,111911.81227375551,112274.79643689233,112031.45776430228,119203.84632486296,128004.18229814919,131093.26624020658,134120.4242139384,138949.63177398292,145550.6117157485,149572.32141158875,154562.25712845856,158988.5291482345,167609.20381457923,179102.25424675114,181540.4930908456,189267.46532042653,195848.40584070425,198213.30864600238,201851.30453908138,204151.8531225877,205645.47416233303,207558.0487540549,210302.7060225529,213598.6236865403,215840.63163530972,216294.56192574502,218360.19948498876,220083.6593196222,221700.5905010508,223902.94234011704,225510.98462120688,227485.9107161462,229783.2488021136,231698.0050655289,234456.31081740532,238062.92469084205,241462.22121567838,244810.3474140289,247925.38427282535,251093.89865943225,254670.02723506145,258868.6857610582,263465.73477616225,268265.9493566834,273283.3522844403
Infinity,Infinity,Infinity,Infinity,Infinity,23982.23398608535,27736.10643893935,37112.848762316076,49824.28835418332,57700.62578685567,63096.16488740863,69683.85302789684,76416.65829707266,80039.03723341286,82410.1777388718,85234.52525060193,88129.45706291408,90032.28570485205,92275.79090448211,94939.85024208062,98182.05334307984,101610.28215930675,105457.14185172495,107501.77089526037,109615.38791015632,110975.51132707005,111417.20593563627,111342.78892507481,117366.73053907814,126073.61713979236,129589.19927233736,132534.73900363178,137267.34535062755,143726.08023574317,148021.30452187295,152740.97876122565,157455.5159894876,165542.97046870878,176916.24822976254,179944.94578631347,187192.4908716029,193930.2107314359,196559.60124892276,200124.8733674847,202698.4763239643,204313.8125558977,206539.92801379348,209277.9779645767,212272.5561756743,214837.08444253702,215217.93139480986,217425.60913696187,219290.47506832037,221009.78297690031,223153.1867838676,224934.59928672385,226974.15404189503,229204.1551072306,231175.09549962662,234030.737797796,237608.5463872765,241130.88832500597,244494.1326627375,247641.20951602163,250829.98359969663,254412.87235075491,258651.03863595863,263211.05435912946,267898.6250078516,272899.2720942044
Infinity,Infinity,Infinity,Infinity,Infinity,29965.288997967087,33505.071455351346,48423.059869356264,61690.13633093631,70745.57846576047,76083.58224436945,82352.7120708671,88593.17469168175,91171.76787988821,92694.46734702136,94528.17218185929,96411.63064594574,97898.34513154524,99955.04593318932,102269.63285852814,105881.45014376537,109459.35670775513,113794.78100915806,115377.92093563758,117386.71374223211,117566.3631477211,117632.0133731598,115556.98158758374,125944.19107661527,134551.9100348953,138333.28286131966,142854.0745847594,146548.67166439208,154424.2042041,156351.9579158057,164501.92278630292,165477.2851604041,178621.7882031115,188752.92480033962,189809.35568199505,200898.85491356178,203806.11771687155,206479.28532369153,209994.0435160941,208827.75821379744,210615.923661009,211290.99730607556,213829.09457227707,218113.68018600866,217142.1969161661,219542.78560012067,218508.97789053092,220108.53296573425,221477.63928287997,223236.88351320892,224749.4743512391,226133.76608417783,227542.92163335523,228677.50518170683,229756.22047260313,231076.64771077974,232217.94050656413,233205.99882604615,234071.80392400545,234858.0834202487,235761.6722973385,236801.55301602592,237894.84830034885,239047.03963078972,240281.28974358158
