740.4460380111583,1612.8277090562146,2539.626740114133,3665.000424994527,5494.15751368569,10592.390095368339,14360.444197034998,18951.808980521273,22581.26856945573,25448.870555644684,27109.54201195222,27792.96520256599,28390.416864559455,28708.483455403988,29627.997503567436,40505.678683525024,46139.25485844831,53636.97897483272,63481.957467742104,73130.53536531783,81823.68477291778,95543.14181098805,108356.64474131037,118834.90176786916,129688.10722971236,138361.15136644233,148052.61334196682,154516.27749624656,159055.99093499052,162369.62372985715,164590.14227400054,165821.37220524228,166629.7527627224,167155.42881772565,167960.68240753838,169337.2571496697,172361.29585074665,176339.90109673713,180716.28007543553,184844.86407341054,186770.18912731594,187719.07477967162,189320.34394941627,196506.54275318436,202207.0369957265,205688.7270627748,210574.88587130606,217309.20290720466,225351.28316864386,234800.4338799534,246901.62354853473,255146.77529805637,260809.3091448684,262853.95072592434,263666.8516323705,264572.8443176616,264861.2509355873,265417.1681789868,265533.7046213162,265738.25981940614,265857.59177771164,265983.35438862815,266289.5586973715,266644.5848215749,267225.33021955745,267730.2094046703
Infinity,2282.0702851521573,2776.2062181612864,3528.5581041939276,4407.346532121293,7234.0521564584105,9158.62774686091,11755.585662866662,13597.700412201932,15080.978562542801,16081.283236595633,16913.337767777317,18065.062677608465,18246.74812308715,18898.09096093962,26293.07648885817,29665.873074050247,34378.76070287534,40940.97805365287,47387.53921784291,53056.356349489084,62799.57708580342,71811.94926957051,78931.21021812219,86290.29634795852,91990.05049870825,98416.05236946899,102290.57321613582,104738.15926826472,106297.91641504565,107292.06178652305,107995.72644272738,108531.35326456142,109166.45519330217,109779.23559132054,110511.75783280998,112280.4442971916,114551.40804116704,116978.93786047722,119198.92507270143,119920.29539326116,120111.87008131391,120757.13061050499,125296.3918466151,128648.58023767869,130663.89932508366,133414.75332028003,137606.2906658482,142737.84737051156,149032.4189112401,157518.5514140181,162860.88773785045,166259.2918403998,167104.02192559798,167424.62494372943,167744.82261240456,167980.51856661894,168173.802857913,168557.0750874704,169336.22739370322,169861.631227094,170551.74266800983,171651.9511105716,172975.5425530007,174621.1583931829,176146.3461484306
Infinity,2063.763060012855,2681.6524559250806,3506.6476222630445,4650.550561158594,7855.287894997739,9687.095929509367,12322.031963320767,14092.605462826012,15409.52283924704,16185.829698764172,16820.268858902054,17775.950756784787,17986.411970861707,18763.619003666296,27135.41085903315,30353.103224990562,35192.09833705567,41894.61730389771,48336.48379922724,53964.49403844774,63959.79120682881,72919.31852253462,79933.2473637481,87327.57940397308,92878.54186970892,99397.02183105145,103050.3344968779,105345.21134973523,106786.94587449182,107664.74784756383,108172.70724472293,108634.01044140817,109133.15635898079,109802.63202819966,110656.81225527442,112565.01357007943,114953.8623703234,117454.62725157061,119666.80896829406,120179.33802543739,120256.37144075445,121038.57239285792,126030.85507607172,129278.743964945,131099.46998554512,133995.68699130538,138319.07077820666,143545.72367904094,149898.61856202784,158507.0213923996,163637.42685380345,166867.7052339432,167420.6172218639,167517.66660241302,167905.63440896623,167958.09351492475,168197.91143204473,168423.4410995627,169029.90075636338,169388.40014589622,169877.01910454768,170714.66997096906,171704.43595260015,173025.12821364801,174230.7147163297
Infinity,Infinity,3118.784029409357,3595.4213360507483,4593.774543808341,7745.456268271311,9602.131963116186,12253.5729478727,14079.66491999133,15554.810858330977,16276.211744362601,16870.00467311082,17835.17701329577,18037.72826652102,18909.194135345137,27118.51446471788,30318.124742774035,35213.316861264415,41873.01373985862,48221.83787365345,53932.5455858849,63897.135046911746,72821.21706592749,79921.94210272774,87249.87776881603,92773.28813539034,99352.62135202381,103039.31430424204,105295.94768455716,106812.596355539,107671.2910103715,108076.63477642859,108648.8675287097,109211.68907257692,109936.61068921594,110851.28923382255,112836.00718284638,115167.33217032588,117661.09536063319,119785.45826029789,120300.82698257444,120346.5538766965,121156.9575586409,126071.29684638296,129304.0698098639,131125.77256242995,133991.87431296328,138325.37510206332,143527.69321317025,149893.47615622217,158506.2103449685,163662.22337222626,166826.4949470392,167386.06673356425,167583.31251765427,167916.85590593424,168015.09568843123,168224.84257260535,168467.14160823612,169048.57286531848,169448.45891024295,169935.29845294126,170769.2315039708,171773.8623693725,173104.90125758984,174322.02097526126
Infinity,Infinity,5870.866877336626,5865.68578151383,5135.877090100729,5849.673559287026,7014.129621548659,8989.269141468703,10560.932601632861,12830.78184149521,15671.275426294347,19188.68961167457,21028.114673209293,19395.988865072453,19464.40636381305,21994.08175044563,22723.719310031018,24377.68638696491,27044.700316724557,29594.49664404645,31828.356635462653,36745.50611698539,41107.498561162545,44478.37458716771,47817.18312446574,50153.04213570173,52900.194688912634,54088.23653799785,54585.74271362995,55100.751520980535,55990.11962231534,57412.80755099062,59209.071588203944,61731.40678797104,64154.6329862803,66390.34545322492,69041.66407028475,71615.25141040381,73673.66625185232,75527.399461042,76722.44409862312,77783.24845941438,78312.57774037107,79828.41088532921,80777.38798175086,81431.961534816,81996.01274071619,83244.01576065224,85033.90987393376,87527.50339930833,91458.28825534467,93565.04629353424,94383.1184923037,94557.51734596299,95444.305742371,96141.07188767327,97694.76776438115,98729.15974843419,101062.85293277279,104380.36527628955,107312.83824972995,110596.52408203136,114600.98825999832,119173.43542016373,124265.2305736108,129221.70680580028
Infinity,Infinity,Infinity,11945.37427752005,9232.91785531538,7275.811841755213,9505.531521863075,11267.213527883854,13063.501858998141,16110.349940469785,20258.423591616152,24932.034381654776,27361.73146085807,23726.302682702946,22913.895189487546,20171.860766978112,21163.84519592857,22153.14796773215,23175.944584623372,24137.80672828503,25525.99326616108,27750.5930369006,29841.213308509516,31872.388930708712,33781.80859026386,35512.51023953549,36979.428938012774,37949.57169958203,39184.899284611725,41544.38050114564,45200.791488279705,50694.56559559131,56882.60764418413,64330.348154985724,68754.81500358679,70559.55702729449,72252.68998633746,74193.14276215344,75353.58426935769,77514.56110296148,79737.84905153804,81309.86368159481,80305.07829217611,78583.94783307263,79086.36703163323,80250.9748579609,80811.60185902697,81028.87534428413,81508.23207563115,82103.0720200816,83257.64317082881,83838.42065058845,84156.66958534517,86139.03728501768,89987.19857493021,93710.05449962872,99272.53544337708,102240.56160040195,105698.69274927537,109840.39162638337,112515.34253448894,115988.6349145273,120422.75584251783,125281.0859900867,130745.53302964193,135586.32063935688
Infinity,Infinity,Infinity,19042.034370052963,14616.657579131339,8908.399192008397,11576.709940903698,12672.958944138498,15022.733722405515,18677.853335300675,23818.82087610495,29679.505027962907,35042.73610984015,31296.538872245463,28555.516345414733,19975.650224015815,22376.477887802364,22510.52362320132,22776.581719647267,23684.362880231336,25658.868263226923,26440.70249495644,27573.27340444809,29467.374427331833,31063.16319448337,33457.86347977776,34798.131867589465,36746.698933300504,39668.00324389845,43713.34024183552,47914.04631999487,54629.36140707395,61075.33388401076,68981.55831154673,72876.63553119067,74053.37103887978,74643.93435660566,75940.06894254508,76741.76321691157,79020.71802727695,82451.37392717172,84885.3286317286,83597.21995692322,79159.85859574848,80074.54699229,82967.40416059976,82161.20211491967,81807.11494592491,81715.42275925417,81853.26279933682,81992.46319414886,82619.03359227415,84121.72591771306,88877.90096350864,93815.07665950758,97518.02224612728,103694.17880237613,106167.40637989284,110553.23631184263,115232.61489602993,117635.60212214928,121305.32352422745,126050.85192556502,131116.67512107376,136792.11603932473,141526.04724854542
Infinity,Infinity,Infinity,Infinity,20981.019264221824,13134.07292298368,13138.039234708544,15341.569576292586,17493.21972766238,21464.40383260908,27465.14794128514,34722.130903189376,41297.22588833891,38056.1418279102,33324.834334931686,23458.01266480785,22497.48775455788,22636.959309210037,22814.168997251196,23687.283936775966,25646.208743351428,26383.263650519508,27453.397252576273,29347.134521029337,30897.320834155013,33278.94876869922,34635.14862000802,36677.173832347806,39738.55543971087,43914.46127873312,48211.403715590444,54956.54977379125,61475.62444197545,69456.2933824312,75951.81223401384,79084.67626391842,79222.91097384004,79472.25461333926,79612.072997516,80960.30399357648,84759.89081490903,88244.30373907465,87472.97072995556,81308.14529005946,80257.81898016113,83216.52279596559,82349.80205033394,81952.85044990155,81807.41753348139,81931.61766368897,82030.80366635454,82758.36739243814,84288.0778338396,89168.22344125381,94214.61738223338,97870.37035694125,104142.13362083478,108153.52949634561,114563.11576691997,120377.93363807988,123601.59790677257,127042.74680695904,131998.22128615272,137539.39106022436,143493.14705967958,148606.67739046086
Infinity,Infinity,Infinity,Infinity,33692.47123130043,21874.09461615885,19211.051348698948,21089.846568007742,23179.659882426015,28349.358397832286,36070.86428660252,45698.41176823432,54173.10810166938,52820.75936995397,47962.190470719805,30480.10014049713,26334.477530209067,26511.29667460359,24963.122507511533,25863.099927243347,28519.312604571533,27266.683406076285,28617.12704267571,31435.000269134947,32764.220410628415,36239.909918697005,36719.39250610047,39992.234544116975,43829.57883935419,49014.790699883655,55630.31867636659,64271.36825945585,72298.26819336532,81084.09900109535,87411.67709195522,89252.22734492269,87504.01194488369,85897.74424409671,85011.78538002864,86129.64031035909,91415.23555752338,97062.2303913213,96942.7185223123,87482.57457447036,84150.37689656712,89503.8559711375,88801.20650868688,86408.87722685283,85011.25599949658,84089.003926294,83146.37622454324,85035.57192347104,87838.7455936717,94497.95050717324,103454.39337390773,108151.21184382371,115108.98533186088,119175.15715988728,126113.48261427373,133442.27557012014,136871.15958792367,140300.20791142998,145785.06202137147,151899.49065450992,158276.29881323388,163487.2120334106
Infinity,Infinity,Infinity,Infinity,Infinity,29690.621490228183,25225.262289581573,24159.255938519644,27572.193345027357,32744.30231566679,41132.122368596116,52099.9680712126,62240.76093101145,61836.6563368382,57564.026230502626,36186.74815626797,31582.36773104038,27994.60441442003,26155.79818276723,27101.24774861032,29940.327631486136,27991.979025225308,29465.908976359053,32589.853272682314,33827.23129439583,37673.17191558476,37875.764176428245,41559.12969684177,45636.652670756834,51024.28151815069,57968.527046740965,67148.69604857301,75316.50928308885,84353.0182043857,90534.6773984569,94694.22131909442,94481.95281713575,92133.38707035169,90116.71030276547,90587.55956751842,95412.12353836931,101776.60921127217,102757.9390651963,92842.21132128562,87894.77102438605,91981.26794805532,90774.72947589158,88149.01594073986,86458.74025145131,85331.3461388808,84104.42631068693,86329.85172531626,89660.43224020065,96887.13725122048,106357.71104748167,111148.2916939969,118274.61126799876,122244.43674181458,131053.59304855969,140571.6977975678,145032.48053539085,149367.40404150408,154735.26781933173,161137.21294626253,168053.7077015398,173505.47506714388
