10695.221354798194,21550.0183737087,29302.715090327434,32171.29769251712,32955.039531024,33401.25565234112,34341.90205467604,35502.04844626317,37717.88790724401,38314.858651395254,38809.93917217187,39332.722698382706,41795.6276935454,44968.43730681101,45244.200127619006,45427.55984619919,47289.813878628156,47992.337220486654,49284.67995262596,50301.92274837953,51655.2403488739,52652.48589305282,54372.934746413506,62772.43672412975,66492.13856481914,72152.86521416731,83180.04392589242,97080.21990811195,110527.8991263763,126447.06825242043,141126.316703656,152691.9390004693,167125.12097988793,182696.59696025844,198844.16983147024,216563.55292867668,234797.03095729975,255088.4099480164
Infinity,21388.004136260737,28913.06926215469,32115.99275061058,32740.66056638529,33760.79083286935,34824.31794497671,34549.11007257927,35400.784578879,35805.07360200812,36333.58897471644,36706.02450386809,37715.60046330042,39139.85023051582,39563.22347069463,40243.551269253636,41423.67926072124,42219.973527446855,43477.69832287741,44504.16291346462,45906.12854697466,47215.449818281275,49073.975994677225,56411.25277199187,60231.99674138385,65823.64027719083,76498.72081399648,89753.04038382057,102792.26745692182,118298.23542741107,132676.32950332004,144082.21414009907,158333.04972718575,173715.70077076243,189634.91990888666,207167.48701858992,225182.2203178439,245294.0618704929
Infinity,20805.393766512483,27958.45318737962,31226.34781893509,32154.13744708157,33899.04206017346,35613.30583066932,34644.88344723194,35217.57707691459,36061.16611934616,36864.68777116897,37086.151582847735,37435.65376409893,38416.041103752155,39307.14564509607,40554.88842904812,41387.869999713395,42461.3305710719,43632.73720265579,44690.43353716441,46045.42779099744,47453.08433589009,49188.4201821601,55760.434937984835,59504.56433730007,64860.799791491336,74919.66806095006,87417.33907728574,99758.279803147,114492.62508199483,128184.86819734011,139000.87153025938,152591.4086726,167287.54336761156,182520.5798720484,199314.89073078748,216555.0651758959,235819.0088756235
Infinity,Infinity,33447.663555296385,34194.15266702355,33050.508895941646,32338.094898110452,32400.245216783755,34265.20533238256,37974.25273401539,35934.215689527395,36144.473864345215,37111.19596059747,40897.42083683259,42543.56574482134,39067.39227625875,39670.41050393242,43585.01398789773,43641.36213618282,45615.051588812436,46316.113644862395,47965.94911194117,48885.968632168835,51395.83373106719,62180.953980645994,63120.2219683079,69482.06584930955,81718.09999063567,95215.8496142475,107316.87730248534,122665.60375696092,135951.4527838873,145910.179253729,160267.34847546363,175267.94032099374,190623.67479409068,207814.3679760103,225164.98962004378,244833.5340269128
Infinity,Infinity,28640.82252854771,31408.565178985584,32067.775400945888,33226.290376262084,33834.58704991087,32641.104329770296,33602.126229759284,34101.15285486779,34706.43112245944,35187.23662195533,36323.97897520629,37881.861775066674,38416.43293969655,39246.73205192202,40625.597291487495,41626.508596955406,43115.65976541397,44368.32742149826,46001.15236426426,47553.478890952465,49575.47125624089,56849.41805953764,59893.41973007477,65430.638420304866,75907.09168821936,88589.70499153061,100869.0908245244,115683.04142097327,129316.57164845923,140012.0914184864,153686.04414469437,168430.76960344324,183667.85441140344,200497.67251123823,217773.82556121662,237141.63298797063
Infinity,Infinity,Infinity,31858.145924687597,32551.951749712673,34018.03993117726,34747.023529894606,32704.656610664882,33383.91923111145,34390.73525062485,35322.150950524534,35617.02669787685,36003.546966471346,37085.99388009372,38099.461561107586,39505.53953778163,40462.735634728226,41658.9887209535,43131.99673304368,44459.22677702885,46023.353220917445,47685.40067903498,49645.84804991058,56287.088369133926,60076.1968976945,65263.08521082733,75290.727733366,87722.81060121988,99967.09293824898,114544.00286404256,128124.4414912874,138924.0358888207,152381.09782701088,166922.89442219716,181977.12449002737,198527.5174271392,215547.55504729407,234608.8640983254
Infinity,Infinity,Infinity,33097.806118746004,32554.397558369936,32667.03749516214,33393.224142906016,34089.63821608928,34546.511389924555,33809.70418874453,34132.70724328762,34664.90563235395,36831.08834411517,38756.69805900982,37508.70774610007,38102.80747975157,40354.46353213292,41744.504618497616,43779.964450924985,44923.02154372823,46677.964436077535,48055.23090836366,50458.2710319926,59441.28656437209,61692.23795975286,67448.3566683737,78702.23325899284,91695.73556876917,103822.25618141497,118761.85275019016,132080.21320853685,142305.77741257928,156261.11305240315,170979.32276166172,186102.3736180503,202892.90318993476,220007.09369942793,239305.44659421677
Infinity,Infinity,Infinity,Infinity,32935.63026962092,34343.87292318334,34913.38110689111,33696.71899793737,33462.72247626711,34278.5170202805,34888.70180088858,34932.736083754906,35507.86880448887,36648.550494628245,37550.06871171223,38776.60083712861,39346.765039527105,40479.77526984433,41952.045678230796,43237.103965527815,44829.41382379398,46419.53815071208,48438.388582580475,55220.83110691281,58980.45763616992,64336.493640797125,74418.41030521179,86919.60821785286,99229.44648859404,113881.8488112901,127525.74662312344,138371.85489146123,151873.82694904614,166504.25892512006,181628.84652408308,198251.436145212,215359.12414386615,234493.2315688044
Infinity,Infinity,Infinity,Infinity,36560.511932859146,33307.86491103608,32983.40005473796,36464.30967383257,39694.12220448585,35319.29926216541,35046.685798143015,36443.393175918165,41253.88215890848,43195.14141367654,38410.928840027875,39112.15032141703,44350.79480447036,43403.31450944907,46030.683970991486,46776.109814182695,48868.284452879445,49805.30311231292,52926.02793814235,65604.319856656,65578.57149043954,72412.13924521023,85642.30327427591,99581.69643028414,111595.62592160596,127270.20514389127,140279.21849641102,149658.23570006219,164464.04055633373,179534.0347105302,194912.4823306551,212127.61030172234,229435.98242040738,249218.31715210216
Infinity,Infinity,Infinity,Infinity,Infinity,33652.46723364133,33584.197169430234,36405.9276851066,39586.721325154445,35249.22990670852,35446.896116279844,37084.109625601224,41416.59149276384,43088.250466339974,38325.50054350123,39093.8642143776,44858.23032477517,43298.06502111749,45918.03242279702,46680.00835087414,48762.43400470853,49723.261697720074,52849.154642079186,65431.42339082567,65458.102979565614,72297.85073273243,85478.19365504185,99428.49248496977,111454.92460841211,127070.60587948187,140102.31949575245,149551.7086613584,164337.98839139644,179387.63635410074,194737.77232375584,212001.9140869935,229265.56958922689,249031.0956894434
Infinity,Infinity,Infinity,Infinity,Infinity,36724.77673515764,33374.017535698375,34859.916790149924,38590.50186774135,39305.915494468485,35606.32130806694,36028.0218785289,40238.92609684552,45365.388614311196,43753.10229745905,38929.855851379834,42811.66026357035,45039.74670434045,46655.32017006591,48750.34510332821,50153.73975380876,51745.5888766433,53891.04752006699,65951.91863041394,72742.89702233701,75375.31918175548,89072.49146610839,105681.09796562819,119221.2205165929,134242.74333759525,148371.97276947205,157639.27664015116,170615.5081444327,186806.4152375535,202501.4906890929,219782.74523732043,237659.64347396218,257364.38064449048
