708.8295311388752,2015.8239801756965,3769.3753668335357,5270.671647018279,9002.697112964799,13029.284649032319,14895.491299736013,17972.115876918106,22230.61025041892,24787.794101397463,28249.564746504067,29956.343239353428,31204.69559492395,38245.50394880007,48025.92621816376,60597.37479752895,74234.94610900876,87630.44963872137,96165.49178431078,107526.67547840974,116441.76967893958,122741.58983456099,133642.97246096836,145043.3655846275,155100.80393131587,161303.53823130368,166405.96126159822,169678.13386020166,173782.86551707692,180400.14851053455,191192.6083688686,202252.02512411782,208396.21717179284,217751.85421431123,228122.40198800166,236913.24244272505,240080.25226082842,244925.244799981,249662.98649027324,252224.3862688302,252841.52652183548,253162.14300059632,253355.57413633086,253513.8075421842,253662.9987311899,254012.85983178782,256487.7153482463,262019.88719231036,268032.76998648315,272838.5736570395,276230.82993527554,278878.330699774,280722.4748441774,281262.008274831,281462.9389728632,281577.95101041824,281675.51531313447,281741.8920322137,281852.7681013279,281987.9532561514,282117.67855863157,282382.11667411
Infinity,2865.4834554504164,4195.157536559832,5811.10452493134,6750.5863191637745,8422.348180915435,11465.334734335085,13286.888463921272,15452.75159447492,17824.91986625392,20155.918899300836,22605.192130008472,23305.16481384895,24688.453798596496,27443.034282361597,31822.771190462994,36886.33816947396,41826.09083146113,44273.08356715435,48014.43238943411,50511.03563321304,52160.951892768295,55725.031582227195,59586.83951390265,62601.91935927088,63742.85537033813,64488.32073863978,64968.20888798291,65618.37174957815,66970.08261310426,70447.33085444676,74004.85445331909,75227.74430864552,77837.1300014829,80965.45773675737,83202.96826000331,83548.62643974631,84071.06183458373,84620.27812382224,84693.02214328368,85750.65056693564,87139.33928948433,88986.85793753942,90929.22833224294,92722.57515739553,93889.73886923557,95276.39925139138,98110.73267385428,100942.03131144185,103367.752220136,105121.76777037235,106512.26508340973,107380.63207180101,108961.31583103303,110819.29584919213,112829.62981769259,114947.6484948797,117374.92525516702,120365.24216995049,123281.59807192627,126360.07752230317,130263.22173106772
Infinity,5324.677961917272,6289.125090262789,8032.850576827911,7144.377303683012,8682.416978424848,14014.286310226726,14269.511991561183,15787.799733876178,19453.012231212386,21101.731366778393,24899.485115975305,25380.910320151263,23384.715947483222,23848.719293926675,25072.490111050556,26665.661310071344,28192.39081789937,28904.412991355202,29822.63278466343,30293.754711529815,31236.658419407122,32117.894771842697,33154.683816214616,33785.91913348299,33992.10965441537,34291.21466284242,35416.86641996745,36261.62683300492,36517.898009790035,37379.31410218857,38232.28538876274,38605.4708126929,39065.007671354644,39715.84410624195,40024.11994673177,41235.07708797193,41409.66294403382,41636.00026290934,42638.03782740376,46763.480040301976,51552.462666035055,57177.91109708266,62978.71910182895,68377.88137898946,72539.44374211128,75477.2628150615,78537.41120865928,81207.80388949696,84003.9325584855,86843.771201556,89570.71396974647,92082.24979537849,96690.09187366485,102061.09652199419,107775.33710359476,113699.7991079338,120147.75961217722,124734.60204290114,127632.60250146553,130870.71829708501,135227.8671537117
Infinity,Infinity,10649.233251156611,12278.513505198278,9727.88749367064,10492.984047411248,18096.92845219319,16802.79992971573,17524.628406004602,22658.61378197885,23357.563094619793,28718.48733063918,29926.972123773685,24289.489858571997,23645.84319975181,23674.26065430265,23719.79832855015,23783.2274392059,25196.763635776213,25361.285532539507,25994.89612699107,28859.221388136284,29090.51913969088,29328.153894634495,29718.276808455248,31318.363938220165,33449.60346010227,37756.06141387391,38979.931357921734,37696.00430272777,36710.6664969092,36880.8973883202,38896.7574349966,39060.62637540367,39300.80295629738,39850.27825491913,44738.82338069475,43376.21546983221,43542.91369053396,45974.768778227226,52526.27240254379,57525.63335798904,63492.58158907775,69336.92474163396,74371.75796694196,77844.85941341364,78772.22476295178,80091.14036129558,82357.87139219519,85790.14132322246,89551.03684145292,92598.83963497804,95711.11362266516,101835.9787273685,107772.87530370386,113797.42744534605,119807.80457628386,126494.52619511158,131389.53458056692,134409.35568040315,137781.99672493388,142597.7843830887
Infinity,Infinity,14408.449827124672,15732.510639327944,12876.383679809784,11808.614212324266,19830.890978747855,20445.034200859074,19463.834616336935,24246.833137937516,26075.46225462503,31055.097206707884,33491.00090770095,26846.857706666673,23904.688699866423,23731.28017438972,23700.426331346174,23785.642019605246,25579.076821997798,25523.45278136502,26352.273351924698,29508.70658025022,29301.22171742871,29522.268636276473,29993.465961664086,31891.535414525857,34115.061729447465,38668.158199434445,39813.41832175526,38247.290307915326,36915.48958204129,37074.166205745685,39527.44954687229,39383.04633711881,39537.49234333516,40192.030223776106,45692.290216006506,44051.004865374074,44227.03763812639,46928.69086022414,53949.14513573091,59024.24707648639,65078.49293598483,70932.48139881168,75932.29503452279,79277.74346220483,79879.26945790205,80935.32582919013,83112.00406057156,86669.36399558153,90580.51628938636,93687.04054097699,96835.41471643343,103276.06362085062,109302.04678971888,115368.36295345334,121415.28615780326,128132.68661332242,135883.419868575,140474.92777706974,143876.1318638138,148946.7914678822
Infinity,Infinity,Infinity,20934.19203650888,17712.067150812465,14951.890930139958,22509.705599353525,25177.17079847813,22547.473991423198,26720.686921115892,29909.603247534444,34142.17395224873,38212.95548070829,31797.190546900405,25050.20243113164,23834.098535609686,23750.086584143522,23828.66974986812,25893.96096912308,25671.09400726782,26607.71690092582,29993.190823396082,29467.619268092658,29662.42342922355,30224.77530196114,32364.70192595519,34656.62807260764,39381.32815519077,42805.09348319924,41413.20475436508,38287.83255708826,37266.91215480763,40034.26501286583,39973.74175664253,39770.33581718116,40523.42076011514,46479.94853588587,48111.298529469794,46736.40223768681,49572.45354683938,58367.62123596911,65886.10558066369,72212.35864014893,78406.03580803651,83416.08258896247,86292.8454619887,85958.27501630856,84776.46577957121,85135.53601694554,88361.09355380324,93058.56448237743,97123.96526658775,100649.86638610135,107905.10684993536,115521.45193888195,122178.81755052134,128555.89848540431,135384.72567900084,143410.167132174,148298.93958308513,151867.37353681214,157133.95301983302
Infinity,Infinity,Infinity,21659.535074965796,19138.037066003853,16365.432200639752,20898.304179874485,24882.91694197977,24748.493400079067,26122.97602675491,29853.982530316956,33971.60620646515,36539.13091724515,34179.27546114047,27216.128848441444,24366.45912227036,24361.440252030534,24362.14296282587,24228.72489865039,24551.437233858825,24959.565678176692,26364.41594147795,26802.436048450076,27372.418428212783,27805.273491880456,28840.69667284252,30253.48476293206,33000.97776735787,35231.69559621613,36350.787185546826,37024.06173530021,37480.641804958694,38143.41395452682,38618.023980337995,39165.486904888945,39693.22002147055,42695.77643791192,44175.960258094,45612.8554107391,47444.331418976544,54609.70900107157,62614.75085538958,68734.81172662233,75030.71812621946,80309.26815853582,83697.06430397327,85277.81535760459,85393.93904963094,85676.32757740447,88278.00066997875,92416.86344335391,96191.58289016019,99108.02091553847,105239.4977122334,112646.92349375153,119099.47186000498,125400.23163033764,132075.61941058273,139902.11728844294,147491.2799890642,152563.74235863634,157502.93226800975
Infinity,Infinity,Infinity,Infinity,26421.404278243044,23003.914933710264,27208.65868069046,28141.5627458704,30755.868678046012,31925.848667538674,33532.7257339643,40825.09225178274,43667.40081326983,38562.15796694744,32669.168652033328,25299.830345174298,23958.661353041185,23955.129871688183,25970.932311995293,24765.262821535063,25883.633574304255,29029.253433536967,27053.294146696706,27476.075624680034,28391.54513330943,30629.145031829397,32357.29705325094,36359.39031513496,38230.6349038533,37876.74109849367,37074.02779215624,37694.30751625475,40540.80681292155,39322.6101008552,39455.37538176457,40524.249288359795,46485.435866176784,46262.403255691774,47730.77045477547,51891.71863402,60124.231299141255,68286.07996249269,77610.77263638636,83964.33937476919,89399.64501436602,92506.49306224828,92119.19970360286,91595.95575152639,90089.58233179903,91432.74584750323,95896.55814359142,100307.4677740227,104544.37293079161,111622.68043711236,119233.5872887329,127361.56808251115,134159.21972830786,141263.56082971743,149285.5564524139,157095.8978328407,165260.12530289794,171516.52776542355
Infinity,Infinity,Infinity,Infinity,26527.671847000063,23767.798783921862,27584.436860185855,27353.029693280958,29995.598890403056,33245.67938112121,32666.88417384232,39879.48840242051,43093.43054357306,38328.0285237953,34925.365759904904,27430.218693600797,24489.993040676338,24128.2595294856,26036.223552658506,24687.67378920746,25730.58168285497,28845.625475980996,26913.517912562253,27321.24673058346,28173.03585007209,30351.3782484612,32026.252573401023,35987.08379218611,37863.83135557744,37569.745126006484,36881.834097701016,37396.218467110615,40421.99248147239,39139.46877700485,39292.67409749891,40337.13498720414,46185.70995455388,45945.163149900414,47374.761992098654,51436.35082958815,59508.91782395368,67595.3636046257,76863.97966041575,83212.4580139893,88615.74477883629,91777.33463933534,91366.11581646708,90844.44474984656,90028.87182488793,91244.64339202408,95140.83757629595,99544.67552681059,103855.2454491887,110815.47644017733,118418.48295787048,126577.14840045871,133361.08212054914,140466.49334774126,148437.8459067982,156306.33231438263,164403.10911435558,171324.30150289056
Infinity,Infinity,Infinity,Infinity,Infinity,29179.707546997928,31001.385507505056,31409.19817066495,30810.185381007275,35740.970605832874,36540.75964526341,39520.71564453998,44533.382796923084,43576.58708215611,38557.770234814816,33044.98597668187,25849.093827497338,24530.780375753482,24424.451807837377,24660.083905954107,24929.750239274763,26293.771592864494,26595.859874699152,27035.2119220759,27362.712090190078,28193.72671699949,29332.472732560425,31835.50927398711,33858.54077944145,34744.81429648812,35225.36992034656,35651.94560686052,36606.567916773776,36939.31749801238,37338.81253887065,37718.55893255077,40578.27280868962,41779.40858658106,43009.767098378674,45823.95904937292,53001.67607037777,61034.774763361725,70063.48116289318,79302.55942357158,87940.08211038097,94990.61507219968,96922.53100326256,95933.76687008723,94691.22472525875,94299.76776411457,96118.87752619585,99913.43426709148,104245.88697109983,111426.90351945047,119349.25059913538,127399.16073984068,135784.46479412174,143178.28306599255,151336.81606033986,159215.2395404704,167547.9603375446,177129.5657720805
