727.2419204230489,5917.058794757263,15904.530968706855,28184.546373451718,39532.720862623035,44260.81202885002,52920.855702704575,59494.84222111775,64618.43619154811,68301.51954989924,72475.50145486508,76574.5554624623,79860.96420802364,82032.27647356366,87337.49991240326,101679.71682799845,123245.51328104078,149752.65724611265,173983.1528950735,197401.51052255047,218815.34427959015,240469.76937265685,257868.54939589897,274692.34576766874,295606.01311518846,313487.36760775436,330175.10679467866,343352.30786030454,350623.3184577734,358613.46115595195,364154.3879536601,368039.7043735318,373653.5631977213,379114.8893759619,383881.033951272,386186.0498484643,387192.9330604594,388149.30671314086,388996.20657111274,389587.1566587009,390067.501621096
Infinity,3182.084382565662,9195.157960569511,17006.71118933125,24107.956497757663,26197.20621458107,31176.4615321783,34609.00145637665,37005.52506997789,38459.31412109609,40248.87596108016,41948.64265253516,43121.94969616772,43648.61917791433,46104.93166315974,55470.054126629926,70952.05233465621,90738.23338135058,108602.68116401306,125880.94754212242,141310.74464514092,157026.50183311463,169153.98469716264,180841.4753401445,196056.07891056518,208644.8095319263,220269.7380442556,228976.8723227169,233010.4826432454,237719.17916272808,240642.58114565883,242492.3801768961,245485.67747313282,248363.58929161617,250799.18085139646,251795.30204382978,252166.14200268933,252490.29569875452,252811.12787032145,253157.92071198253,253458.56066765112
Infinity,2693.786176922491,7926.417788279195,14836.117850378214,21090.0422127333,22708.519758324433,26973.811131298145,29821.511900554484,31731.507192032244,32822.38644342019,34214.50424534566,35502.54399610281,36336.266883519274,36631.481678648364,38559.827109278915,46866.192096354236,61019.862805772646,79323.40066439725,95772.57591067627,111707.27182050327,125801.6664840197,140206.39720198477,151153.8899915574,161705.2296558711,175690.8223364036,187127.72122077132,197643.14780081896,205386.85640908204,208687.70701686534,212712.16608456752,215097.61488021442,216525.6873683268,219019.80380125585,221418.132411434,223443.56144191304,224260.47590542564,224624.59115368265,224948.24951244096,225313.81173782062,225755.68332917205,226178.04177851914
Infinity,Infinity,3923.3486197867605,6030.946920729375,7782.851067643528,7796.9016661364985,8585.724280956249,8850.326893752017,8901.808615480613,8949.429967597318,8984.558236290537,9000.97256013929,9139.1621355563,9892.51179690015,9936.746878883132,12854.61951080872,19539.7386165794,29172.043135071952,37494.79082637941,45447.386467501085,52103.559162877544,58973.94563841677,63568.034004679794,67918.34720711775,74501.93624296217,79388.54513986433,83709.20684577191,86358.71424865013,87074.36481484353,87971.0990197704,88427.28711130677,89045.95249849423,89438.238994416,89800.9053344783,90196.19784730107,91089.70005444014,92797.12780301439,94542.74098877792,96314.2282325139,98764.89344624052,101256.41142550918
Infinity,Infinity,2745.7322437578687,3061.2082340651077,3253.6675825993575,3910.9783914765717,3914.4696562845397,4074.1445774919716,4569.885813616909,5680.455512460836,6537.300060534588,7454.1073363204105,8903.521636808095,11921.083397326434,10398.943757162871,10728.115775866569,13708.921253712317,18726.930385814874,22848.956866989975,26681.082250858155,29713.647756430884,32844.3956437233,34670.32303932674,36364.28222451386,39259.99388012288,41159.11381774757,42757.23510616423,43510.38974228839,44324.39703776791,44805.8499920767,45794.48447308236,47834.52193254656,48565.40882066878,49317.0951137489,50408.850462813374,53327.166210921765,57952.02410433634,62694.600266213354,67410.88156211666,73292.38667640816,79221.12581458462
Infinity,Infinity,Infinity,2906.5833644531435,3180.339410267229,6270.6647326091315,4830.284758407703,5711.601033584811,6797.401719931604,8559.681219656912,9164.336024173423,10155.521703402947,12070.89819150442,16049.393414756032,12605.968813922993,10088.057954848227,10737.268025395402,12436.781371576777,13681.879087617503,14768.322584179934,15528.231738255105,16293.956975037047,16751.743980231342,17189.80278695417,17838.31598753063,18183.77306794861,18506.820594276767,18855.913761464562,21364.43307992807,23011.952485323967,26190.64151130971,31376.418124822594,34122.4094664931,36941.525906885196,40394.909229541394,47082.230293867244,56494.83455247689,66088.27910530065,72249.50028465163,78623.71611171137,84589.64673598022
Infinity,Infinity,Infinity,2885.9194997111995,3139.951579700515,6083.6167490555945,4765.416675665662,5619.299856544259,6674.112805003075,8408.765951128646,9035.941280196648,10006.389205283316,11881.71566989362,15763.995395126185,14486.27136558663,10521.46723536897,10821.849449466617,12585.662339832128,13825.086952374771,14930.97157238595,15636.956858566788,16434.094576453026,16847.167299881214,17285.45299206796,17997.217723520575,18289.012986484082,18615.061519206014,18917.534936178436,21279.008061508182,22929.623070904305,26055.74608556249,31127.89263352618,33837.68491757044,36616.24950973593,40022.51174365729,46604.279159432306,55835.28458125128,65237.75205975309,72078.15146668011,78416.80576568228,84388.6517641641
Infinity,Infinity,Infinity,Infinity,4096.965414637202,4046.439105870286,4809.48640739266,5477.719508233757,6355.049401710299,7672.283651346109,8833.967339631721,9936.340219688916,11451.79181342947,13929.06662484108,14616.104444563563,14086.516042321291,14322.866083882218,17328.611998009415,18004.483843597453,19146.01496509367,18905.87241956953,19994.72780737884,18890.93234581959,19189.36114670542,21714.80995281794,20926.576531450573,20884.27132839922,20086.122413959718,19372.92325962822,20279.705947873525,21246.53674862305,22765.88515372556,23830.106418892097,24913.437735681047,26258.03552910916,28961.68942122614,33242.21633636854,37545.12579477331,42064.41994199116,47474.2107847029,53038.89052048271
Infinity,Infinity,Infinity,Infinity,3218.6633933698877,5743.020158887335,4839.9579054094365,6281.417551459077,7798.1123669559365,9791.16535031643,10684.603046458958,11916.185670376824,13950.249147220049,17586.566118799048,16144.016096254218,14544.852196505504,11466.112219448058,13039.422653969024,14281.753548022269,15499.32786753441,15992.269193519951,16810.338888824677,17025.074873561898,17375.36790957008,18523.37978397139,18676.840430624263,18870.059218811646,18966.018950148748,20839.86964806726,20700.855601469542,22917.588156968683,25662.277617026877,25127.420178609067,26241.753017712006,27847.12299609386,32086.778036399293,37432.58178731905,41786.44250853424,46199.82008174047,52170.86088059559,57723.98518789951
Infinity,Infinity,Infinity,Infinity,Infinity,7157.20024509822,5583.443409643094,7350.028701848524,9054.340870591255,11316.431515464326,12096.20042298544,13353.14949312174,15583.800457916996,19558.74941274441,17379.10963490672,14781.79683864793,14464.700738724361,12732.855242327953,13644.174990461925,14564.526566139306,14983.819117589444,15513.206384438672,15752.132345516311,16018.994399654488,16651.85043467388,16963.00133196663,17298.717847834545,17785.432612488625,20555.91715364821,21466.26023977789,24005.1571434866,27056.49053229341,26219.01196817694,27355.742599273995,29107.458641449506,33854.52138575818,39637.31212916915,44021.788864891445,48442.89887204105,54594.88633214899,60191.70750335656
Infinity,Infinity,Infinity,Infinity,Infinity,7197.252183218096,7384.8317314290425,7439.129918621526,9895.572225860587,12751.923366667674,14211.202396125476,15205.820572600807,17536.91825863326,22014.77242009838,21087.67041538177,16492.416419734465,15181.522665038625,13059.29369927016,13989.604936787642,14890.2429359546,15255.194375611141,15783.191093775915,15912.511233803903,16145.978269232208,16875.46298207436,17184.99735538343,17515.696786929282,17962.20558595681,20650.40868718267,22782.21023441271,24483.222830851682,28695.311816564914,29168.267198095335,28697.671903479804,30469.220198612587,35358.257769781936,42717.111139047425,48113.630945249715,52591.87414240699,58627.037051184205,64793.271894111
