3143.7351920144743,5183.547956339769,7425.060655458831,9561.181833610412,12304.628172507444,15390.107201697005,18395.53577575261,21174.671577558143,24782.690302056686,27629.52104479885,30996.818381108802,33469.11798746262,34317.4526079165,38214.83588744417,44092.28804649757,52144.175867145095,61144.49864851656,69969.95588726496,74927.3949027556,82171.11057874707,87617.59294733038,91282.900555524,98319.54226064654,105776.324151105,112087.57607425826,115642.02265930126,118406.50283638493,120046.65456818219,122262.11536839537,126191.85913446773,133202.79581784832,140363.20319750273,143916.24747287954,149801.41334600665,156388.38999111042,161702.9713551217,163112.54012284207,165549.17159666607,167970.6143856318,169045.92129534975,169594.63086275593,170217.20643713404,171017.16462309618,171793.81669826133,172736.94580664206,173421.3297807495,175405.63695528824,179812.71293600436,184374.0397705392,188063.93473376665,190663.87537443754,192663.5130479309,193883.52262375728,194890.608538548,195783.65120585353,196656.5411594129,197524.96616571216,198584.93419879672,199861.74817975206,201062.26535881433,202393.68050715787,204196.53241163478
Infinity,4981.6839094995885,6968.734376935102,8886.23929912262,11280.126549137982,13967.949967875891,16777.943884062995,19230.766317561538,22410.711456806548,25024.354834148602,27998.408613737363,30283.696106298044,31100.105144819754,34520.52482497154,39825.94432637799,47215.76663784766,55531.986216663325,63670.80547370959,68260.51284372224,74891.82057795566,79835.27584240964,83207.35862786665,89620.58518505868,96415.11358639937,102126.7565795645,105268.62642849324,107659.52462018532,109114.06784936355,111048.23098105784,114525.22304377159,120865.64985843343,127364.66496582491,130560.64090374621,135871.65374490287,141830.5358413762,146583.0730843009,147854.5160476732,149924.76224963003,151953.74436070153,152790.2660899513,153365.95354484563,154043.1669602227,154927.1513605416,155800.6184114528,156793.41197747644,157476.18605596613,159147.6001412443,163043.13852744552,167094.5650395144,170371.95262309478,172668.07822098385,174399.74779421714,175433.60428332843,176445.08962689486,177395.850947279,178393.37510142336,179401.3772939037,180626.58963444812,182089.96684158233,183484.02838320582,184972.43193197754,186982.06138181605
Infinity,4695.774218030355,6570.010379074881,8318.039521476801,11774.708369633097,15036.255026986259,16332.836094193828,19371.03691544457,23324.975812933153,25199.853015023367,28499.797758921683,30020.979942556933,31150.430889036194,36911.02757494276,42787.388139225666,50667.65113610786,59109.71431829528,67196.11630525091,70949.11874775603,78086.39568998774,82528.41462848047,85218.29262083242,92679.65934101211,99554.37525915101,105089.88692836091,107374.59613083332,109491.45518908458,110374.54728755707,112564.08326513121,116699.76587883722,123917.32244778004,130496.95615777775,132641.7373418416,138669.70581283537,144838.14308283894,149327.80730824298,149088.29044924467,151750.03079171194,153726.5080705388,153863.03979329002,153260.62131090605,153541.092382379,153819.74665973638,154032.7985351506,154423.1289708265,154846.80782162008,157041.18706789007,162105.80940483965,167545.53121956825,171475.2364261709,173437.80400613058,175052.89865336395,175973.9035253212,176126.3420068651,176497.24082848267,176793.85393428637,177051.02844743957,177369.33655738816,177721.20728204006,178039.45282080508,178397.45308419463,178996.72701109835
Infinity,Infinity,8305.55104564995,10372.899380682296,9779.516634847703,11207.41637687966,16285.654266139634,18582.020110189944,20439.644479692044,23957.990765658797,26506.530294877506,30732.16551890997,33155.63317537289,31226.942710835014,31603.3194908867,32608.53890328347,33940.57635604326,35206.51949508955,36110.83994331556,36909.97659150429,37361.23475195265,38713.95015436996,39447.145665031654,40314.01301416582,40913.689734406755,41314.717106550044,41774.704404757365,43305.19067006993,44537.051199273694,44935.184379444436,45590.44096585429,46317.840884597805,47052.98432096651,47538.80911028198,48112.1059612249,48453.65999397767,50326.90847804278,50654.48465974772,50929.60083761743,52151.10308145245,56810.43028666012,61998.31696999753,68018.8357166709,74160.87741188692,79837.87869212822,84181.47592564202,86762.02495295984,89083.77796631177,90966.90158869323,93052.56887663799,95442.51353185679,97782.12863180308,100117.81627364593,104721.20369296362,110147.6021353985,116011.2842841987,122101.88277721802,128722.96831349823,136202.77044246809,143656.7695607694,151451.26508043494,160518.80146671744
Infinity,Infinity,10626.773768047071,12713.124469462144,11081.764781791966,12484.449357028057,18844.10763994106,20253.323645424676,21813.4045057112,25988.427049645634,28244.808425906373,33120.65237883174,35054.39807894797,31418.48609100689,31251.430368897614,31477.088433676407,31890.88306245226,32284.671465127787,33080.44132202597,33284.307060611514,33564.67881306526,35319.02239466763,35558.930774658205,35871.26401102844,36083.549078797434,36799.35347478888,37825.75400011086,40434.951430776375,42522.85539899423,43173.51925914252,43376.32060548664,43579.64256167554,44649.86541537402,44867.37804353964,45015.842294362585,45178.8939373174,48166.23202665172,49122.656896580374,50085.99893518939,52609.74206467956,59146.895119729415,64567.78678413025,70784.60794984797,76980.23846975074,82576.11125637566,86629.25452582251,88592.31196522128,90344.34229848148,92046.98351846776,94400.57155921277,97048.14445621106,99504.9330661452,101951.9850070036,107253.49572333603,112908.29504373731,118847.37540026182,124963.3674528778,131716.8199427773,139383.0141464094,146826.00260531018,154682.79630855165,164002.87378456508
Infinity,Infinity,Infinity,15546.738769598574,13811.786968818042,13135.550605690412,20026.4730725142,21069.06141425235,22486.80388348641,26955.555113474096,29055.27018206518,34229.3163798222,36824.45089174536,33710.31219964806,31303.403589116086,31326.85546363901,31521.549459311576,31709.19679666494,32676.196375780244,32815.96366710343,33213.71170953357,35392.388297325924,35536.31286408005,35796.7749042674,36060.77500601936,37167.62894025809,38318.273112117495,41171.483472397806,43169.421770149616,43535.41353782345,43378.55553346848,43565.250953862895,45058.099251546606,44990.37173135569,45052.710121363,45341.02762621543,48961.2998232212,49631.30025243803,50596.951488283965,53403.76278044601,60426.6831643349,65913.83602837626,72217.576259521,78421.21265952753,83978.60000590188,87888.65697241874,89519.14577332904,90974.46473889031,92577.757370723,95050.90627980154,97870.9158066624,100382.54720051729,102896.24029760642,108516.95130400606,114272.76719414146,120250.34466008391,126386.75135514338,133186.28536194423,140918.73278536348,148350.45260751093,156256.40063305997,165673.16461302253
Infinity,Infinity,Infinity,21696.601125524176,18715.872360024605,16842.3813149436,25306.706811404376,26533.98114975135,26508.0567405696,31711.767428184274,33807.97208739656,39805.00162814841,43528.05265058902,37338.82137362846,32447.251403617873,31586.80238129987,31520.57953821996,31760.61850330463,34246.423312446736,33364.43933750536,34396.98413788845,37794.950148969096,36152.99469191998,36300.76718085719,36966.67389968501,39211.95787825856,40673.32300397266,44500.162051753156,46159.528394995745,45435.64218658638,43985.267052415766,44163.55456975682,47310.397529713424,46075.822502268646,45843.53104847948,46593.83507552946,52640.592427338685,52104.661991904584,53026.23519650834,56842.2738278521,66044.14268378148,73561.3172459846,80348.13887647502,86789.23718373936,92123.46670233723,95482.08580207205,95402.86864740973,95025.84145438815,95775.524331587,98514.09113249199,102262.60060567241,105246.46135505885,108287.12914102335,115093.26825721936,121952.54107328004,128389.93236388123,134674.81868120778,141648.58306769523,149749.11840588867,157422.11922924288,165411.30035160517,175231.71820887763
Infinity,Infinity,Infinity,Infinity,22576.27896787417,20565.245772270675,27435.86478813032,28871.205606403048,28329.594814040145,33671.82925478592,35899.0960330488,42047.93239131983,46115.481777292596,39839.94375879149,35249.60687906896,31953.09178145119,31767.947217009438,32014.688533004253,34873.70891066631,33758.44196230491,34963.32485672792,38676.953610404984,36647.5892080138,36684.833052051974,37461.03365374131,40052.94722862199,41986.23219638943,46177.08812523206,47978.919797127506,46884.355372396334,44775.58715215271,44584.66938581974,48172.778442659735,47043.10689081975,46443.354900307,47230.561827363825,54051.59266415339,53839.08574605321,54458.36195592686,58555.26723847522,68524.05463040603,76586.03248155449,83520.49014178259,90057.33003778248,95348.04814706245,98525.77245094458,97946.15807904987,96934.88950193353,97291.56777170509,100039.90989310821,104114.02170491911,107320.47882720479,110473.09350929261,117669.6239299598,124948.88176449132,131537.56166567822,137901.73552923976,144933.60104444486,153146.25138882047,160864.18893593492,168883.84285690682,178837.32160170213
Infinity,Infinity,Infinity,Infinity,25138.52087591321,22164.62958080522,25660.570488589015,30157.416509496335,30629.6683596442,33017.88063808177,37001.54797301933,41472.61990854683,45482.052811164904,44122.54991631732,37566.79228717103,32773.674979625765,32125.08184817894,32027.154460375885,32533.497062096438,32861.5942907143,33334.9585090366,35187.104800244895,35620.80104277919,36122.632867230604,36536.110867371375,37663.542825728546,39105.58251725534,42100.97529908327,44560.08824630486,45685.276125199154,45967.74241992573,44493.84547327234,45609.30021873828,46205.48761128876,46561.796272981745,46363.98012897685,49755.75099506237,51184.33697424561,52625.88327682399,55731.17675436931,63437.15930636682,71989.54564383268,81598.96074968517,90122.33954246489,96110.79076243078,99786.18416375131,100849.06347775545,100032.49833012115,98943.0238469579,100154.48859468642,103522.77399415275,107248.3056869064,110244.33920690272,116406.29924478948,124211.41462607648,131561.75272645126,138213.02407161263,145191.80825621306,153160.9289646868,161153.92210200513,169261.8808831383,178809.8626046498
Infinity,Infinity,Infinity,Infinity,Infinity,27276.258247473117,31763.010219594522,32121.729313399057,34091.7109565179,36822.391183238855,39658.675349153156,45870.59891234589,50229.54730712717,47067.21256427845,40434.299143333024,35386.97961412573,32057.428234155184,31890.95175879685,33739.09045106143,32925.98927008012,33915.11371897792,36950.68359120141,35705.976264411576,36111.19419673609,36881.298083764086,38920.22934433694,40627.14907857958,44512.610015078484,46691.4388742413,46776.225626220694,46216.3769955378,45296.252100651385,47408.28166150965,46615.18234542212,46854.695556872764,47532.72701336368,52470.63893295571,52748.6667489301,54133.669703431566,58071.57444250509,67229.28848812034,75840.60850985513,85654.26338622351,95456.80604816979,103173.00267889515,106395.47242948238,105931.20206064096,103457.25757027385,101525.07310055532,102747.0161651886,106702.94245862923,110414.9855024611,114584.70736487694,121562.28088434752,129110.14564995038,137622.51150729868,145251.6729469126,152417.5426437168,160667.04748610329,168859.93172944253,177096.18096386665,186938.94303656905
