248.4346561900207,2269.642512172297,5032.5000600532585,9405.202641918777,17559.574273954826,20666.725528936713,26393.841851476907,35448.45518294878,38364.100520362605,44518.50253170327,50011.12212438172,55549.460149289094,60458.97005767685,65639.92365978334,70645.49766334731,75903.96645282352,83164.38722697084,88709.27468882126,96260.94166195345,100720.7284498204,101479.92456585677,103342.29376388474,106570.93688061545,108277.9038291085,109324.43750558906,109607.98309007483,109751.8525569423,110153.27364933016,110627.35732027613,110685.82024550418,110888.8038245882,111059.07852824486,111189.49818898638,111275.8407130877,112785.5630485075,114011.01708171355,114472.43482023297,115951.14788689313,116630.4021261687,116879.85043371712,117309.55322875766,117622.89628764302,118019.89170202977,118461.95296382548,118967.56313493215,119504.78099158015,120120.93637155686,120895.99968685072,121609.75269053018,122648.26974593167,123501.71371567978,125042.73150151462
Infinity,449.4774012752454,897.3244388735535,2110.3509032590687,5615.030593645488,6207.68047477945,8181.398480444485,12309.292853741457,13088.327590580178,15397.432710047631,17332.4227271362,19308.80161746696,20959.27712423804,22829.55455804325,24566.67819490773,26427.69202146241,29462.13034836733,31472.85100904432,34672.606242115864,36016.07787863674,36221.40501323113,36801.835781885035,37566.51697486724,37794.99148178205,37874.553788447454,38258.14687380465,39746.86040789998,40025.53912404517,40146.82979829166,40801.2549732157,41115.75133089344,41487.43784850734,43138.160771658884,44451.30721209272,44662.589132012516,44935.3988258733,45406.568520947934,45663.30912055968,45991.77848195588,47309.30498668708,49705.26684090237,51257.39752412204,53147.051599031875,55117.56728388939,57175.90834303903,59085.694649262565,61508.95222493777,64590.58013951632,67712.35067875843,71559.31693493095,74993.08061700957,79764.8521902099
Infinity,338.98641462372717,528.6954212732235,1284.0115779876842,3976.444761071686,4240.450327357937,5573.963158307395,8781.66657843408,9219.988799060504,10842.628788588909,12162.118826145133,13550.666886931524,14675.867111084954,16029.703045218383,17246.015282042154,18520.825339366278,20806.212359287154,22209.19943396076,24630.774626830793,25497.09654719521,25868.31654376711,26494.79482105173,26979.023352500975,27127.68755943192,27288.111164423222,28022.386562221734,30151.61263162217,30743.595815305434,31121.8592382923,32246.015816187515,32916.28185741516,33668.329495218066,36044.08370748539,37972.40394964823,38211.984043286655,38603.668433829545,39361.37687040052,39672.04584611067,40261.54091980927,42179.49159639886,45456.4257028208,47731.432218534486,50432.42338754774,53217.690696495076,56137.85798018218,58861.86964411351,62206.54515042313,65632.24713878764,68728.04162641904,72716.45091560234,76075.18238757104,81055.56149353526
Infinity,Infinity,931.815099567563,638.7325343122582,838.845091019319,1320.6253277744047,1378.6523683586258,1815.375908181175,3093.018720605165,3287.545051261378,3517.1022562672724,3745.6713031868644,4115.540807932537,4556.7015623236175,4979.504199487121,5381.275260492731,5679.362342560327,6010.4016028740125,6341.866131342034,6598.474302613683,9398.237153609392,11443.78822482956,12040.421367868297,13593.598281611175,15700.122795115181,19634.67348133656,26550.156987326092,30031.293984385746,33065.50550021168,36113.69355295357,36193.87875585936,37052.831825551686,40985.39306318478,42588.357621587136,39643.62111468275,40408.638496596854,42503.94111294131,41162.502814846084,42825.18365176947,46520.451304856986,50740.55443249946,52105.72468585212,55079.93559990448,57913.99862062492,60792.02703063289,63270.91890510791,67136.17091194565,71192.19356477962,74507.53909690278,78867.40206999496,81926.1309674502,87647.62040081658
Infinity,Infinity,664.9355255641296,1525.9900326551292,3754.746781712157,1240.7141537707166,2850.4965537224816,5028.843449518352,2306.119425756547,4241.852025067581,4889.832942118032,5221.5833496646665,5141.4707229901815,5793.448852186187,6060.475017231151,6513.1699566402895,8062.325326108747,7375.026416448603,8813.517509330493,7462.812006592877,6976.966474095519,7768.91784913961,8474.09731965576,8693.72181890503,8898.715130588322,9574.77391463852,11481.448915345203,12061.592123875109,12423.691040917978,13403.527212389334,13977.6514960989,14623.632887648148,16756.466726434446,18489.360958964473,18858.623718461018,19365.11659016404,20060.01262464893,20510.17142160251,21141.3842702593,22931.06622609929,26038.51205366386,28222.377453184454,30824.407558502895,33511.16097899469,36353.66805742123,39031.52597436815,42289.24790360252,46256.89526344759,50194.0412174805,54984.27376654845,59329.89592882131,65168.495516526935
Infinity,Infinity,Infinity,882.1601293917644,736.7824913773793,1418.2329025557965,1326.4666550433672,1618.9400271437185,3138.8610958263985,2500.699063236339,2768.8115410887626,3034.278709874057,3484.9384772317167,3990.2342741543234,4490.20071466517,4953.011198135607,5192.911301942505,5564.773847614727,5827.716098365717,6185.604421425406,9434.95308335242,9365.08205187685,8556.578539104585,10357.70569470302,11199.592374946336,13378.145683664192,17214.79580022135,15474.410628634176,15583.905973450677,18037.923464931275,17908.69634304242,18684.503999604764,22694.180472051004,24003.803878866383,20506.107900884166,21442.942597926452,23792.438909130044,22212.99531874837,24135.311959098282,28073.86593475738,32287.602892806888,33384.78354113666,36304.388578062,39044.51588044725,41828.22344809455,44198.88324372105,48077.55726875609,52816.650335068436,57031.555367304165,62260.555266302574,66220.54461973516,72951.7802341953
Infinity,Infinity,Infinity,1039.018963641353,2789.411783565137,799.7816326382867,1601.3062236255105,3686.4176560554565,1983.4400652399804,3054.6874052298926,3349.884791024661,3682.646636192209,3774.6597114898173,4433.270296297594,4819.44432580624,5347.258748125505,6584.09809130513,6135.582110033855,7302.33968226111,6337.311523480132,6889.2785343898795,7639.428025190027,7937.56183329995,8172.549394098783,8548.00431969334,9787.563095667692,12551.479388379577,12512.869636577167,12815.780247215953,14181.443654127102,14574.895931038967,15259.439965836293,17874.72193676789,19489.484058622507,18851.720821798386,19459.88108261966,20613.74322750768,20512.26791071986,21476.911716823543,23821.37188118708,27199.99050386964,29113.979169423117,31783.81446882868,34481.336252753674,37295.39852744246,39898.06367986818,43313.39522200112,47485.67230147975,51509.25849695991,56404.60109914138,60647.118325848445,66709.2137147005
Infinity,Infinity,Infinity,Infinity,3474.1417879718383,1174.1944866214521,2033.1650036597778,4133.794754523183,1727.1011860132242,2984.762089438006,3459.0227089667014,3863.727167246034,3820.959773442361,4509.516835437156,4862.42231371589,5285.156526831461,6814.484598247781,6166.301928301375,7544.398211148143,6543.844304400041,6855.268328061659,7749.51816135138,8190.158499195732,8207.132940401072,8710.039644481622,9822.108351963461,12685.66350052446,13707.826465540047,13522.59770973013,14721.332734868409,15591.279472643377,16052.197413579703,18784.90264434522,20595.435822328043,20054.824690715788,19579.0352783651,20525.27611897434,21166.968203423836,21551.698281579036,24086.200446570172,28206.85700933306,30457.193802409878,32970.77522974755,35695.358909651266,38748.722970752664,41217.16181080984,44573.45274469405,48898.11621351437,52868.73053715423,58054.0573817103,62250.00969336625,68403.51966469434
Infinity,Infinity,Infinity,Infinity,3200.169325721802,3353.806836665813,1871.6394452969573,3852.7772154109207,3873.3729615606235,2623.0341246668154,3246.5266690348903,3994.1631624508186,4195.742211261818,4382.647200668319,4936.46874851465,5294.986239236982,6599.958555651416,7195.887768475233,7611.855659539418,7805.910538938786,7286.832835262456,7805.7988304105365,8100.846841139555,8398.158464910484,8978.094268843148,10312.397072355265,13536.15089353121,14113.49226315113,13987.921416868994,15447.531767360679,16235.025356594257,16704.986077105204,19766.402722270075,21374.12387843417,20146.86227392664,19678.73140398551,20911.56900861498,21228.990635371818,21801.530072774378,24719.24749495781,29041.484984103,31153.000223147854,33738.88424595789,36476.37741041232,39557.38238834221,41895.567133704026,45359.47398301408,49806.43664573865,53777.01315670433,59048.760491210975,63066.81302791581,69447.07142316375
Infinity,Infinity,Infinity,Infinity,Infinity,4239.9093670048005,1638.243847221109,2221.181118741927,3381.554449150417,1975.9579294655136,2189.898938960223,2504.2309138567434,2843.2479286689672,3221.7799092110918,3593.523351748782,3791.010707836712,4065.4279626847074,4282.341016439339,4634.565893516465,5112.54987495249,8292.296785756376,9365.125468827608,8722.077286893258,10010.366470839672,10855.530845671145,13269.356951265916,17522.38310155254,16822.495181919236,17544.265472296465,19394.534918366757,19564.985637877264,20583.25069334863,24581.29169037545,26094.358654113767,22774.508233550147,22711.27457964149,23790.238688640977,22814.06216973732,24849.42278969548,28464.76669422373,33742.63231017956,35908.64645034916,38992.76363901861,41629.6628303808,44708.57156915272,47108.16632646581,50874.45570679664,55689.98062446517,59969.57368063785,65465.18140068523,69610.34307419698,76478.82681437282
Infinity,Infinity,Infinity,Infinity,Infinity,5329.07104230374,4179.633622376365,1875.233345055065,4532.577401250543,3974.603806012845,2704.7427937919388,2990.9049156167866,3541.2422484482895,3847.2285626532553,4270.355432507415,4444.109283704641,4137.1392309692965,4825.426540916598,4650.0414885012215,5841.211710080421,10522.093532291921,11570.785714331332,9858.853989853931,11739.909415796823,13011.793080297648,16121.179352176056,21364.125569957054,20110.348982432613,20242.67032733264,22743.597128639056,22871.990498814906,23868.92214034006,28600.04844192476,30359.775913764475,25279.98460363274,24727.41911876741,26490.17358442817,24968.526278109362,27217.896549679976,31909.732479969305,37987.78492660707,39909.3486539278,42976.79745961024,45722.658141481304,48759.89539200352,51096.27340689812,54977.07117985681,60191.74128702269,64728.738349644314,70366.75709592544,74492.15968855197,81501.90145848552
