7148.590063725483,23170.759986781613,37535.73830161743,53645.72189834641,68647.9029861672,79491.93316696845,95519.67122219589,106933.34635194507,125255.43577000467,142011.9907008776,159021.32388779285,170366.79322894174,176760.69431834476,181414.02047622955,186361.93276551808,188178.42271803293,190451.3247429611,191276.80752888802,192775.56554430665,193108.78250301984,193317.42190635114,193501.4946470096,193656.5456577778,193813.08536785998,193980.16968485518,194099.98697742328,195072.56356500194,203800.5228398338,209695.84729707992,216071.70352716674,224649.9344251553,231878.34499791454,241661.13681498411,250561.79951905442,264755.85976884316,275202.8187194796,286375.7648613198,297275.52565183764,305018.3814148656,306619.11395259056,308047.892961137,309437.8076405589,310414.9818811762,311494.3915019168,312842.179600007,313713.3641446734,315224.5722814921,316504.83384133864,317236.73277087876,317813.9261092006,318329.2541583716,318652.89468419296
Infinity,18924.98637586759,29315.14895933623,41184.00224854462,52141.62270687699,59805.84560793518,71627.41367672088,79694.01727969699,93387.34664887506,105781.26118533596,118363.20147729223,126201.71262999535,130075.2959332683,132666.6367932127,135487.00247928218,136458.04920648248,137467.92859361917,138029.04566316496,138634.7537018633,139209.9774034301,139692.27287124263,140373.97813312477,141032.73986902685,141518.91629914776,141910.80017681798,142421.88807231505,142968.08812917987,148660.21148876162,152234.91838520454,156170.172654082,161724.21545006873,166310.74382737832,172848.2729729895,178741.58306986152,188896.30366184778,195980.25323574335,203689.16990384567,211135.54258158998,216058.48685400147,216913.89525481084,217556.71755561163,218190.57039445694,218536.35213169907,218862.67231467934,219356.11430951333,219947.19820068116,220763.20272708777,221474.09432647846,221999.96334463343,222577.81817279116,223370.75352620013,224069.6051726104
Infinity,20094.842270041347,30422.070388690423,42355.84323720674,53252.096174548715,60668.10042854359,72770.43713172148,80607.210013708,94632.47201696549,106976.11794978796,119576.81594806424,127164.21223924066,130733.88736428968,133170.61589933402,136013.83989187342,136617.19860721246,137751.61605304023,138003.86208057887,138789.48334135942,139025.69423959637,139321.63879705413,139760.15096201832,140168.69229913648,140477.61522212013,140728.04188864637,141068.9620478679,141751.34122576826,148307.92400635206,152561.91562618595,156927.41482270064,162617.64362281613,167109.9880111744,173810.1565712503,179636.6441344081,190029.502921338,196938.23731952813,204674.48104565666,212119.1772488291,216896.5210751799,217116.9159513087,217776.5811924002,218407.16204944378,218738.33930011085,219073.63181234422,219618.98408107273,219979.41376847622,220961.72163472418,221627.43608479816,222057.3999830687,222561.76277246178,223271.7497485353,223855.42511157406
Infinity,Infinity,30290.07654697857,42210.20235181946,53053.942948291005,60404.2394747036,72553.25990724884,80333.50840671855,94442.1843347918,106790.0849506302,119452.00371624883,127077.94496446982,130615.93687708254,133102.90481931655,135899.7229783431,136481.3801331214,137681.05244610235,137906.59299046648,138621.01518745115,138939.70377882564,139196.0929882033,139604.40707145457,139976.2934103523,140272.4065197728,140487.11066966428,140827.891668209,141595.0020921613,148190.26902265262,152540.3208445489,156908.63708093885,162624.74476118956,167077.40002730244,173803.80211349615,179599.34755409983,190015.32380612643,196874.08051890603,204615.23279238684,212095.71335210974,216898.488347766,217152.23165672843,217766.66540384194,218370.8582271798,218799.17387050204,219122.08846114896,219659.44901342885,219923.22520036576,220861.36718410533,221593.25053839353,222081.0255668361,222599.53619238283,223250.34474419488,223858.92972208373
Infinity,Infinity,25022.492088469124,31120.054872115612,36446.99819881186,39532.044378891085,45529.138567569345,48732.90916995659,56247.58024767648,62678.52762604519,69316.95837490799,72623.91621077142,73586.86622563175,74043.81216971471,74558.0481775334,74918.54920272628,75097.35104208966,76218.60953884377,76535.92691010766,78522.46986738103,80630.12625380085,83373.37629765493,86138.53359854972,88504.55468845546,90741.18498395933,93311.96730132388,94485.71945404829,96657.05938317269,97885.14652881412,98982.27972590813,101018.96059836152,102488.11056934623,105142.51730097696,107372.8881051803,112499.81899362968,115345.96266255518,118512.67327360115,121643.39548344824,123255.47541538661,124103.6625008696,124679.48769857525,125216.19657781436,126045.35765011696,126862.60178800915,127549.09349604795,129361.55182885478,130757.60159608186,132331.31577408066,134433.39304931843,136717.01115663236,139625.58526366766,142648.64309711647
Infinity,Infinity,Infinity,27288.14323011687,29106.73209879073,30238.149823306754,32512.426769321846,33590.29198438072,36910.54193892254,39521.76178550304,42121.425650604506,42893.53178845018,43356.95760965894,43918.32831336509,44582.208137449976,47130.82763536522,49031.2561897432,53422.166199711995,56110.767974940776,62273.21034794673,68867.5706196098,76504.39294875355,84307.88545359802,91415.83623358549,95579.57304610898,98344.75134602902,97703.79969223021,95320.80528618637,96658.38349051384,97763.88780386532,98757.4103101603,99844.45311224334,101003.51921274814,102071.66282056736,104178.13199476113,105238.67382465219,106141.09780586566,107038.0045260729,107700.21495760465,111472.89151739104,114892.29988783237,118465.55804983362,122424.29527553567,126511.844297881,130257.28534607553,134162.56203892134,134296.77097877694,136168.74064830056,139011.51151869138,141396.40212828445,145003.26190001736,148012.103786914
Infinity,Infinity,Infinity,25443.38943789893,25833.65365424322,27374.674895902343,27897.513752343737,29099.682171713404,30029.277198798663,30625.541761529763,31146.31838398027,31308.043022162612,32594.125411597553,34719.079706544304,36766.28152809333,42748.84372928376,47230.22666257225,55778.90710260664,59315.67982130491,67064.86472623356,73712.71822599656,81692.69348074909,89450.30190809342,96329.76152792115,100274.57531499388,103374.11310025904,101770.3683511789,95350.84239069212,97847.65788822528,98980.20169164623,98886.64570937768,100654.3912050695,100774.86323602768,102061.2736651956,102605.8576475824,103344.53909219695,103667.63214082827,103994.34369264003,105091.23830388917,112457.69113260003,118437.28584735606,121984.54781984862,126145.79362050927,129998.5882914322,133618.9456536222,138242.14575147306,137504.97632667745,139552.66618499576,143093.182178829,145753.48546855984,149833.83799410734,152981.07135753322
Infinity,Infinity,Infinity,Infinity,25737.656091144658,27192.324548761055,27601.283468809797,28688.421119563074,29455.355791833575,29924.300274007368,30327.362401745577,30485.76498029859,31872.259308840123,34177.23803040476,36376.57780136849,42638.24352365494,47403.08140928412,56167.96558788258,59625.19007498549,67539.23706483199,74188.64877684753,82197.81431818048,89953.74408991485,96811.91659268507,103661.85464151767,108705.67101807505,107197.85649608023,98654.94869362604,98010.14438130856,99062.42805163989,98943.05984335374,100732.21018398512,100813.79877178566,102103.4087498072,102566.00456602624,103291.41811861761,103610.80944904308,103941.97475329631,105125.01954908567,112782.06824062834,118749.67043155125,122300.64260926307,126507.81880412102,130353.11317495082,133949.34795975784,141319.0482480038,142680.13357773778,143487.17223267735,147358.88570604613,150803.67358547315,154983.8762173888,158863.6245615078
Infinity,Infinity,Infinity,Infinity,26383.742480714023,29886.39377471916,27858.39396379457,31037.145622403223,28947.218602491484,29378.363724459643,29681.778890962287,31390.165330116597,34997.982819017314,38133.92109474332,40110.78641361281,48706.88037468231,52504.61471635816,63023.829814980214,67773.93273894563,78338.55948755355,86625.79926732412,95036.62995608423,103105.27463228635,109654.37906324895,116056.57312369085,121246.48503896764,118999.11354493078,104980.13499562969,101610.46179482588,103841.46323975314,102524.71929910392,104012.0892287077,103602.6434174453,104591.88381249909,103037.75125814149,105173.22402042689,105202.85679584333,105508.63495612427,107843.39827565054,119042.06536903183,125908.72660279243,132010.3617416538,136379.38904072097,140154.39012130524,143417.5643813373,151442.04256442035,152556.5482003616,152678.68960841311,157491.40527196412,161966.40214526132,166914.0344247232,171439.77645051965
Infinity,Infinity,Infinity,Infinity,Infinity,31279.789701319307,28442.339714152055,32315.875813071383,29251.348991821716,29852.31891890505,30140.459877264857,32410.388101842374,36498.99478769308,39924.39708655195,41814.45262589357,51186.80285552171,54641.142450330684,65923.22991570004,70523.11268026152,81606.5748545306,90053.99481373688,98586.48279663209,106654.9806012384,113121.93304432122,119400.27892776424,127637.31401536088,127060.19931587156,111660.40081025985,106596.9118737492,105694.05974764767,103882.22074660235,105612.33670874465,104837.95429721734,105961.66654615755,103726.44735608954,106282.7775904811,106245.6555622524,106535.55844460649,109253.31894701207,121620.72399417369,128744.13355537686,134818.88342148345,139262.35933093925,142962.0946636587,146188.64750581767,154357.91516221876,157950.6243279735,160224.3908629559,164041.23166282536,168987.67164027327,174860.27260338922,179552.90636941078
