454.2274906751623,1434.071079625606,3041.1860438648696,5034.250027275703,7403.436209189972,9819.575223479933,12426.525792672557,15049.881177345793,17428.848289014786,20516.29382455872,22975.706832848093,25492.55486314213,28269.41004667413,31148.976612344155,33472.00593086817,35619.079878920944,37209.087438224604,37893.39488040031,39865.29726139238,42752.25748982044,47152.73959568087,52595.736502035536,57059.705855143206,62818.97851705445,66383.29923886566,72610.94204391232,79037.34084214117,81665.9546305379,85903.32129953522,89213.70493544868,91655.95292952428,93965.17731378546,96781.24028592155,100793.68839519436,102218.99348804158,103085.27788724081,103797.92106716259,104143.7686320532,104438.4434872853,104850.32074013677,106025.53378378115,107124.45655535972,107871.16612040493,108033.03283860335,108573.92563078032,109612.58539945015,111045.30718892807,112259.74846193736,114022.20224604805,115585.01980399327,116844.61717238768,118291.06132871441,119604.96765882093,120450.99865563156,120816.58934650577,121134.82838988697,122302.38286608085,123904.18821244442,125987.06971742836,128296.57942969841,131269.8122041953,134967.89853298655,138667.56055315945,142571.5065392856,146382.4505343934
Infinity,1121.6727423862421,3145.2756535602302,5706.144790500855,7983.072405978975,9539.945795246513,12663.335468089092,16000.28398197105,17386.01281251537,21191.96793765231,22993.271392047118,25991.76454747509,27492.722506833736,29496.682885918053,31341.952000035944,33384.49676099022,35463.63918790955,36695.32035391685,37190.52647422636,38409.766817264775,40323.304002206074,42724.87760913104,44584.29820602523,47170.106177716145,49078.9559003064,51999.22637618123,55058.14538843141,56429.696505524254,58046.327522499785,59166.39046844698,60265.287919107795,61317.83813870339,62169.01538735218,63643.295961087875,64454.8896685451,65080.903638591364,65174.57130600133,66244.04059829772,67440.37316561269,69076.65256014773,72066.27705595289,74755.23962931402,76735.05501488916,77047.10692659486,77846.66616037575,79295.56866585274,81226.83211038049,82560.11930948647,84703.63628110338,86552.28116931097,87135.44762964163,87581.74176744695,88004.04056125596,88495.2432410698,89204.59640217588,89996.90543369969,92920.12821623457,96415.75952157823,101036.51737867588,106214.67023254914,112390.53575690975,119618.40646428337,126797.57470445127,134314.64593490766,141689.03375052163
Infinity,1605.8439245226339,3946.4960673526202,6588.892018529194,8677.976995442845,9568.078819571343,13234.61150530847,16985.98640431431,17561.481936906275,21855.46499373533,23214.35915193453,26570.884416792807,27106.481397188,28582.471556924418,30293.63184206262,32517.741836488945,35354.28344655056,37927.712905078406,37196.740560245125,38295.89641935808,39263.08165214845,40020.87592439737,40847.47308034855,41653.48494310865,43546.60219999668,44450.06679979122,45402.092286288076,47126.84978334686,47487.799216347994,47836.387672268866,49195.36673720434,50557.133720187325,50836.22602895332,51073.086160503655,52801.5002259779,54698.181252746544,55502.855366210926,58694.73810328361,62140.59828116786,66340.26142299802,72526.2185068476,77770.59927498191,79357.99112025044,78406.31412610978,79375.98246037666,81026.8466167386,83120.20357536864,83963.95002277162,86436.87379612653,88164.61324670138,87653.33623147033,87747.57479830284,88279.01152980837,89346.57004363605,90730.68277103263,91570.2542488156,95815.69856288217,99464.91045760788,104459.65280929802,109952.62029257315,116440.79418535552,123946.75779905781,131178.09312165936,138840.08151311177,146138.17801284374
Infinity,Infinity,5094.3198512572635,7998.932512759092,10655.373326518651,11083.79663836065,14515.00144135975,18656.33501294775,19544.074830893587,23234.463677018157,24953.247978533258,27811.493979600487,28333.579744300176,29308.694802773418,31166.037821194463,33558.10687080805,36630.05501462967,39025.140371660425,37391.08494637185,38465.12542559103,39211.10144348333,39677.45951311656,40368.21416403309,40851.08851010871,42926.42276669173,43472.629425570754,44073.023696830205,46144.21012169189,46396.97917793532,46770.87237038778,48451.83169416681,50174.6045993964,50569.1801393344,50701.185051632725,52955.08101948854,55332.885336418105,55994.04712663262,59626.04680276604,63117.40879506009,67426.18565096195,73818.93438390794,79009.1910863867,80491.03495932033,79210.60962938252,80244.73688171094,81949.61036710106,84097.60763039043,84826.545635346,87411.78529728253,89130.73097512522,88277.46166578021,88267.68845833106,88864.737909805,90130.81600113251,91701.64726669776,92657.12072521035,97344.96921102735,101103.02497121478,106391.53017528365,111915.8323845046,118548.82567614663,126202.48189700657,133369.2167434193,141040.3616979352,148367.8517639664
Infinity,Infinity,4938.749298458479,8156.695197811427,10986.236019980694,11527.464548292432,14043.899859738445,18529.2342160037,20207.89760378713,22889.962800589514,25274.985059459723,27531.606486193556,28839.859609449304,29283.24474953295,30958.136443559808,33220.044249697225,35992.53638164136,38145.24040616197,38299.85596590484,38173.5240092287,39162.22209612311,40044.920402246404,40492.586221951904,41338.48224716394,42592.9194995623,43743.31100387191,44722.638590447685,45641.334498642645,46151.9136211865,46550.347956985235,47776.1324774465,49020.95148729366,49345.452396806286,49732.69200397694,51248.57932019674,52865.46193719285,53519.12674503842,56356.625925760745,59430.13383657596,63224.08024565711,68912.92328314227,74140.36370328482,78340.16007345391,79875.45993414224,80561.63108520227,82343.77285395893,84606.67261270336,85736.12437234241,87661.38447902101,89755.31694919275,89304.0009023558,88363.11025103365,88553.21594298523,89644.01859327998,91491.2293515843,93105.17133326306,97235.5952412328,102252.00919635802,107527.68997206792,113277.95387361398,120091.6050979691,127932.28260250449,135357.4534775397,143016.81099894902,150523.7310354576
Infinity,Infinity,Infinity,9320.00974785808,12507.450333827359,13470.533814228142,15628.086765956916,19524.034605047374,21748.716551053723,24931.96626816906,26316.054157312923,29358.133208896066,29685.321969757944,30377.433637580634,31617.238194783527,33894.92657698513,36883.72219248161,39138.673093178564,38675.267221219314,38513.610058288905,39114.33523888071,39751.196100639216,40417.86259332534,41053.6035539448,42754.984571864385,43387.520853261376,44255.43636761366,45894.03220776439,45980.2122236824,46335.7347731285,47787.493412148564,49253.13227720642,49356.83758832741,49569.838417898,51455.23012606743,53333.3598546106,53826.32432527417,57008.29590484452,60112.96924291896,63984.42698597933,69834.74114694395,75030.90001045942,79131.07142100613,80334.75909860246,81873.99595210007,83759.79045825668,86137.13015927451,87171.19613586568,89082.60580397732,91269.95200799733,90523.88545595706,89162.04886999122,89278.63192500336,90294.31448005898,92321.30507036879,94403.766907278,99170.29658594257,104560.02205922938,110106.50183385561,116228.87731272272,123136.10228770727,131185.38917938096,138774.72584984952,146407.28025573574,153908.5599458248
Infinity,Infinity,Infinity,17458.527069707245,20470.603185385888,19831.758666860424,23611.503008573363,28048.697594652305,28185.519452006884,33435.223449019446,32890.95151949824,37137.323298873096,34673.928297728664,35561.520989377284,37201.46809033718,40342.65358296799,44658.02821549667,47816.150684772314,43604.819069865945,44100.91274421276,41910.2703956751,40873.24566647693,42971.04258790304,41938.40998413709,47818.31119105071,43723.218641684936,44447.43586989477,51863.701919465966,48074.61463095179,49524.029223165286,53330.553212715386,54923.81825473979,53040.190576036315,51721.08189756512,58588.370122925575,61231.45300205269,60494.911038235005,66934.5743107359,70320.32394567771,74908.23835173415,82269.20224544755,87004.93490547192,90210.4905087739,88615.37806192433,91285.94860410786,93203.64637888824,95968.52628960392,96088.27933078699,99175.64156235024,100430.54891528568,97555.96679103933,95779.19654881848,95270.12720784983,97550.76193094198,101087.36827161074,103436.03524425351,111711.06818397153,117107.92641104653,124949.61574034915,131720.17664994998,139615.9017035982,148577.4713094552,156357.5336520371,164563.35891013377,171918.81189274587
Infinity,Infinity,Infinity,Infinity,22857.160274421614,22455.64280822037,26854.97105254433,30872.096967230464,30480.019755258236,36494.4643115637,36141.37479559831,39600.92116765515,37544.30996615202,37523.37399908222,39299.501952158214,41958.08614199911,46111.01234349266,49084.63088133383,44498.250391754795,43827.04567686398,41664.18608076069,40796.00145282862,42504.32373621771,41950.68807297918,46951.0062703665,44083.23181853699,44750.5379161491,51116.26230226309,48371.6742137214,49375.22111489674,52664.10818691216,54321.015759219896,53228.98043114334,52050.55123755731,58104.155403881625,61144.19973281502,61223.252475095884,67342.66258937167,71145.31734282235,75769.06096949604,82991.41400141436,87761.2152396019,90915.12438739288,89659.9817268621,91569.37203249484,93965.56633756493,96663.31553719373,97042.66669158138,99749.48262557946,101095.62128749382,98817.50845939928,96924.6633074617,95989.32544260792,98137.54180435216,101700.21975362086,104426.2933031266,112890.50556348122,118928.92532642718,127361.24492779851,134428.49759500302,142723.20902628635,151842.20233230875,159730.14440248365,168117.32094262802,175522.51328583393
Infinity,Infinity,Infinity,Infinity,33704.36304308238,32700.7084402671,35819.370097851606,41726.945589232084,41344.27032576859,45564.441292346615,47022.54348210647,48748.734975697625,47319.207242224235,44415.9677056472,46712.294939045096,49976.611642415366,55427.091313189085,60138.885837687456,55616.59435752853,51255.56286861163,48960.33859453943,44755.40375643448,45454.453658642255,45340.345581761874,50492.522307799314,49396.23537430334,46123.818168281934,54177.002964830164,55248.2297918201,53479.11827230143,58502.25125293601,62030.65943230802,60413.012303699594,57313.14507294175,63389.79965093684,71132.04500612839,71898.92649536072,77836.37007167703,84953.40726379164,90053.36627053816,98451.33863867361,104649.42513448758,107106.02786440807,104036.81954706927,103355.00306378376,107103.31240826889,109984.56544464348,110393.27402235517,112471.83697303743,114899.00626792878,110867.89769875664,106585.42924322371,105322.75646408266,107228.27644432921,112464.97690102916,116707.2533298844,126399.17817795106,136062.79897917697,144701.7885089654,154218.64126784267,163366.28163372236,173654.54833199692,182493.62199180847,191128.3725446132,199068.2295585369
Infinity,Infinity,Infinity,Infinity,Infinity,33465.60951653117,36576.06474466845,42918.64292603527,42476.14686436547,45984.529082800065,48372.621578976556,50170.26137252052,48288.48169969015,45840.069134698024,47088.70347876893,50368.64151116363,55175.946835787465,59599.32364279958,55502.20804684418,50799.7540361773,47849.41378031755,43904.84950860236,44405.113243491935,44510.47665335071,49028.64832082833,48658.13927323392,45743.58839992207,52919.37241284073,54267.176822782865,52648.97990964024,57019.52332585149,60511.98352204218,59177.42702941389,56487.482458772385,62031.58657313966,69356.3879566453,70274.00718529156,76516.62249727418,83277.45336877079,88732.66302229883,96935.98812629058,103054.82112873578,105675.90929724328,102942.92439908534,102519.30726120189,105476.81346742487,108841.57114719648,109311.95294402553,111504.67755916888,113585.41953812793,109999.9914998898,106395.62915400787,104940.75430713256,106223.1449141969,111158.23264271017,115326.24682010172,124983.19287551566,134701.59934057604,143814.06737573916,153903.95933714282,163231.42675377105,173822.06458742946,182853.2681994257,191551.27199933128,199653.49169154215
