562.1887777797164,2614.498787125428,5512.577432724047,9868.317469303856,17761.495028620935,21021.73537235296,26736.61650330846,35476.60187012054,38589.620721134736,44569.066564073495,49892.07460055767,55121.99720926051,59749.49620075263,64529.5150180344,69219.58521225658,74238.4233743783,81113.83819616483,86391.14885590406,93584.79412736477,97882.47176957138,98686.16569471834,100130.77982232136,103145.57840411726,104862.71785939137,105987.64795672266,106393.41315199509,106904.04002353988,107346.73708985007,107953.60266550533,108367.86588785022,108889.36973773186,109346.76049870587,110001.77058305289,110422.53520942175,111783.1483406847,112785.39686550388,113333.76340567696,114591.66890532375,115156.0310934822,115451.66893254593,115912.40929711635,116044.11400011757,116276.87055912058,116522.03663523776,116837.00525320669,117051.42858321643,117429.10903357262,118130.76975090842,118879.2941650109,119968.59633264765,120770.74971879745,122320.65213329479
Infinity,674.5414264389674,841.5440344812894,1286.9838270377084,3176.6563443277932,3346.7535289258076,4151.560020489693,6337.6585159128135,6575.34272715302,7457.296320524452,8088.387342977842,8753.806086862895,9211.800535762468,9791.239031389574,10287.461407148703,10849.29188603267,12176.337348632012,12822.428955651845,14280.399407195217,14604.974909372242,15159.206934838785,15658.321677906864,15779.211680743854,15898.917507031409,16221.991613659327,17378.98997088706,20367.016444694687,21328.86020811374,22125.05229268581,24006.61669680496,25316.83777435274,26713.35975530922,30237.091103792252,33049.059991897244,33244.9169047741,33615.75449424844,34708.19680844472,34966.05451772018,35757.29437485606,38360.521625163485,42590.422873135794,45576.863187351686,49120.86381893622,52729.13205529483,56555.4059237333,60048.30922211669,64299.548028716104,69538.4839381839,74753.98698895097,81032.30003580346,86630.94335566764,94048.86011217035
Infinity,1991.8865653439502,1686.512859643335,1254.9139406948357,1565.2724876597745,2368.163539474919,2500.88600895912,2760.784880473834,3901.6558073973247,3950.4594542552495,4039.3545305795046,4150.817535010624,4365.842527175921,4603.781582733588,4827.052792364615,4992.74729763149,5067.943993894679,5161.010882025189,5247.723426651951,5481.376204673503,8570.982096315456,10783.112258397046,11469.441243610838,13173.536295434633,15641.815636092644,20020.17257807198,24887.914914949975,24339.10765104762,24938.306849765508,27805.231219798967,28632.818182003157,30120.212911149654,35035.17098245183,37470.53082867652,35025.134452821745,35712.39173058425,37814.55664087047,36808.1450802315,38480.78809175873,42546.86173717289,47700.88463494942,49935.345547216544,53767.1647672471,57397.86952981629,61280.84973822109,64563.27590133071,69255.03532471976,75038.3507630459,80340.76645637871,87060.44032881591,92394.28373799178,100513.43627108546
Infinity,Infinity,4851.9890356306605,3426.91312927078,1985.9553874748572,5388.589672037597,4138.872080246899,2977.3302192984256,7603.967400926256,5435.783029921879,5853.060906559894,5847.386339668061,6466.055401121177,6546.615345222608,6903.696727496075,7016.795323405044,6015.399873868158,6998.351193162525,6121.47012282691,7732.210025338303,13655.037638415597,14827.365477253914,14370.518060716246,17317.869791901518,20266.56954779999,25826.72861956142,32209.971579122353,29796.513601073864,30191.973034802373,34222.805915528224,34497.401796174505,36078.71044354746,42441.77876319483,44571.856806801894,39111.373948715,40153.657687489795,43569.755901990415,40931.95654884212,43617.607143952315,49345.419410844974,55352.11431548442,56728.980031991,60783.40397840544,64450.895869609696,68260.5299019672,71301.37603356257,76477.0596606415,82863.61256314308,88422.53785839301,95449.91562025866,100481.14508453217,109279.6379757275
Infinity,Infinity,7115.196824505698,5023.080480624387,2403.316220686538,6281.450878568083,4744.454226820197,3304.775243091486,8551.510838724374,5998.16951939148,6467.794825097302,6467.1224650474705,7127.488838621828,7197.439620482437,7550.945524853457,7653.129116633481,6476.769276988882,7615.075496154288,6567.675420435637,8461.750356858185,14943.221724794183,16018.725107868184,15259.950771027668,18432.06601827778,21481.474048776472,27269.730138165134,36572.43465206656,35717.90562976687,34567.71544619964,38618.47465011578,39770.39597396267,40885.094473950965,47655.55065155387,51091.678686441686,44664.99170641506,43142.18971659528,47086.658887218175,45193.97300792914,46818.92300659335,53770.53591400605,61446.4277726293,63598.49414273988,66960.42912460266,70924.3162591253,74777.19189726948,77830.16890969302,82893.4520472502,89823.89772342605,95911.74153168972,103145.42714603237,108540.08920604715,117226.3187491183
Infinity,Infinity,Infinity,8818.050040043094,4957.057945827633,7445.239399387668,8303.174645009212,5256.333430716369,9528.046608030403,10174.054262435815,8464.55222296541,8784.20247299594,9378.783321103554,9799.192505451934,10031.020573809401,10261.13459997287,8883.036596265247,9060.504948029866,8783.352852319822,9913.66082023232,18153.716041756277,21898.419442012182,19968.862462429865,22171.885400116913,26542.912129648663,32967.42538128189,43672.96159599563,44076.20164505439,41057.640855367325,45068.18254208784,47316.308180890555,47892.453833179534,54975.03224630134,59770.65972129267,52602.14842143157,48089.84442532225,52573.96988697198,51780.888586022884,51906.3742365252,60109.6575573443,69572.37277026517,72462.31223510989,75013.23977213362,79202.59556555633,83100.3288392162,86029.94662364048,90921.64297558548,98430.88944524157,105140.02898541935,112690.80883997038,118327.41943428222,126831.3978429583
Infinity,Infinity,Infinity,9070.554526517215,5821.870760094288,5179.936438722766,6430.3671330120505,5199.997443791089,6401.128066291112,7328.5860168814215,7099.7125621762325,7568.129938358317,7800.9385045766,8468.454777632678,8558.289703810138,8661.451566362792,8269.96267335722,7506.512641743648,8079.8275228297525,8203.290779394703,14419.824288985943,19156.281829146596,18551.387235940878,19461.683684186897,23862.643181924566,29524.409136674556,39383.67445971343,44056.20713390246,42766.35030793948,44389.46337527752,47076.83071873068,48398.52280259324,54096.441439065915,59363.479467354475,55729.79657430834,49973.28071323545,50775.21744216661,51860.924020379054,51985.84482651603,57811.79997032434,68126.57640738053,73174.24549451548,76381.78851045294,79842.28572791716,84237.76712193039,87248.34291438381,91914.40866488795,98894.74501524249,105894.1722237785,113833.83477418277,119894.95389801066,128414.80262921992
Infinity,Infinity,Infinity,Infinity,10495.628996067031,10648.531941259354,8288.711110141589,7682.734560742254,11983.208685891954,9147.662983925236,10527.081809486706,10174.64628462059,11236.212809486984,11282.770098719238,12099.539640975972,12038.453064124536,10665.60825260924,11454.522449058148,9426.043766016948,12060.644874798503,18888.632562027546,22850.703064438683,24486.24255479582,26577.34559892217,28953.85749355663,36854.54167067472,47717.19140802902,51522.61467194128,55598.524600431556,56266.359641571806,57802.68639468758,60768.372309669656,67164.62962678644,71758.96210461474,67619.73370284625,61811.089548100295,60768.56555453584,59209.49184342756,63008.57838324671,68671.95984594902,78379.60453730103,85507.77994213221,91023.06868123487,93701.14029379665,98150.19798522831,101117.09555446244,105943.93153531323,113187.45059704396,121025.64177362758,129738.02328166967,135895.352399104,145038.76361705633
Infinity,Infinity,Infinity,Infinity,10475.160012248012,11093.374454311124,8020.021039980822,7539.878396200266,11718.963156148922,8942.247715849164,10307.01189074622,9939.415943468553,11023.865969210143,11058.72128137986,11902.059924279029,11858.457103429851,10487.6134029949,11267.472262054354,9270.228920363246,11763.451643267263,18351.12756669011,22323.732616651614,24102.295151090442,26141.481906325935,28417.957809064726,36232.71498911016,47011.186929949625,50894.41509605973,54953.700048415834,57255.83646696299,57111.590826698084,60079.83340743376,66779.91905105725,71002.66625114085,67103.19530630026,64393.73948816812,62086.89505004279,58671.1524908496,62486.798202344486,68027.07850728008,77491.25868194121,84656.30088125539,90823.93917964313,94180.39350083518,97818.10545538977,101314.69695354038,106178.65519703948,113150.68726918814,120556.85139519916,129410.3099654711,136028.74413492111,145484.51940402435
Infinity,Infinity,Infinity,Infinity,Infinity,12918.281065398625,11668.807730730987,8310.894706287187,10452.937588801673,11178.373916749832,9832.783864985884,10665.286499790542,11020.086195185275,12062.53791142629,12155.818910004096,12830.172103218432,12259.704964101098,11313.611883862106,11665.705540873501,10615.748188871528,16320.97105141747,20491.849883014616,22628.870482829858,26435.33985271511,31066.769854482678,35871.86813650086,47337.48994414741,53873.91817548676,57346.535237917196,64143.40849328303,64123.59626373701,65136.68734100362,72543.97933208603,77810.36527400638,75100.02471951049,71836.98296448341,68923.08129951233,64975.76651608808,64843.83448060885,72774.19392874741,81496.82126390582,88390.3970429414,96538.84836582447,102804.43889608595,106034.663116154,109336.1960333522,114192.17558561124,120906.63796036046,128264.74478968685,137416.72401133832,145122.16341423977,154610.23910480484
