3832.451379238371,5271.629889322081,7133.096874185619,10406.923619617548,11242.070406371304,16295.188056900051,22897.566822637604,26566.018026546924,33097.59666481217,39269.72774909091,44332.79327184225,50184.24432582111,58300.004474761074,64395.77299394035,72224.94823442267,77883.53642116068,84437.52065060005,88262.92093892068,91559.84366248638,93537.3240091878,95453.29906460822,98548.69585192377,102904.532071915,104832.58259185895,107128.44418964017,108457.93004527442,108803.0479157954,108969.28495473693,109504.20626168585,109916.43770464131,110832.53737200641,111745.89220445583,112677.94015512885,114206.83096554672,116348.4218967794,119516.96402142143,122333.19129776565,124163.98931437665,125469.31083325471,126539.67135400148,127101.79301673075,127950.24016879887,132048.8699084071,137576.87254736506,142405.86899910014,146768.41136142612,150456.32487781113,151810.3249448732,152602.05832601665,153039.4151903534,153639.53978550312,154274.31131852744,154932.05436129068,155675.5805670971,156178.85327655118,156778.7323472323,157791.95650987545,158405.1650445593,159404.3135973075,160644.68083966017,162576.64875054575,164638.34127355475,167101.28353359734,169875.44199949616
Infinity,5444.616171789656,6778.568493718332,9602.481530185905,10439.392245781322,14910.527766675086,20857.675174180724,24090.042687958583,30070.19102646862,35726.66134015477,40297.45188078278,45612.04006361202,53068.85857309741,58588.60514943384,65713.95332261962,70809.87915732972,76740.1024308011,80165.35511393871,83093.22261999978,84884.785054266,86617.60734183977,89299.53385826078,93162.27940160538,94824.8332624045,96780.14529126081,97847.30002346092,98215.09453118827,98386.90128356655,99080.51841733108,99595.70697125752,100656.10568709653,101708.93058852582,102822.19492275995,104594.79693198783,106411.12160000588,109210.15755136413,111678.50793755734,113322.46320704641,114636.44921058913,115688.92729550012,116213.78912495491,116935.0330812222,120573.02587302444,125538.84573946428,129841.12641265473,133725.42727293918,136997.17485490674,138227.70364889142,139070.26758070037,139553.58921514594,140191.0756140814,140853.987626002,141600.82898267268,142444.4665695837,142924.320148316,143529.2828681168,144640.2452884591,145333.7411482116,146511.9612663644,147967.24454929816,150147.35879077125,152445.82241759074,155105.5925447829,158156.10167800885
Infinity,4450.172872804381,7436.0726013841995,11725.013072404789,11025.894012212688,17538.371603039028,23883.292607541895,26418.259789772274,33160.59548895128,38705.353520455654,43039.86018066235,48537.4832530666,56398.429566995874,61488.9832462539,68947.60037760812,73570.51689259041,79719.9985075545,82410.60100968136,85135.08178681508,86348.83582345811,88046.6515739041,91377.06917417297,95606.40899753266,96573.98164024048,98633.61289839583,99147.49661460206,98343.06010338855,98481.88554714837,98620.84209634767,98720.13078536773,98964.52567638377,99179.85402056617,99408.28399916303,99957.51297835943,102482.74206703974,106278.35767160877,109566.65029155448,111285.98161235651,112040.15257035279,112575.38522220764,113349.69114673419,115125.18317085577,121179.09773427286,128294.85132060596,132379.18486798555,136116.57424048038,139150.73719661703,139318.26389604085,139507.21972862797,139450.04723525656,139929.82816075743,140356.5433519127,140745.6843183115,141161.73312815206,141547.6300590948,141916.53206842966,142420.9909308284,142686.44047016473,143018.72108344344,143440.58516947736,144187.24937215395,145018.56893709156,146075.8403742771,147361.854562179
Infinity,Infinity,5207.006672096694,5526.575565992252,9290.906610609258,9618.170171558648,10228.143422535015,10494.033278961313,11090.317559110139,11604.58900949821,12027.599664044108,12591.46600311254,13651.06021405489,14484.907194887843,15471.821015685258,15948.743839291403,16607.765658130404,17366.69068561255,18039.836428082574,19728.160072263025,21563.80701297407,21793.47757103777,21865.855154606394,22386.80704445764,22558.897778845094,23254.57239590496,27491.66374819038,31248.688350245284,37302.616724790925,42774.35921418063,50013.65365744061,57070.03499065459,64329.235458152005,73208.47177702886,74778.31674889015,76349.01867413007,77990.15245118605,81066.81143440514,86132.62474983935,91382.38500420412,94405.38109553163,95730.86433319004,95779.93181821547,96016.20745043638,96143.9131115544,96227.39182679345,96307.37223845365,97608.13368970192,100664.23469940563,104654.38636731633,108948.85544434632,113147.91742227445,118170.23609120792,123584.44904392578,127748.49245592565,132356.0246441453,138482.22806518845,143714.5673016591,149591.06815254685,150630.86165398924,152676.00554762536,153768.34612337864,155406.44941696656,157258.03229451535
Infinity,Infinity,6134.478286843632,5884.902406903361,11000.994126795902,9540.801399204747,9724.192202348671,10156.534593013377,10231.143366664513,10301.69360034081,10518.579455684023,10711.894554107592,11036.573668616214,11556.090035615496,11957.951348219181,12230.160325587,12520.16740739673,13557.01733332719,14688.760126970574,17347.444130678938,20200.544915414972,20853.32731292747,21023.257030599685,22239.374166233567,23037.837982200374,24346.154990950334,29675.699183801873,33466.574530381375,39970.73313291279,45414.069716094775,53029.63567672102,60071.009965028556,67365.11088195113,76531.44338857944,76348.69760461015,77653.82912895756,79405.83443384134,83124.76801396301,88776.90067521966,94006.80935803043,96341.23456982545,97005.19107644564,95903.94851460139,95839.3498773807,95982.23021859254,96196.17782282367,96590.09056616414,98782.86576763983,102422.74689337607,106926.68490590832,111258.48677384047,115513.50079877203,120648.10819988145,126114.17637630095,130055.12477318461,134769.74229173525,141198.3010760072,146282.35643671913,152520.28363826688,153725.51134468938,156120.97906287396,157244.19072787673,159040.75161342695,161014.48798281918
Infinity,Infinity,Infinity,6306.225336603733,12092.874065600707,9750.773097473902,9771.35419432232,10496.07407117926,10225.022236817897,10323.54028063061,10654.064848668242,10763.766822676276,10904.972189654967,11492.80983391456,11764.965698466773,12109.031830260756,12373.00698744009,13686.912262796226,15020.290926044489,17938.533537256644,20816.97410107276,21191.78700283638,21218.108436524377,22759.900451101883,23488.60245852035,25007.92708649268,30839.74744837428,34601.482731610224,41338.64742728138,46742.65024225288,54525.16612439911,61569.84566276964,68882.90264112338,78175.5496663286,77117.10533966313,78302.42746705748,80122.7805139618,84127.70122263904,90068.24603653369,95366.12595912165,97428.09599062872,97793.3743126911,96133.99422336387,95927.29951114648,96148.31694084,96404.72673322131,96884.53141267346,99512.57759444794,103430.5430542594,108123.07179639806,112487.30056683777,116741.92451519083,121947.9362279147,127466.9579660004,131299.8194895108,136062.22315663865,142637.74780876958,147630.92156391346,155045.69554635874,161859.6774608108,165004.01082338864,167455.54038334236,169580.93127817256,172181.94725689985
Infinity,Infinity,Infinity,9314.605322688545,17155.37397400235,12745.556634692182,10511.137111664631,12390.55848614838,10980.621813603257,11202.632410136486,11952.758824749713,11794.632743744889,11137.213135493357,12510.841695376563,12005.793467484911,13143.688143153135,13025.603962328943,15573.686846581699,17100.73984247932,21057.984579870623,24012.604260304426,23188.45102100691,22610.65098836334,25469.304381482645,25830.074347170368,28465.491073349458,36839.7773376059,41524.53399066293,49186.61545857023,54812.86790096791,63121.15368925976,70461.28621107014,77837.40209283768,87611.56635000452,83318.61340418183,82304.33484505073,84109.77886891009,89240.631224552,96915.61452758283,103125.52948910248,104470.0738072708,103291.16798937351,98939.06340241565,97056.66231697309,97405.76390972848,97827.30769564457,98609.3949779302,103153.45134048174,108961.76573354901,114710.0139660891,119660.59839509329,123835.52025851572,129465.83711332681,135311.62966546306,138707.1555443824,143382.7070177911,150569.82550464003,155617.3298225133,163419.66846402778,170820.65183878568,174489.2663233186,177404.80899489622,179679.69484725423,182666.23924865594
Infinity,Infinity,Infinity,Infinity,19146.032933183953,14499.547817943978,11223.261306589764,13253.698376667835,11812.781319936095,11731.759281158245,12595.103939648732,12461.444773304778,11529.501449594914,13020.580747666529,12316.419830084758,13655.32591827438,13446.180762065203,16298.054128496125,17992.937343866688,22425.52874101769,25662.879416495067,24584.163666565608,23583.375799211495,26645.83457325137,27248.195385439005,30016.605042258703,39098.119093445464,44238.580568447804,52123.45035888342,57922.533782091254,66336.67867227139,73856.13319671772,81262.3677132613,91181.97966972539,86077.2173650027,84067.39980490704,85834.67798671623,91322.94997176166,99577.15700808773,106147.24313228202,107349.3277588411,105622.13042658153,100402.04257846293,97808.85778190084,98082.32496612216,98632.52121474229,99545.67858732818,104622.81248382451,111142.41747893921,117334.1630155747,122500.11659651603,126707.70963646633,132425.87314882383,138392.05689049413,141715.7794356734,146335.89806894484,153715.38012702073,158828.99910086708,166683.4006425053,175313.07826721467,184702.1200281539,188403.6537125823,192058.85341302265,195432.99534620717
Infinity,Infinity,Infinity,Infinity,15250.681795208811,15905.687141133421,13269.288092130986,11321.05093729422,11613.458876375718,11287.33403925351,11494.81913990107,11715.490524035571,12163.969357493901,11614.879565187248,12002.114565152408,12293.407665293516,12552.71769365122,13433.00894840446,14459.313074907212,16981.854165494486,19682.6720244783,20408.741742079834,20795.048162123898,22210.735220014853,23293.415364111028,25502.56831459033,32218.01537842404,38569.34118577457,47751.53995478059,56362.71847827074,65624.13900790058,73840.71787411673,81464.46152576448,90792.25360172348,91500.93684382174,86914.19893000493,86191.99359328048,90081.44572539223,97828.80113419898,105706.24234351037,108796.38847595421,107561.88884897756,103756.67322247708,99257.0366908331,97495.69940876868,97918.72944054168,98572.97049861186,101514.85126375072,106852.04817142166,113784.17059295122,121058.37171602168,126991.5760697644,132014.7883798827,138164.38676250877,142543.20132400622,146519.19048724376,153104.8928285055,159154.55980643257,166245.46650654374,175006.42400660925,184452.98837435004,188489.13242324928,192378.69025053384,195625.9450743848
Infinity,Infinity,Infinity,Infinity,Infinity,16477.62132737883,15149.421891372724,13168.96532946774,11809.997578023247,12215.082836030368,12345.888092314432,12268.518664827894,11946.80920448404,12598.657522545554,11832.955181527828,12657.255534339605,12760.045764140974,14817.34940764801,15961.011345843386,19441.189940358432,22225.57918377836,21743.498218134693,21507.685814889755,24131.355799761837,24813.15975711633,27507.73087401351,36009.19614076364,42125.662669079386,52065.307725485865,60432.7116039494,71698.05072539006,80742.46140429641,89281.44323460457,99018.09540251517,96330.01828156252,90955.73150793916,89405.59427210719,94152.77917172054,101965.30891018882,110226.50362542056,114506.89835246564,112937.68056499903,106884.47670503087,101071.75881763376,98792.05466637651,98689.26180484868,99581.27339465484,103840.60377762334,110035.38579037931,117270.50236255699,124628.87056172769,131775.8376788656,138657.45585175513,144649.20912713208,148894.31460043453,153130.05638221014,160060.53486506979,165506.5457255656,173737.3836217826,182249.22296558024,193315.4432154382,203247.712226124,208272.19798411115,213056.08045664922
