184.77419902371398,3440.301909934636,10261.0646859006,19613.86176292044,30102.062305218256,37319.74515531719,40959.474310367434,48586.650914926686,58501.75724681653,68481.36845799036,72157.24692977691,80293.91037994702,89961.87903485511,95776.91664086671,103763.1685643897,109374.65282877827,110369.01448920823,111547.21057813481,114297.29788567862,117128.75014681973,121033.5449458995,125343.55413907545,133308.20132631194,139896.0361906767,145173.37061911312,150199.5217379439,154925.25176850078,158510.32673901657,162643.6305530171,166088.0844048135,169178.39646899115,173778.87969623596,178037.16333143128,179617.53995973602,180975.80026658822,181835.31236273955,182528.44650455876,183201.63103124232,183752.944707463,184334.0627595565,184908.7939569341,185486.30611270433,186172.54799599588,187095.20218402546
Infinity,3973.030636346122,10999.260523876603,20487.550302225958,31024.913043809647,38059.83958944637,41374.84395538794,49344.135266894074,59409.21186108486,69387.90174672518,72640.29404823463,81121.62153858102,90857.12386711895,96389.78382994678,104564.2061446089,110058.82959898293,110607.19642049808,111914.73797390888,114888.59248740642,117741.3606358866,121805.55427853187,126130.1483490478,134368.97610486962,140879.20965947898,146069.60856807447,151068.25481168035,155752.549591737,159240.9458139891,163447.7402664459,166849.23690997748,169880.5122152723,174649.1295211479,178886.4782198229,180096.06118151348,181448.05527538,182158.09782809365,182797.27758811452,183404.4501058803,183912.12773115834,184448.82924842916,185011.233586253,185561.84242679088,186224.14593648474,187133.33903155226
Infinity,3922.8205122013637,10925.060003967848,20401.052813845716,30932.540348563034,37981.90850571997,41324.06585449212,49263.60435253846,59321.80910835784,69300.62449684343,72585.12605717203,81048.51829689693,90775.60920289066,96323.79621604593,104482.25391838982,109996.13497108023,110575.07416865294,111886.92142949128,114864.26674334491,117705.9942488939,121772.10024459475,126094.44785741504,134304.63455158527,140826.84610406568,146013.41755927075,151005.76075507622,155706.19931435853,159216.81569305065,163406.47571930176,166813.9167709727,169846.14450115312,174608.3962379436,178845.40269668712,180095.47177965133,181438.02575956582,182163.9669617922,182806.49808956808,183418.74212818992,183930.5679078144,184462.77406229285,185038.59031163377,185585.66142832083,186248.02186395973,187165.38722261452
Infinity,Infinity,11755.467417624686,21468.53366215949,32143.489575110398,39173.231072759736,42252.78944101196,50011.06895077185,60417.495574818444,70539.82843259168,73691.54546567888,81856.97135230142,91940.656624921,97480.70806027771,105419.10836632742,111035.26051438086,111343.03140681308,112229.89006561997,115391.37716405239,118436.05559866573,122547.5955320548,127040.39766534623,135383.7335346085,142113.73141235852,147190.50589510836,152091.40309204799,156752.43798254489,160165.60145763305,164322.05758962347,167756.83170503052,170722.6835129021,175501.71109138938,179875.40589177838,180982.3892065873,182000.31363303747,182664.207623914,183129.47143954752,183661.74693569136,184098.82465996637,184568.20192076324,185089.23959853637,185614.4615654913,186232.27787249678,187118.58359277155
Infinity,Infinity,6589.17756359501,10914.175598051592,16018.60009362066,18938.886821871973,19908.336020993243,23188.077582762136,27907.998798865337,32671.832098229213,33763.54176419206,37326.29624912608,41893.88325613627,44127.39250135674,47579.888458114096,49528.791598351876,49934.03291668234,50370.327764169386,51466.24766029453,52774.30156215796,54378.67199856092,56249.76032275813,60033.34817513934,62997.4341812993,65401.71092508737,67705.89215472751,69665.79975792371,71365.55019590737,73190.13610242603,74960.46151919322,76678.27572072021,78814.7356540627,80913.58854499467,82173.03924205483,83191.03040665467,84506.72416726088,86169.29425074217,88136.30286209927,90102.09996647376,92396.70967037314,94834.78586012,97332.98542155931,100167.84800021138,103542.83861994973
Infinity,Infinity,Infinity,9462.331084047859,12979.322507512286,14741.310605545652,15230.399531447567,17337.634088654406,20549.34535223738,23805.08757813558,24441.18550118545,26746.82780165581,29855.408410975277,31256.403857226524,33472.748210404956,34523.310553891024,35243.48985277251,35923.513875636294,36871.299755062406,38084.62242400169,39274.287741601824,40675.315609321275,43289.08653244037,45306.13993741744,47045.67976435525,48734.289741527515,50091.57500702774,51531.07627568328,52932.49991403516,54503.839331433526,56151.067144567096,57781.41746059755,59489.83547470267,61115.46519466237,62494.25369819027,64491.410301624084,67026.48434919497,70003.99025533599,73033.09072475097,76510.75674043981,80174.42977934956,83931.1918005382,88107.04395261224,92928.61350864125
Infinity,Infinity,Infinity,11374.197054447442,15068.70493409348,16268.490136489618,15870.303653678122,18882.931674050094,22544.061810525644,25798.539291599616,25062.042606670537,28421.081428263722,31792.104070444326,32363.656136124442,35105.90625867707,35732.22238117068,34887.873168586855,35327.98358477367,36525.089671093025,37927.78601276926,39736.5792226032,41352.67853063129,44902.64800865362,46635.13763148962,48009.18812742967,49624.84697134946,50953.04512124096,51944.74239554457,53588.66729143199,54869.917543381205,56348.3974396715,58562.69797348698,60130.82326640848,60741.269720000295,61767.6043660928,62984.65425799485,64504.94086784162,66293.56998210741,68068.0545868026,70142.87845950891,72343.38270768915,74602.67546907181,77178.70471969826,80264.99963208221
Infinity,Infinity,Infinity,Infinity,16014.14154770441,16989.455740840163,16220.395619359562,19639.92456493173,23456.22402698394,26716.805807609573,25434.241781851324,29221.722396758916,32680.382415787346,32927.66006633524,35893.0944833918,36345.93499901424,34902.88984478453,35422.13377470951,36883.04630762303,38270.816107428225,40230.27994939491,41884.97011441142,45770.002568716016,47395.446992341684,48644.71993389382,50236.049036601915,51537.89549314356,52377.51021742362,54098.4326877365,55279.912862840356,56695.686980363964,59127.99635854308,60644.96583974352,60852.21103726526,61864.36549129334,62918.00314206185,64270.03062193154,65823.54986704173,67316.97701493737,69046.04686051748,70879.85554775933,72754.75437278244,74903.88521137483,77509.97325840931
Infinity,Infinity,Infinity,Infinity,15930.813174155626,17572.2622184436,17030.350547017195,18733.97203204445,22935.741523006596,26793.396100852387,26702.089042204527,28193.676027182042,32264.345117313296,33722.511609259425,35386.08545002611,36736.54307955378,36203.157927956956,35388.1849894628,36367.56957628256,37639.896877460815,39109.887478613535,40824.79431534403,44238.98228766034,46907.591685197855,48831.4881683653,50115.05922047687,51387.85189846443,52566.01147625617,53644.92497088408,55304.5501688441,56573.04295794227,58343.94341137634,60344.992154081636,61515.356923052,61884.098791686665,63305.33418202104,64865.08618167075,66570.70722591637,68137.9949746665,69999.28811845613,71881.87818993707,73792.23227308555,76028.32164686549,78750.34714919825
Infinity,Infinity,Infinity,Infinity,Infinity,21249.758943665252,19325.082249197403,21912.86974469451,26411.526952661792,30666.506556191252,29126.626233211762,31569.597028236414,35659.56066820874,36424.24467365591,38916.305570756245,39348.27430628392,36857.17086278559,35560.47772750609,37275.18749478765,38388.50394758402,40460.184113270014,42272.00142853652,47005.13304174453,49257.008135888886,50902.22391691359,52446.20030953647,53576.102401225784,54047.66796822693,55437.92927476714,56268.230394642065,57660.3497684422,60068.60941530111,61626.692994770216,61612.04188079466,61896.39175597993,62700.47299559743,63586.86292908879,64573.83152396162,65488.438316443724,66552.71125760638,67665.88073675957,68805.83699033852,70142.75643444208,71845.91519290546
Infinity,Infinity,Infinity,Infinity,Infinity,24227.886210695407,21972.260500190536,25762.059936192018,29908.902921311244,34175.67420874204,31217.24359768602,35973.36605816406,39096.443418616254,39014.01275981461,42837.1254254987,41949.34927483851,38093.46841545152,37742.58784893277,38670.37063145063,39695.7588510793,42181.167657783895,44087.73012077513,49815.196099932466,51738.80045588477,52950.875351183124,54607.118788845124,55578.39819949047,55530.1308759454,57348.444535227645,57617.066961845856,58855.81616159193,61870.6236596872,63237.63313736959,62193.71605028893,63149.8771867367,62856.70492873186,63414.091389097026,64041.21953712934,64530.04205017344,64995.2208326614,65416.657496896325,65831.09724423062,66302.65756732853,66966.82953892201
