1269.6875957126217,3054.4472896929637,5309.857347591909,7911.8092718053795,9599.765171899651,10589.377299365258,13056.32914839583,19962.548711718948,29113.087216176216,36216.49164063189,41867.87210452794,47893.92564012991,53538.078590479636,56943.533707441864,59723.113716816384,62352.86180790937,64739.8291101002,66878.05954770152,69157.5018454543,71350.50674253308,74053.61011998852,77071.94005484773,80283.356451102,82934.72447846293,85513.41452979489,87607.10991103992,89073.83684671273,89932.96423862399,93269.63671638962,98099.80510772389,101135.93076675593,104241.8202320707,107532.56128138666,112287.99646911856,115381.57305702839,119704.44353525783,122573.58067911016,129458.3630749287,137541.32976829333,140289.20594105445,146958.5560470716,151243.49702026293,153697.76242887636,156479.19074814054,157962.63839818037,159462.29207172943,160816.08501285742,162185.93477308808,163381.42972971927,164685.69433672153,165177.8494831553,166285.75250423653,167689.38805634907,169139.4007788945,170714.29023355094,172605.76967821902,175061.79410579195,177604.1863279602,180146.05551977502,183833.83919394558,188111.74430246447,192599.97565452283,196982.7608639784,201229.9992085745,205824.89676428496,210680.25592606646,216540.76013270617,223020.62218908066,229606.9606968614,236701.60636866145
Infinity,2412.0997697855755,3559.876468868386,5380.901020448337,7792.728671035173,8401.39437609691,9679.467533583276,13028.982247684206,17983.538310205848,21463.72540941218,23962.0341520498,26680.81723700667,29138.306278720804,30282.287162785986,31477.076253682513,32784.05230966596,34100.53683798214,35601.46438963004,37233.238044573445,38807.36338907195,40688.86269905116,42821.488988900695,44765.15554072499,46816.6403746022,48727.95593591257,50594.37721635132,52096.19049178914,53734.05260742496,54869.35107371309,56854.936211702094,58048.84541143194,59104.5105582083,60186.843518797934,62122.763447555146,63308.85187177308,64959.6691390323,65909.05792016505,69311.5683110497,73547.39852979232,74432.96117565523,77650.78703134302,79274.11661255639,79943.34545848578,80754.87601689664,81555.85415736237,82637.22823685053,83870.11686846954,84960.71358864788,85412.44703502537,87615.64637284249,88813.88331802326,91454.21492718664,94739.28484398156,98351.9900686942,102114.8707950558,106487.49101346175,111771.04443744192,117247.00502684021,122781.49410341798,130047.79897283055,138134.7208226994,146598.18093443,154929.84911317014,163100.2379729644,171729.0853104542,180716.9170044804,191102.8187328385,202332.7992349498,213703.64616846672,225729.38308490146
Infinity,2514.8244448075648,3265.8326224674124,4842.937867026459,8558.07920531081,9301.152674055422,10084.014233228861,10935.171757033666,13159.137974308738,14516.392158968285,15336.503176641478,16246.657391398297,16980.981505095682,17189.36947075594,17907.618712951735,18887.762140281215,19965.696148687915,21465.199125879666,23043.579885830684,24576.880779295636,26199.610753507197,27986.317638799876,29247.510934865142,31181.562281666123,32896.073570646935,34981.415205261794,37058.93090534193,40102.42390145792,40184.455166084444,40672.04977600921,41620.575325410886,42163.20595655538,42520.14503269171,42985.807292320635,43896.02694093611,44282.382205085465,44908.72468819205,46073.85700427775,47725.69528944233,48327.80975558482,49392.57038085177,49713.077916900016,50050.71958762218,50264.055852014484,51982.17258041035,54328.47315109964,57043.650630604134,59404.10921209419,60361.82463378914,64963.94361388734,68036.80660034587,73488.7608975517,79703.1324573821,86549.55265143889,93632.69508719881,101578.7456960505,110587.6673079214,119914.71865497711,126658.05006304586,134398.4323028712,142890.2351598139,151392.06458333376,159639.95183906477,167748.56033184344,176359.80827539478,185587.3863820046,196303.5357188529,207731.9280274713,219083.91990998382,231209.9609932306
Infinity,Infinity,3717.939010249421,5585.982018932584,9776.947654584641,9928.38170396318,10345.721994450467,10387.559308625396,11842.232938518155,12636.024707238344,13062.224716525217,13518.24671924991,13845.016210697117,13951.824252192551,14786.674069373874,15951.462783564988,17414.502324870224,19517.82036316522,21690.4210893191,23808.771002209352,25956.374971987065,28249.866255537676,29686.176752700718,31857.872390927983,33585.26334554678,35834.69613997746,38000.7168917811,41334.256107902555,40238.87328094615,40460.518538685814,41538.54928196442,42135.033460176914,42488.757680761504,42790.11061905915,43818.296917655236,44037.938408100956,44753.861859778866,45482.005009761764,46612.87496103486,47283.423035577456,47923.84809983505,48092.97125334344,48591.28728462516,48928.52670535862,51194.485139774064,54162.18696031272,57647.2735479291,60152.5245576749,61023.596945132216,66098.65324044,69209.75469239772,74896.12747793173,81367.97395342602,88248.02068894033,95310.66333853602,103353.40371798916,112602.43654126479,121925.28832096921,128684.55251277352,136670.0081773827,145131.87124907962,153725.03297801825,161992.83615057933,170090.40044165426,178831.8971022385,188008.09821422736,198866.38211632014,210349.57823048224,221751.59321009618,233977.84845645126
Infinity,Infinity,3675.009265143316,5428.351817969551,8918.724842580006,9992.60397644904,10766.816195670597,11478.754524119176,12806.23752961562,13319.097074668029,13540.950793878885,14058.982887258722,14333.111138594895,14103.902899659912,14770.183218295195,15850.536115447443,17183.89258843718,19041.477673722722,21008.733782575775,22914.786609774845,24956.45493841941,27195.921045974454,28974.04088540748,31428.677385344603,33449.378254645584,35487.311065073,37484.77914382852,40401.45514367377,40406.06864201863,40804.429318590934,41290.38408922414,41762.17287454013,42101.74848661098,42742.09054098886,43546.02113792724,44018.032456669236,44551.61473714636,45987.12470815004,47473.775141561644,47100.386270470466,48403.35309601631,48368.66028484138,48409.25690872147,48685.1133186453,50185.79781377425,52245.47456184932,54717.76050698757,56888.02285150232,57905.75657116159,62191.7655841764,65232.5087233655,70450.81569713447,76612.90844034283,83322.04178835888,90224.8213271811,97975.7131472226,106940.10882165622,116154.94099356925,125483.8795987291,137008.89680086565,146962.33941223595,155943.86037588862,164286.6525975501,172328.48036838905,181025.59396920228,190075.7759901525,201022.29568236417,212752.7948910794,224333.8389384537,236496.13007537613
Infinity,Infinity,Infinity,5775.99961102252,9818.815271466005,10671.74321794857,11596.49639143721,11329.873666627816,12263.492743464582,12921.024412171526,13246.877119306537,13737.13666208704,14045.282245791743,13971.91117966206,14689.883370106674,15714.87709830502,17010.434796387977,18870.71237362397,20810.992091601507,22687.232284344955,24649.557770207026,26776.578407116685,28379.629062577184,30764.41505733569,32949.82253897818,35567.46306798831,38120.16601534746,41202.519181158576,40574.41080221586,40664.19909912468,41430.73439571545,41842.2426837087,42120.09096505316,42565.99979779638,43517.581634406735,43865.154671800374,44519.40742949224,45561.83981781863,47004.545750464145,47230.33887198566,48041.579223662215,48216.54244233055,48523.64892078161,48726.803679104174,50627.46809510357,52764.226732437695,55298.78030264862,57424.880680723494,58242.28312766817,63001.160609787614,65856.74623953621,71325.15781727394,77513.89085940758,84280.08045862222,91188.86654231367,98985.9953666628,107981.55395269203,117237.53404507658,126531.08907411103,138202.12969597272,150521.86933538006,159461.7783418603,167873.82165669726,175916.9679763002,184567.2323270337,193825.44282818175,204792.69892233424,216696.96227728698,228351.18202524338,240586.98244679175
Infinity,Infinity,Infinity,11004.77800881767,18505.84798501669,17797.879433195783,17442.58182371183,11718.2853278396,11672.67548225207,12643.380810466108,14213.617782476289,14568.620047142882,15122.728184858115,16924.04589043335,18659.753396952852,19955.710010019087,21753.131532082618,24346.953791663193,26198.641394870494,28142.117390062893,29541.09577232824,31524.096772517314,32386.78637084822,36148.62348905137,38187.20395692762,41863.021492634776,45184.00961148624,50196.41554824189,43297.86811477182,42365.567303385506,45983.71703648711,45568.21180542714,45367.1985279781,44169.262876826884,47775.587348963476,45859.9378388347,48587.139593498054,45407.80548501,45978.144501232215,50672.17346332814,48033.16317809221,50260.74239272302,52795.856002614266,52347.15759891921,57685.56547985373,60576.42819748848,63614.00348059958,65337.51426368723,64639.44055358323,73574.89983984645,75560.536628039,83102.92966328678,89878.65043283308,97216.70924211368,104305.83016862118,112703.67036790051,122347.2693438868,131839.92745712333,141220.06160311555,154095.711356986,167477.7581708696,178066.86270196337,186769.57565441323,194759.76321227182,203539.24815278058,213065.3620817955,224743.3902253548,237195.67989709252,249149.8433258635,261881.28052442562
Infinity,Infinity,Infinity,Infinity,19055.557733297712,18440.32092557168,17333.654419932514,12662.156450976727,11842.239478727128,12635.533856410639,14213.297882255109,14642.852484580351,15315.987904773097,17295.996139421997,19360.280800107957,20755.3422374019,22702.376383434366,25364.547718323665,27282.72713670554,29372.150400525687,30747.374477454923,32721.562314202773,33445.66267977089,37289.77131035879,39278.72360581727,42680.462864291105,45992.5971530255,51218.83199405509,44632.619772395854,42638.27461903506,45407.78751300186,45415.1611735251,45318.43799643249,44348.7199604006,47257.0948912038,46025.3119041097,48302.105823002166,45890.156449835784,46464.17613514684,50600.76532394881,48614.48322950724,50600.37412150431,52889.927793075716,52704.71740815047,57485.93720316783,60690.132482770416,63799.74956105846,65551.52150645072,65335.798869257385,73674.29730762802,76605.66836896724,83697.1798006235,90857.7003676302,98298.94144102026,105426.16301053438,113749.85047241532,123635.99423480494,133145.1908049063,142609.8661699657,155467.9136400217,168978.04979393285,182024.93620743093,190715.9051312095,198759.7102803347,207686.50127859213,217037.87081348614,228942.08559354203,241425.38621382386,253540.79947204058,266354.76483368204
Infinity,Infinity,Infinity,Infinity,27588.482692076796,30241.044246150377,27340.644237153374,19458.93977203447,12843.636319914787,13688.016905097596,15555.724157142578,16844.050980287426,17414.33922965129,20114.92221450231,24224.165810169317,26755.057129250625,28979.494039065627,32303.678894201817,34910.59251117808,36867.796292291336,38215.525941460655,39564.52047256654,39990.59545191269,43441.81501544156,46777.8105835565,50324.670610056404,54962.73964995176,61597.58857903691,55316.319213950606,46788.44665660897,49501.46925728334,51546.541411729544,50877.620621954164,49027.57757379002,51246.86377578236,51348.876603355784,52629.93996794456,50541.3810692783,47145.63552015637,52920.160972173784,52941.332307055156,52158.06964623573,57188.91250964846,59026.257343684076,64248.16233358261,70930.3137839143,75157.4623944523,77281.97531430463,76067.4046666302,84213.17004198102,90900.76820019292,97754.98311336336,107062.62079325778,115280.27498752516,123029.68233820575,131692.16821868528,142269.7896211784,152491.23871287043,162220.73828555003,175488.26695260248,190429.8847023042,204582.06056378453,214828.66369863902,223124.2338796655,231987.39210278256,241635.8740834689,254017.53603726643,267342.3552973703,279971.37567088305,293175.1942045407
Infinity,Infinity,Infinity,Infinity,Infinity,29151.350364213293,26539.05535577781,18815.36568401525,13338.36417671342,13222.099323388135,14770.390316100036,16105.442102299363,16715.909001313492,19262.39744422648,23317.262400926287,26187.14560609037,28387.859050010265,31755.040696115473,34462.458832398304,36508.62621763875,38035.41812673224,39357.794679050494,39871.211302963886,43013.93092635177,46448.562479882414,49800.25102855326,54027.506308645316,60370.66368892896,55236.738602802885,47214.95692314571,48476.17814849143,50343.40503293417,49751.277654880614,48084.81310929645,50149.31546736274,50382.811444168925,51540.558775425045,49865.61537716109,47021.56974405555,52167.46450235037,52229.68497011446,51752.136606519125,56243.56095233879,57886.9715305884,62889.16783620153,69124.19441826985,73417.0334153088,75641.67420138264,74628.71667304717,82701.91587605339,88884.81105728063,96437.80281134053,105177.52604289853,113710.5055182782,121548.04788173235,130198.35837874612,140521.8704952803,150993.44549261202,160743.25735511217,173895.661898712,188770.54518711922,203000.17467721505,215716.490743434,224064.68912545324,232884.36087190112,242677.25801072968,254784.9477656886,268299.24764496007,280939.55685212323,294243.97701572883
