2518.667267439439,6063.927917076122,8195.53505555669,14284.088758234222,22429.57995259768,27078.43478360193,41290.64236844814,58155.4057646319,71363.28356351425,80931.96419584646,91538.64637931965,101353.12629229536,110879.74940071834,117946.90991394783,130077.51565071192,151487.18822131644,176912.2273370077,214160.2106117816,245168.12981128655,280337.8036872475,309904.03648686776,345132.34892332694,367019.87962615566,392077.63237939036,415995.5404414753,424838.6889090561,432230.0948308556,446726.12397898495,453939.0774825802,461623.521156259,466078.5795200483,469783.8296645022,474285.2383536318,476349.64330970804,478375.68963082944
Infinity,5663.307790529059,7515.656223723974,12714.148903796937,19623.430540787554,23982.919877136374,36177.31066131519,50693.659750334424,61989.855999349486,70232.81707283245,79357.37737616805,87697.65254940055,95474.44145654434,101830.32618683124,112881.63707079213,131964.56564480986,154641.87140086544,187872.89017768175,215460.0451632928,246801.99334974945,273086.1622279403,304397.17005653365,324194.8837658613,346315.26314673095,367078.2463755827,375026.51103651355,381808.032968889,394225.2748176691,400592.5543585415,407040.807951928,411017.81457672355,414289.92220319225,418042.6851721011,419879.69278764393,421632.93939269864
Infinity,6111.143327989563,7919.248728181439,13204.107392759968,20126.049725199475,24498.732839000935,36694.068624620995,51216.4577539788,62501.81397976884,70736.18709976604,79879.96534170423,88223.99487528243,95816.93529482378,102322.53208281282,113534.98753037001,132623.25205893657,155290.79397772107,188481.602160571,216116.6894165999,247423.56583424966,273748.52877028467,305023.50846625963,324938.53009724215,346971.65709633625,367693.7353195738,375632.7831280994,382471.779058967,394806.31956874626,401211.49293530034,407601.3819864076,411609.17006845644,414824.9467281126,418560.0583631494,420367.14359439246,422051.6904002418
Infinity,Infinity,7563.371727493217,11983.944178580803,17823.937176400286,21930.794565316173,32237.489752661873,44555.321529115434,54081.20624105021,61093.27749553196,68839.20121079455,75887.9697247445,82172.4586415113,87791.45204171137,97660.7960624122,114389.40121154714,134284.80810939695,163595.23668317497,187808.6399632509,215413.9197244435,238478.50011594413,266036.79039489245,283600.6104277235,302896.7789689197,320809.274715538,327779.73007137806,333931.5690439603,344465.79548812256,350145.64308025374,355642.0841744764,359379.13313483604,362512.76576338656,365806.19540930976,367757.91693795985,369526.86405872635
Infinity,Infinity,7739.614851037561,11307.625522616829,16256.42935213416,19783.678287799296,28783.126151385528,39642.80360942456,47924.0377895891,53952.35909470527,60640.297432817526,66686.9621258252,71988.03917023246,76801.59222125434,85592.30059920259,100669.79271600516,118711.79690167334,145673.23020109406,167818.6514774901,193159.11366216352,214217.97209861502,239530.10243303748,255553.74509166233,273046.4989270715,289220.9259294735,295367.5455628201,300806.69238435646,310061.1324922326,315022.78307755763,319743.6006085458,322990.21929017507,325702.15030032257,328476.4793491833,330179.72048934817,331709.4872769259
Infinity,Infinity,Infinity,10945.799666269795,15474.480232939164,18676.9718451001,27141.81997112045,37426.38714003811,45188.19641683222,50754.928085876025,56959.174079325,62547.90115693355,67444.14556048861,71885.44369539022,80107.73128145168,94498.14125481795,111817.68248467395,137959.11876154723,159321.4456165686,183852.51558254377,204131.03781569618,228636.65586050268,243845.4623347787,260617.8211921706,276115.7727025766,281771.80732372776,286757.669479468,295464.7675438846,299986.1173925414,304301.0814561487,307229.3282084115,309663.69887656794,312134.78384428733,313674.7178850958,315028.22965885873
Infinity,Infinity,Infinity,11763.506206252421,16187.714351773739,19284.88931721182,28016.124224508683,38358.06856898335,46039.88041377876,51493.103892197665,57734.66789923405,63295.50861626159,68057.35827442819,72466.5760440491,80893.50789866806,95494.2831727445,112877.71045078918,139209.52146735534,160477.54055977898,185085.54516706613,205275.15857104404,229850.83492580501,244912.3474102432,261683.54929473865,277148.2676800592,282474.9601623597,287426.2438338818,296311.3332372979,300638.9427404996,304927.8680363897,307775.11922920996,310138.1460744434,312676.4499608655,314072.3432574971,315418.42396605125
Infinity,Infinity,Infinity,Infinity,15223.779734546872,18292.255582509173,26362.09374009857,36202.31792958679,43589.12571960576,48845.64331641499,54730.59608485292,60022.172733044994,64601.6547627626,68843.55935702423,76703.43712099355,90578.16492995957,107328.61553804544,132746.8470204663,153483.1917271308,177316.47371523269,196985.6039148492,220794.59959624225,235478.79401938996,251693.44959256815,266652.69855718024,272073.0331500428,276886.86415175477,285220.6257565886,289543.7237155513,293641.65086838143,296477.3944558795,298835.0830961124,301206.9863771108,302779.50867369387,304142.7991580533
Infinity,Infinity,Infinity,Infinity,15715.09347441931,18275.39462337833,25726.70312894674,34827.24758718378,41638.07472571087,46555.74710765267,52028.8038497738,56917.52961762689,61100.88968144057,65181.09430558761,72731.96471016106,85821.00426022071,101624.29713286039,125643.6783301094,145159.73041650868,167654.67113965866,186166.6027444177,208631.38505334785,222580.36477325697,237793.5312658665,251725.39478938465,256854.06145020036,261448.4681866241,269129.9331242493,273239.2782384249,277038.1200451856,279804.8322116149,282171.7707743506,284406.84336279734,286037.7223615286,287449.6609239178
Infinity,Infinity,Infinity,Infinity,Infinity,18413.436991044244,25749.30130673007,34834.71049123313,41664.56206051602,46606.22535961556,52068.89191965898,56949.261925301296,61164.80114244231,65291.24663365451,72823.1388812097,85840.48438778044,101616.10414991996,125567.83086995615,145020.54543589492,167457.61785266656,185906.77179590895,208287.97061153033,222236.91663072773,237412.43614535418,251270.70369544206,256443.77872669135,261103.35217546686,268761.31422383775,272906.82529636635,276699.43041271216,279504.74224258674,281911.9093065278,284151.3957875752,285814.1487008903,287270.35314076336
Infinity,Infinity,Infinity,Infinity,Infinity,19810.58843433727,28177.92988887268,37565.636901650774,43976.25168295275,48370.239608791126,54030.97215425487,58848.24497305215,62871.3829552081,66613.39264949705,74931.1938306082,89065.12418127421,105258.519997183,130045.4461339295,149206.62373428262,171820.2445057531,190013.07552158358,212719.38988566227,225593.87472525676,241081.9746718812,254881.0634591573,258388.70087054302,262791.71851326135,271393.1222620535,274582.74799949204,278481.43598876265,280657.2405824235,282872.9898862661,285314.553573176,286393.6956507322,287808.8127332076
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,26485.665994078983,35574.79598069643,42228.2326891802,46935.715936280794,52521.265795560386,57395.728534968526,61569.17909186914,65541.93748588068,73335.42799924422,86795.78514052957,102675.53267558766,126961.29759014203,146306.6367160021,168804.99001539208,187165.72845042648,209671.18767792906,223070.74946762348,238494.1018812093,252365.91874540484,256889.7932650344,261454.22063019653,269482.29719623545,273252.2155785485,277114.44904210744,279680.8631441176,282020.6858074926,284363.99096700695,285862.5012606499,287284.75959735847
