186.38665908636995,339.1594070927058,3575.539156320213,13814.774268045145,26038.761830876334,34956.511745128926,44704.11647026041,51840.09111540343,58963.900445782056,66851.26078538988,75983.94716804387,83171.47240118278,86912.63624869258,95201.11613829879,108878.39626846471,117154.04934228388,126874.1621268109,135704.06956734566,145066.67995480454,155710.49217500474,165334.9406094017,172732.28447084452,181158.3667127695,190593.21168192188,196098.08162543096,198755.37176583646,202009.5402629415,203446.56873113633,205270.202489713,206248.52295270757,207545.51399185474,208905.29670993093,209526.97587873536,209872.0695684582,210039.7342579411,210473.95095501514,215976.59117768754,219988.8631189009,227557.135560221,233203.3255615854,242751.52278506543,253198.32068820542,260496.6202680917,264741.6981780983,265995.109396693,267554.91303414904,269405.66981831106,270433.4985667628,272255.37927099824,272603.1468704923,272982.39545320044,273271.5279191963,273605.7586515638,273983.41009515873,274436.9101044765,275012.30605150916,275738.3293990249,276498.1638158266,277487.6724405082
Infinity,2486.420410190319,426.94000881274786,3539.664670291974,7737.75558183527,9975.225712712847,12725.609729913667,14104.850827818686,15500.386571034367,17245.035697055777,19676.800622705654,21116.966868837462,21334.696697864863,23362.945586516867,28583.132989493082,30585.977487366526,33452.161267546566,35748.50080074041,38315.94560669445,41596.3714100645,44372.84022411719,45954.00575844948,48076.06103403226,50751.48871569998,51516.62460002506,51609.9202476433,51789.15015148376,52053.25095880144,52501.50264034613,53397.29872689866,53732.77337938515,54049.24571287378,55082.85109123563,56448.87492876987,58631.37400890379,60756.06698967431,61623.943906749024,61869.3410968859,63557.800199960846,64328.587141249925,67145.11156378889,70434.86360429545,72099.21701288622,72578.38291095082,73292.55781928374,73543.08989433174,73668.06789871486,74131.27048108778,74296.10694603434,76312.00130962234,78856.39243236039,81936.11950178932,85478.42085182665,89262.36379557259,93278.72716550919,97795.40212505302,102707.40510266292,107706.37134085245,113493.23792284778
Infinity,6301.419039427864,966.1058801962768,1091.6287669142944,2228.9299202813286,2487.7336360315235,2961.5492085148553,3067.958184203638,3186.9677679017614,3335.0386776182395,3695.527347802111,3774.4792794695218,4326.193096720701,4562.932743204519,6311.528411471025,6575.951360519027,7146.857939880135,7457.90428295528,7868.833756384201,8571.683350026575,9081.232880986034,9231.408003945284,9517.166426176034,10002.782766395045,10091.99180951531,11074.506894686961,11677.800963431955,13826.190589525457,15758.550017077892,19305.163878471045,21520.4036052012,23650.099237463848,27659.143686925938,32324.770621634187,38510.07702996666,44622.53726334061,44791.770110923855,45236.80026670288,45412.8020265168,45520.95020744871,46128.39385911483,46894.908776674405,47123.41415097122,47495.7221592413,50709.78860773843,52785.62637641538,54408.71306941714,57236.278181950096,58930.14062111323,64857.71101848475,71679.97971522721,79351.68953915287,87748.51175516409,94236.47757008948,98376.35117564815,103142.1005486138,108222.87706049766,113273.30902837646,119378.88576196358
Infinity,Infinity,6207.694292705848,592.6179137314748,647.1316896825141,1210.0947358893732,1515.2770605021174,2735.0202615246244,3980.920258448729,4018.711189967513,3716.73399621371,4615.487590520947,7242.227946799032,4932.208534558471,4642.8375193680595,5486.1958642772815,5819.1738322496985,6347.130873381851,6794.836140714553,6973.491329404102,7297.10001920011,8369.925805591734,8933.463991480128,9198.454616105655,10817.210680765913,14374.31176495468,14335.247844337837,18257.9268302357,19433.91251327989,24536.78537527946,25751.841308374744,27778.501585993712,33239.21875467416,38144.65308607299,45036.44001729797,51368.937645350525,46193.84101905762,48029.16435198725,46011.65185777771,47260.61328359411,45835.67876892745,45989.71781631915,46798.500760782095,49157.40707643627,55988.77692630893,56987.79021696921,58253.08408826442,62087.90948750128,62770.32309498152,71327.41906697751,78645.26833767514,86502.8508130846,95091.90510234554,101755.25243239151,106027.62459576582,111000.72991768872,116235.71465984237,121305.84279930871,127610.40869417974
Infinity,Infinity,10881.177146313104,1341.7010976063139,722.6958104413995,1499.5363912681105,1736.0445652837402,3178.4788552834734,4431.423472317023,4401.746587697331,3999.439661341774,5049.411283502315,8026.008902124404,5276.363338720621,4625.759131267676,5822.795910724252,6058.138822991767,6660.309137483688,7069.10322303971,7152.389301998551,7551.052213103346,8794.236855787594,9249.021895390895,9466.636113050323,11398.524736276093,15281.489450250983,15158.619523002757,19393.344108542467,20490.881360852538,25836.427806050826,26902.795411200274,28903.197143312274,34606.10341472274,39613.14896733214,46649.79386066405,52964.238458154396,46781.52866101981,48784.576684503016,46415.17682179117,47833.757647127655,46078.18287711711,46180.037196836645,47229.03122939916,49867.985878677486,57262.2721020992,58130.95773205148,59321.81152799847,63346.42534192434,63867.23004296234,72911.45450477011,80325.90104939319,88227.03101071916,96885.17623848826,105849.48121640686,112861.00026612122,118004.42124116201,123539.6525660589,128771.52615079495,135211.47035582448
Infinity,Infinity,Infinity,6779.137687715752,819.7087194218094,1783.4474504362825,1974.3766985746752,3573.046593352805,4813.096834188505,5531.133680643176,4954.060598038092,5455.548731377281,9515.570401366189,8485.29753783963,5019.633001734754,6142.788850335333,6263.664710797291,6932.523041826105,7323.595272601895,7329.909772742862,7766.578534491318,9158.417389126242,9552.567831800381,9711.317954509195,11891.6289268247,16744.24575177082,19084.83812739358,22907.40982901516,25656.15859245492,30472.18353046312,32964.06863321086,33948.51125874937,39746.21453934918,46232.69112306048,53645.291343692086,60692.651662292265,53979.17412050437,50806.67860332749,49543.11170718088,48913.22429509215,48036.27129573086,46362.071576093345,47584.088727925635,50432.58311325101,59928.00758755122,64307.261502137284,64366.84434929477,68156.31241505219,69569.51413417193,77946.10854466163,88039.12744338832,96449.44617000775,105338.79058659467,114518.17122215912,121712.68694281677,127037.29738701008,132791.99464618822,138215.2749731573,144697.3776450262
Infinity,Infinity,Infinity,11315.319684879982,1799.8372691188652,926.7493706620611,1227.8658938066997,1700.1066326748805,2164.974753257161,2548.9443084376912,2923.202513190368,3491.3057444309065,5485.1547249781825,5930.15366977469,6069.145676847182,4815.177375193631,5132.411623326049,5409.536077194286,5579.046289533487,5826.241193122503,6069.139416254883,6399.376498517502,6833.1929198380785,7288.397714767967,8306.359628561935,11331.91336874155,13614.533424892928,18429.60489360705,22848.130074927732,27432.61305855704,30869.40258177321,31760.86240776656,36452.73867547326,43070.49774098399,50036.79663717562,56909.47404073225,54069.10863787629,48668.81891480375,49217.831264381966,47357.37456494503,47830.41853051469,46534.40743798204,46839.161851131124,48576.0733773174,54791.51567578327,59545.94566662655,62291.95537138632,65204.470589370896,67655.23296718895,73878.57667068335,84185.7333478429,92595.05649076164,101388.24651752049,110534.73803654376,119949.11407800663,127894.51751276372,133798.2720802247,139462.67623390674,146020.20507009857
Infinity,Infinity,Infinity,Infinity,7079.079856280361,2052.643663778441,1777.553892124523,3396.022432547314,3878.569533420705,3828.5740741721556,3591.1779268323444,4794.964340467931,8541.209516481731,6842.95199453333,6060.67292656348,6582.676860169862,5650.022259954372,6331.932000117909,6454.046917848762,6175.482089039423,6677.79724700088,7998.598128883829,7675.221738811123,7713.391855433837,10128.438703348558,14433.105799320063,16218.28893943624,22426.409800234047,26043.232799352878,34197.27011360103,36109.79958563956,39303.73249059388,44027.89319862791,49755.080959322455,58879.98763960026,66011.16121347024,59659.25792097603,58775.63595267632,50302.38613713578,52260.806708632415,48206.69281384878,48429.05604818895,48058.85869396797,50622.67384698513,59598.533424052395,63351.744274734236,67166.62968132473,72452.21745762456,72941.90593600496,83119.7782147357,90937.73476675471,102309.13675085056,111750.61480178911,121140.55297398168,130828.67172711082,141303.4351734744,149206.7417702361,155129.281353,161969.60086883025
Infinity,Infinity,Infinity,Infinity,11589.070888397853,2988.6109579245103,1715.9482418359094,3286.582198141997,3779.0796883507924,3708.6848464160657,3455.482287786409,4619.721895647086,8308.52200646574,6719.752061845178,6017.584148739661,7517.388805428956,5571.245315326731,6246.185875897641,6379.777015727012,6108.396500184761,6593.072884072492,7913.007560806305,7576.384538734237,7567.789581235733,9876.850099178635,14096.84200573864,15859.145026468588,21987.91115447843,25561.399647565908,33674.592485326604,35600.16380707648,38798.08117039077,43476.96266384065,49119.41568700104,58162.30951941946,65364.518078012006,59393.61101962255,58649.84812499628,50129.938094090874,52083.6115143155,48069.343934663455,48300.08204612241,47992.97705594523,50267.95324798902,59115.44479970348,62798.94262165297,66655.44777502389,71902.8274415308,72388.56846477641,82426.84433137663,90194.68525736748,101545.15645227618,110918.40934601767,120289.06503127949,129977.60430267562,140411.28835004533,149127.07864703922,155187.41567014548,162190.7441163402
Infinity,Infinity,Infinity,Infinity,Infinity,7211.718128033294,2222.7417677428834,2100.7723663364304,2479.938847489694,2747.4855678811687,2960.667349584152,3333.9199370924216,5135.704607412357,5395.047633901771,6043.0002057478205,6145.750704794079,6294.988029019264,5716.7421377552455,5795.304338961116,5931.540842257658,6027.094837588633,6255.079074864468,6492.255007434673,6730.044741881054,7478.407283874815,10118.898963000784,11992.190322246623,16380.381696896351,20206.536425108174,26601.702085647463,31066.275802036376,35354.92427754688,42334.91132435101,50138.25564623927,58813.01211716221,67837.06955289366,66131.29216583598,61101.59049682605,58975.01036539703,50909.43656448501,51151.14473694176,48321.850550279756,48675.19374995451,49318.549220851964,55181.24680641532,59466.15996654984,63157.031432998854,68540.17929020818,72353.00238984897,81710.27592669056,92319.30125062751,101692.4918429722,113872.64887166905,123735.05385247212,133540.8286685864,144116.083814736,155270.07309223403,164112.62510477484,171342.11070153987
