1855.718102224283,3547.013009602478,4730.16482470964,6452.979933851471,10873.56599568286,12993.426304998418,14975.001800528584,15891.09515936914,17608.369791730463,18591.2395001226,19172.6036374886,19799.903596963395,20308.690584236654,20635.04795208327,21650.690516450028,23109.116993635733,24583.71920798754,26565.314627686446,28630.80465523844,30625.30152266428,32743.37669839309,34963.44562590441,36464.04129809042,38874.34591000977,40991.38642261791,43511.14832831365,46137.87619100524,49937.39418575401,50113.52357746048,50466.627287220705,51541.37080660814,52200.783076615844,52673.387312044135,53090.618422885,54175.443976160575,54606.90263963941,55526.15070342726,56440.597023701215,57716.16184202982,58747.80618512574,59593.1501252476,59957.7004626626,60650.76862390477,61125.14972467192,63518.87099303686,66598.50939222435,70160.37183075215,73255.12008172582,74767.56370265974,80558.07058671604,84586.20385939152,91309.79602789808,98762.03810754346,107043.29336886585,115531.09821926942,124920.42651381942,135358.24499282034,146197.62465307352,157091.46732428143,170403.29416152943,185135.14486702156,200316.3028865006,215206.80811803808,229849.4529003874,244849.96652160247,260602.46524182954,278188.1694314824,296889.5681645721,315677.61968676,335237.04757954885
Infinity,4536.8916630206895,6036.646291863814,7952.484490478676,11946.213927650151,12886.934918235107,14346.44251437553,16051.530197358956,18504.197671183607,19230.772548263954,19754.248361526938,20400.088727016155,20962.560952515687,21378.852073076534,22866.57883022381,24651.71076754502,26236.403147550383,28462.469877028187,30702.356757109923,32867.12017124721,34905.86507252933,37166.48167180638,38467.06007283874,41079.62401573017,43158.97323495381,45462.35405198868,47681.137839953495,50722.854913193354,50929.7370818242,50945.34114212609,50875.102514892744,51187.87594279696,51547.32941303602,52230.76030272356,52441.93495422646,53095.798436544304,53364.20547197056,55273.26475454294,57453.239268029276,57932.166148433666,59584.5339929506,60337.53792787989,60378.65688636417,60818.88108253585,62060.400216202055,63735.01076449513,65868.75005261609,67610.04954141776,68647.50612888632,72892.73985180396,76377.7738745729,82077.64717761784,88671.14852154457,96198.64988875519,103862.76739156799,112504.78384822942,122346.44857120332,132579.3228157718,143104.2801340044,155923.81692597366,170047.97290795718,184811.09405688604,199370.84431105753,213791.12191801827,228748.60184283342,244208.890547998,261597.56879309815,280182.8149421776,298886.48196895793,318289.5242834523
Infinity,4849.72574214095,6505.052123202601,8319.992092604738,12019.135636131412,12873.809911952667,14299.323104771893,16823.91443654662,19467.755674591932,20022.045980107152,20450.57832540501,21120.263425480258,21681.14184244373,21924.300047735458,23213.45867882638,25153.351122318967,26649.832898307508,28925.189439282512,31261.13808053411,33501.4986423797,35540.47691322947,37737.1386497881,39063.44426544999,41718.54425803463,43846.6186664269,45947.00486241859,48021.27338435509,50673.58540575728,51573.48151321424,51581.83980955448,50971.96267954508,51454.54028760452,51930.32391965159,52838.59848906098,52524.4982545858,53668.67249264627,53563.88876483341,56187.00832563032,58398.99988166063,58184.312765877556,60438.27024746218,60946.900355928075,60683.897707909586,61206.02376733438,61866.37188427435,63215.27890882367,65063.628072568405,66548.69906227745,67666.51656769043,71368.07316279576,74642.48018741765,79840.58092563742,85935.9755055642,92994.60403828639,100104.33667286918,108172.53349651126,117401.03991815589,126998.77929977211,136953.4651248236,149087.6877071738,162460.2111695959,176494.9666581353,190337.63499753457,204107.3517974761,218417.426476239,233166.7807317785,249811.79601357062,267654.9254316604,285606.83098064055,304232.0660010285
Infinity,Infinity,7644.53762655133,10152.132631908717,16269.804913632579,16661.175352713046,16876.816759395755,14677.506127451054,15179.672045888596,15585.188148790305,16060.329846703791,16397.87687940521,16683.71848833836,17646.48707059144,20011.257528271206,23061.41353536701,26398.98480077191,30578.039344497327,32882.57539040795,35109.414336498296,37072.23406458592,39173.23255571532,40347.460065067484,43261.91113504623,45547.23939896784,48616.756827255216,51194.444615681336,55271.93154374442,51455.26748801491,51371.15377842546,53172.16213868614,52395.23074105,52317.6287325048,51887.160221614366,53878.77894626874,52937.46393403032,54637.35962652996,53625.433703702736,53810.83760261864,55511.55642678865,55670.611744314956,56077.58106163011,57601.39738480703,58730.13757497038,63017.127791474144,67085.70033165136,69137.26777899078,70433.40848395895,69868.36071890396,76785.78409052134,78697.81659008595,85503.15866874205,91798.79939835996,98966.61204651454,106279.00080301893,114691.45842306764,124151.79487186293,133891.42969409085,143689.74708721362,156583.07486869168,170348.34074064452,184330.81013772514,198094.95155432896,211704.2452995932,225982.13691439672,241077.04176655482,258098.886993218,276125.2321971884,294140.93643679906,312962.9154035326
Infinity,Infinity,7730.343116923257,10088.757915625663,14268.1653538592,14363.929972218877,14576.620807523117,16130.803940365706,17403.817027400873,16911.493007631678,16870.11025635874,17393.770316924976,17665.747768588306,17978.12640942099,20207.651650204392,23403.634416430705,26571.372773245694,30702.167129587953,33528.41926220381,35924.63272779739,38263.30550796155,40480.949955058546,41654.46541616576,44174.670009308174,46440.93686896953,48787.226939000604,50566.797420437375,53058.178065386375,51864.374298846655,52446.25438587322,51932.08012201186,51432.00142782058,51969.53969836977,52798.86475775543,52266.05533463609,53122.61806598693,53393.88167384699,55495.67562517904,55945.32573216221,54528.041767926064,56344.351088087424,56594.02801557945,56692.777376504404,57319.3096428822,58787.02280668502,60661.17378691768,62986.76125665487,64901.06756309055,66132.94554377651,70665.33803895192,74404.97970204179,80433.7385408265,86739.50414977763,93817.32403159418,100999.61324804525,109094.68911944187,118342.40581651556,127998.58526158336,137880.4276864763,150185.62705156498,163670.7823525122,177690.22283192942,191515.90040848855,205213.08231239667,219495.18409658023,234322.40843151012,251051.47160800896,268910.22676516726,286873.70662941877,305524.4524842163
Infinity,Infinity,Infinity,11606.826744120503,15977.636516992614,16517.050155394172,15901.16576145717,17288.545424979533,18495.490387247923,17745.322711978017,17568.827918830873,18142.208575649427,18421.67257661721,18618.92572269947,20843.93537409732,24126.602984099696,27215.373410684293,31304.162529025303,35843.27971216366,38232.75720154087,40661.57037988324,42805.74622521026,43873.23134206892,46148.952322118574,48657.27393368548,50922.05725064726,53520.110802419134,55484.8703848927,54899.39939247808,53085.56853399379,51934.13702924143,52580.73096505071,52302.973794799276,53495.19612416967,52308.929821105725,53751.37237372943,53587.056134494254,56518.645706672825,57038.04401874695,54846.514620524475,57319.51662781287,57272.36870169259,57000.61007641196,57731.27114042703,58554.41762565075,60061.20763683229,62002.6337943258,63543.544114857956,64768.59264950399,68646.30015898185,71970.70256064877,77254.02654272503,83341.28043652889,90414.07853958578,97561.5507007986,105620.4698376911,114768.88878926709,124339.0494557712,134202.0996422978,146271.62500799005,159620.0191359896,173647.8833617465,187480.98472452338,201204.15509968673,215408.71231119343,230095.8497600294,246671.31764705133,264431.1057030013,282273.72604988836,300766.0681686138
Infinity,Infinity,Infinity,11290.80521943651,16798.232707764026,17390.111688147983,16701.393265464347,15577.511851001185,17157.390878141814,18090.36571341052,17626.87468689451,17567.199385546002,18073.521133095757,18712.059702313963,20414.295281883158,23458.524837062763,26823.075737638217,30861.853718026825,35205.7415262271,38086.949603098095,40455.701280068984,42909.61261920648,44013.792531930834,46574.45546139012,48708.33214080525,51468.269673321076,53744.08394018182,56511.885834119435,53958.08375528459,52438.20592104195,53411.002357160614,52608.22229833216,52011.92822277978,52433.52751458412,53205.71889635664,52810.33278118419,53558.3604568151,54584.79418582737,55854.299699022384,56820.527364789225,55515.91625523607,56089.48820296362,56933.90818642548,57391.4842786466,59788.34267144212,61631.37943325838,63689.19782815446,65143.674520836095,65501.77577633514,71081.75108093479,73773.04823617614,79910.4775783187,86134.68037367502,93292.37897889657,100538.39587596527,108783.66779913884,118118.65625926178,127750.74851364671,137559.4320847923,150050.15864898442,163633.52039451007,177623.87297470495,191400.1147647823,205033.19534662942,219247.18229181584,234106.14701558137,250911.35718182378,268771.1751687149,286671.7317968707,305270.6741418806
Infinity,Infinity,Infinity,Infinity,17107.3900017167,18209.870823917165,18098.64025385458,18464.502304518872,19224.865170188124,19600.58695687402,19622.294161133883,19530.116502332487,19458.571096093645,19861.009523085457,21653.90682326936,24357.299032602743,27420.934051962806,31530.54713451594,35908.359417626205,40333.67781719612,43390.456603869134,45921.49226743889,47244.80794263535,49435.33634016465,51314.80235614635,53855.52584311633,55670.88908641291,58338.658093969105,57150.75729780583,55478.6026611922,53018.84670821602,52567.48761953774,53388.3457118594,53399.07784752198,52845.135536351176,53673.75048563185,53424.62515330153,56352.72694972426,57777.007414430234,56820.885403444205,57443.511465692034,56967.720752539026,56931.891405901726,57855.43676424508,58615.846522356034,60075.0996015576,62043.41809121816,63581.91204761016,64699.77432770514,68619.53791390186,71898.88251572919,77211.9634439441,83310.9010026487,90407.92271633563,97572.8880075489,105665.00717766557,114789.31500519616,124364.13413350399,134216.09729197857,146297.08880758792,159680.69839833592,173688.45971186328,187520.79024083292,201250.5493071719,215420.68903077857,230148.4032450177,246725.68480008157,264489.20249431254,282341.7665086597,300827.76554261404
Infinity,Infinity,Infinity,Infinity,22106.815976449852,23771.64602917875,23247.738182075926,17290.81658816544,15879.065722420095,16478.69113694679,17443.834737762285,18205.05633769754,18343.7545530759,20057.106523259517,22355.30164447076,24778.60245014637,28252.52596028492,32770.10828211002,36863.23841720095,41210.78684299596,43744.15507581186,46135.68294304389,47306.4138957491,50376.002921269894,52549.9696338657,55949.25042760267,59242.796156187396,63987.73159995286,58301.60626435826,55087.32599209207,56208.82928564576,55911.27012836567,54940.22005824885,53131.23963204499,56036.617448448356,54248.4320772396,56058.75250692979,53907.988039706106,54104.13842491391,57404.1486444439,57262.207505864135,56784.75576405777,59170.94784430175,59448.92322527148,64137.46106736077,66539.79230216239,68844.0341149791,70108.30793564343,69101.49137626309,77305.30276351176,79053.60103626619,86494.60941459924,93041.72168361684,100350.44530778764,107771.16919634427,116369.18855549938,125993.05014131768,135713.15997368743,145464.92946131856,158595.64131050315,172549.94165568298,186536.62317698472,200241.43931067007,213797.4639571208,228042.7992804163,243117.9814776653,260340.66280704687,278409.5666500227,296347.5644602064,315176.1892118169
Infinity,Infinity,Infinity,Infinity,Infinity,24014.297945901897,24123.552308156977,18696.97763949194,17609.498003347217,16506.33484961824,17465.997211126192,18206.58621283288,18965.47824653942,20268.484097799963,23462.332505376944,25969.150770912627,29077.357118100652,33317.08148530262,37450.13871962356,41808.64166513203,45901.49320208911,48978.048220742945,50252.56995264308,53525.2264570378,55352.98184439208,58525.894691513626,61598.87869010441,65870.79070748726,60092.46846010608,58275.428183814955,58875.78201365809,55896.491837666625,54902.37399666221,54454.61299451501,56673.982895172085,54173.1381014828,56859.26950857105,53869.09572310942,54039.378089057194,57202.417708277404,57225.95993013178,58442.3467270419,59777.675351189355,59366.31285689394,64493.19906899602,66399.37166212648,68669.73923185303,69984.54962038016,68984.61573935566,77129.35896079779,78920.96886400708,86329.61979356721,92877.36257729366,100190.22445202479,107587.42232138399,116190.73499837317,125850.1118840437,135548.34593420854,145311.1249176056,158454.26524164047,172365.6553013051,186381.1220562139,200077.4017139211,213618.46818178953,227901.02239356653,242956.99536137414,260160.89245022542,278234.40956742363,296188.17543912824,314995.56450235116
