3962.6655854470914,5629.9736568270655,9112.070690948367,13362.13914965796,17667.28296655424,20242.734217890622,24528.533117992596,29817.079707252233,32827.970833444386,37934.12327928663,41121.00541911781,45435.91105615285,47302.11490019437,49023.4986695045,51140.239222875316,53789.34106264249,57268.64275527849,60649.50166898026,61507.83686372984,62782.968402713304,63628.301787421304,64194.65729422052,64938.755998827226,65497.90611245659,67552.30381225591,68164.3709733078,68798.26162699657,70781.23454200085,71033.63222537065,71415.75323471497,73020.88299077921,74672.80400248696,75072.21194083044,75315.10024018107,77521.20121977208,80116.8403062642,81573.19532768567,85838.1615956973,90438.37866654021,95910.21299367819,103502.77125065138,110529.05880084608,116338.78830070444,118851.8285031592,121909.49868380053,125826.64692783542,130367.54718522125,133675.98133307367,138157.11435042138,142208.19578829326,143670.03029534136,144590.05028817695,145610.58428722265,147452.94332024318,150495.0054252001,153663.0134616381,160659.32931748207,168396.35369062793,177717.55493739742,188066.40353696683,199811.20598841785,212939.73426702782,226075.14902724375,239783.65533706255,253261.57909039114
Infinity,6502.5630201093445,10701.729772699104,15377.600390147498,19877.75049964936,22422.111622976852,27008.944647924578,31992.66005450605,35193.95541690345,40763.39253350835,43422.410346676144,47952.77462729782,49333.19220946757,51184.81850694244,53179.158003002296,55769.179611305975,58955.17970569258,61337.440856782916,61428.55569512089,62110.79180028133,62527.57090699845,63513.92367002299,63958.4007070561,64974.48822318793,65829.55179232977,67234.54468627291,68749.61643968264,69639.13847923379,70288.0130000091,70772.93172224711,71482.4448377269,72303.13374713491,72752.32226422569,73611.25311932509,75078.6462864176,77115.24947302522,78755.479711544,82643.87998445595,87009.48889824495,92217.3571539417,99116.11140963667,105287.67166416126,110392.77088379656,113068.93946585705,115817.64795514128,119194.22849472381,122898.64348572814,125865.22736390348,129466.94884427857,132773.09168493145,134317.90508977626,135439.95242798454,136549.0488758754,138119.01713562416,140934.95907083136,143934.60827696294,150265.11179325022,157035.80488619272,165841.57607514862,175830.25610335026,187222.85375446823,199975.08830521282,212614.45096976546,225822.8496579647,238773.10737056585
Infinity,6675.187968823568,10917.339041703424,15767.369046343294,20340.112206479964,23009.65603243145,27523.778636134004,32203.0819122032,35809.932381759456,41440.97821907905,43971.5733337748,48560.735078326215,49878.763521624394,51892.30359082948,53808.58617543083,56306.06561985268,59385.10782699651,61332.5006131042,61604.92672567741,62152.07560760476,62799.4971784251,64164.83743565906,64306.391771452225,65646.36484806763,65596.68025999148,67810.13345317257,69591.81325999966,69392.92991104786,70625.88255588301,71195.42386264763,71399.19726336465,72147.12577237001,72958.25784925254,74247.72031878147,74839.66945171935,76735.84010005892,78533.84129941998,82183.5361635031,86336.91025609082,91286.16158144397,97652.3925616402,103304.93374486783,108011.72699203658,110755.61255010213,113334.95059954187,116451.68484808318,119834.88003125034,122710.59015942087,125960.85821047288,129029.56297819587,130769.68900168348,132179.6075841337,133510.31174108983,135101.27363730935,137867.64024553416,140793.3814079573,146686.42927592408,152854.40184835193,161081.22996360323,170497.83226128895,181268.6627278834,193363.79821948434,205319.0036932617,217809.16609887654,230044.08082256175
Infinity,Infinity,13479.986611603203,18654.019033424345,23270.462656643584,25231.038714302988,30318.130897043557,36262.36579920445,37980.22617856894,44126.36513677335,47022.352397796945,51208.098324838844,52068.24816986431,53183.63354133697,55836.11043544013,58799.568238721535,62779.32032157609,65859.5359008115,63648.09380460713,64110.983596777995,63532.34076999608,63056.09765422759,64207.48166012435,64313.82929036703,67665.2038968195,65851.34259704387,66054.50622417501,69756.31606480024,69987.06279666434,71174.59516724783,74025.98665838475,74774.94334820802,73500.95478833497,73312.09541449949,77894.29567895304,80149.70891468418,80422.45316836142,86333.88141335394,90499.32922483768,95843.66276172342,103520.67055631384,109084.96041223317,113197.03225957784,113524.84908532759,117069.17404600527,120793.04179710695,124616.47159189702,126490.44561309443,130788.02816259617,133492.07172716834,132937.81657367837,133700.35145810468,135297.1937492555,137916.89229203976,141370.375013023,144313.81540453306,152393.1473896327,159072.59879812982,167559.66272991785,177199.73452902702,188370.47187398246,200820.5656709415,212893.28490193238,225558.32095345022,237690.082153794
Infinity,Infinity,12291.565239515741,17727.405812235625,22840.74481699795,25552.049416196704,30302.97830304803,35568.175145859925,38054.925972426856,44268.25382456549,47422.428469914594,51392.44153576056,52881.53318653516,54166.55561061509,56499.75382246121,58894.16348343775,61958.7946582278,63923.10623527692,62376.05505461514,62502.51823780881,62693.962955411145,63820.21858727956,63613.31414487565,64750.17203714271,65343.95482293388,66883.01197654555,67496.37656425749,67106.5154263298,67856.57814541429,68465.91875596927,69304.78010645688,70257.1327566113,70841.45604676522,71878.81007193403,73593.67263499172,75889.51125064593,77822.10021025498,82039.94060426638,86758.0503281521,91907.59481203234,98576.09518083412,104162.54628949394,108748.5506461622,111007.6560564286,113786.63646543711,116966.92841133829,120310.38453047213,122988.73275758179,126482.60577245824,129411.48902264445,130739.58071678849,132031.06528011718,133306.34225455896,135059.44948452179,138127.7050014887,141114.62475217023,147401.274451654,153731.41481575742,161987.8487703648,171461.7402187397,182275.3979367237,194390.26599361852,206353.025796965,218932.4279647771,231145.86825535077
Infinity,Infinity,Infinity,19376.357322693693,25165.409829510405,28590.7801849636,32950.748222806884,38623.81072721954,41976.16480979361,46926.003439559936,50622.74301856761,54969.79063936817,56163.75966864439,57057.95270903653,58348.8378530296,61348.88447483557,64672.6788000704,66413.58785076877,65104.76762661275,63237.791049511325,63226.783898950016,64460.768236800024,63901.987601763765,65440.07557034846,65188.97557421066,67572.66357878275,68373.63742346807,66848.64667036044,68137.10211105048,68797.8769183497,69118.11925080001,69889.54427951093,70765.08751468282,72448.15249111249,73287.52521411124,75256.80699398632,77235.96538446087,81028.8912575092,85336.20209078086,90428.16407432842,96947.54014845505,102696.05926975608,107500.32663752629,110371.7997717958,113024.17609148372,116136.11262675763,119365.76769658418,122082.34414666351,125188.25659555712,128034.15556529879,129657.79927981117,131028.64132116304,132309.8849658201,133845.44084569174,136589.014898394,139494.96720067423,145276.91223875195,151385.33517533808,159523.38327231305,168894.00365401024,179562.0445297577,191486.7135877624,203250.67537763604,215623.5431677361,227741.6729969226
Infinity,Infinity,Infinity,19477.352422183838,25048.112620044303,27997.574066899484,33010.145146537594,38776.86560853684,41409.64436588625,46633.4622931691,50272.71044069737,54967.28555389656,55512.61086623944,56883.53976809151,58685.87534836763,61661.06250566587,64966.41181678196,67347.71241405627,65343.875192749474,63728.794363546105,63079.74471284649,63337.97068542204,63849.76788246593,64192.83347221502,65846.7215294682,65984.33595454351,66823.59868421165,68655.32742075699,67299.48709842171,67903.11719077181,69428.25698282018,70771.14059537135,70581.24104283625,71266.63400787539,73933.2158386966,76671.29659464408,77855.49275117581,82894.96640865508,87228.86786107725,92539.2129576147,99743.63844544007,105440.2257553391,109898.64425480057,111473.69819544879,114600.79316735809,118001.11928870967,121488.48534374719,123678.3059656954,127299.71327652092,130009.67718326142,130401.37076211747,131407.27399004443,132843.8024510955,134961.93266897916,138102.1360719448,141040.7890575608,148033.3634556688,154377.04805213126,162686.86959087517,172187.57962820723,183101.5408339769,195253.19337053742,207088.11279455977,219534.765776685,231599.86967464906
Infinity,Infinity,Infinity,Infinity,26574.79552618804,30559.277773255388,35467.77668368394,41030.95735088059,44773.579611271016,50083.45380123124,52879.72811979739,57952.65077051068,59671.67053552879,60248.764095159226,61812.799378822776,63635.15296442576,67039.79411101862,69023.9317384093,67553.31967618194,65976.85716087368,63937.93507240857,64746.956054816,64151.25145727316,65556.84501734762,65088.0163347663,67309.73938785879,68330.05586286684,67644.76173638875,68035.46713419657,68182.95695228966,68586.76628178815,69391.57531459515,70203.84327296133,71755.45999349473,72692.02626427004,74685.80340640587,76598.53659375128,80385.8385245194,84693.45908040689,89801.53601638187,96370.4368757901,102190.45481538301,107050.27355752395,109874.56245203952,112522.22870447717,115699.32019600921,119039.981539039,121832.10571981268,125051.93938217389,128007.12873247957,129632.17274359505,130963.80715957472,132202.66692783195,133719.329133972,136463.7584903227,139339.1124819011,145164.8549790908,151302.56692405842,159448.16268858427,168842.02963977485,179550.58352651796,191517.51941079932,203316.6685180067,215697.06412621337,227799.08113614458
Infinity,Infinity,Infinity,Infinity,29574.655708122402,32117.02478051436,37972.71124975488,44655.207298715584,46581.0328623834,52480.19261880482,54748.89899419801,60162.417444073726,60536.63299166643,60714.57543919743,63120.49113019486,66131.56434144221,70886.33923732821,74459.38135603753,71340.41667236865,69624.75177843879,66205.65617142379,64139.68308497782,65451.90800275217,64666.91830837488,69223.87225044076,65654.94864591445,66129.00628607799,71781.5805601991,69060.00109528485,69621.28326758569,73023.74355604096,73842.56226651676,72031.12438036199,71618.60300683834,78183.35474871733,80525.07825304111,80517.42477258838,87515.31844302155,91870.1571058501,97583.31788481581,105870.39673996656,111512.34616374283,115519.10178091678,115171.35388234313,118919.63677083401,122765.09329655647,126763.13356874886,128238.36568345649,132701.02321218883,135284.57769667695,133894.8708733308,134333.44557026468,135946.21829624652,138913.18709758949,142720.30840530398,145729.3925458374,154613.33232449114,161402.6206591269,170111.62011960367,179849.3116908543,191190.13146289767,203799.3978516678,215759.57200060078,228363.6974059877,240358.91452111278
Infinity,Infinity,Infinity,Infinity,Infinity,33592.86018043076,40492.52113326285,47061.477867736234,48775.180923556145,55773.717403742965,58139.45079836423,62673.079958718285,63473.673954091035,64832.14960258541,66475.70909836932,69236.36478415172,72823.88655196292,76498.04985667426,72995.92695313395,71881.17767242956,68537.93380247043,65058.17922524942,66330.82675324434,65019.95026809205,69802.71578911867,65668.07358803097,66147.22573316214,71840.71275873047,69080.41212119683,70395.44941791419,73346.69908100757,73910.56992819495,72063.03520447078,71602.54333767024,78483.95403610246,80503.29081526866,80469.93288997756,87416.21048630802,91776.40676829289,97458.2849999626,105748.82429695425,111402.98541997166,115429.13963703332,115058.34344139992,118866.28644565542,122776.31222140395,126754.11773406366,128265.18048844089,132752.62299473656,135340.78908571223,133912.90827840837,134333.0151644476,135955.6290658633,138886.22383497923,142659.280317596,145650.81487900572,154547.27081623307,161331.42449245948,170031.74104624032,179737.65271694667,191091.91986829706,203663.07799215184,215611.55536845973,228217.10789754754,240210.8746628656
