1961.5742078736948,2502.794583515147,3705.093206909963,5550.087771495205,7501.4849165633805,8862.36073937255,10708.988549556967,12797.537666515833,15166.914122632339,18753.444131116423,22706.610034047368,25217.808204736175,26788.716209486847,29144.701234792075,32599.533912235154,33250.61293759701,34750.4461178049,35440.38983678371,35731.263361835954,36114.410401745736,37031.27083926486,38214.3562823047,40094.78444222675,42857.37918810798,45896.01213905812,48959.04778498942,51483.756075485886,53730.9229846316,55795.6878158865,58102.8825938347,60600.82811038805,64191.50921907655,65751.67346851135,67205.69429660782,68705.772640979,70374.47060887242,72733.74511911727,75292.50061244825,78267.5512588519,81996.83860633612,86245.4641849606,90983.80238816881,96153.6986850258,103204.216939225,109743.15483000319,116511.02465111898,123211.99833874944,128958.80429171017,135722.92037926812,136835.94886882408,138354.71839673372,140160.39274980797,142637.6325732466,145919.40515653967,149690.00828324235,153463.3152420573,157939.31438384726,162415.30118050583,166981.23100941457,171757.32465923403,176406.1481538214,182016.31198750582,187944.468020657,194094.6932142511,201005.68955904557,207048.44660807017
Infinity,2424.1592191164114,3349.5149269459394,4850.677667019894,6448.094146149957,7597.193740223111,9164.554021531363,11042.946091661845,13225.735415870264,16444.73003793261,19925.083210081983,22122.819888405364,23483.675664686434,25576.160477296326,28630.820783292387,29272.231554494647,30513.57991279048,31043.34034551611,31280.890279156556,31826.836180737915,32934.998067907334,34165.952855502524,35913.61890555175,38317.46451398918,40991.89480688771,43716.69524993907,45968.300685047914,48155.18047328593,50339.36753676504,52846.97858161785,55578.333899424666,59395.57605784018,61087.76980314636,62678.02159471768,64269.048151821786,66074.20334412977,68578.06302454612,71349.96779995266,74568.95598614404,78616.04797178257,83167.83209972954,88243.42064821551,93794.24371604079,101278.96099335821,108252.00272320707,115413.7757550779,122495.90430435346,128596.46696021988,135805.306083432,136992.9012922741,138591.00295624553,140437.374898974,142886.42731895112,146228.7045910546,150002.92795334998,153776.46430665572,158285.64145024502,162756.57179358424,167341.86873502345,172094.62228736424,176730.49726193445,182386.22743077492,188322.3167600151,194531.55119282164,201412.4349079702,207485.13644788723
Infinity,2506.8598473997035,4431.297781688861,6327.831941624554,7963.043002630767,8549.111417041884,10529.285498857005,12567.538588477577,14975.202081242725,18663.84555709917,22257.21940708621,24027.346898134187,24966.161646261542,27289.379355175184,30760.370644363877,30067.999878463143,31885.64653462111,31966.359771730276,31604.04374080941,31453.559151828646,31703.86441524511,32384.360712961075,34065.347890786485,37416.127816946435,41013.879525941324,44291.17915621239,46358.18500293617,47656.97038645334,48774.07044108305,49885.42275566854,51043.3576446368,52849.72364293161,53399.46709886662,53916.97650833016,54489.66118045881,55121.91107882627,56072.37557955689,57156.605578018454,58522.037219925,60439.130314978254,62706.956036833886,65343.88383631343,68336.51695890194,72786.08233288975,76862.75274070169,81058.9957842547,85263.02684374443,88681.0712555702,92957.77586166267,93247.44161712704,93817.2460912626,94511.51300548346,95553.4310826409,97166.3122544726,99093.92846160773,101041.27944028562,103494.19614811306,105937.24379573083,108456.98414857218,111108.49113764604,113698.61490628024,117035.91492797494,120594.06870758237,124355.73459139917,128678.37685368565,132366.18322712753
Infinity,Infinity,3627.174704781416,4043.6387715332066,4675.818756673052,6440.973740187603,7385.620662811224,8155.434457733336,9014.670113720262,9117.988016429352,9151.271866229503,9324.684058927856,9955.339438079822,10243.905676664015,10286.627628300495,12803.650741143285,13335.843830685026,14645.657388063044,17235.254079571376,22515.173456687007,29422.70393022062,34609.9851405001,36465.51300402723,35805.91690115611,37795.48742607756,40854.12072417267,44123.07291960179,49873.1292639532,55443.45852778398,58008.10540607966,59911.353880934854,63233.23594501006,60325.1763808963,60754.17968192791,60768.428509180565,62265.80220555289,64745.13265148371,66572.57642867684,68639.9203631496,71469.14591833204,74340.39676097647,77541.92211120477,80840.00157119747,87087.72731217326,90626.62607230563,95050.12220439457,99017.1052119204,101848.02693793691,107142.00002611971,100344.93184117216,102146.29585460165,103209.0165524485,105262.70840916333,107951.64961440656,110389.53921697907,112381.7933659034,115539.26534373328,118021.70175107426,120693.308427935,123476.06601394137,125794.93240361546,130129.00115279565,134018.97498629527,138086.64505751693,142840.67409851187,146011.85538340075
Infinity,Infinity,4989.8604435454845,5246.516936017522,5558.747605606848,7765.989471737434,8359.037887930932,8943.937893816541,9638.748037563224,9354.837820083549,9335.71334665557,9860.740504602489,10857.52383883903,10899.33906179906,10632.41177407279,14339.098993743874,14348.342773209397,16069.341568290985,19172.242217630253,25068.703300473087,32434.009056141113,37338.0536579546,38815.53435839893,37258.17792497637,39264.69986029282,42675.717762574255,46099.86251493442,52566.897045912294,58651.61250884124,61490.02680327387,63557.368174750474,67272.4630025049,63541.074071702016,63923.80474211508,63862.62463908075,65558.2819311601,68373.46770124292,70339.96935731021,72544.36241531733,75583.36977904776,78626.08335592596,81941.98217570489,85309.80990535603,92002.72550375466,95393.91574813411,99893.14000138085,103768.41102404632,106461.50802723566,111958.81105505474,103482.75299183828,105478.89365881257,106670.92802924468,109028.36380909965,111963.60361954602,114564.47864300494,116531.50960610244,119891.69913585071,122380.2344748887,125069.09732190566,127895.90591919511,130133.99766660281,134705.41022695712,138704.81069149243,142830.20465568922,147714.59507792204,150697.3051819949
Infinity,Infinity,Infinity,5899.777669750778,6189.62386922477,8627.55657194531,9042.614726154572,9541.24726125874,10159.455119444146,9645.876377683919,9584.268446890785,10277.526934573656,11440.944059250101,11375.900975198972,10938.106004845837,15244.905321574697,14965.391970862684,16878.42824152666,20187.901640129443,26391.356623198182,33909.92620390007,38636.11329590624,42137.800887782,40375.13558928363,39994.77429911094,43536.41044032926,47034.30364097598,53852.49308647914,62396.65217633106,69829.7213211214,73413.46114401799,78040.87143121021,75472.14571073522,72378.74769646199,72192.11137401754,73395.2963148255,77242.67194659912,80786.167794756,83810.14215648668,87643.43905811996,91662.65864435186,95644.52368008906,99618.1223673147,106784.39153361382,111940.96276765113,115922.14625687085,120024.11683796873,122392.62954971922,127398.32319295267,119189.12057114978,114210.6148608183,116679.2854662504,119510.21928347828,123578.1946305991,127308.70539164211,129799.14885857396,133266.8494679394,136467.52736958346,139206.61203016725,142207.1492090604,144562.66784896716,148971.14284580125,153984.42864373198,158471.5164916366,163722.66228028142,167074.23469988033
Infinity,Infinity,Infinity,10101.447482436113,10136.450349540319,13106.31415726546,13389.111809486316,13370.77932060869,13696.763826846716,12092.51217325272,11386.030937016723,12751.39507525628,14861.309532059648,14700.726681634675,13381.427694595803,19718.176090098237,19347.71865625373,21432.59999930163,25821.559030452423,33716.6375482398,42256.74326504998,46519.20154568437,48818.019318781735,45332.42473516282,44081.11560316159,48021.30158988293,52231.210394550144,60444.09549709836,70694.06698196018,79166.81674384205,83244.92380949712,88521.42232308809,85236.72203126387,81366.2800767283,80866.50988252807,82239.8946133182,86820.61085497384,90941.95032178325,94391.82831399766,98683.22953377463,103105.26595239624,107428.05339757199,111669.77637321397,119424.72398970506,124925.37637675906,128753.68182041764,132958.24191853264,134996.35272178272,140256.9346697505,129906.09545216228,123765.19474120133,126511.06458879253,129696.79176339117,134474.78291018284,138539.08868366262,141254.5851203963,144875.33890594784,148299.35108523152,151102.8507031892,154147.04657200855,156493.80536641763,161166.16912600223,166505.27678606045,171226.37333748804,176610.41629815294,180017.19073408574
Infinity,Infinity,Infinity,Infinity,11862.008852237475,15025.80150033551,15359.994625919331,15112.489137593473,15281.872286653783,13368.856707266254,12369.379901022183,13875.51416183204,16314.95535378822,16220.894889978714,14605.568330108264,21382.41529862157,21306.88858376813,23291.066447066587,28077.94210531334,36489.62169860776,45452.292607610914,49645.43274504284,51561.06723439287,49725.440759807236,48279.20352970252,49960.06699375474,54386.30884567917,63040.815271281754,73877.90604367893,84960.73948265953,93695.3028048002,100614.71191920323,97913.51116642894,95190.16378836974,91171.588642243,92484.54970995696,96720.2061361216,101935.68784906162,107040.37391460975,112251.10718640764,117499.90229318434,122874.71345665139,127824.8121854321,136346.5726997138,142289.34509027802,147895.14408688075,151581.86976232973,153761.54454846843,158805.32615788426,147246.070168631,141500.76600956384,137315.94779770615,141853.07175019503,147214.31086797826,152455.79128461512,156320.91326298413,160522.2988872379,164057.67023839836,167593.81545345928,170701.0840006638,173218.0805673482,178103.04913626442,183280.05706734906,189049.4178878165,194857.35415319138,198584.0810893923
Infinity,Infinity,Infinity,Infinity,12154.879204150446,13872.093721480285,15580.903790548728,15485.935559705325,15136.666043415447,14366.1993171742,12576.841626138756,12375.973573574423,14191.993678380268,15559.550248735886,15409.147516970017,17685.01048880537,19664.129529560818,22566.85292568311,26516.796258908143,34318.999639669164,44392.930475372414,51126.79791499126,53867.36203754541,52846.089987086976,49728.77072053968,50002.445932141796,54297.77546529161,61884.08546409886,72606.59943143143,84560.72292297726,93940.24524829554,100651.1576976114,100210.11900402515,96748.59663721858,92368.07712976473,92925.68295341899,96523.07575933504,102029.59842514314,107332.51071111413,112562.89107859068,117997.54937243443,123512.53694406722,128668.16845042241,136655.66645643715,143406.25576653384,149291.97817803363,152871.28445151422,155391.98268130445,159574.44009677036,151532.72604129734,142841.54617778043,137445.51074731533,141891.71834114875,147085.17222164612,152898.31296574202,157016.48178366362,161180.16511948916,164854.4124432791,168511.7333994979,171637.7866006051,174324.1417763992,178731.34620131087,184033.74642374658,189966.41853270365,195914.21852134232,199858.45185803113
Infinity,Infinity,Infinity,Infinity,Infinity,18085.49110755911,18361.369718622354,19319.88004724448,18809.960974053407,16848.209656929816,14693.312539674711,14832.75824441369,16191.422051517351,17072.274696959674,17261.609340130493,22056.41133624555,21531.97701034442,25335.60773458567,30632.057291633493,38988.243155946,49246.94153276821,56561.81550971167,59489.66726314775,56962.47531749591,55457.49252701788,55781.19616773643,58139.134832535434,66860.85074120824,77861.2260482999,90772.15565171136,103850.71237820313,116002.34205141355,116346.53545320338,113509.35898576367,110004.06091830353,107285.96351180115,111282.29309280474,116502.65380038609,123316.8119313777,130415.64725799221,136920.66378057422,143392.21615652452,149681.25892562975,158783.22831178986,166203.47420157754,172540.37117195316,177908.50684794065,179786.05633191805,184408.0528697365,174426.24703099474,165023.33769938617,160010.07246815378,157685.81026735253,164525.08799031048,170829.100206834,176315.99342919677,181749.09105058474,186009.87344406787,189839.28738912285,193719.31759461956,196403.9742065614,201238.61455784473,206826.08998016163,212692.23477821716,219694.03174075377,224068.94284722573
