17445.551368387838,34524.078369283576,47903.71208215225,87184.34889726514,126964.47911486443,177048.06816286384,225872.5537359485,254330.3151834436,290970.4823315094,328045.0590583288,371042.00255623966,423857.40839142137,477116.9093949098,526450.4176172522,571909.1842309571,622642.17791594,662026.0107427188,706856.1345266292,750995.8188772716,796644.6999093959,830670.4646049502,877129.2668891572,917768.1916993483,952909.1518763248,975866.6161271377,1002128.6579437805,1016618.3913390917,1030102.8020118263,1041872.5372976303,1052069.719980881,1062060.425671415,1071757.8695726593,1081181.3052212726,1089996.4865844587,1097890.5990587063,1105238.2891272833,1112311.1221913714
Infinity,30054.691055437033,39438.12270128706,71788.52726207547,104596.66091370059,146758.68923313374,187774.12584779205,210359.6153873549,240272.530642048,270568.9623997897,306354.3867751771,351041.4623454809,396129.2047616955,437597.6688481233,475529.75982255803,518263.6525357259,550616.5831026387,587962.3170232144,624686.7927234202,662770.7412705744,690353.4295536653,729196.648615884,762761.501823593,791319.3663154184,809057.2243299976,829672.0885757443,840096.7307781474,849668.7603415682,857787.8882216964,864630.0198085668,871279.5972816177,877709.1370323116,883933.0454400814,889665.2625117818,894666.2302851069,899245.5118385414,903611.4722126836
Infinity,31266.11712070708,40536.830320881585,73769.95897349252,106578.88773689873,149010.4959353706,190000.59004471218,212092.25037505568,242232.53714599684,272568.6449786033,308453.8288902981,353411.21284567984,398473.4200914172,439870.7164724541,477714.3094823421,520580.9032603174,552689.6242808034,590150.0338012854,626868.2712890304,664985.3091182801,692249.1011463429,731418.7446991208,764789.2376539066,793207.769677498,810586.3428264465,831299.3307227183,841254.0408351776,850809.1057900856,858854.0701228733,865571.0840913493,872241.0165394961,878647.8372152906,884839.6814144428,890547.3771692337,895496.4929527631,900031.5078678295,904367.7495615944
Infinity,Infinity,40517.41019682429,73758.19249662249,106542.92766628889,148949.33993906487,189901.07960543386,212004.89946629814,242214.8655589889,272517.689928549,308281.8002674825,353281.4513137661,398359.0969745284,439768.0896932144,477652.4933725352,520524.56116159505,552651.9284107144,590048.5123760084,626781.7042384614,664884.2044096172,692236.1664828649,731368.3776364838,764725.7096508391,793153.6143768234,810542.7813832791,831254.0418957367,841271.4342238294,850861.5683646994,858872.6864505466,865530.0954523028,872224.7760814732,878665.7752729406,884882.9962385911,890585.6581073946,895533.6638826067,900073.1683548375,904417.9847398084
Infinity,Infinity,36009.37110534743,58427.19372968645,81080.24809861838,111926.78951067242,141494.97809598048,155565.05506047298,175948.82065815624,196503.44656382187,221285.24715683123,253871.04456536504,286907.9017311434,316894.5386138239,343923.7266599983,375179.9067567978,397417.7084817781,423850.04235092516,449785.8168918324,476844.57843865815,495044.7843037357,522959.99541072396,546323.0981882581,565716.3899958624,576158.6409903917,589095.9882578551,594315.6751175573,599115.6688762114,602906.6340970288,605864.5055694667,608728.5664018593,611499.8485565084,614178.8602698616,616613.0168003637,618607.4831500197,620418.552559882,622132.3861562606
Infinity,Infinity,Infinity,49599.672624654544,63248.48207172145,83630.09634726643,102844.0158194286,110262.86049073949,122681.2821112704,135276.39839124744,150796.82027730945,172666.0601640733,194977.19310058956,214766.64480178125,232226.38309107965,253213.02988526382,266971.4277007654,283984.0624545854,300603.1393954784,318171.32047267124,328680.68333219085,346809.1998678225,361339.7860262902,373032.7250390358,378246.2760387531,385261.3104338227,387450.0954605699,389506.62867348315,391137.808536644,392705.6950986475,394053.86303504003,395397.5320814363,396661.53900572774,398078.40129151125,399378.3658868263,400712.80816943425,401980.814707553
Infinity,Infinity,Infinity,43689.81641309547,51517.186143437444,64413.77951439976,76494.12500302773,79989.35949784378,86847.2579361,93888.90264655801,103164.24122760615,117334.49552399118,131803.95815403492,144291.72378067748,154983.61164750913,168375.24836892076,176412.3290182227,186762.73685714125,196807.02920159753,207575.66788380098,213332.6922977596,224453.05472951545,232781.58923067673,238963.99729210042,240913.90378921668,243892.31105240193,244496.25421093116,245188.15400042184,245859.5238093668,246849.0938939125,247653.2118312621,248565.13768452706,249410.22070586146,250611.64822856474,251927.42778042748,253449.46030487595,255008.6633469383
Infinity,Infinity,Infinity,Infinity,51111.79397568017,63523.44825053267,75090.54936780724,78240.2937547314,84713.97788073399,91339.37308185021,100131.23361830114,113737.94704959888,127659.94729206096,139637.6980642086,149865.48813790563,162763.07537322515,170360.04381568346,180237.7070904332,189827.61530765708,200113.1339192023,205500.10634757634,216165.2811870359,224094.97096769285,229945.11958953814,231698.42303521268,234446.5534490641,235010.97865507737,235698.89509068217,236379.73783773655,237412.07803403042,238259.99390256804,239246.29245144874,240178.26957159088,241479.69059199368,242922.1557668593,244592.0111088436,246310.07097708617
Infinity,Infinity,Infinity,Infinity,46852.99530415631,53110.11527226714,58940.50441203516,59941.70397753877,62444.89511829818,65111.20726926277,69207.18607732824,76469.36149573427,83889.01141329347,89973.52750932949,94922.56910950935,101598.36291002948,105088.78117467197,109799.80936029695,114329.09258941018,119287.7727711037,121662.01445506718,126762.714266556,130019.73874356445,131953.32492208117,132330.77211181342,132803.4004282577,133856.69877544988,135274.0975235928,137116.6261605568,139728.51675545872,142184.84815215835,144906.08687742846,147606.11322446843,150890.2195244374,154585.7638168452,158700.03042113932,162958.69324603892
Infinity,Infinity,Infinity,Infinity,Infinity,51639.05961049204,56152.32613082648,56998.5059995572,58730.517149116466,60634.32991669976,63766.05336422119,69509.58018748151,75345.42926952275,80046.10417027563,83814.59771184516,88991.69037016344,91682.23651925269,95248.12469882413,98672.70511339567,102430.60530255716,104395.72164180847,108216.28903475037,110481.94555585396,111642.60823760073,112101.05263194368,112333.74003591188,114051.91131204362,116211.6695061098,118919.16521784285,122511.07407538367,125957.90575427291,129730.96370966584,133482.19039080036,137885.46429034325,142777.0413664049,148151.55737017782,153707.39512339927
Infinity,Infinity,Infinity,Infinity,Infinity,54741.099478141135,59049.12610980517,57680.90639232669,60482.864489052685,62405.1913338407,66032.80534630391,72771.97767769583,78688.62523728015,83030.03051894243,86427.9167293416,92144.75545110297,93603.50808851463,97782.77510170636,101136.14188358231,105056.45364100822,105660.93301525587,110965.40490253296,112652.04197407619,113333.07652744053,112220.98704946824,112997.7253197789,113004.10280284015,113950.95495911625,115165.87220239884,116976.51307891135,118631.27097981358,120517.06219508058,122368.69687623625,124723.48789660407,127384.4664419696,130416.308206553,133557.99504359986
