4044.3893533402743,12477.64456735635,20369.04419732668,28195.073584786955,36774.204912358204,47534.25350033823,56748.699549052035,64775.5735625634,75111.5071773885,84487.45175710839,94705.28782451915,104054.32638571833,116385.2844902464,129141.57306559509,140221.07686131154,150027.88191824922,157595.0513970317,163392.69933896227,175018.76066683404,187460.60992825538,203451.82553759648,222732.40527647536,239241.77787085704,259163.8573649365,271660.0992441127,292703.74797363667,314131.4341875686,324750.6335532425,341632.9258924531,356284.99520777375,367026.3912785678,377461.9485094645,391038.69689726055,407830.6345704111,416060.4563513172,423016.4679525161,431515.03821285797,435845.9092013739,439866.74921484606,443203.9741457599,445463.56873155216,447991.9083419601,451156.2419447862,457142.2066029232,462742.8472207002,468144.7283144258,473345.7485890722,479652.02033899544,485370.31522456167,491212.4093328569,499947.3235539137,509830.3023721081,519177.41046096635,526470.2742103304,531703.5237774831,536530.3491361188,538515.3359761459,540252.7338849809,541193.9425118188,541868.3915053173,542282.8877934125,542512.2756070032,542780.7990291168,543016.4471013645,543209.6356104882
Infinity,9380.824684128973,14384.85906276383,19506.87299487541,25266.572204153206,32656.75190499022,38969.926153155895,44349.71466932419,51484.65332880729,58091.91511352335,65095.53077760662,71533.51969920534,80127.18068329927,89135.57151943145,96780.37604305898,103370.87996497293,108206.43351355387,111509.49723966377,119516.07548086175,128177.79785947717,139839.71143730212,154317.72194247463,166450.95942083842,181486.99537611802,190269.7500997738,206268.19614954665,222605.24190187696,229821.73660191306,242255.82802060308,252790.16673770145,260115.4809284447,267206.2820798559,276866.0587811685,289232.30306146684,294462.0243095591,298784.58346365613,304299.7698706549,306683.46267060394,308879.798733111,310619.68990370614,311711.78577237297,312975.1941295648,314568.8288356175,318088.43743654323,321273.6820828857,324387.88517408655,327465.8638494455,331281.90567154554,334733.61115886236,338302.8966622555,343966.3086369398,350551.71637686045,356711.5278085113,361264.761781706,364247.4355237238,366949.05275106226,367806.377278777,368550.8070865259,368840.9067424593,369013.8282736922,369208.36528159626,369479.1401450712,369789.0779369171,370115.6896664375,370412.0505262786
Infinity,10143.506506221805,15097.040440026496,20140.076516995086,25907.859120370405,33494.40248465013,39638.63955810898,44925.747784929896,52258.10468986699,58725.76941738007,65873.15474487058,72233.19872597777,81072.94541757369,90084.33598469401,97646.3946036329,104165.40016295362,108897.54420582838,112132.56932396984,120540.90439947079,129277.6749870354,141075.80921154612,155683.59750602138,167699.47943561597,182859.44153126658,191296.23288101074,207708.3439438384,224028.4391839618,230769.2479864675,243506.00847858848,253952.85834276918,261080.230093175,268127.0715132159,277944.13774932147,290455.8836760303,295333.98582911474,299542.8036543288,305138.0719187251,307249.4822314926,309410.7764362124,311095.4563386062,312073.810810394,313359.68639467517,315046.73766691884,318815.1303934665,322000.36208707246,325084.5528392086,328137.56589024357,332039.2012720336,335419.10351250885,338978.16322842607,344869.7118543624,351503.20171584294,357614.9917598622,362045.04794201744,364901.9619492259,367526.09284817835,368117.3259235751,368773.58307717135,368958.7883603255,369136.4984250177,369221.79542662425,369425.8768679643,369705.88511604763,369975.8121866883,370184.9300450274
Infinity,Infinity,15317.686585823772,20334.925084838327,26114.05547614892,33646.5025654334,39844.23275593891,45203.05856322291,52435.39706202042,58900.08768134659,66053.72119849086,72490.57512190897,81250.95732135433,90233.58966371298,97819.14229677543,104316.31545979148,109064.34753387423,112301.73632430576,120533.85120328417,129231.85019097023,140933.1141229872,155623.38850544664,167589.93099590595,182779.51137715898,191328.25951477373,207645.04244892218,223933.4254376994,230717.27667758884,243403.12711338673,253859.86588453225,260984.99415177832,268053.80504275113,277877.4859523111,290420.8184564381,295303.4143294417,299513.53245543526,305181.3741090827,307311.5249777444,309522.4538549524,311208.53849907726,312187.91162167623,313460.2216699875,315136.1143023837,318866.2334713469,322012.7521310128,325112.60704579175,328096.1287232272,331992.8574677577,335378.6078909135,338908.84645781026,344810.8295100632,351468.9413285714,357560.2672476364,361978.27989489975,364905.4062178396,367497.8329333532,368109.7927770061,368722.5246479867,368932.3052848748,369174.2214331787,369235.1417829241,369414.60136223974,369680.59751899133,369969.78010027227,370183.64836708043
Infinity,Infinity,13534.192861629426,17489.769093859053,22007.881734801995,26989.056172788034,31930.93042589842,36442.867800302396,41440.36524630207,47027.259792016644,51988.584197698685,57127.93455165441,62597.923943536836,68410.41486296238,73411.55943652915,77823.28790643024,81265.50959427105,82961.7598796003,86470.83828904915,90408.84123457565,96340.6276577409,104573.51939554105,110885.78537879762,119480.39823181626,123609.64791469614,133052.99921322835,142736.51954216283,145674.24358505366,152348.61894847717,157628.8385903907,160634.4203615019,163563.83991184866,168215.04333532782,174962.76509905205,176665.4134722772,177915.61668435353,179960.56879770698,180421.62277534237,180966.52794970627,181474.85314126915,181959.6233224503,182389.22198529588,182798.49081473154,183878.4167348466,184602.33018830474,185616.4848591962,186715.0626038767,188149.3431179598,189469.4814341921,190789.2727421414,193098.88971531086,195955.49527387662,198445.4837449338,199845.69271021034,200611.88466656217,201179.00738021647,201460.59990564987,201710.5307591667,202332.58711135844,203267.85292217552,204649.4973207316,206487.87963267422,208282.38394980886,210276.63236764394,212181.23922762577
Infinity,Infinity,Infinity,18351.590005562393,22752.683104966636,26615.332395263824,32320.737140379522,37714.909177404465,41321.847835483284,47981.49624146514,52003.614856223954,57617.7416568538,61540.90724866283,66066.32776507847,70306.30354589473,74633.92646966057,78641.39422117133,80906.76767954334,82024.77151945079,83545.18838817788,85991.4008179901,89801.80011009981,92341.21780083918,96354.24249095238,98057.03600688353,102733.21783366021,107576.54447103669,108663.3163883078,111530.0214547711,113580.78419873063,114587.13150775012,115585.94675779647,117228.49656720848,120086.9395536667,120814.11781649297,121394.46006860319,122111.36790497598,123037.2914352246,124215.97345613418,125734.34708721052,128125.27687387135,130126.59858186032,131653.6187663615,132444.80290722608,133322.27693299018,134785.95098358003,136440.13097972405,138048.01753916786,139933.0281922056,141620.95380976048,142906.82463339632,144173.99046826444,145250.17202461365,145880.90510812963,146660.51591101702,147445.40512801235,149750.28579994262,152231.7062025592,156132.83890327584,160723.8278739069,166247.1809820439,172700.04648361795,179039.51421112916,185691.32202003396,192129.38149131872
Infinity,Infinity,Infinity,18538.95671152005,22715.767155322425,25756.56242889436,31216.1091212385,37327.646354166616,40587.8100800727,47012.84800453478,51359.40252391452,56694.53743376376,59812.882006373744,62853.428337427344,66060.56820869578,69782.45227609927,73916.56711942791,77045.28868928715,77561.69467199619,78553.15229679612,79526.84446007948,80784.08585406799,81643.17096990989,82943.10271635554,84341.59434055854,85952.22871979978,87640.12702885209,88844.52576312878,89592.89702510991,90150.96445402557,91090.76011482911,92057.18960265689,92440.00646472817,93136.54598946235,94497.00762677891,96012.56725651697,96820.21163364405,99540.00726045985,102593.96649551178,106353.16392816631,111832.46366762485,116750.17883280458,120735.54459382695,122384.74248360896,124513.81373648027,127483.4614724145,130881.73555116993,133597.99897732798,137131.97453449425,140291.25049491177,141599.1137325994,142449.23239251244,143280.69921928778,144435.3060112303,146438.72352467905,148525.39874107973,152627.18776202158,155410.24790945626,159698.40851288862,164585.9862577036,170457.96989416977,177241.9417223935,183621.93068665024,190450.9436599478,196815.9092578992
Infinity,Infinity,Infinity,Infinity,23769.559360453517,26579.486833706484,31410.100439786635,37549.922209220196,41630.47480934868,47250.210765105585,51500.42753655717,56913.17304541951,59874.639169397524,62929.26949040772,66180.72400344323,69910.19627892193,74108.4886987649,77214.13249353837,77517.7031537566,78396.96898976353,79188.118703858,80288.03301444543,80996.73352718809,82126.58801387802,83443.30062427375,84881.97183331511,86387.61139779756,87529.30774606431,88169.90507554026,88648.02463671517,89539.14488884261,90488.01352731146,90826.99213443752,91441.38695411285,92784.95700977996,94369.87620530411,95267.7559533476,98193.94323664063,101495.15202169234,105536.6234445666,111315.19687671735,116522.90865271389,120763.565737201,122545.58645037939,124621.04545782198,127614.7147867021,131035.85783163676,133703.88260958335,137239.75628697214,140409.7574773475,141654.54828511947,142495.30302111994,143326.26735016235,144511.86011816259,146611.4507038157,148703.5411493274,152923.35384292025,155694.7668064289,160034.0386970862,164954.29116337956,170865.36552343363,177678.81620649787,184054.27204237416,190888.98219816346,197261.56001325784
Infinity,Infinity,Infinity,Infinity,25958.83290500279,27698.90191686769,33188.6825372148,39947.895405369316,42893.72955992534,49036.13570003903,52853.20944061344,58630.5886422129,60506.61793917516,63363.945721866054,67147.35320821755,71320.02202412399,76346.07599820527,80329.7643612419,79060.07471659237,80004.25974405959,79748.91244634638,79659.47122055956,80729.29133110234,81052.59978866961,84274.73432991988,83673.74178309624,83855.48621524237,87354.22108714342,87862.5336133034,88906.44481503559,91703.91722398128,92702.52602149134,91665.65046089701,91242.8612544434,95498.61690765555,97657.60549042893,97616.8468141388,102456.13086179897,105862.73423729715,110296.67383644605,117016.39244890626,122050.85324046969,125766.6608265358,125729.23004505876,128228.82010824005,131533.40590997654,135239.78251054097,137174.28303221436,141316.88125243137,144307.35663399447,143911.4398707607,144267.68856456736,145297.0776927135,147333.39290449876,150214.91352744552,152395.43716457498,159495.95892030958,164385.70547390895,169429.91303747142,175041.66029011086,181649.0720840386,189182.87460522828,195948.2750837933,202991.27234664385,209474.35471893448
Infinity,Infinity,Infinity,Infinity,Infinity,29445.890995864,34892.31176697303,41236.197147376224,43859.36365331284,50942.872463093096,53854.62528282927,59653.38517419746,61283.0155513348,63922.3524692077,67886.80056841871,72224.29958993164,77545.1979710437,81932.264298286,80231.66835965235,81020.656505225,80415.49618935028,79944.67488649178,81347.50974103129,81274.29238884794,85400.03093852405,83755.1130880557,83891.55059058598,88622.44865335575,88299.92511632385,89580.4129643984,92907.99004106536,93924.91879283972,92434.63979528508,91664.51921807067,96932.05096609073,99236.84054055245,98889.33426752136,104367.86391985207,107814.38506451067,112385.36813635484,119407.50024891633,124392.26152486198,127927.10799607437,127292.15583335515,130055.11777980241,133402.02896331772,137242.91041004757,138926.81689373564,143228.81663669192,146165.46970126883,145233.41801963034,145374.05417959308,146454.70065054653,148785.60897943086,151968.98285768647,154255.21978967465,161946.7949720415,167048.9060301619,172173.03534679164,177952.09585347542,184712.9920289677,192398.30842058943,199224.85150407022,206324.01734250094,212788.17627911654
