184.7336741754407,837.1204717354658,1724.2011797186005,5014.395744022766,8000.770326159682,12604.128847368273,19570.260828290506,26498.54057675058,35271.931879537486,45220.725323479375,54308.153308386885,66936.07816891768,75029.59312240792,84318.92088595768,88201.37140743312,95452.12481262311,98539.41977654518,104685.48235113223,108057.1720264929,108872.58584779954,110376.38347453545,118902.52507321592,125486.24668289407,129825.30326909947,134605.2952733734,140556.08602010293,147440.74605819993,156188.81556705773,161953.19229867958,167384.76597855103,170647.96362699545,172138.05188675606,173545.28538492738,175290.32984707953,177276.2460303343,177698.77225986324,178492.007240179,178631.7836844924,178753.6321502777,178954.88235966576,179284.2567673147,179735.194018825
Infinity,335.61529204703913,458.1497139788895,968.47450656139,1382.7059456299135,2529.1677485209266,4970.502530513111,7456.9925745372175,11053.7421423366,15359.767292962888,19175.526232209046,25209.953097960795,28416.60532761948,32254.313920592624,33256.94115624466,35818.715263787584,36398.49477197416,38349.742686875754,38935.299880271254,39288.13089823658,39584.862414806936,42934.448011364235,45150.388721211355,46571.201826224235,48182.472028180426,50177.13282873609,52609.66658644169,56092.62110959193,57839.5020398083,59367.20940430013,59894.26775914452,60047.541844619096,60142.19843247504,60204.54422765744,60331.900824711534,60732.533474739284,60801.61415182122,61481.51440210256,62844.08713193795,64638.72495167061,67027.0486891851,69674.14803156494
Infinity,1540.2666262816658,1461.7330648713764,478.7076317038793,568.5731535487884,744.5937397305748,1431.273106210627,2239.019806073001,3622.674253521688,5364.145123067148,6892.224677638057,9635.086701007189,10859.319146290652,12266.726234837035,12745.679978759707,13418.874203794305,13757.65522560553,14193.390044346057,14304.836136706293,15928.569557882078,16945.560241342824,18046.618836783648,18625.566737544934,19542.76071991744,20474.749691752928,21183.122409015825,21953.751390005338,23144.15286910213,23541.794648873063,23776.510012526385,23865.839007144266,24636.379628150986,25356.59223940823,25756.06478301946,26085.799954421745,28063.944351563652,29176.820088705997,31845.477684812442,35712.93196833359,40270.75838631778,45754.54070815171,51619.97809421166
Infinity,Infinity,1572.022065705527,501.6090754596888,609.9746503135641,758.7812299724387,1409.6321645464877,2186.2730563537493,3504.6956821184367,5166.718162288458,6644.671947671379,9258.114611087012,10421.329275076847,11755.280065432087,12276.16859220752,12924.614132351076,13320.926281326225,13761.636412610613,13933.862659709333,15712.727190953125,16846.503939998725,17911.248982995476,18489.259628586613,19428.372086747244,20368.83904660126,21057.086787598262,21776.71923500677,22885.251799102152,23252.72353957445,23474.21803600954,23594.310321289402,24462.870431010433,25270.79364792724,25749.6478111871,26160.533955661664,28227.111586580628,29304.60031590935,32041.38254313239,35963.49374945327,40548.56580859178,46054.31245876895,51933.064413316206
Infinity,Infinity,1755.3900577805364,2157.0819850997927,1035.5803471666222,1804.477676401716,3246.15158745926,3766.1437398537873,5779.308549083605,7920.709011090249,9083.49434352702,13001.218747207859,12424.09380475063,14382.078540859846,12739.310420641608,15094.421523290162,13468.925500335843,15525.155613937115,14618.46830523331,14216.933899066387,14364.571716186918,18080.86397798975,20343.03679494689,19514.80843979916,20699.736945355133,22216.634241304113,23464.988773792804,25518.964491999348,24771.128913840814,25035.852786559994,24197.16773449075,23732.96664546135,23890.842555503335,24118.192021631894,24419.69351527639,24839.206991300623,25121.647441799614,25980.349282988787,27636.737285546493,29774.60912854017,32520.189267888814,35599.120283300545
Infinity,Infinity,Infinity,2279.077772551296,1426.8888840962118,1080.048183390784,1052.7620189404054,1517.5468409229738,2079.1563939314683,2692.764432146359,3360.668286990115,4346.302540297735,4943.2473290891885,5347.773770126839,6491.68550967289,6648.372222118672,7906.539254179031,8176.547506554544,9041.526366104536,12918.844000467667,15700.554833337279,14666.653686144293,14971.322797372712,16560.073095169973,18008.318644294857,18713.51662777462,19141.92528527132,19438.687270398164,19776.249557000883,20010.66593981572,20862.785497188906,23311.993786733492,25723.223681402556,25721.394711018474,25773.520568000135,28918.684735443796,28020.5355285801,30686.370828206618,33226.57568344134,35828.57877760988,39197.10086399429,42446.19184071632
Infinity,Infinity,Infinity,3530.656907072608,4258.846671059501,2302.3859996833,1714.230833206735,1938.9703716437436,2151.0556481618028,2538.944836186975,3227.1887396074562,3577.7308985271625,4395.273412422876,4721.589414542852,6954.092813435404,6874.3405634381825,9155.739149286115,8617.585895446646,10098.834044031502,15078.216746387076,17549.778006067663,14651.962043813399,15336.743217748657,17701.337311299274,19026.51145149541,19335.98861085738,19519.254113780153,19398.23828831709,20271.390056389846,20570.818325088567,21946.738947964248,25068.360592460023,27461.20680355822,27281.576379484246,27260.21503657566,31252.425953181537,29992.375195291883,33228.41252133906,36062.972545142424,38806.3414167607,42365.233137631214,45668.23191661738
Infinity,Infinity,Infinity,Infinity,4412.957257650103,2706.7095600936486,1700.5817795157645,1917.080998157871,2117.8910921436855,2501.676661358383,3156.674430591787,3480.1042955802845,4270.677983947251,4573.180987759601,6810.606057851024,6868.607839776052,9169.264237290658,8620.838208300993,10134.375228622393,15125.920756438576,17583.44150107244,15984.23155076402,15330.06854035615,17691.961910516817,19016.569693794638,19329.001335482917,19508.311743091304,19387.12120055513,20269.82170966389,20587.86899598378,21986.325215802837,25118.34610035995,27522.317328383542,29168.108074286574,28911.89433743903,32674.25179689327,34146.99223296082,36216.63750925624,40868.62547885056,44505.43069831583,48542.309509903855,52475.28171934872
Infinity,Infinity,Infinity,Infinity,6705.331736991525,6238.069556538082,3278.6250956803074,2909.66081383405,2660.812018459377,2568.5873277264877,3268.712723023366,3271.467991816804,4292.662056078178,4669.695890182584,7671.25116006783,7579.007766372139,10340.505366832913,10341.74201953218,11469.215030201023,17735.56494828746,21064.059202891192,18010.059329288953,15714.174211341968,18738.098870778405,20756.592964891275,20758.19306078455,20443.940807717674,19907.279825683523,20756.262037354016,21670.140275819984,23462.035703726855,27487.97144811494,30585.7967466592,32171.40868023255,31668.76322027003,35884.35638741356,38037.739478732365,40107.333000480096,45504.697699118544,49525.35380104689,53826.54915628445,57983.88155063514
Infinity,Infinity,Infinity,Infinity,Infinity,6170.251981876054,3480.927777387732,2627.3142447252617,2399.342223535421,2396.1689988963635,2926.6835254115595,3058.864027821877,3813.364150044424,4100.642046154345,6859.460382460783,7534.203872103937,9990.46492500878,10205.506997299222,11285.00519151987,17318.417701050523,20703.430799146823,17991.49230907961,16881.305533422386,18185.84088632251,20208.837644188796,20395.352399623218,20137.793113639575,19813.89493089493,20523.765318590133,21536.68493619631,23281.274205299156,27215.74984526122,30330.84911413367,32036.616649596242,33365.97896358822,37199.09786808817,39220.094217391445,43920.812294586394,48103.37343020638,53896.77317430165,59077.99029129266,63664.19618620164
Infinity,Infinity,Infinity,Infinity,Infinity,9714.247860779256,7797.13745509611,5138.8287673186105,3679.655526374224,3043.2772331674805,3403.2887469363645,3052.73185644609,4515.416432401874,4576.02435310314,8284.455758894524,8317.075276566824,12314.6330627355,11973.402103250106,14392.89802576696,20944.56707086297,25117.202528044218,21671.811999093145,19791.51257377763,20214.090628458795,22251.756690564256,22820.746947860986,22167.4562010768,21008.30421340408,22063.463269824526,22878.802470417704,25778.447242338596,30721.49965990673,34614.70837604515,36826.10848215314,38134.29153087962,42627.62786694064,44758.99967070228,50655.891670206605,55080.941467854,61719.216023509485,67476.25185647761,72369.88386752346
