633.7965663996667,4612.302333793926,8091.498525763522,12307.736342112448,16283.18081258922,19976.43382293634,24336.878402577044,27859.188207615356,33160.10829327321,37652.71662448041,42122.17336178039,44219.53444371893,44966.13572749312,45641.95922371356,46290.643883061515,48342.75731229181,49314.20599179554,52512.467086522876,54082.43930244087,58371.488965732424,62765.800042942974,67851.32033224107,72908.8094554179,77410.01267166258,81603.20863047578,86296.33848543384,88645.06961027185,89392.70169431569,89905.70675789265,90822.53339830614,91677.68039016961,92678.62300063697,93960.44286694523,95278.63607509404,98101.98662858509,99853.60264410936,101670.61816713394,103245.86556646597,103960.08749537285,106046.77952402741,107803.97913293455,109613.82750268075,111522.65935027058,113352.06270165277,115100.77391571888,118588.35724867678,120557.53459689915,122729.86418820072,125920.25646164862,129457.3303255468,134038.94662619714,138815.7250022204
Infinity,2172.1735358646984,3456.669265719397,5156.11186971626,6801.246128724743,9181.180126531777,11048.281354422577,13102.011709917366,15536.513238036523,17409.652932356086,19189.10482141982,19796.65150334119,20433.311674830504,21579.115314570943,22656.194755043587,26661.124405505354,29228.774624267557,35251.193710999156,38902.905871561896,46682.931716725616,54713.18164835929,63795.97462728282,72871.764354537,81194.89212467402,85328.7299233765,90236.61637592963,91453.19868769291,88754.22453382463,89630.19887712617,90663.2293739824,90933.91874877983,91757.03751646483,92124.95560183244,92751.56941045179,93607.23695972179,94173.00970985327,94617.34082060895,94929.71530474129,95243.04142419012,99704.23542912981,103801.9733101463,107984.31604189455,112547.9067542289,115948.87684771509,117492.0618614119,121878.67757231166,123217.84092778755,125614.46721288485,129362.5753232828,133070.7898477441,138060.1816112759,142934.7660301139
Infinity,978.4446873746772,1513.4803360647456,2023.0524798500144,2735.3491392633023,5442.841352106954,6098.615037317853,8281.839582296394,8978.111253523437,9503.35784305889,9947.597883798508,10401.235913699682,12071.445761468123,14850.59274247838,17394.64452328029,24557.554846360857,29684.5211408662,38968.95611872498,41951.10014667024,51043.41264028714,59152.50007158968,68531.80875014095,77610.32076055999,85724.29257739046,89779.32728200183,94960.02536584073,95476.50605134241,89409.903185533,91265.63450222847,92178.20244191728,91626.8709575605,92942.73495166183,92496.98008093875,93433.5740494537,92850.3159173139,93598.33956825097,94019.26826867241,94332.53147890391,95530.83866900105,103197.44917999572,107267.80587923901,111460.18066380365,116180.35674263549,119364.50918013701,120807.67282875712,125838.45511166318,126585.36718954015,129159.43363696155,133444.74052536345,137397.4455802586,142758.6505248308,147713.70252221654
Infinity,Infinity,1629.2210024760548,2076.4357965637437,2879.4383338434186,5981.266664997542,6231.931529338005,8743.958698395281,9010.876809396032,9542.576078287166,9885.920808052688,10710.810938133927,13015.559241548919,15987.569810001372,18577.084267531398,26246.616331735706,31278.768893340293,41104.142166701946,43726.85222494035,53383.497229815795,61540.355390066754,71040.6989381324,80132.94752020105,88175.6915721551,95951.9964557855,101096.70581187413,101131.1507742733,92695.45325733487,92065.3427358315,92926.54148404174,92145.86016718132,93617.16725686632,92916.6290822173,93936.80739388823,92962.11491656439,93981.53545643651,94340.49217457547,94699.3130687634,96157.34096971947,104873.44123611876,108929.77244252453,113148.58117201432,117984.37384519474,122253.59832663096,125170.42803164362,130432.42950724628,131793.62012745446,133799.6876501294,138510.79505774291,143046.55597870843,148744.5406220256,154164.30390504116
Infinity,Infinity,1616.557431749427,2265.80680702752,2936.4513634105947,5433.266639103804,6395.868278066568,8289.969490446982,9438.430824161365,9804.138803007949,10166.722274798196,10416.88011823956,12177.582311459082,14874.182896170454,17522.413060073985,24419.79110467825,29610.887800301498,39375.37972791735,45682.92896014387,54047.69967558285,63495.40494538806,72927.45532586501,82323.73202127608,90455.85809966743,98100.97908099621,103029.48681739658,103668.17882714025,96087.73905337356,91614.92918871238,93493.66391581735,92994.99435115558,93390.98048364194,93569.00728415918,93615.63849180381,93646.30511355256,93537.42146043827,93921.51586612473,94235.91702578911,95285.94635956899,102920.44828869091,110187.78758077421,114667.03758438615,119421.05515158878,123949.53836146966,126695.19163945479,131599.71646758774,133856.8505729499,135200.310918586,139841.53937279683,144795.3225426178,150575.64028836114,156318.63424905643
Infinity,Infinity,Infinity,2264.695800041427,2965.0750494571957,5898.7048790344825,6307.806203098903,8691.641242616508,9208.905664775268,9686.301366416741,10047.39683193583,10572.384011894026,12614.80831595026,15555.769343268597,18086.424565368234,25509.181040157542,30382.28188418656,40474.878532415285,46989.60569353891,57051.61995938698,67056.09284574266,76620.23340478279,86118.27513664679,94222.91646698427,101724.24453548367,110460.154726399,110931.85592634576,102043.31302749942,95443.4149647634,94379.59569016274,94054.58496927952,94361.34100262965,94262.05448884139,94377.51751590086,93791.00918254492,93856.38137912202,94101.06569099038,94424.30070322935,95673.01302675757,103934.14730284711,111183.50644736929,117299.92814453863,122147.82484098371,126707.03967143824,130515.66982357008,136966.87381318616,139362.8555797646,141349.8284333481,145552.19686905798,151004.4305597365,157448.4649791182,163558.52293149955
Infinity,Infinity,Infinity,4661.858207972555,6163.120246621196,11890.458123647491,8786.453517482647,14279.592579635151,10605.24235373203,12020.211825460452,12207.417007485421,15528.098232493812,20463.27911351623,24771.988123770883,27081.344254022828,38366.692094768994,41973.86907785421,54951.86495018853,59755.940902102244,74957.10860067866,83914.57081056132,95508.94007036314,104950.88534907221,112870.64075763311,120222.74904739336,129396.96790277277,127418.7218688858,111139.7006077005,107687.91896926056,102962.07289234755,101326.29804006976,103033.64189336507,100188.39005186543,101640.43007237262,97161.74607327342,100057.63421074003,99135.12892531857,99568.05490168264,102829.84702430277,117439.36542086757,124644.6618363121,132089.2449491756,137590.41195546067,141740.81625818845,145466.827392001,153642.44100197905,154054.11376443453,157396.00856149796,162228.5117553027,168091.3451680661,175944.30851802978,182326.08143847642
Infinity,Infinity,Infinity,Infinity,6042.6935828286305,11033.768377856355,9281.911298801358,13588.561129069723,11247.816281317631,12169.38918259976,12371.660520367674,15521.71636078563,20707.427773897343,25269.262041412985,27975.272443295937,38894.397639619914,43369.768981943605,55878.827862566606,61094.890602581945,76519.67645834945,87196.67685121603,99451.41205221562,108991.489125099,116991.08156505742,124289.66081421106,133272.36507012293,134934.3709916662,118676.18392167767,113666.52508598357,106485.7670160764,102267.07574194128,103800.15517598277,101126.85262845785,102055.41482031677,98160.53011900959,99985.94026983173,99516.37001195991,99954.72282938978,103023.88342930475,117643.13535440015,125657.1518340692,133149.08550892235,140314.7963244219,144555.58645336324,148136.73954932933,157567.11549482268,159796.95538600103,163388.8882671798,168721.35439283855,174183.7546791096,182570.9649121411,189555.42213757685
Infinity,Infinity,Infinity,Infinity,10392.95853520077,17061.724064955357,16139.468126318618,18802.498577432303,17478.25503855958,15156.3296443601,16296.90833852094,20106.896986028336,28834.367067076106,36707.050453153875,40634.96241671717,52504.37834519644,60406.55453600369,72477.97371035282,80083.42968955275,94692.61539568391,110551.15426165407,121896.98584716475,133491.92485692268,141308.11201846658,148381.7959445092,157373.52427786673,158920.0518501557,137958.15432532213,126237.87784891606,122186.50267171333,113707.64551237348,114328.45402902766,112481.08582125412,110904.21385445225,107328.8885454031,105968.50080952013,108077.24796202323,107392.83744155976,111204.07114638675,129590.33906916864,143895.9395639153,151362.41731906493,159944.00992661517,164715.28403623204,167882.81983724918,177608.50021671638,181095.452247177,182778.12998353533,189861.42575803434,196102.69627878818,205106.48986756988,213621.74193202547
Infinity,Infinity,Infinity,Infinity,Infinity,15424.5712252273,15024.638693707042,17742.853596925568,16480.77038425069,14741.18737509817,15405.55867221141,18847.403461269198,26973.51123830991,34878.15148138213,39085.21568973057,50813.389050646874,58531.3653701002,71024.260337733,78433.62349996503,92982.43043558444,109030.80926731983,122020.12516981055,134263.4071648192,142252.30497422756,149472.65353710175,158351.76098330304,160138.39799150743,143899.6834299805,131890.43794499393,126354.13754254245,115660.78509858961,113559.8234475675,111791.53095898395,110291.57014838427,106571.90975023781,105502.12799341911,106675.61839691833,106354.86183985081,109943.33865570006,127202.35783432695,141551.7393084448,149821.30151656654,158406.6900719966,164864.11340934053,168171.54995379987,177447.45039709785,182511.31760979048,185934.535205301,193071.65044501924,199745.15766003606,208237.29210382086,217230.37345711875
