1170.5246118328298,1479.636504627359,5243.149975990393,11235.422963700716,13097.723146030166,21438.16029353948,31824.226176919932,38554.841851270816,49178.59105737712,59305.32946122829,68081.37509646821,77878.900661802,90274.28843832572,100163.21837430395,112252.9778467751,121604.11969065639,132157.8491090089,139197.22544837053,145471.2773264071,149803.57175386822,154017.70408667126,160082.8885258664,167727.6411570947,172230.52427718398,177159.07361571642,180356.72188850853,181335.05277983705,182073.11582074748,182563.31269186176,182927.8024368922,183279.6124901688,183509.68086343652,183708.02238530637,184126.34244170165,186954.73758071853,191018.00145487807,194563.1175909604,196253.96156376568,196738.0841864843,197086.529275605,198096.24633680133,200559.54101645076,207887.4631547872,217015.61342686624,225147.6259407722,232667.83995406172,239213.7709537644,242149.51012230353,243712.83624309924,244226.34169264883,244759.62719009886,245183.6443771278,245592.3853499381,246001.73053124503,246521.1505907696,246939.98740119525,247247.74306166414,247520.87213241647,247690.79098222766,247858.88662315934,248177.37010608328,248617.47438278992,249233.39168032666,250019.1256506178
Infinity,4063.1100060755034,1813.748398402869,2790.2595972791696,3519.054261859564,5623.838181230769,8796.189866339133,10008.204454232637,13220.736790275916,16177.199736278759,18466.20971611978,21307.74767770424,25723.680540833702,28823.942447716796,33239.345193580666,36029.99968848115,39541.06294378345,41462.39611521952,43086.460465055265,44250.52603744832,45436.11237833559,46655.59929609535,48527.918955730485,48978.13242354831,49610.486300087694,49807.16951717074,50851.96299651443,51712.383132909985,53604.06516877958,55239.11359608819,57864.01396143151,60363.5994576874,62973.92297550443,66574.97071276023,67790.21306203424,69615.26104723835,71145.90708918113,72678.22801259547,74643.17887843004,76313.78088809185,76761.29453419139,76791.19802238847,78429.290192632,81001.2692394208,83116.36601754666,84962.86313828337,86384.29030893843,86696.44743481117,87334.40561984682,88213.10372788015,89254.92759890472,90361.44461311414,91782.88810783385,93291.39169939136,94213.5921113228,95363.32572518093,97282.44751992845,98739.67168519665,101140.34918344428,103952.65059248885,107881.76031798356,111961.30238268952,116641.61212252098,121821.15408957098
Infinity,8521.930022143142,2098.714600238122,2004.0148884449547,4941.989493656242,3904.361878424033,4647.654576553394,4751.361309480391,5420.07177429758,5983.436534463015,6374.374563896765,6951.419086005124,8257.494652730564,9135.167762071593,10575.045263341726,11231.928502004215,12243.183937337886,13051.642231237282,13827.129189641848,15304.45251001779,16918.307041661392,17262.410412412002,17569.86141966535,17878.97098786964,18090.46605097636,18756.94716053529,22586.790577287356,26142.189650715394,31750.517480850853,36922.003553379815,43806.090210020404,50528.874934862455,57450.02525874516,65933.27072691562,67994.0647386314,69892.9813656711,71693.28049637134,74538.89445069709,77787.81713807036,79652.74599349823,78962.53438587945,77763.7674582201,76974.61908525712,77439.74147010477,77784.85821684406,78080.82422007162,78316.66183480638,79299.7022941873,81832.09033932954,85494.31617334177,89407.36385236762,93243.16505221833,95006.63288053278,96686.14500151071,97126.82586165932,98481.65298944009,101016.64679816781,102153.47946568803,105244.8758247595,108344.34511697479,112861.45141154653,117064.37466487304,122035.94162084434,127451.65909012887
Infinity,Infinity,7152.108220311147,3408.9987463812568,10073.753319710306,4180.37267685176,4156.224412884219,5395.176170826964,4925.357115318768,5168.079990056196,5848.673113404586,6337.966444835044,6430.831190923636,7241.162438786372,7502.106390730484,8106.663394335879,8519.346779106743,10469.355113501417,12636.6488743261,17004.824794134798,19929.321681042988,18557.60060229747,17988.738048253483,20175.626469754323,19847.681161470173,21438.625542222824,28023.31154724229,31294.22536588954,38167.984759989624,43018.25141247742,50693.00102167495,57297.09924823641,64287.56822677777,73412.83449011877,70455.5952143072,71737.7438540053,73920.71039191037,78196.25731364264,82993.43600828324,85327.99344344664,83655.62857344505,81234.59398731026,77568.21692032364,77303.49269864436,77860.67799153717,78522.0028945985,79169.79049152268,82482.61259036625,86421.82690937052,90766.54070987724,94807.28719891433,98431.60992133265,100715.92873205674,102715.54394542483,102464.12783905584,104016.17966249835,107273.56775670982,108022.76556776382,111870.84381083492,115283.84885220049,120306.27993387255,124706.8650197367,129839.34539572641,135581.11102976504
Infinity,Infinity,12438.426700291966,4283.381093106953,11288.87770048316,5989.771964693287,4386.713521300907,5896.645883736962,5109.587301806903,5378.835647082536,6181.083197693989,6612.000207057388,6512.566718517103,7508.06953409722,7615.446329112167,8411.164426856367,8724.822627053505,10983.588147616523,13227.670652136876,17838.58294463102,20770.94144538969,19119.49755232842,18383.542681741328,20868.137722914933,20480.946232407427,22275.186525200952,29343.287528002642,32601.548192479895,39678.238627551196,44509.29737645787,52349.17691603677,58951.8166557623,65957.10017617751,75204.04621521827,71475.53090905317,72881.13923582072,75197.60573855972,80007.2320284537,86375.31790334007,90037.41861697208,88262.56373447935,84409.70199642307,78971.35175444685,77607.43809898384,78252.99985198093,78959.17654478781,79699.32265020898,83429.81741750937,87625.91532818839,92136.25872309039,96212.13854450434,100003.97283942663,105094.77658414017,107476.80080468096,107268.08224260483,108388.99904960283,111976.92785195287,113282.11868422855,116952.2574065701,121107.30190546089,126547.67965443534,131560.60649173343,136874.67001206434,142962.33578828056
Infinity,Infinity,Infinity,9858.076886797116,13707.175986057147,11493.54727580169,4919.913434586356,6367.442635947384,5968.051687727841,5616.143129980962,6492.873965781003,6852.4651124436805,6619.710759224781,7762.596464521857,7683.348318576829,8628.155912242491,8870.263860196377,11337.87547239019,13596.80205895936,18399.133717253982,23056.266923734496,22521.733335385987,19984.76695143212,21847.968020731274,23268.233580974964,24664.52665259591,33013.155854808545,38981.02224830551,45946.44108003682,51997.899748501004,59628.07753686038,67028.03959970514,73932.71071539805,83331.85012682786,79589.27612941843,75878.16701123293,77622.6086819791,83011.69684682682,91029.3486072252,96328.81619173885,94870.02079426119,89838.72578613658,82787.57659902085,78440.54793425446,78539.73169872712,79344.64132804063,80506.17539797777,84960.12952257712,91690.17278633593,97718.58813527237,102500.61271434449,106408.71066283617,111351.31699719481,114298.74708926337,114344.20271831354,114803.1473414091,118698.46218678735,120646.58740681014,124018.38806288778,128970.6045299247,134797.57609247137,140343.2532521686,145909.6415622994,152177.06414172836
Infinity,Infinity,Infinity,13669.247050225973,9976.151267585832,10760.979361534575,6648.397583146454,5227.522164421871,5617.75949861059,5452.611280821236,5621.994338907214,5835.45269505071,6327.060603553698,6595.874126059559,7292.46889961659,7651.190410012397,8130.774012520385,8994.636012343886,10093.61940839702,12543.639696822884,15159.627623116288,16116.197589617883,16700.884071875455,18076.087416309172,19371.03980063393,21757.238167511317,28512.16510175451,35043.77406434471,41919.32950576769,48503.19793134128,55575.51209265792,63303.956576267236,70180.155781699,79166.87931785903,79240.73136261894,75184.71915488706,77023.52649653507,81371.06660455224,88630.83164279786,95248.78778639786,95662.32291599519,91360.35006410212,85004.22603561108,79449.00720330306,78168.15298211965,78800.13251943042,79621.0690047466,82299.86959682373,87194.94605922562,94044.03216039564,99267.95549316058,103496.30675961557,108077.74715227543,113715.27355527802,114799.73868768202,115150.7141058446,117981.11462305419,120609.49983104503,123949.978414593,128577.08294217207,134837.6496687994,140701.87351463753,146765.26447889864,153081.24892616962
Infinity,Infinity,Infinity,Infinity,20405.242891234928,11540.70181199043,11622.464370026513,7293.517922762308,5901.20974094759,6400.67301441811,6832.102470118462,6685.901102819702,6156.118759795608,7468.974581756427,7088.504942061883,8268.578161186038,8453.608542735892,10972.494730434551,12175.221204200463,15934.823111667145,18668.760017780456,17874.43844126899,17639.53809801105,20680.905815441656,21325.32604215535,24368.235408254583,33517.54981186635,39663.43673488028,49953.18306116007,56002.79663889334,65398.89247759403,72204.56048916576,80238.11242794988,89549.03517248642,85441.036083881,84767.8284168509,81273.45551552645,86328.51532580542,94416.39839336461,102271.52640988307,105042.89700528227,101266.22754650403,91494.14012277496,83753.48941876102,79764.3986756544,79737.80231234153,80881.7757399469,85546.46120269172,91635.79096461301,98696.99978082355,105990.36859473724,111074.6401825875,116614.82596689642,121929.02725829116,125616.94935042328,126956.00380967952,129732.67474513689,131618.5132966494,136887.68525752495,141345.6756779084,148397.888564237,155173.30647516635,161875.80609987283,168613.56464785355
Infinity,Infinity,Infinity,Infinity,23799.78040110553,11277.3998050751,11430.893583923398,8795.6071442641,5832.801632623627,6333.988635682907,6725.5833382050205,6594.699173617364,6084.580607929252,7297.408821044512,6961.194220324068,7992.890975674851,8324.62074784626,10801.127308451501,11952.400039144255,15684.609454069112,18414.37990802915,17620.43571097594,17434.719047268973,20458.509105684236,21046.843237292404,23977.426251251825,33017.254478521485,39123.10972754044,49372.999451725416,55379.740015845644,64683.06471036626,71460.3009748312,79495.05122997811,88760.50385615989,84759.62728629737,84089.50863154732,80559.2251875645,85524.97561107267,93579.07865972603,101429.32097578228,104467.66403116542,101680.15031971651,92813.52961360996,85793.12845945316,80552.00579346632,79512.66423587275,80621.8572343362,85199.07962533299,91221.43015925404,98111.39957698986,105368.42885131927,110395.4738328268,115961.92089633088,121257.53447196659,124932.53957820134,126700.95093764321,129352.86201749934,130912.97363070381,136127.04728950775,140569.8764500301,147519.1171884783,154326.66090140556,161265.2260436915,168508.94061922294
Infinity,Infinity,Infinity,Infinity,Infinity,20949.715500811275,11749.440343905913,12081.278311314814,7557.83458038247,6041.356068051549,6187.276453676721,6325.494369945506,6693.164757109578,6305.815050758269,6806.511573960602,7009.108803134341,7298.065970793346,8014.513927460548,8898.636446747787,11176.04434677669,13624.821247726923,14312.460190335392,14611.857969911958,15780.091720492394,16750.623857973027,18713.923199786037,25038.378219486065,31027.89928989158,39788.6081170979,48000.106301754146,58390.04397964193,68627.69900083893,79119.01145145,91546.28147356435,91994.39693911523,87721.73971967885,87456.42913098996,85882.75233591378,93295.88132080183,101423.46773312737,106529.9935968642,107209.35396494965,101593.46446649305,91734.87016171806,84040.02878193671,80096.34002587943,80002.88189301331,82354.32256430064,86894.23984962735,93167.19065085202,99735.02735074694,106335.20938064349,113790.96520731148,121822.71128536604,127962.00240866363,132167.5674760711,135628.6700500052,137313.57661708954,140851.65854610706,146985.20042268845,153411.02802669498,160810.1120114018,168599.8985161128,176522.76291894255
