2460.1329691622163,2866.7318503499605,3743.749107945247,4350.224042473641,5323.699618674594,8875.168252692249,9704.300467857005,12719.806015042524,13283.74645895678,13892.484209142578,14348.87190534024,15400.802344061965,18276.796777058473,22500.30724914861,26520.556133074315,36021.96096405381,43068.16767790796,55360.06235880926,64244.154166123844,79213.42954937997,94485.547810534,111314.11232275242,128098.50151724779,143811.82330845622,158877.07230715718,175123.34134196074,186951.45575895195,188745.0521292773,192755.56762821093,196826.26210817994,198844.1844339968,202167.90838379215,203778.29704945907,206150.98654758118,206541.52248544784,208066.31755728283,209264.26019661606,210345.44989352697,212703.84287681477,223070.84027223586,233072.1394839223,243172.54844181042,253785.4012250144,263838.8343258304,273426.9348316252,286584.31222142436,296762.33523548464,307655.4767441869,320828.6413861813,334954.9239889099,351177.81093322695,367756.2868767703
Infinity,2831.6673997981466,3731.5351892333074,4320.17350839818,5307.759513061023,9031.901192228717,9678.372088244967,12834.284726406795,13191.100774420658,13760.377441841,14164.591368902074,15359.532658333972,18608.589985536488,22978.630533964635,26973.581678354727,36727.55546601025,43737.71845894969,56215.10257198654,64973.27461297257,80194.64975995773,95486.08225058243,112367.31202472653,129158.33840981149,144826.93322259438,159931.38148471605,176195.77169303512,187824.5442096485,189050.83318767973,193211.93964057797,197249.41228428707,199160.4324029712,202559.09630844177,204053.96530082362,206443.03995386208,206612.40222376172,208262.2232443691,209420.94232231576,210495.19706421287,213037.9226297989,223854.86248410994,233875.7804387784,244007.39823954506,254624.6427355236,264694.25590823527,274251.31992953655,287592.24253283226,297692.4352815589,308605.96665445884,321850.7888670288,336008.81659987196,352301.814128535,368892.10181206465
Infinity,3195.5073978850987,4051.060085096184,4725.094048765846,5679.879808413643,9072.828451128506,10137.899753718439,12997.355177618057,13641.204203953677,14190.384898983237,14506.238266153023,15458.0004746438,18353.24501166664,22529.54309157975,26641.55308660912,36026.72439624326,43061.70724061898,55336.520376613094,64153.706278424455,79009.33222805201,94098.12406628476,110736.43000664655,127276.89554242525,142778.02930089695,157570.85434618374,173545.12888714735,185212.30549175377,187148.21394582908,191190.35571292072,195408.00231467598,197585.92095813554,201097.90799894521,202943.3007919565,205518.7667882253,206139.17834804294,207826.14531275906,209343.9862456276,210597.87800469622,212921.8509222703,222994.31893748866,232930.491181952,243006.16568421535,253517.98617691544,263436.6883619918,272929.6065424808,285826.6231187647,295985.8703278513,306772.3645041144,319730.81949056155,333703.76003918523,349723.5617109209,366065.2973414102
Infinity,Infinity,3814.9101085042275,4353.821097044738,5375.919683924725,9481.791794784025,9866.168979717118,13170.185994968057,13253.058904518766,13731.362289786459,14071.296078064088,15674.23470387307,19632.578431948095,24336.24539031833,28241.934085195062,38595.71695825395,45515.22566023682,58487.383604799106,66902.44001091033,82657.78063190491,97966.88913229422,114777.44690661972,131410.1257336832,146774.80825233101,161676.47324311492,177683.93874116047,188305.70521170108,187949.1209656556,192654.67886558292,196558.78002925508,198416.85369990938,202114.38937854255,203552.30838804587,206231.46302714347,206210.2041113093,208342.6711147673,209523.50635390732,211009.80045596583,213948.64041161374,226024.75794796174,235670.45535973995,245747.97445368578,256618.38907097213,266722.073122085,276039.24561544665,289747.9860572168,299231.8445591961,310217.16028413485,323671.6363343924,337602.9212712646,353847.003133507,370316.65700055956
Infinity,Infinity,11463.16247131606,10768.2431615711,12470.90812826492,19992.2689727971,16371.141952065162,23219.10302404142,18698.494704218996,19832.327310728273,19903.138141193485,24580.65679620224,32118.426413571397,38236.27047450389,41895.71298640671,56521.90453973497,62106.023201141375,78371.3677888519,84781.7183659962,104159.60877191342,119760.6966606905,137306.82350616524,154002.19547713862,168814.505854015,183545.4320840885,200077.14804022608,207757.44565931958,198516.74177246724,205750.6883458622,209440.5779288273,209221.0701548066,214230.40852507556,213550.39658342645,217000.603468975,213410.67301637953,217985.78596986123,218525.9401201242,220076.93852651466,225380.39431493983,244509.13803887012,254079.52973997648,264297.8651967581,275555.87864930596,285463.13018288265,294434.21580607083,310459.38496586756,317966.64901277766,329416.31289587676,344317.54000198,358693.45348661783,376052.12077645224,392804.3257445843
Infinity,Infinity,Infinity,8909.31165815195,10470.754576281674,17358.71557906048,14909.246576285539,20683.92943371054,17258.52538496717,18039.00842015758,18151.58211920718,22252.754624166995,29355.94578068303,36247.85311403688,40474.930244889925,54042.63472949367,60878.88606719124,76388.06546525635,83890.1627626752,102175.14221375991,118636.91953262,136267.91188046738,153154.38598182844,168155.3302592455,182812.71864896012,199330.63313205293,207568.30567427192,198980.6559053477,203478.35525362246,207837.52650385987,207714.1748423699,212159.2351070585,212071.19456269225,214973.96764205006,212168.74346267636,215630.9944020217,216682.81971766677,217897.07422655655,223018.35886298915,241440.2830845143,253000.55022228626,262884.44283627305,274100.63743448316,284462.32593931607,293669.1223732678,309136.6385431329,317802.4026567525,328482.9989409738,343327.3682415864,358091.6630806868,375176.6179614124,392095.0189207229
Infinity,Infinity,Infinity,12387.619423254808,10238.711780065734,14638.006721153823,15794.305855427287,18583.94930517528,19435.791991462414,18130.674575857494,18674.06410400876,20119.973796093785,25091.03162298811,31820.549253555015,38311.98029267689,51089.52102424641,61602.77674491742,77446.74990946602,89011.27021367251,103666.61536062014,122497.13036071061,140728.28485636954,158413.05707198012,174078.31575646374,188601.38162125103,204375.7817025366,214942.75583456692,210712.33414835559,204484.96378999052,209192.11439042602,211266.94443806124,212622.4155306901,214992.94309910835,215688.12910775153,216047.12528329482,214721.01293248928,216665.7850289751,218660.20776683145,221750.09948809777,235664.6755572895,249206.72484599604,262936.4609651567,277511.62662182713,288502.6562543611,298159.74165929714,312036.1641201189,323955.0624931341,333488.8882958294,346911.40892604896,362617.1121845715,379761.8316356454,397318.61204669107
Infinity,Infinity,Infinity,Infinity,10566.563888122495,14923.355249521384,16130.418293732151,18844.864969691942,19776.26291609087,18456.44215846592,18981.054643401545,20446.75099668801,25549.90200528798,32330.990504115125,38816.57928038267,51636.55162277042,62248.037699964894,78161.623312215,89657.6323138146,104429.13415419338,123270.80759938175,141518.26942793728,159179.43433190067,174828.47099912877,189392.4282733455,205121.37935052617,215441.41478475975,210985.39061461092,205143.57850956032,209374.6344594718,211500.9458457497,212817.17516520398,215209.2943840056,215858.13254333107,216281.73955832748,214913.8523741753,216895.4079496305,218921.50065973628,222019.3799502035,236026.12777078088,249657.44416840785,263430.8228092422,278064.6566344721,289110.0712195874,298711.63211317087,312702.13808519574,324617.17445859686,334169.8169659506,347605.91653857124,363295.8962167877,380502.98145539017,398076.9512732133
Infinity,Infinity,Infinity,Infinity,16211.2485225785,18607.59717104999,18008.182655106117,23190.90149904052,21056.122016620677,22298.470554189273,20691.37635321332,24046.827996487526,30078.01226020314,37568.495288752674,43945.546022232986,58777.90767632635,68647.518069967,86810.76363189472,97730.53251748983,118186.78019489987,133469.04403625045,154447.2905822339,172696.89188698513,188913.9546435782,203910.138928376,219831.5600506166,228383.120778071,222245.7431021458,221922.8964557107,215282.68398434302,216775.0570499896,220868.90140253928,219207.36565268223,222683.89834963134,219245.6588544443,222144.95403260662,220089.29139234064,222162.33466249812,227005.86163934311,243411.94163542934,256993.22031304555,270773.1939785215,285654.1829114871,299781.9244885244,309882.78791666386,325084.69874806865,334671.2453950749,347681.2194247219,360627.3600039532,375200.7997992356,393779.3532029378,411557.41947622155
Infinity,Infinity,Infinity,Infinity,Infinity,20018.572998046904,19384.220125134554,24648.80492777069,22432.6182593925,23729.285290331507,22154.993466097956,25777.311608690827,32249.612590565248,40098.811638445135,46560.16059843084,61795.469051133136,71730.39333672659,90329.62888040546,101121.87401396017,121919.42383543542,137320.0134366902,158493.12745556372,176682.92618634098,192810.6327443648,207685.20730547505,223691.416749823,231834.90127352352,224426.38651532575,223877.977083687,217400.85556378463,218428.19249199243,222421.97267876653,220682.65437063092,224078.06116994424,220588.8222899556,223510.7418519562,221628.49234682907,223914.248029397,228854.50991666334,245857.4352545228,259795.09073397765,273693.6489998295,288760.8708383691,302809.79802060215,312780.54896245187,328141.5254769396,337885.9124486928,351008.64589568524,364098.1546677025,378772.5297135912,397515.13662195095,415385.20703919407
