539.830258801727,910.0074058833042,1466.4745718562026,1498.3877058781623,3417.1286491075757,4211.1134569498345,9167.43204692552,13090.305767823585,13532.105146645003,14204.964281310587,16195.618249007945,18322.413267883792,22497.068070552043,30127.124867547496,40791.28012776851,44239.56677235943,50046.41021688536,59193.4739594478,64325.29068163782,71104.07376668727,80014.0457444571,83138.02626518976,90401.53907434277,92908.38832775722,93327.62364508407,93665.45330802411,93944.14744978314,94253.60377718332,94662.46457928678,94990.96943810179,95233.59828791437,95711.66923196621,96339.82747062863,96592.49770862737,99029.68883552532,100224.22236593309,100921.30252614431,101526.0594927633,102035.41978482332,102332.24482565072,102769.93663559873,103289.61738696828,103651.53537248788,104205.79543989357,104855.63654250553,105499.24249309237
Infinity,2826.2532009770903,3871.1579943486445,2589.5417715754265,1692.8399488773025,2393.4180180429194,3932.3621412783523,4941.702155372224,5103.066690914369,5165.61362687607,5379.834871142987,5614.139428645806,6747.614561047502,9932.689120798732,15169.361512584512,16025.498528267766,18088.02890677899,22292.551921589853,24041.886308292713,26762.474998863272,30833.44465807898,31759.598562487612,34727.61084262518,35209.97251257497,35550.3973180777,36265.49621440055,37348.014748979076,38873.30072294839,39292.140614031756,39669.50051774196,41641.113082762495,44382.081454139356,47525.89100724899,49492.33124394203,50286.17535009723,50762.367185047675,51553.39409749551,52491.227106471575,53879.68939721192,55466.18527426516,57512.14697446385,59907.273188433355,62129.534969571105,64830.41588500354,67770.07770407168,70596.2702190783
Infinity,3709.1750328052613,4854.750460801985,3230.584460582316,1578.1329299772117,2427.207830547824,3407.713880973518,4028.5487190352715,4450.037572618829,4709.368212361141,4761.687637386366,4836.326264992924,5502.352598838599,7899.046933764184,12104.638361422534,12545.199227956964,13930.504697568262,17204.46681702484,18346.42085085302,20324.527012121132,23474.550630773,24016.95812748846,26199.602317028483,26408.71535158709,26996.553017365914,28057.991487796444,29588.087834259703,31669.389541100725,32412.231420893466,33124.22406022192,35840.84791608885,39491.71530043994,43628.382829446404,46398.202474090765,47172.11960233491,47834.72879511377,49063.78385889319,50485.882570962596,52484.558518661135,54792.808561239006,57669.10049925038,60802.63459011022,62997.982752132055,65788.88083772591,68759.60285700067,71573.89470065892
Infinity,Infinity,12605.275840002785,9945.4505704108,3734.4852417793236,5803.721055845955,2445.6068083473074,2659.5569270091055,5881.302415580055,7047.742052585154,5892.034022363749,5780.540152687454,5053.5673909377865,5230.068228866383,6021.242273053584,6690.843818912198,6863.379028743369,7336.614043863331,7696.740278263213,7978.832526238889,8467.341215393222,9827.851937305906,10038.707564842702,11160.166913477637,14884.654951873457,19625.290496732974,25373.573785148594,32166.51996142238,35512.87172814596,36259.224922541485,41007.22643473231,45232.54124527499,49602.18063479166,51369.11993740724,48029.212454304354,49869.78278105508,51961.0715905816,53682.97908927945,56331.59717549647,59171.47063386696,62363.960507078365,65796.80984346122,68061.40951638683,71140.88402853726,74301.5510182782,76922.82445771615
Infinity,Infinity,7415.211213693356,6488.425988884349,3412.244465454885,2214.821084374143,3495.6501886879278,3313.330373687434,3034.119491374189,3300.015920793393,3402.8671225308954,3552.4580545219646,4427.962269601681,7217.136216781722,9936.937536793923,6563.162884225005,8199.649454257367,10576.606887034452,8694.096916824234,10003.392301950487,11548.574096022025,9028.331989898968,11561.373448751463,10289.3953284885,10766.980911905344,11673.648590033426,12989.400044891941,14809.457096770651,15483.718191605209,16131.78615250104,18606.461046511373,21987.90216053897,25857.791194437345,28461.43625597186,29452.285187623816,30205.86856264941,31495.408140960597,32946.87658127785,34921.11577108347,37145.229757016714,39933.05370541633,43118.08639611295,46076.70695308373,49591.48002482629,53362.240334762726,57040.568776464985
Infinity,Infinity,Infinity,14170.360510719114,7932.52594561319,8174.466085605154,2338.1769955519426,2686.348967720478,6383.904293907963,6085.557445840219,4784.829719770631,4710.936478288738,3890.4133545190903,3990.102428735068,4567.637943786721,5424.117894070426,5622.393803280557,5947.105294609966,6376.624801852358,6629.325888324338,6981.540170630123,8579.11669192143,8734.096925897387,10121.077149894794,14372.438445064385,16093.864664244145,18069.92963511979,20489.24237466401,19189.234314119007,19869.59015649381,24784.94012349098,28840.49747100225,32970.419819949224,34356.94614499139,30379.100776148734,32566.43407246001,34858.37172896781,36671.59887918392,39420.50397432012,42303.91770784079,45452.19119196422,48986.111501800486,52044.79438737812,55898.16393001893,59894.26551589141,63325.94798103122
Infinity,Infinity,Infinity,9939.208813150164,6582.58985119225,4743.651001349406,2782.174743717375,2644.036987740709,3464.1223748185034,3600.1664152426174,3358.830096991208,3399.686635828485,3728.504795163441,5405.690676138137,7211.816818979112,4806.739696068862,5673.9584210634175,8047.226050296715,6674.266726408949,7752.960022461607,8962.874706516637,7443.665631511329,8955.443226817235,8894.539036534326,9947.68667555649,11605.051978347457,13849.052857793764,15895.194809778877,16037.82306665518,16689.109575191604,19796.630345993,23339.327955857872,27271.558981333947,29560.36027156448,29254.9485047927,30194.039789771996,31905.81735014215,33467.9608740309,35646.8599299069,38037.04663617167,40912.06806997404,44190.17658752063,47169.89120355217,50777.0531297479,54602.93375082218,58211.47949337026
Infinity,Infinity,Infinity,Infinity,10264.058479334153,7559.331963961454,5826.415719602497,3100.87760810248,3665.0708846142957,4332.028459432184,3862.8303996484956,3807.0798536096254,4010.892370196923,5878.401940078644,7760.293963976587,4829.942625534777,5877.746157567293,8450.037396511518,6698.823079831521,7896.998765578397,9263.67816317466,7069.642164844969,8889.837812794407,8870.570122352627,9875.737678836615,11300.516960399613,13281.856264801296,15972.365303410463,17180.546101283493,17305.951771516233,20279.16251026662,24573.794837189285,28648.88933511308,30981.738918605206,30595.571613999437,30272.305614450543,32133.737722906975,34040.076652090145,36154.850784325,38888.92056271822,41969.466187638885,45253.16066881205,48331.71354941117,51946.95339276613,55853.23567960591,59538.8037228859
Infinity,Infinity,Infinity,Infinity,10439.641714661924,8246.41105394635,5710.004508091517,3447.6571991202964,4204.38012478786,4757.092143531924,4163.010669829728,4126.80247339215,3935.3643725929214,5446.3572388040775,8515.518044270128,7559.1517319471395,5683.211143879066,7926.148029740785,8494.362701192222,7779.077015511151,9813.096293152405,9182.379890512919,8502.45610658653,8856.29916899601,10421.830507273407,11901.852077420855,14018.20584255937,16824.06274484284,17716.262358169373,17818.78067364439,21142.798613474344,25570.997631796454,29620.748906191093,31683.798943379246,30423.031021436487,30349.12448152225,32346.992825258836,34278.53922152624,36464.1851731412,39444.80685198188,42557.57506634497,45831.96630322344,49006.34467721498,52650.125296440274,56601.83483811577,60192.88289182953
Infinity,Infinity,Infinity,Infinity,Infinity,14715.481852094155,8164.8121436790125,6458.928407438043,7096.81865883522,7053.3034849745945,6071.3045975456225,5655.331162730003,4361.6657615973045,4390.179465601432,5365.237174173578,6217.196722341168,5155.9465642499645,5733.944919168172,6117.5300148567,6385.287371494506,6887.37510000337,8045.884700044816,7432.390926937231,8801.358164955644,13107.314138560061,15049.607410607028,17561.80758909192,20741.091596486152,20529.11247290159,21728.428381100148,26063.9670542736,30828.86590552608,35811.96218993714,37197.38804123176,32873.04776288338,33434.42581416508,35008.541413998326,37319.755736071245,40367.60603609739,43644.73891784758,47343.27703344524,51100.349706124354,54339.07269039824,58302.68360807331,62390.90759424514,65955.14619196873
Infinity,Infinity,Infinity,Infinity,Infinity,17578.3443745799,9346.302556303794,7252.106144477836,9808.77497242071,9717.865591039688,8034.761909352924,7369.0335594956905,5459.776097599659,4293.4711016564515,4585.963718500318,6554.644240613029,6957.315061590085,5369.187898838876,6397.6515145229805,6582.5664537891325,6597.929216868012,9224.820913437396,8448.48533038393,10255.679952400558,15649.873595963632,18417.70048977694,21241.692507520384,24768.415965358698,23877.979670753797,24788.756429653742,30094.874461022362,35478.838463217195,40725.122876057685,41610.04535789967,35013.9221523586,35456.89458839677,37509.446203012165,40105.13894089656,43517.219612629735,47097.06577127725,51192.13973754244,55144.988790633455,58413.9245611705,62612.4392069078,66818.99398503387,70345.80288297334
