1232.7156355259535,4486.0179969666515,8483.931434145108,11997.70958079752,17946.310786474787,24304.27406724301,28312.866651968354,33644.69703013966,40429.34681069998,45292.50267036697,51288.53337151541,55143.442452849034,57111.28405484773,65295.08004422655,76544.73526856003,90913.44578394681,106516.41677290073,121883.57766447989,131922.41726429743,145047.93564987456,155605.74326307277,162951.31680175164,175664.99367485277,188895.9892082704,200487.50740931235,207733.4621312765,213824.0943412962,217809.4995735415,222639.8178893608,230353.68516067293,242876.51353931343,255574.0265251546,262678.34255345154,273440.2580666276,285312.582719754,295351.4062805744,298662.44268912636,304399.17448379146,310182.81379169185,313372.56193834374,313918.5791182604,314353.4120387147,314632.02211503143,314925.38909014734,315507.67079557764,316517.92006985075,320300.8397025258,327837.0342914848,336102.6654479124,343107.916023745,348096.72238362243,352308.4111384408,355434.02889080235,356948.4384166791,357937.54037984536,358719.11018237245,359407.9245391728,360092.2908885418,360798.13394017215,361456.3609082526,361950.7592401977,362558.5500132272
Infinity,3557.7339641468266,6060.30591799445,8285.823209736782,10125.518636780476,12164.596995944452,15327.045202525951,17436.625864973397,19964.246041748396,22573.225154155793,25235.593560039306,27886.141875450146,28586.273463528967,30312.788871737077,33583.104533094665,38627.0447962466,44428.32519699331,50097.4274507252,53105.070398337,57455.971143020826,60499.717908523424,62469.18030681599,66600.6072481596,71023.46562229109,74486.03707052268,75859.49095754971,76798.82905476702,77370.70676737148,78092.4250990589,79669.81810443883,83643.3898588124,87677.10054771535,89089.5281777526,92064.3515273555,95633.47197851655,98221.93764255199,98558.07944802994,99318.3016811508,100146.4253913796,100346.74290845786,101236.7290016682,102514.0338833761,104183.61760111166,105996.50708375289,107649.57706953908,108796.41451251105,110343.35228887277,113514.8631249188,116826.15661022025,119691.7891754873,121657.24025210601,123228.24412392486,124293.36903540265,125906.9535468628,127774.07170554787,129816.62298847799,131911.62942195925,134347.91853624664,137340.84901060708,140327.25764295054,143329.2372223939,147165.73142291082
Infinity,4278.641062550045,7120.574916635775,9120.133177118143,11634.515567666893,13887.869793168371,16229.830589924037,18936.930680335874,21888.197070090748,23729.188029136625,27031.24446160718,28804.68617128723,28639.06318149567,32332.835641804784,36156.28276247399,41667.74479329013,47672.32126509148,53321.54237383333,54764.345936551785,60189.193393290174,62755.64184958246,63443.83050874138,69324.23272473275,73863.32635569209,76990.57240567858,77549.75626624115,78252.09124438715,77940.34545249266,78916.41248400987,81578.65668861374,86558.22213955806,90546.2257517282,90486.37678220306,94518.80468785955,98384.13456972821,100596.44651474939,98855.69975832294,100852.99297166936,101752.99647821093,101239.9258850403,100788.67006938539,101636.91322189188,102673.922645961,103868.93048344119,105088.22269083744,106206.48800414348,109170.52610664835,114909.40774796529,119539.86777408727,122030.80778041776,123491.42568290883,124736.82759145478,125344.60525189542,126143.69293619388,127638.41978594758,129341.40853151215,130991.91304328686,132858.39956456883,135109.20197762834,137248.87835545282,139340.3465195047,142038.90843262573
Infinity,Infinity,7813.732449708266,10323.281672738069,10110.95129085111,11916.900580516194,17426.303067808985,18007.72476976379,19699.17874205863,23641.238124619376,25596.03204182019,29956.814854265707,31039.81571521464,28666.345013495054,29078.8856180051,30193.57939659779,31664.792525082958,33087.82815932581,34145.64174531779,35029.32469352332,35599.495829467305,36939.07115222652,37737.54197505554,38652.657479495305,39198.36324705945,39423.654543832046,39741.68650378293,41157.686749217326,42194.9481893328,42397.02871645734,43027.64144158651,43679.32798366442,44211.623432475106,44544.576968656664,45017.32022212545,45209.504622572174,46826.812596534226,47088.58997852457,47383.299215513995,48599.190261929,53172.98634723775,58418.50281357426,64480.95882415678,70751.40146011517,76496.63704630481,80985.37761806654,83779.16609780052,86386.51986305356,88683.93841723404,91215.40339188938,93819.47510745756,96380.1508781802,98973.46960448328,103809.43233188942,109519.2989863539,115713.9504092223,122093.72342067423,129058.99714841304,136969.70361743114,143055.98973846895,145385.64821473786,148845.12708935316
Infinity,Infinity,10270.754074834469,13249.304798872809,11897.766736671081,12774.140430405481,19442.39925234179,20134.8038355686,21122.195518661047,25204.250928037196,27795.32071304348,32203.494407594786,34014.80575520855,28961.13008601813,28780.845427398974,29118.547265386285,29638.694622269875,30148.30889125818,31298.356640656053,31611.792123956824,32052.917114943146,34075.641021549294,34366.40664890927,34698.0011520412,34922.66365501236,35621.54812285807,36646.390502948685,39407.976362968846,41558.21619836,42136.10882058671,42261.83451342654,42389.146807132776,43499.47096248438,43634.87359856178,43711.72812209808,43817.455465834035,46970.8821610354,47843.933081170144,48121.806089746264,50026.259644438185,55780.362173380534,61154.63552022375,67403.36385619456,73700.42547107811,79289.03811481493,83441.75693930358,85316.13102513443,87126.34861022353,89218.84553615187,92051.78427701932,95093.52011930651,97805.37704898756,100631.71429030263,106220.86634178864,112200.1095986261,118528.34730373105,124965.46263107302,132039.8599076612,140117.3979659406,146221.5787264703,148631.8311822255,152321.05420476553
Infinity,Infinity,Infinity,15218.562887797561,13879.488746155395,13505.976535453761,20798.56664830626,22258.28277916574,21854.764211299687,26312.758705838995,28682.49008433254,33489.98464622084,36508.05348110589,31733.11339055645,28864.772048957726,28948.636020658385,29206.670412610853,29473.444495848307,30905.385594612737,31157.74938320798,31772.179529848767,34390.875293372716,34340.71548465444,34605.78747002891,34899.79688161124,36089.49043993595,37263.92636005662,40360.51116433768,42386.794926481525,42575.74877297734,42239.2662919489,42331.75753668308,43986.858804230185,43773.76293464176,43744.64291089885,44013.29636742921,48020.69496527275,48488.14868743031,48760.39384823885,51029.53115044408,57410.58540528519,62858.2094003106,69208.67124584493,75520.98395426931,81030.32797706577,85005.2126228724,86403.61273115367,87798.50004877585,89781.07935490539,92771.56779968896,96039.46360467812,98830.32691952567,101772.92492062954,107764.19832417018,113886.07569592794,120283.04878786756,126751.34196122097,133884.53406213538,142053.22474470994,150023.77962447095,156423.8307916987,160476.67952089966
Infinity,Infinity,Infinity,17585.136118912444,16777.814746665164,15267.14429253148,21532.28798089701,24208.857004180758,23943.076990370508,27647.788800839106,30189.94076695443,35594.90508665596,38617.02998777411,34663.34455328622,29158.538612108197,28987.161114544804,29255.57117781605,29513.732224456013,30899.9580529479,31175.301685045655,31768.07813347815,34333.896621442575,34352.33436357627,34613.09221946927,34884.431970321144,36000.42467973528,37185.70463280697,40251.76795636323,42279.00457081628,42495.288026686554,42231.289697296575,42318.95435107541,43903.301178153015,43750.516616520465,43729.715324519,43977.84345570042,47893.178252337704,48546.64325528413,49432.954124184434,51636.47965930603,58638.62765298223,65262.49750675292,71737.10345523883,78238.72386142067,83783.53057515858,87625.16885624574,88734.49970754837,89256.30323869862,90468.94261717639,93231.03773558176,96759.38464427998,99987.91343499915,103061.60092198507,109247.24355186286,116114.196181446,122775.40003446137,129382.58058732143,136570.91355699033,144847.53327914252,152980.63202696835,159382.04288069686,163512.0046563825
Infinity,Infinity,Infinity,Infinity,18264.201796333266,16770.930821473263,21532.921221425902,25025.83161971154,25592.147698629316,27751.539777697853,30763.307182703997,35781.487154564384,39289.74166785444,36992.12318687925,31869.899663736374,29104.867588814926,29315.448484663015,29554.900570306385,30712.298125791305,30944.07404801045,31393.74478214354,33628.33318540975,33840.334140023784,34066.15179791592,34275.67677677254,35174.65621745351,36480.89776603185,39685.33496133821,42205.433469213065,42954.510009400445,42570.22024427399,42293.47179180217,43594.78089805922,43738.150337502644,43788.426572919,43904.87984281204,47546.97557295893,48866.41337043864,49816.700517924306,51886.6157918193,59011.00471274913,66223.04534257826,72727.41632476311,79328.9510776513,84886.13698495597,88707.94416270356,89857.49666240963,90047.2420552126,90862.97572953795,93451.7638001243,97090.4948922756,100500.37295799509,103622.09456202545,109742.4743376363,116964.57836206818,123735.29856877855,130392.84817819971,137579.1416755431,145880.62052234367,154104.16998792646,162377.5360211945,170437.00503398065
Infinity,Infinity,Infinity,Infinity,19731.395882553465,18811.034032133855,21668.424202599454,24681.061731944366,26689.028082540975,28519.990409492584,31063.885363492114,35760.94718389318,39848.483522169976,38797.33898617378,34851.52246780096,29762.083045476684,29813.4548730381,30025.577413117273,30490.348723236337,30895.535233136245,31202.928697963995,32734.249229834622,33059.97620973146,33447.80440768294,33683.73832025291,34094.8850751801,34777.84254359391,36946.143245742176,38564.52596369403,38897.306236687946,39135.047032722905,39361.44611148646,40056.89228442227,40121.81565729545,40257.72524559573,40335.1368793756,42798.655984965546,43489.05054454857,44191.279184651255,46257.20544083566,52411.83590993468,59309.83305444158,67145.05893210747,75227.64910760164,82609.90432968232,88519.29234793753,91358.00979961686,91773.3288114987,91837.15654481371,93456.00768876316,96622.58130373419,100040.10950090957,103579.67669147233,109312.45916273673,116561.56056870717,123980.19375932476,130862.08959583002,138102.91046143294,146359.9166336505,154670.24567059116,163071.36319188794,170977.55773924274
Infinity,Infinity,Infinity,Infinity,Infinity,20066.64480997509,22709.83820788395,24395.971359148247,26679.04842567139,29792.918898368953,30920.13655749441,35879.99565296561,39469.816734170156,39413.41822972309,37255.376979895715,32657.948187467548,30155.567183659645,30299.782256837003,30404.95561241484,30910.75775474148,31181.022982407932,32411.725282540792,32825.18405056669,33328.495272075015,33622.30474757697,33901.72224413566,34400.83037665622,36189.32655210415,37485.118881361996,37731.43963936276,38112.41500329424,38474.48957152405,38957.217873630296,39051.62862067165,39295.722211589935,39403.73145604897,41419.78560208433,41936.86155191476,42470.82908105932,44202.25385922636,49711.64099480597,55946.97364437899,63072.868885406606,70444.97286278123,77151.50455524227,82468.82904402053,85936.9876321347,88958.82118450176,91554.79618518306,93780.42599546992,96680.96089978206,99809.59148074263,103070.2463851697,108785.06919373706,115476.89784783487,122662.55789526201,130047.73120577683,138032.35563263868,146585.84713661965,154899.6001292261,163390.21080101997,173100.63155345217
Infinity,Infinity,Infinity,Infinity,Infinity,21437.685986238263,24444.587536892344,24365.126546465297,26534.2595319308,30497.513718512968,31540.60430011832,35774.07725900568,39187.7641072526,39346.57148375572,39192.498918328136,35850.73292722253,31041.14361536897,31004.812828742386,30891.041845841642,31041.467961395396,31226.731997288964,32274.897790985586,32788.17783628249,33395.38878432708,33692.05998153097,33837.71520830856,34252.338920552706,35847.58116847126,36963.49662625426,37155.44010569326,37659.236908871215,38145.57602785125,38527.16375062972,38680.46324901905,39035.72402225165,39214.95731834326,41029.50496076088,41503.61070849368,41996.110724345366,43583.35135517637,48769.4301841135,54665.35463465508,61424.47292286131,68441.42459540535,74779.6212937767,79788.62634716654,83137.83238334431,86166.86951483137,88812.06193072711,91718.44460333305,94869.64322055595,97941.01274729698,101044.17172091782,106468.6639018125,112839.16008573901,119676.71390922493,126705.17492138204,134317.72327505704,142936.80503107916,151568.65718814498,160445.21739481398,170737.92242787167
