19180.79761226969,37904.1680482075,54080.231200549024,68186.49616113966,77489.9437408938,81092.31096054414,87031.58751993727,92286.04872627191,98375.62838503663,106831.25320389401,118531.16247707327,134016.107316011,151758.8470201653,164115.4000455393,175925.48246672735,176466.53526618902,179957.6128865024,181836.55933609165,182675.4583815686,183980.970333821,186520.33697015268,187042.8221648271,187881.09271387267,189809.2093667061,191288.23773954494,194136.06760909836,195553.08290210436,198271.80923996543,202191.24072711283,207610.20687702656,214928.38806014447,225834.8524868363,237851.74134894877,251902.14043924215,264600.8024048043,275571.6042858757,284214.3613830756,291132.1807432554,296461.3647110785,301884.9470817921,309693.9693671323,319395.4882254228,327528.0710938101,329600.8116659855,332249.90620934626,338690.4844800529,341922.3153121147,344218.91265486303,345639.91681969044,346635.32944645657,347135.1064813794,348541.28475419374,351533.84249742294,358140.1565672359,368265.3584350267,378025.32676101953,390426.84794962365,401028.6860028364,415362.34196731314,432124.9514237848,447745.4497256241,464275.457381905,482361.05279112916,501637.8806916684,521981.5478387008,541924.7009972008
Infinity,38079.7960057489,54351.923969349125,68580.28634360252,77922.41647332833,81857.96391656676,87127.72042544937,93358.69880303719,98972.94840413469,107491.34414684797,119163.79175409813,134213.44759566712,151866.47995770499,163798.5893972207,174872.74995906695,175986.28134641403,179085.49979852253,181298.2105945996,182485.45536225665,183514.65441704102,185315.56734764966,186132.7095231136,187061.9843908957,188806.19444410555,190195.8204690629,192326.561810657,193799.10089233803,196203.41968147815,199773.33670190844,205116.05565357066,212595.99346972172,223159.57935066667,235007.67997266332,248926.4409673756,262034.8380566962,273823.5744035585,283975.9420110427,292478.0240899662,297810.7004973961,303161.8765044095,310289.0679434764,319373.60887656687,326738.15662677033,328514.06681926514,331002.61133020214,335726.41895186354,338653.3902721777,340464.57419754175,341898.16677084466,342926.12530952174,343635.40564736247,345085.9623362089,347555.3900863087,353604.86283578386,362894.9777505518,371930.95110856043,383730.1032144119,393928.6263977768,407770.4928287494,424085.46928130125,439335.62555234606,455437.6736158366,473196.30288962927,492120.8238648253,512196.57378969115,531912.6725327316
Infinity,37421.80289727928,53288.25377851813,67322.17725597181,76792.72720798489,81297.78316589423,86888.67836455948,93401.19703097867,98945.50745745418,107303.69212097717,118848.777457169,133643.7861552314,150812.75319460384,162266.58331470116,172667.4224955301,174163.9026275247,177054.2643971057,179415.52113145503,180883.65085496256,182049.7988573926,183662.57695736657,184916.401361122,186166.2261498306,188014.6000889701,189545.21323248275,191524.00346937656,193186.49983667152,195500.6690939736,198870.00806330825,203871.8273577009,211115.58847037834,221138.5732465302,232452.79499114663,245757.38795765684,258402.9509430083,269837.2574019779,279937.5035931017,288526.30587248295,295352.79224067443,302193.6618334317,310061.38094005716,318888.12101218326,325747.6356027568,327566.59931349446,330062.20118086727,334189.4922521453,337014.22174843214,338791.2868219706,340377.8813457095,341627.1828715996,342706.79027434357,344365.71429714374,346724.1792422944,352388.8778145935,361029.18925365957,369461.4608435452,380600.2066270335,390267.22137289547,403424.987454003,418973.1299497143,433526.78148777573,448874.2625039367,465849.3102701419,483964.8868375903,503211.935630368,522123.7451423784
Infinity,Infinity,61157.05920752947,74518.65295671295,82559.0403386466,84446.0029310987,92000.40897804673,96811.51698857555,104317.15093771569,112835.76524854788,125378.8344682562,141532.97218657765,159058.31726401794,169446.34312037381,179847.69460667289,174916.9055660966,181002.70319329662,181641.56410215903,182189.69380088302,184222.1592221215,187144.73965458493,185425.9834255505,187288.50283911044,190368.40812568148,191622.46033696263,195123.82274458665,195240.53119076867,198956.48488590182,203132.9821122287,208738.35728880126,216394.4785208586,228153.34153201623,239584.51536036222,253338.0068040146,265058.81870068423,275606.6195695634,284049.4913615647,291849.77370523853,298236.5072672621,305338.1035885866,315286.4377179079,325436.5706539934,331724.21846097586,330106.1993578146,333063.0580201528,340052.5692592481,340538.7192008118,341710.0005315874,342408.25587806664,343112.9747425763,343206.91485367226,346152.1694310721,350077.2272539541,357736.1952821207,367733.7193685488,376132.14708339045,387908.73493559257,396890.552801204,411129.5400256149,427283.51945843914,441542.0530728656,457139.8303228523,474372.2863511434,492742.14372371277,512203.86046228657,530978.295788043
Infinity,Infinity,54334.96861409958,68222.52847084776,77416.63356376298,81427.37143276805,87630.42938696453,93549.29406533475,100476.37616762318,108595.60446441016,120176.20295468095,135028.07977572395,151983.19679441524,163281.393613184,173764.77695497268,173995.83512022466,177287.3201341443,179514.0348576295,180814.6898694972,181964.61989358882,183954.56647841184,184604.64405703923,185633.7029347608,187545.1291097391,189085.9828754691,191346.16910532242,192995.78323976172,195645.86926472667,199317.02903298519,204503.7754435098,211650.7896465447,221932.37625300602,233320.34510895447,246775.90120804336,259308.76098191092,270718.4449481249,280529.31248062896,289004.70149724244,295746.89915990125,302558.694136477,311114.74177229777,320235.7264820992,326662.35512605926,327778.8882615523,330335.3011974739,335028.6996151724,337379.0531243656,339048.6783879553,340466.6365774005,341624.50628247956,342523.66534922563,344213.846872022,346909.43665255886,353048.25350813125,362041.71936188504,370410.8511749887,381655.8652058314,391177.8536017815,404517.09826736455,420186.3289496594,434670.8486081325,450059.4969740032,467094.5825670771,485246.9922417215,504543.99878792895,523437.66759278264
Infinity,Infinity,Infinity,68055.45404053421,77253.55937136099,81548.74214217799,87040.23817374307,93316.70018206167,99852.37901367922,108943.47968948378,120635.72002080876,135164.82293043003,152032.88703836672,163343.0288738614,173730.2801409918,175335.84373903787,176825.57914038733,179247.2711356096,180795.42480123273,181848.5152075279,183473.89322430824,184698.57998797283,185749.3791786022,187420.32333169464,188870.97645284538,190700.51946941498,192291.83615856868,194606.78009904758,197891.2351129327,202897.70863725196,209929.43737362648,219566.7916943744,230601.66502459554,243702.04882325942,256291.66978058396,267891.1172735109,278269.8992353204,287169.8898799313,294332.04145838873,301365.93631583336,309720.7670631619,319054.8889927073,326062.94347423775,328043.0898275683,330374.80615141435,334532.75709905126,337421.2914966484,339260.51783352497,340745.8893338205,341859.00523984275,342889.7898578759,344315.4680348154,346648.95358757547,352265.689272737,360983.5382805745,369389.4816390292,380466.5293004652,390049.3686321289,403098.09988373436,418520.4662490792,432942.64663993585,448152.60983708367,464989.91066566645,482952.72005851194,502048.02150352765,520828.25798329985
Infinity,Infinity,Infinity,71615.53612328853,80002.02325388262,82859.99387081224,89196.18554174955,94746.79473920164,101699.52913098654,111027.653813528,123408.87388678144,138879.7719579824,156199.56233711346,166941.65061492962,177330.94735773347,175330.04703557814,178620.54656490815,180069.5766029607,181093.1767481685,182605.78997747798,184814.98898851877,184495.6556190003,185782.51726566534,188182.92750728258,189490.02464470643,192137.39661148103,192955.02582540098,196029.1032227657,199806.0193948231,205078.79202005206,212456.0783204827,223094.74009664537,234203.43756333808,247568.5228554584,259592.54879717526,270591.2875253179,280031.68081809906,288442.5823860936,295381.19385575684,302578.91159998695,311912.76725632657,321953.5457453816,328909.23795022396,328999.2126668287,331601.11321290804,337242.0694455831,338946.30247244146,340425.30741996743,341429.24340649357,342234.1998136697,342710.58606712305,344848.97410260694,348073.080740654,354811.85390277626,364222.3009969274,372662.2925352764,384135.6727722307,393358.5459608111,407006.0411905927,422765.5568169671,437012.98097286257,452367.1550714228,469390.7054301879,487487.3255968686,506713.73779187497,525406.3698738458
Infinity,Infinity,Infinity,Infinity,77257.25679821051,81483.80241854505,87090.06737256458,93254.01694212249,99770.07182492799,108799.51652843537,120801.13093822222,135638.05604270703,152222.67209879684,163438.23912618373,173876.6798963442,175224.00074675682,178086.82184856935,179197.71804028467,180681.37401849657,181773.37565801758,183476.79408400765,184671.95305632093,185652.2092953639,187496.55112010348,188904.0036958895,190802.40586102646,192312.9965618389,194640.8093339212,197938.7786897648,202931.18259352088,209988.26944629548,219699.885139229,230709.2904883965,243805.05805661413,256343.40976950948,267866.7645685538,278154.84377386613,286909.529035068,293922.9645874299,300828.9687894617,309104.2650702545,318414.90461177874,325453.9591635847,327370.27822379547,329903.5637741071,334193.6979734697,337040.4080336396,338878.1358814276,340493.8157587448,341783.0593177843,342912.00999310106,344398.8084808892,346694.4568600929,352278.9341435196,360978.8654017994,369426.6337465929,380492.2417622776,390063.9724999468,403136.94539242,418580.0920916967,432989.3784303599,448224.8677724376,465056.28570324666,483021.26245043916,502120.7958533045,520898.1960420834
Infinity,Infinity,Infinity,Infinity,90639.13329610863,87550.12259115612,95305.64902888669,99858.68629776288,107349.9636128519,117203.38716344045,130996.6696367464,148306.82479168454,166235.00268074626,175450.13490071654,185571.71176150284,177796.5874264052,184878.65290235553,184956.71361013225,183853.1715107662,185974.06548509788,189085.06119794995,186465.09145622578,188248.113488984,191646.57280217198,192822.75153612168,196704.63734576976,196395.23140338008,200610.53189214529,205222.40730247303,211054.87095350045,219016.99188786434,231235.9559875572,242545.28786933084,256287.0216422242,267570.0082499897,277682.9774692539,285622.1844274694,293253.52114315727,299609.5994951214,306921.08011474187,317591.3984637226,328623.02083612775,335242.4060736656,332257.6157412854,335534.5909077262,343493.0324617073,343430.5145522679,344286.9321011606,344719.4274045775,345202.8280078478,344913.1855092664,348299.6631991996,352920.370849731,361410.8823133176,371953.9045475536,380359.90587507153,392509.5537139807,401124.44746629335,415820.5418359389,432239.746843374,446178.4827709821,461770.17814758717,479088.60644993745,497425.323813124,516870.0510454822,535433.2608703955
Infinity,Infinity,Infinity,Infinity,Infinity,87564.53469763653,95335.98016485249,99836.89062258363,107322.42908071939,117130.91064522644,130910.9904244063,148172.9886370706,166079.8403030325,175310.95888296567,185404.12810393184,177756.9046680004,184833.23403154645,184919.3964675147,183770.05890438825,185935.41756177082,189115.1542669034,186494.73158060666,188485.20935518926,191739.64280260995,192892.7847560528,196771.32213143303,196419.684898085,200604.91330140296,205186.40788495002,211015.38967512912,218981.43153367387,231188.93123945722,242469.3660890593,256216.36751626062,267448.6154559887,277569.22995007405,285521.54225593567,293157.35019248084,299495.1756244097,306844.5862337316,317512.8630614762,328497.3915531935,335056.78376387927,332139.3978969523,335432.7632129598,343306.8229978375,343304.7521883995,344153.60566322855,344614.95394653466,345114.82372850785,344845.08120706043,348415.493279396,352768.4138283089,361245.644313728,371753.52987271117,380168.5114522024,392352.8362885018,401002.90849655896,415651.07070819207,432001.63646323036,446013.717879314,461579.91720719414,478876.03081941,497249.0868115267,516661.5875358241,535235.6197767617
