459.1741731300754,4179.1057341941105,8765.95906174419,12871.42322470971,20558.725338872508,28631.828725794498,32971.70219790005,39607.02832184278,47948.131573531515,53717.360442538586,60852.65432529973,65244.156347290846,68597.24862443988,79951.1056039783,94869.36775058406,113328.64788068834,133132.48335778987,152662.23378755472,166217.96606564053,183238.27223036397,197269.43885268288,207626.21050067103,224093.78365023973,241140.17154035997,256421.98158471734,266639.76790906617,275443.1893454202,281722.90689181996,289058.57056060527,299784.6343768948,315989.919268411,332460.5159681111,342553.7657556937,356824.2040206677,372373.79256443994,385871.02664794243,391482.9909658657,399894.3746035339,408267.6906310016,413460.7428338686,415019.5996277103,416186.2727830413,416986.00837964326,417753.09012924985,418810.2196397792,420575.06816093804,425588.7979584167,434827.9062327084,444991.70255485916,453635.2645757879,460057.4316552395,465608.54621633596,470052.0032113707,472164.9824877878,473563.68788490276,474714.41232534515,475751.80682604294,476647.98585505126,477392.64546074043,478147.3329103028,478661.7518133923,479038.95609446504
Infinity,1966.819529182129,3920.979744595895,5561.1941116297185,8753.149133785942,12212.113070881125,14408.72021630509,17190.319401500274,20978.533171844814,23593.090476633603,26841.295562482836,28801.385217772433,29568.441163739626,34715.37158644957,42337.19179800733,52546.95929071207,63767.15307403261,74781.40917808347,81635.07917069635,90794.9826786409,97836.00798241519,102660.17988444418,111429.08667973157,120626.47989627038,128533.71853689957,132969.0454465448,136484.62673244832,138647.2484552551,141411.73260281174,146194.73487863434,154767.65929433328,163527.24650664465,167978.06495396735,175173.3343110275,183264.40183254797,189899.2551341698,191729.87126454688,194979.8720121462,198211.08549378172,199630.12037672408,199741.1062030206,199799.75479543494,199887.92648079197,200014.88718311233,200162.1572300088,200365.28849226932,202231.95846821053,206863.04113106514,211970.83034291316,216127.09991484747,218843.54542079393,220942.11516610222,222300.0896515952,222840.50692772216,223183.9070509998,223522.3832893851,223844.9386598033,224251.89155907827,224863.872516303,225482.01631913666,226026.613042171,226932.0535468481
Infinity,1907.8751512996223,3490.407411085567,4899.949814097181,6397.828358683102,8051.745764283383,10270.862316471672,11819.114843043,13843.369959303827,15748.090770960534,17703.178051604387,19472.568897649617,19972.40692398882,22094.60698184831,25888.41760053502,31563.918851565115,38011.45328180068,44309.04713031305,47868.24422574235,52812.250317939666,56308.24495062002,58726.8021547884,63396.26215884421,68379.85036652755,72420.97797592437,74177.81261825116,75386.47701113645,76145.2496078501,77153.13831806523,79115.12320464832,83599.57344129964,88214.9896232088,90092.88605126913,93614.84580445122,97744.92626986135,100859.12197033521,101497.69293097599,102497.22745634154,103488.88239082399,103682.36485954186,104304.52835071068,105125.58783342215,106266.73029231011,107496.15047921278,108560.11147498399,109179.3340920911,110195.365489953,112865.50915042432,115710.82500272077,118040.04750105026,119507.55560673452,120577.6824059292,121201.47159736574,122146.9333435647,123288.39029934966,124600.13772394069,125970.24830357319,127615.89695100118,129724.74084079168,131857.80540055264,134026.44959758574,136915.4542688257
Infinity,Infinity,3584.9092229198986,4987.020740272565,6359.972327379852,7982.471261887473,10319.216834720253,11835.481569121588,13825.199053519067,15781.263043255265,17732.119481005295,19569.191158960977,20011.674999813877,21970.330122396346,25594.505067279173,31056.381118842088,37282.134520413405,43368.382495963364,46766.07903909227,51510.91644419383,54857.04023812431,57154.87347772759,61632.808193993376,66420.58803999417,70274.53834258682,71910.43360359709,73010.2755738822,73712.39486318044,74638.43854971984,76483.29861451316,80783.11866132173,85206.06507232801,86969.6801350307,90319.52302208943,94268.85972728799,97222.39874541525,97823.56275751098,98754.8943175937,99687.27737216951,99889.55257984475,100613.36469293007,101572.7137462281,102859.69138034235,104248.82649861771,105447.56564002259,106186.65261247728,107267.41539216945,109957.90854138143,112811.31111741296,115172.76209426894,116686.16621544136,117794.863201651,118482.59298786786,119560.72621041999,120856.47717806936,122348.29466552279,123885.34628303083,125715.83336027725,128025.66240352734,130371.83823854169,132736.5775268191,135859.0136272654
Infinity,Infinity,5133.631480330434,6268.519938411824,8982.05606715713,10833.32526573644,11554.532737737929,14211.279182730992,16855.798874292796,17649.474387354923,20397.209176408778,20932.170347575655,20454.204297166478,25335.597586079624,29857.416927955164,36111.18782222517,42650.76222395841,48699.80955645093,50173.80578204778,56206.60844843599,58833.40854895588,59543.672730795006,66282.92753008031,71220.1120338733,74578.9760771865,74888.78444133457,75625.84616120288,75159.53501704807,76463.00693890697,79686.6365333524,85509.7099947549,89904.59444505809,89651.7208842644,94419.6123947908,98744.33381614038,101130.98466387577,98764.26208023916,101285.48847366584,102300.50957479776,101339.66680908135,100021.65379119282,100304.23487422633,100619.01311358124,101017.87253075434,101559.27525594653,102218.9207016542,105011.38298098715,110969.6891800402,116407.84679728189,118268.39904902191,118984.62697044028,119782.16442207531,119910.43369770481,119743.22316469775,120529.70131481846,121404.46780244978,122217.60514530305,123143.41876746847,124288.9066989022,125358.57434919254,126332.30932808356,127677.06728737398
Infinity,Infinity,Infinity,6001.729988065914,6173.257193970853,7423.623254126867,10877.466854562272,11975.748714176625,13502.299665976656,15986.82080992328,17814.515279517982,20560.959894562708,20964.450196243703,20587.024038003256,22138.933982281545,24959.719682409355,28338.602987054786,31618.987976224584,33389.01213759337,35733.21595954979,37220.08977753491,38577.875127751555,40744.37677041893,43121.24943971983,44851.792287447475,45320.06403782847,45573.31724690941,46180.20672848336,46705.24779790755,47260.77523891502,49254.573318931914,51320.31494486834,52002.64635486228,53376.264986149305,55117.636420345,56225.276451861835,56882.109324573365,57017.537754479206,57167.95928721726,57416.54630424721,59615.083189670884,62264.298495459814,65488.927837974115,68868.20749371703,71890.31702726106,74049.8238797426,75525.49934451858,77699.66874505355,79800.5860854265,81776.26809961202,83370.96152579055,84747.1660722807,85930.05768438813,88431.94196416794,91483.16236885975,94870.33218245597,98376.68564172492,102322.9065010898,106983.24884813027,111678.2503895919,116482.00506502448,122347.29650982018
Infinity,Infinity,Infinity,8576.494588969246,7383.111530161914,7535.773025748529,12038.456484110488,12975.487255839409,13746.76832841506,16737.369714960012,18377.245954642938,21683.987905652375,23155.289777321945,20583.79503317566,21198.99426132975,22648.59606846487,24498.68966709168,26286.317508478278,27480.610894204812,28645.89846194997,29355.91132184816,30678.57038037585,31724.050247786807,32911.99440125589,33691.4079286498,33926.705827825244,34152.666397312234,35317.63018239798,36193.50793809095,36429.83193079396,37303.5018452784,38233.707141537605,38789.421353450154,39325.81698064403,40046.15380758633,40413.618739264064,41806.004165436956,41961.29829793388,42116.43976762605,42994.20549982989,46891.52210385035,51353.21356770833,56558.953467699874,61941.553329076945,66826.0481446964,70544.03799317576,72736.31443981169,74901.90448986388,76807.7764095169,78861.65822548846,80928.47411222922,82914.16073339761,84923.60641132915,88936.92183951807,93238.70673232767,96751.66330706439,100306.37183639058,104351.48486724737,109160.34786042437,113873.63163961312,118749.13612520586,124825.52496249156
Infinity,Infinity,Infinity,Infinity,7431.486629950571,7587.110062330776,12141.85318297556,13044.37005797786,13810.034463510643,16818.034296973645,18458.840457012902,21781.94644680517,23188.753075853674,21072.012055907253,21162.98106915492,22564.382532743275,24357.55884995993,26090.510801557502,27235.638942388916,28351.770491198058,29021.754870985536,30306.087251785062,31307.808589693384,32451.358041087842,33189.496282121974,33399.37317678392,33616.846512826094,34780.158925175354,35646.64140229021,35857.37541233547,36694.14008543588,37580.22598450532,38099.02471081344,38592.548021066534,39270.48477813419,39601.045271804316,40975.76655588623,41119.818362955484,41270.427500237616,42159.93597818963,46099.46015073199,50617.54402102051,55892.190271329935,61348.09989243892,66304.37117594674,70084.43735915514,72347.57287719604,74581.75968989574,76547.11481575396,78667.12352600176,80804.63583914527,82864.56726238473,84931.61537812286,89013.52184782973,93321.33364555455,96827.5780523044,100389.9013099419,104434.55609194173,109258.31785276109,113959.83709609316,118845.49033276536,124929.2810067693
Infinity,Infinity,Infinity,Infinity,10544.124039158927,9325.808332866622,13594.546084177937,14970.749657274471,15389.114991203933,18043.297900714148,20004.096292231206,23507.86766532694,25320.630102701845,23237.413451198197,20781.09527605759,21494.242246391565,22495.46983510976,23461.384382355027,24273.65353851621,24809.78387553269,25146.55870354915,26455.855905481505,26959.93477743366,27589.30138813022,27961.55481754536,28274.5580536781,28712.140897527934,30400.24004144052,31709.208152221097,32021.59911674191,32477.64627230912,32960.73543620193,33637.177517244025,33916.248536147905,34260.20600702208,34435.91355984272,36458.32892011256,36908.71648145093,37378.23777186597,38983.332488549924,44300.0792639965,50272.30785594874,57124.5467267942,62920.68747866977,67852.47504294632,71434.86214177718,73340.99124932983,75213.90799554455,77004.23891408701,79277.43993432402,81647.0201111236,83754.26403902234,85895.23116154975,90392.01783124366,95312.92850656134,100084.96778862875,103766.9696228358,107920.99321497093,112905.4260800835,117737.5239833383,122751.71447844466,129040.91885575825
Infinity,Infinity,Infinity,Infinity,Infinity,9381.155254281188,13699.50672833665,15140.29161159178,15589.638176873359,18120.669237850147,20233.06734777301,23550.394268967313,25153.049511087185,23385.7679287557,21430.451504689277,21685.02051479152,22688.018537113545,23673.90535780421,24041.717470258067,24675.456344761387,25006.348788240484,25982.954307533233,26618.90917799803,27440.243092740417,27985.83834564463,28332.609196235186,28723.824899704134,30206.582185086572,31409.82785340821,31892.64986931519,32651.822920561055,33235.53515742174,33579.200872354726,34034.062005293854,34521.17820115809,34640.05037702096,36190.36170134759,36700.71143886951,37242.43373880149,38825.66557671706,43886.89924689868,49613.0088111565,56195.9692070689,62646.10958295539,67613.3373301428,71254.29820020712,73594.41002325136,75758.50221526079,77482.56338316704,79688.1829092534,82048.69240993846,84037.92982302094,86002.39727806507,90337.6278892161,95212.27198486822,99901.24023470735,103555.01397496888,107642.90222020922,112593.44490357889,117353.2008147659,122443.92246563251,128670.96052991395
Infinity,Infinity,Infinity,Infinity,Infinity,13008.24280435596,16824.745514202405,17410.554697158208,18024.592111998318,20750.416956411078,22171.643340900013,26420.239468511332,28443.42490574837,25538.876665283842,23376.60460688248,21083.47386069672,21531.56951511749,21999.33928841125,22633.84114140349,22821.291823556952,23045.93835433377,24566.285434016063,24787.378092028317,25133.178009311687,25403.999440814216,26137.776790259875,27170.996856918646,29697.051490645114,31738.440948503914,32148.99216677263,32204.684299704204,32496.932204560966,33473.66578024746,33702.75157564957,33958.62817978362,34226.79701793331,37166.5943680688,37266.669505679274,37785.527380359046,39912.81516415548,45915.006990993366,51749.53896178919,58473.91531084777,65255.76253332803,71057.70249381222,74425.30342723231,75916.31082202902,77250.75126818297,78445.55369152964,80705.64624636123,83598.95985042161,85950.48690427773,88116.39319370434,93119.10010137493,98580.9597095284,103938.15404677998,108870.07280920714,113126.791196589,118282.97598306686,123189.098743105,128404.08902512529,134986.51062924683
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,17579.825386844033,17946.58999986154,18447.990297786502,21520.723461726397,22560.749844798796,27321.218886488838,29561.548233846897,25827.844397341756,23578.073192726533,21580.40065096697,21300.477618846136,21550.727863291606,22577.820426976916,22739.242892383616,23143.05834379262,25240.866872146904,24765.630549796137,25047.30053785027,25389.017203753636,26530.861580994493,27637.896209181363,30530.267000725955,32480.531135942194,32487.669718460667,32120.527893064635,32363.57992835431,33918.85683541803,33842.179757968166,33964.87865103458,34387.75873213151,38194.91822044672,37770.9881924774,38252.4221602951,40683.83374062156,47232.831470647514,53050.40930381332,59838.9979481045,66612.31896489675,72326.12963258674,75550.97448801,76439.54831841293,77557.43759464074,78981.46182732862,81320.77337411855,84356.96400504466,86800.52542255241,89066.24256017666,94226.05763120386,99721.52945424011,105186.4088666233,110133.73117558801,114443.34078963895,119645.37927967544,124611.40158924842,129833.1460673538,136524.340243063
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,19025.841208895912,19713.932385881948,19791.45095500435,22179.63645536986,24030.18396463386,27186.763313695614,29853.13652226954,28772.591558528246,26024.029419311777,24348.634179419685,22294.51481389602,22529.42960918925,22041.39865022099,22672.944029587623,23004.47166217776,23886.447925391094,24489.107129433665,25297.24720456226,25585.273123985146,25767.264848087998,26269.484474678186,27743.510651402736,28910.50708021586,29401.084706877304,30151.695465545727,30895.297511540262,31401.515978451636,31803.93093178737,32436.74381323043,32851.006240766495,34685.22594671939,35325.59161880003,35990.86732932765,37762.481887807175,43078.178337041696,49092.64452780988,55948.268053019994,63013.5005234206,69449.37855958466,74568.26365165038,78219.04628961097,79588.4855204865,80374.36284010993,81803.10573190848,84375.34208154825,87073.35025599667,89283.4244703799,93705.76696562284,99522.39174785848,105372.41138801006,110931.7396939521,116353.3969284073,121589.24043175926,126694.28253597865,131994.1707953899,138546.1868268415
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,20711.525482549216,20353.977009356346,23009.932751935994,24886.74384885409,28111.371379933054,31640.50948258483,29931.89835211302,26083.392822418642,24089.792166469528,22242.28523550218,21983.369143242282,22298.14567620658,22374.123982918445,22652.841982278765,24137.220267452132,24185.769008302774,24623.29256024835,24950.877301516943,25539.24171925491,26366.235105170963,28508.980635226304,29539.181837808625,29488.143918541606,29730.52580132159,30081.780961031247,30948.657127173967,31176.373052405317,31481.52937607308,31756.6660949433,34525.54463826386,35455.05576173394,36239.547357932,38371.06355287458,44360.8082501301,50366.666457278734,57311.89921766391,64371.90966349596,70704.63818843462,75623.54927766962,78652.02998093927,79794.97996661208,80306.96652813516,82148.42438391669,85048.8235230922,88054.31563716847,90617.51140455957,95559.24010056416,101210.85038352504,107536.46867000859,113447.8329180541,118964.58013067699,124331.51752662835,129559.50066126187,134923.5549419984,141602.46550386795
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,22004.21608662738,21957.749343901705,24183.578106103625,25347.980058206744,29381.075998139873,31619.93575475071,30232.16345118379,29042.34606359023,26558.358944060066,24781.994768946046,22936.01499869947,22831.722055164,22404.208366071394,22678.812644705904,24235.948603140896,24196.89382612708,24623.72915425793,24967.483414773676,25569.29965288989,26397.72363805242,28560.613570232446,29585.153670878604,29486.90022348984,29725.909877680264,30084.314286008834,30979.611263730236,31187.050854346806,31487.358875580732,31779.5552417328,34600.25677344713,35465.30902171464,36235.18416974472,38362.655064995284,44361.47361800329,50328.57530641377,57269.67659702903,64316.39576715714,70653.40070889701,75551.8496819132,78510.23967314557,81362.98047195574,82143.55401123517,83278.73085780196,85343.00240211823,87916.14798617619,90787.76761998721,95667.63275693558,101116.74058966684,107438.88382801422,113525.35702395898,119678.44946353063,126131.59742189251,131434.0277800318,136930.46020384808,143677.01316515717
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,22832.41775806103,23807.46395829551,25901.649068961942,29024.428649244546,30508.338068322184,30935.562593323175,30823.04666988379,27733.805985658106,26124.110510491853,24234.49250029902,22471.321783195403,23449.651469064036,22943.936727683857,23162.75924471157,24256.86372758697,25521.38071451687,25538.635200112043,25321.041468408806,25665.052766212288,26506.42789868786,27169.631042590798,27739.09513498246,29076.8486459575,30407.38022000202,30431.68954044158,31232.94488694909,32341.371047960187,32243.604915058688,32870.96294505714,33358.62192758374,33865.40878314617,35075.979761871604,39094.87682444077,43759.70277977145,49136.924998856324,54702.501530823174,59767.623116871146,63711.54702971548,66993.1238325225,70701.90157270154,73952.58143922892,77215.72108364324,80571.14633927525,83566.14347023457,86241.89058263248,90741.14519682336,95853.41335350767,101254.9752589473,106787.94060706311,112768.99682443196,119565.64480356473,126287.82113648704,133352.86290342166,141603.2500132539
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,24563.04055009712,25383.059114278487,27020.665276616848,29255.7215535474,30788.94088732422,31553.99389027531,32095.44923014026,31958.36427727011,29971.430001281366,28141.966237716544,23860.08141754016,24677.346313841328,23720.45175672534,23150.905153509644,25280.223816178335,26648.845898844887,26474.799101597662,25745.0525743085,25924.9866730397,26244.104161829862,26798.26669079015,27908.196454730714,30252.173914479474,31556.176722247434,30644.38030663956,32096.307101817776,33421.756229067025,33095.196082457194,32427.76537067191,33223.44556843333,34070.39822879569,34966.442573762346,38028.25858553831,41719.603190684604,45995.435763782225,50465.05613321402,54540.09845713214,57736.42799117143,61161.778966456215,65711.85171326307,69907.51484086609,73900.7159409222,77695.93294290201,80943.67043961193,83592.73511980248,87520.89409209458,91824.13206231777,96261.25149336242,100761.89195762153,105624.84381179938,111186.63550875669,116613.59886832035,122366.40142401177,129138.05962349866
Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,Infinity,25551.67235222971,26517.012324465675,28999.023703778064,30146.602613930234,31434.26209161909,33261.97084089645,34408.7658591551,31869.560997554025,30186.718499078794,25503.520817321558,25281.737343672943,25161.91891803529,23609.294594488714,25844.19618200453,27297.706378560968,27867.519074436255,26473.23334832079,25985.494686455484,26048.804366241842,26541.911605344834,27822.003454527636,30754.147933478507,32088.912938493413,31127.638756265347,32526.82705300275,33951.63466711362,34320.5720713112,32712.033695887658,33219.08825956754,34052.60788722806,34664.553995759336,36965.67703379765,39785.63095876769,43109.94721907457,46603.55247055265,49725.33720753851,52094.06502530618,54980.92624089526,59216.39648762452,63151.21050839702,66728.10038090023,69963.89695099396,72619.66787174344,74643.40990360713,77625.78098545046,80919.39151896337,84336.47793207206,87828.33709536433,91618.45861223253,96064.45224383255,100389.58519345216,105021.80317071926,110577.7277578742
