1066.331691344539,2389.6852118147217,2810.194036530747,6751.039252910328,9904.212144353496,12688.051883031983,15403.305360382004,18749.868813946232,22710.551719358686,27265.242518856707,31250.306944899272,41495.55770619531,50599.143998395,59923.74751892902,69732.87345071978,86588.74707691182,100980.39220706378,108695.31022976174,114503.12128206444,126085.67379509425,132104.26254784837,141849.99422921194,147468.44770299227,154323.55456647815,158946.7479987359,166367.81629176324,168077.29887530225,171997.50398956763,173910.45764830094,177168.86825306568,177621.25652288267,178520.61670605006,179087.61501166626,179313.53382435607,179357.58979606468,179477.75379020174,179809.0456780427,180211.32529919493,180747.3303324702,181458.1979570266,182131.92612662475,182833.836708146,183634.55797706734
Infinity,2246.135034388587,2873.3383503968294,7338.472474478476,10427.463081651467,13177.477516800309,15910.83987455041,19329.5046797345,23322.78604748666,27896.55879144682,31703.08398286508,42386.22195577144,51403.071699963664,60735.487957493046,70546.33189760134,87800.30376438731,102108.62929464724,109457.45529002351,115075.64966582033,127115.8284354957,132730.71324674677,142788.98196781022,148085.74867669205,155097.9911704598,159486.43155086407,167208.31007431526,168340.78870194216,172582.9760673946,174310.25263588026,177727.76297988952,177736.22993474585,178809.05265302997,179294.16776026157,179464.97537302395,179411.05086946927,179522.33104475302,179814.2754941561,180174.254842066,180690.7781830858,181341.36527610675,181944.99654076295,182548.81536500386,183273.9414609624
Infinity,2281.040540764452,2856.483512748338,7283.0813823349745,10377.652328256485,13131.329454260343,15864.325035499895,19286.0470902487,23267.168042610385,27836.070827869815,31652.97325008929,42290.73747400522,51318.84953842171,60650.918554531185,70467.8927544144,87686.14376619807,102004.82087011733,109411.32983859451,115045.66442239705,127031.94518874752,132682.4227415994,142707.33589368928,148035.64908347026,155035.3628915803,159445.95288215586,167141.00109011517,168332.4670796232,172537.89156609288,174285.5660942811,177680.8736351719,177731.9535091841,178791.52429030358,179272.1718848207,179453.85259239387,179405.4784434293,179528.58525309945,179830.9135522578,180185.85905215205,180713.66247834006,181363.1966303298,181965.42878207337,182563.4174311354,183305.89044040407
Infinity,Infinity,2950.936962395928,7593.47420810923,11149.860981322541,13831.8487149994,16528.344498438782,19984.81026801042,24064.292869868164,28682.238968224658,32501.1663108764,43127.65097542005,52515.18182688429,61754.73345396252,71565.57891838145,88918.55839606308,103558.71091037139,110748.11177124061,116011.6528710189,127982.6140828972,133920.28782692342,143658.08174055596,149169.65934074126,155909.82278776073,160406.26036436413,167966.18361571917,169234.06517013168,173044.81392592608,174981.45838851787,178293.71000310095,178307.11510283954,179014.79019149518,179649.8570493846,179702.5123406294,179548.60283295703,179544.73749289414,179804.13241212195,180105.93061996315,180549.99454462415,181119.69661689072,181638.38639414226,182155.21191701805,182791.56641259653
Infinity,Infinity,2395.7327273329533,3407.3201603943735,4042.0436289569807,4521.117995091158,4996.031162537699,5765.089259517384,6915.127422598514,8335.405117037943,9793.426165884568,14755.504168797825,18966.655521613175,23307.419469288227,28021.901869983805,37827.79262239787,45786.14932957773,49130.71382186086,51456.171212890375,57369.3204243419,59683.438062850095,64313.08380565879,66384.96598593818,69147.82315137458,70688.40873358783,73772.75034957474,74292.83093699608,75306.18262785711,75571.81222596906,76258.36743465986,76680.25279406067,76731.7075748846,76812.13853232608,77118.45245665668,78140.39847752478,79542.16028912152,81724.84509233388,84141.15590640595,86768.1270973886,89962.30347787392,93021.93233327786,96200.0249192667,99539.68241371293
Infinity,Infinity,Infinity,2782.0314489543093,2953.9776026725435,3051.5054166357218,3162.5499232519132,3435.0211862019537,3997.0303102811517,4722.213211851319,5765.391854544212,9208.438003150204,12072.55724411038,15030.932994721463,18327.164243449104,25910.44478114759,31888.247487568435,34077.32850901584,35628.46313062473,39850.0876166663,41281.78709230111,44443.639407790026,45697.83749730256,47408.41796970735,48319.71747144674,50237.90341443988,50870.47216470264,51273.06782986512,51433.91106828845,51632.35608148447,52597.98442309365,52853.320694501024,53283.108462203825,54158.57033889109,56098.30629276468,58533.29641948943,61964.47607119417,65699.26492369095,69672.7261138871,74348.90932759174,78864.0161405919,83533.71432837579,88379.87541966572
Infinity,Infinity,Infinity,3640.5709918784487,3600.6278732458572,3593.0164621802874,3674.4614963650056,4114.070782167357,4778.762647010155,5640.583900139274,6293.5949890345355,11209.971258392283,13849.872684664395,16851.770661401868,20208.493849806204,28851.94228553967,34519.60096421394,35630.03175849052,36686.491067502015,42107.989068718045,42471.34651985933,46411.92555361915,46814.290903073466,48843.82061254651,49194.26631249627,51825.610342807864,50774.77340852825,52020.58468778934,51630.58384433357,52320.96869979007,51951.33212827865,52009.890088043256,52049.319412886114,52259.481620580846,53099.60508507717,54296.25645293727,56228.34576116914,58374.615080637835,60734.79808324212,63609.18849312137,66360.77498769182,69213.22014623822,72233.02040683146
Infinity,Infinity,Infinity,Infinity,3990.051732870041,3940.7940091769133,4031.7105316516136,4546.150831935069,5278.633777926291,6169.379652628451,6655.852851900822,12121.288870246037,14671.065104132467,17701.235686558226,21064.618537650967,30136.760211068504,35682.56934271657,36356.81817967066,37204.00128227341,43125.65829509589,43035.36390728118,47315.87423734308,47350.71930667802,49529.680604792346,49637.216745850266,52577.08685561022,50837.13752510063,52480.85895089035,51839.186777456176,52727.728498767654,51815.33315288284,51936.93815738615,51952.77414309034,52033.71313787136,52578.2418878912,53446.391856119786,54948.816113281275,56625.59122737602,58515.8761744888,60853.369956042494,63077.595349214156,65381.55775431644,67854.51709929215
Infinity,Infinity,Infinity,Infinity,4091.252486181953,3920.567090666756,3916.6909255630817,4252.247931296146,5044.455716429252,5939.884335334307,6913.162956808248,10734.289195934743,14483.00487593025,17717.365325090694,21086.422879718182,29287.3177792993,36161.781432312564,37473.89390479497,37686.82688395426,42042.35081798754,44042.25139882175,46614.93171002631,48194.863496947444,49224.89660082958,50157.76868557394,51890.482301582975,52348.32822547072,51561.295871856026,51768.0881202288,52129.945553978476,52693.2763208738,51907.12619982338,52065.92060013823,52413.30940798593,53327.81516812047,54299.34243226544,56024.42828949673,57782.646147409985,59687.6317711633,62178.65396904323,64376.18738196062,66725.32182907837,69203.3608739988
Infinity,Infinity,Infinity,Infinity,Infinity,5654.773239126546,5546.926128035948,6050.387058430548,6898.552731478256,8141.779050855944,8653.006774439365,14611.709482673054,17693.772386822406,21626.955044759627,25295.601983648387,34992.19718468526,40990.04475313125,41483.0536942563,40573.500501436676,46396.97024371467,46392.104530238816,50599.27154868353,50628.30956942754,52413.80440291147,52420.20351816663,55180.3631088227,52895.06563120852,53411.56508966688,52613.09957330671,53814.75969220416,52328.95983813067,52163.05886807113,52050.26682249804,51982.926231633035,52188.65509402345,52599.14776821577,53452.53666174026,54435.83881457422,55593.230320231225,57075.85844250202,58482.010296998305,59943.929386929514,61544.25256721537
Infinity,Infinity,Infinity,Infinity,Infinity,7558.271978319164,7310.179371925016,8006.050935255834,9004.830619790882,10441.518623903725,10656.489378145296,18428.630433397702,21022.414978536137,24999.77769437967,28738.401645278427,39542.982908359096,45152.94081641926,44927.645664659874,44149.82905454749,50591.43320600598,48994.882422502735,54997.25095037239,53133.96445310704,56056.12218472443,54662.7502418136,58638.71651669861,54028.31864609387,57054.71407550968,53991.58213794522,55755.04312573458,52793.08964615234,53609.61105945466,52801.6105286958,52480.65834420152,52056.420193969156,52143.01425851659,52322.64788607357,52546.60654221887,52877.91827434516,53318.26561254799,53736.4611924222,54175.02332923764,54691.36564805206
